target,window,seed,best_epoch_1e-3,best_val_loss_1e-3,test_loss_at_best_1e-3,test_top1_at_best_1e-3,test_top5_at_best_1e-3,train_loss_at_best_1e-3,gap_at_best_1e-3,final_gap_1e-3,best_epoch_1e-4,best_val_loss_1e-4,test_loss_at_best_1e-4,test_top1_at_best_1e-4,test_top5_at_best_1e-4,train_loss_at_best_1e-4,gap_at_best_1e-4,final_gap_1e-4,delta_best_val_1e-4_minus_1e-3,delta_test_loss_1e-4_minus_1e-3,delta_test_top1_1e-4_minus_1e-3,delta_gap_at_best_1e-4_minus_1e-3
RN50__stem,100_200,0,8,6.762402534484863,3.936558723449707,0.11999999731779099,0.38499999046325684,5.843231201171875,0.9191713333129883,1.4654531478881836,30,6.829113960266113,4.119930267333984,0.05999999865889549,0.29499998688697815,6.324760437011719,0.5043535232543945,0.5043535232543945,0.06671142578125,0.18337154388427734,-0.05999999865889549,-0.41481781005859375
RN50__stem,100_200,1,9,6.869773864746094,3.9962642192840576,0.10999999940395355,0.32999998331069946,5.712227821350098,1.157546043395996,1.7690658569335938,30,6.920346260070801,4.1032209396362305,0.08500000089406967,0.32499998807907104,6.311460018157959,0.6088862419128418,0.6088862419128418,0.05057239532470703,0.10695672035217285,-0.02499999850988388,-0.5486598014831543
RN50__stem,300_400,0,2,7.281839370727539,5.003079414367676,0.02499999850988388,0.09999999403953552,7.0709686279296875,0.21087074279785156,0.9876842498779297,10,7.304311752319336,4.9752607345581055,0.014999999664723873,0.0949999988079071,7.0663743019104,0.23793745040893555,0.3879399299621582,0.022472381591796875,-0.027818679809570312,-0.009999998845160007,0.027066707611083984
RN50__stem,300_400,1,3,7.287213325500488,4.9020795822143555,0.009999999776482582,0.0949999988079071,6.953521728515625,0.3336915969848633,1.0857515335083008,12,7.313507080078125,4.931800842285156,0.009999999776482582,0.07499999552965164,7.035029411315918,0.27847766876220703,0.40122509002685547,0.02629375457763672,0.02972126007080078,0.0,-0.05521392822265625
RN50__stem,500_600,0,2,7.449343681335449,5.27333927154541,0.004999999888241291,0.02499999850988388,7.297251224517822,0.15209245681762695,0.8744182586669922,9,7.477667808532715,5.266270160675049,0.004999999888241291,0.03999999910593033,7.295525550842285,0.1821422576904297,0.2871565818786621,0.028324127197265625,-0.007069110870361328,0.0,0.030049800872802734
RN50__stem,500_600,1,1,7.447788238525391,5.2954325675964355,0.009999999776482582,0.029999999329447746,7.360628128051758,0.08716011047363281,0.7565708160400391,10,7.475699424743652,5.270207405090332,0.009999999776482582,0.029999999329447746,7.298306465148926,0.17739295959472656,0.2733449935913086,0.02791118621826172,-0.025225162506103516,0.0,0.09023284912109375
RN50__attnpool,100_200,0,5,6.676438331604004,3.9686129093170166,0.125,0.3449999988079071,4.7374067306518555,1.9390316009521484,3.3769116401672363,30,6.741447448730469,4.01665735244751,0.10499999672174454,0.35999998450279236,5.208200931549072,1.5332465171813965,1.5332465171813965,0.06500911712646484,0.048044443130493164,-0.020000003278255463,-0.40578508377075195
RN50__attnpool,100_200,1,5,6.702690124511719,4.011396408081055,0.10499999672174454,0.3700000047683716,4.732512474060059,1.9701776504516602,3.446305274963379,24,6.750767707824707,4.048234939575195,0.10999999940395355,0.32999998331069946,5.213138580322266,1.5376291275024414,1.5555620193481445,0.04807758331298828,0.036838531494140625,0.005000002682209015,-0.43254852294921875
RN50__attnpool,300_400,0,5,7.054399013519287,4.276885986328125,0.06499999761581421,0.2449999898672104,5.218427658081055,1.8359713554382324,3.5487325191497803,26,7.072559833526611,4.251034736633301,0.07499999552965164,0.28999999165534973,5.595747947692871,1.4768118858337402,1.4821739196777344,0.01816082000732422,-0.02585124969482422,0.009999997913837433,-0.3591594696044922
RN50__attnpool,300_400,1,4,7.051372528076172,4.2811455726623535,0.06499999761581421,0.25999999046325684,5.47720193862915,1.5741705894470215,3.346165657043457,24,7.066799163818359,4.200867652893066,0.07000000029802322,0.26999998092651367,5.622248649597168,1.4445505142211914,1.461254596710205,0.0154266357421875,-0.08027791976928711,0.005000002682209015,-0.12962007522583008
RN50__attnpool,500_600,0,1,7.426443099975586,5.283914566040039,0.004999999888241291,0.02499999850988388,7.145322799682617,0.28112030029296875,2.793703079223633,3,7.487196445465088,5.281562805175781,0.009999999776482582,0.044999998062849045,7.102998733520508,0.3841977119445801,1.054314136505127,0.06075334548950195,-0.0023517608642578125,0.004999999888241291,0.10307741165161133
RN50__attnpool,500_600,1,1,7.422776699066162,5.294795036315918,0.0,0.03500000014901161,7.142711639404297,0.28006505966186523,2.775726795196533,3,7.495038986206055,5.348676681518555,0.009999999776482582,0.019999999552965164,7.077542304992676,0.4174966812133789,1.0765204429626465,0.07226228713989258,0.05388164520263672,0.009999999776482582,0.13743162155151367
ViT-B-16__block2,100_200,0,7,6.42889404296875,3.3477580547332764,0.20999999344348907,0.5149999856948853,4.615246772766113,1.8136472702026367,4.2878899574279785,30,6.4492950439453125,3.4093222618103027,0.17499999701976776,0.5249999761581421,5.389623641967773,1.059671401977539,1.059671401977539,0.0204010009765625,0.06156420707702637,-0.034999996423721313,-0.7539758682250977
ViT-B-16__block2,100_200,1,5,6.491941928863525,3.4631147384643555,0.17499999701976776,0.42499998211860657,5.021570205688477,1.4703717231750488,3.8005166053771973,30,6.498845100402832,3.3953263759613037,0.19499999284744263,0.5,5.382126808166504,1.1167182922363281,1.1167182922363281,0.006903171539306641,-0.06778836250305176,0.019999995827674866,-0.3536534309387207
ViT-B-16__block2,300_400,0,2,7.199180603027344,4.686392307281494,0.03999999910593033,0.17499999701976776,6.6202263832092285,0.5789542198181152,3.228638172149658,12,7.203320503234863,4.566408157348633,0.06499999761581421,0.2149999886751175,6.47157096862793,0.7317495346069336,0.9427299499511719,0.004139900207519531,-0.11998414993286133,0.02499999850988388,0.15279531478881836
ViT-B-16__block2,300_400,1,3,7.210803031921387,4.620654106140137,0.04999999701976776,0.2149999886751175,6.373351097106934,0.8374519348144531,3.6869730949401855,14,7.215132713317871,4.538492202758789,0.06499999761581421,0.22999998927116394,6.401338577270508,0.8137941360473633,0.9774765968322754,0.004329681396484375,-0.08216190338134766,0.015000000596046448,-0.023657798767089844
ViT-B-16__block2,500_600,0,1,7.416883945465088,5.277701377868652,0.004999999888241291,0.029999999329447746,7.292424201965332,0.12445974349975586,2.7465004920959473,3,7.444037914276123,5.247693061828613,0.014999999664723873,0.04999999701976776,7.24878454208374,0.1952533721923828,0.6197080612182617,0.027153968811035156,-0.030008316040039062,0.009999999776482582,0.07079362869262695
ViT-B-16__block2,500_600,1,1,7.404402732849121,5.281195640563965,0.004999999888241291,0.044999998062849045,7.292699813842773,0.11170291900634766,2.8180036544799805,2,7.4403886795043945,5.259407043457031,0.009999999776482582,0.04999999701976776,7.293891906738281,0.14649677276611328,0.5922293663024902,0.03598594665527344,-0.021788597106933594,0.004999999888241291,0.034793853759765625
ViT-B-16__block12,100_200,0,6,6.765028953552246,4.170430660247803,0.08999999612569809,0.25999999046325684,4.430262088775635,2.3347668647766113,3.3515357971191406,30,6.822146415710449,4.198060035705566,0.10999999940395355,0.2549999952316284,5.13654899597168,1.6855974197387695,1.6855974197387695,0.057117462158203125,0.027629375457763672,0.020000003278255463,-0.6491694450378418
ViT-B-16__block12,100_200,1,4,6.774261474609375,4.221930503845215,0.07999999821186066,0.26499998569488525,4.867499351501465,1.9067621231079102,3.2011446952819824,26,6.828980445861816,4.221877098083496,0.07999999821186066,0.2849999964237213,5.13249397277832,1.696486473083496,1.7022738456726074,0.054718971252441406,-5.340576171875e-05,0.0,-0.21027565002441406
ViT-B-16__block12,300_400,0,5,7.088879108428955,4.413017272949219,0.05999999865889549,0.20999999344348907,5.073193550109863,2.015685558319092,3.3028697967529297,30,7.116154193878174,4.384967803955078,0.054999999701976776,0.2449999898672104,5.480023384094238,1.6361308097839355,1.6361308097839355,0.02727508544921875,-0.028049468994140625,-0.004999998956918716,-0.37955474853515625
ViT-B-16__block12,300_400,1,4,7.09334135055542,4.436004161834717,0.054999999701976776,0.2549999952316284,5.347964286804199,1.7453770637512207,3.2059130668640137,27,7.113261699676514,4.419802188873291,0.054999999701976776,0.25999999046325684,5.490665435791016,1.622596263885498,1.6252031326293945,0.01992034912109375,-0.01620197296142578,0.0,-0.12278079986572266
ViT-B-16__block12,500_600,0,1,7.459445476531982,5.292515277862549,0.004999999888241291,0.04999999701976776,7.024923324584961,0.4345221519470215,2.8061370849609375,3,7.527707099914551,5.2981390953063965,0.004999999888241291,0.044999998062849045,7.049489974975586,0.47821712493896484,1.221059799194336,0.06826162338256836,0.005623817443847656,0.0,0.04369497299194336
ViT-B-16__block12,500_600,1,1,7.45164680480957,5.2978196144104,0.009999999776482582,0.02499999850988388,7.034602165222168,0.41704463958740234,2.7824859619140625,3,7.523749351501465,5.348555564880371,0.014999999664723873,0.03999999910593033,7.032748699188232,0.4910006523132324,1.2220659255981445,0.07210254669189453,0.0507359504699707,0.004999999888241291,0.07395601272583008
ViT-L-14__block4,100_200,0,6,6.361435413360596,3.335203170776367,0.17999999225139618,0.5299999713897705,4.8257951736450195,1.5356402397155762,3.7764830589294434,30,6.397214889526367,3.4198131561279297,0.1850000023841858,0.4899999797344208,5.346662521362305,1.0505523681640625,1.0505523681640625,0.035779476165771484,0.0846099853515625,0.005000010132789612,-0.48508787155151367
ViT-L-14__block4,100_200,1,5,6.397502899169922,3.424355983734131,0.1850000023841858,0.4949999749660492,4.99587345123291,1.4016294479370117,3.6579246520996094,30,6.431070327758789,3.422666072845459,0.17999999225139618,0.4699999988079071,5.34294319152832,1.0881271362304688,1.0881271362304688,0.03356742858886719,-0.001689910888671875,-0.005000010132789612,-0.31350231170654297
ViT-L-14__block4,300_400,0,3,7.176307678222656,4.576182842254639,0.04999999701976776,0.17000000178813934,6.3476715087890625,0.8286361694335938,3.341136932373047,16,7.1772871017456055,4.462608337402344,0.03999999910593033,0.20999999344348907,6.331119537353516,0.8461675643920898,0.962153434753418,0.0009794235229492188,-0.11357450485229492,-0.009999997913837433,0.017531394958496094
ViT-L-14__block4,300_400,1,3,7.153986930847168,4.561888217926025,0.054999999701976776,0.17499999701976776,6.341740608215332,0.8122463226318359,3.4008140563964844,14,7.167275905609131,4.502656936645508,0.04999999701976776,0.2149999886751175,6.373404502868652,0.7938714027404785,0.9524955749511719,0.01328897476196289,-0.05923128128051758,-0.005000002682209015,-0.018374919891357422
ViT-L-14__block4,500_600,0,1,7.412564754486084,5.2803120613098145,0.019999999552965164,0.03999999910593033,7.2780303955078125,0.13453435897827148,2.6788558959960938,3,7.444952011108398,5.261898994445801,0.009999999776482582,0.044999998062849045,7.233297348022461,0.2116546630859375,0.6368403434753418,0.03238725662231445,-0.018413066864013672,-0.009999999776482582,0.07712030410766602
ViT-L-14__block4,500_600,1,1,7.406446933746338,5.280316352844238,0.0,0.02499999850988388,7.284295082092285,0.12215185165405273,2.71647310256958,3,7.444699764251709,5.264223098754883,0.009999999776482582,0.03999999910593033,7.234269142150879,0.21043062210083008,0.6442747116088867,0.038252830505371094,-0.01609325408935547,0.009999999776482582,0.08827877044677734
ViT-L-14__block24,100_200,0,5,6.83707332611084,4.306700706481934,0.06499999761581421,0.2199999988079071,4.632235050201416,2.204838275909424,3.2776427268981934,26,6.895943641662598,4.321288108825684,0.07999999821186066,0.26499998569488525,5.1695098876953125,1.7264337539672852,1.7324724197387695,0.05887031555175781,0.01458740234375,0.015000000596046448,-0.47840452194213867
ViT-L-14__block24,100_200,1,4,6.857071876525879,4.344522476196289,0.05999999865889549,0.25,4.891877174377441,1.9651947021484375,3.1850929260253906,26,6.920995712280273,4.329695701599121,0.05999999865889549,0.23499999940395355,5.178059101104736,1.742936611175537,1.7488813400268555,0.06392383575439453,-0.014826774597167969,0.0,-0.2222580909729004
ViT-L-14__block24,300_400,0,5,7.135578632354736,4.493314266204834,0.05999999865889549,0.1850000023841858,5.054411888122559,2.0811667442321777,3.2902731895446777,30,7.161032676696777,4.5037360191345215,0.07000000029802322,0.2149999886751175,5.453849792480469,1.7071828842163086,1.7071828842163086,0.025454044342041016,0.0104217529296875,0.010000001639127731,-0.37398386001586914
ViT-L-14__block24,300_400,1,4,7.119545936584473,4.49017333984375,0.06499999761581421,0.19999998807907104,5.3322343826293945,1.7873115539550781,3.1248483657836914,30,7.152193069458008,4.49662446975708,0.044999998062849045,0.19999998807907104,5.494014263153076,1.6581788063049316,1.6581788063049316,0.032647132873535156,0.006451129913330078,-0.019999999552965164,-0.12913274765014648
ViT-L-14__block24,500_600,0,1,7.472824573516846,5.299079895019531,0.004999999888241291,0.03500000014901161,6.990159034729004,0.4826655387878418,2.794543743133545,5,7.538115501403809,5.292640209197998,0.019999999552965164,0.04999999701976776,6.770197868347168,0.7679176330566406,1.366866111755371,0.06529092788696289,-0.006439685821533203,0.014999999664723873,0.28525209426879883
ViT-L-14__block24,500_600,1,1,7.463264465332031,5.301595211029053,0.004999999888241291,0.02499999850988388,7.008746147155762,0.45451831817626953,2.770235061645508,7,7.52896785736084,5.287920951843262,0.0,0.04999999701976776,6.583116054534912,0.9458518028259277,1.430325984954834,0.0657033920288086,-0.013674259185791016,-0.004999999888241291,0.4913334846496582
