condition,target,window,seed,epoch,train_loss,val_loss,val_minus_train,train_top1,train_top5,val_top1,val_top5,learning_rate,temperature,n_parameters
linear_fixed_temperature,ViT-L-14__block24,100_200,0,19,4.1488165855407715,6.94906759262085,2.800251007080078,0.8047158718109131,0.9220072627067566,0.004836759530007839,0.034461911767721176,8.898950353863002e-05,0.07,807936
linear_fixed_temperature,ViT-L-14__block24,100_200,0,20,4.125085830688477,6.954498291015625,2.8294124603271484,0.8180169463157654,0.9292623996734619,0.004836759530007839,0.03506650775671005,7.500000000000005e-05,0.07,807936
linear_fixed_temperature,ViT-L-14__block24,100_200,0,21,4.1045637130737305,6.9556708335876465,2.851107120513916,0.8246675133705139,0.9292623996734619,0.005441354587674141,0.03506650775671005,6.183221215612906e-05,0.07,807936
linear_fixed_temperature,ViT-L-14__block24,100_200,0,22,4.089565277099609,6.9581193923950195,2.86855411529541,0.8246675133705139,0.9316807985305786,0.005441354587674141,0.034461911767721176,4.963040904617133e-05,0.07,807936
linear_fixed_temperature,ViT-L-14__block24,100_200,0,23,4.075815200805664,6.960397720336914,2.88458251953125,0.8331318497657776,0.932889997959137,0.004836759530007839,0.034461911767721176,3.852827617839091e-05,0.07,807936
linear_fixed_temperature,ViT-L-14__block24,100_200,0,24,4.065295219421387,6.962052822113037,2.8967576026916504,0.8391777873039246,0.9347037672996521,0.004836759530007839,0.0338573157787323,2.8647450843757908e-05,0.07,807936
linear_fixed_temperature,ViT-L-14__block24,100_200,0,25,4.057892322540283,6.962823867797852,2.9049315452575684,0.8391777873039246,0.9371221661567688,0.004836759530007839,0.034461911767721176,2.00961894323342e-05,0.07,807936
linear_fixed_temperature,ViT-L-14__block24,100_200,0,26,4.05341911315918,6.9634504318237305,2.910031318664551,0.8434099555015564,0.9377267360687256,0.005441354587674141,0.03325272351503372,1.2968181353609857e-05,0.07,807936
linear_fixed_temperature,ViT-L-14__block24,100_200,0,27,4.049838066101074,6.9642133712768555,2.9143753051757812,0.8434099555015564,0.9377267360687256,0.005441354587674141,0.032648127526044846,7.341522555726972e-06,0.07,807936
linear_fixed_temperature,ViT-L-14__block24,100_200,0,28,4.048488616943359,6.964682579040527,2.916193962097168,0.8452237248420715,0.9377267360687256,0.005441354587674141,0.032648127526044846,3.2778598899291474e-06,0.07,807936
linear_fixed_temperature,ViT-L-14__block24,100_200,0,29,4.047550201416016,6.9647908210754395,2.917240619659424,0.8458282947540283,0.9389359354972839,0.005441354587674141,0.032648127526044846,8.2171569475899e-07,0.07,807936
linear_fixed_temperature,ViT-L-14__block24,100_200,0,30,4.04734992980957,6.964837551116943,2.917487621307373,0.8458282947540283,0.9389359354972839,0.005441354587674141,0.032648127526044846,0.0,0.07,807936
