target,window,seed,best_epoch,val_loss,test_loss,top1,top5
RN50__layer1__fov,900_1000,3,4,7.4781,5.3094,0.01,0.035
RN50__layer1__fov,900_1000,4,3,7.4753,5.304,0.01,0.025
RN50__layer2,0_100,0,20,6.9458,4.2728,0.06,0.23
RN50__layer2,0_100,1,16,7.0061,4.3201,0.055,0.205
RN50__layer2,0_100,2,20,6.9457,4.2523,0.065,0.23
RN50__layer2,0_100,3,16,6.9909,4.3163,0.07,0.18
RN50__layer2,0_100,4,15,7.0053,4.2988,0.065,0.185
RN50__layer2,100_200,0,34,6.2151,2.9437,0.28,0.64
RN50__layer2,100_200,1,40,6.2826,2.9627,0.28,0.63
RN50__layer2,100_200,2,26,6.2522,3.0238,0.255,0.595
RN50__layer2,100_200,3,25,6.315,3.0536,0.255,0.595
RN50__layer2,100_200,4,30,6.2138,3.0021,0.285,0.6
RN50__layer2,200_300,0,26,6.5899,3.4135,0.2,0.47
RN50__layer2,200_300,1,26,6.5914,3.4233,0.245,0.455
RN50__layer2,200_300,2,26,6.5427,3.4504,0.18,0.46
RN50__layer2,200_300,3,25,6.5417,3.4608,0.19,0.465
RN50__layer2,200_300,4,25,6.553,3.4517,0.18,0.435
RN50__layer2,300_400,0,13,7.115,4.2367,0.1,0.235
RN50__layer2,300_400,1,12,7.0897,4.2856,0.07,0.235
RN50__layer2,300_400,2,14,7.0864,4.1979,0.075,0.24
RN50__layer2,300_400,3,13,7.0966,4.2943,0.075,0.25
RN50__layer2,300_400,4,12,7.1301,4.2678,0.075,0.245
RN50__layer2,400_500,0,6,7.4075,4.9572,0.03,0.14
RN50__layer2,400_500,1,8,7.4186,4.9489,0.03,0.085
RN50__layer2,400_500,2,4,7.4315,5.0402,0.01,0.1
RN50__layer2,400_500,3,8,7.3885,4.9558,0.02,0.09
RN50__layer2,400_500,4,5,7.4095,5.0134,0.035,0.125
RN50__layer2,500_600,0,2,7.4621,5.2769,0.0,0.025
RN50__layer2,500_600,1,3,7.4651,5.2361,0.01,0.04
RN50__layer2,500_600,2,2,7.4848,5.2538,0.015,0.05
RN50__layer2,500_600,3,3,7.4635,5.2708,0.01,0.04
RN50__layer2,500_600,4,3,7.469,5.2422,0.015,0.065
RN50__layer2,600_700,0,2,7.4837,5.288,0.0,0.02
RN50__layer2,600_700,1,2,7.4683,5.2718,0.0,0.035
RN50__layer2,600_700,2,2,7.4866,5.2863,0.005,0.02
RN50__layer2,600_700,3,2,7.4522,5.2909,0.0,0.015
RN50__layer2,600_700,4,2,7.4778,5.296,0.0,0.025
RN50__layer2,700_800,0,2,7.4711,5.3076,0.0,0.02
RN50__layer2,700_800,1,2,7.4793,5.2914,0.005,0.035
RN50__layer2,700_800,2,3,7.4923,5.2942,0.005,0.025
RN50__layer2,700_800,3,3,7.4619,5.3001,0.0,0.015
RN50__layer2,700_800,4,2,7.479,5.2958,0.015,0.045
RN50__layer2,800_900,0,2,7.4785,5.3137,0.01,0.04
RN50__layer2,800_900,1,2,7.4635,5.2985,0.0,0.03
RN50__layer2,800_900,2,2,7.4993,5.3116,0.01,0.02
RN50__layer2,800_900,3,2,7.4733,5.3233,0.0,0.02
RN50__layer2,800_900,4,2,7.4839,5.3135,0.01,0.03
RN50__layer2,900_1000,0,2,7.4921,5.3195,0.0,0.02
RN50__layer2,900_1000,1,2,7.4668,5.2987,0.005,0.03
RN50__layer2,900_1000,2,2,7.503,5.2869,0.005,0.035
RN50__layer2,900_1000,3,2,7.4726,5.3257,0.0,0.02
RN50__layer2,900_1000,4,2,7.4841,5.3246,0.0,0.035
RN50__layer2__fov,0_100,0,20,6.9166,4.1985,0.065,0.23
RN50__layer2__fov,0_100,1,16,6.9782,4.2258,0.075,0.21
RN50__layer2__fov,0_100,2,20,6.9371,4.1623,0.07,0.23
RN50__layer2__fov,0_100,3,20,6.9786,4.1808,0.06,0.235
RN50__layer2__fov,0_100,4,15,6.9794,4.2476,0.06,0.215
RN50__layer2__fov,100_200,0,44,6.1774,2.8638,0.3,0.65
RN50__layer2__fov,100_200,1,32,6.2608,2.9112,0.29,0.63
RN50__layer2__fov,100_200,2,26,6.2222,2.9548,0.28,0.62
RN50__layer2__fov,100_200,3,36,6.2815,2.9183,0.29,0.615
RN50__layer2__fov,100_200,4,42,6.1838,2.8763,0.32,0.625
RN50__layer2__fov,200_300,0,24,6.5517,3.4048,0.195,0.455
RN50__layer2__fov,200_300,1,26,6.5589,3.3785,0.22,0.465
RN50__layer2__fov,200_300,2,26,6.5204,3.4056,0.205,0.445
RN50__layer2__fov,200_300,3,22,6.5203,3.4515,0.22,0.46
RN50__layer2__fov,200_300,4,27,6.5315,3.3745,0.2,0.45
RN50__layer2__fov,300_400,0,13,7.1003,4.2301,0.1,0.235
RN50__layer2__fov,300_400,1,13,7.0987,4.2183,0.075,0.265
RN50__layer2__fov,300_400,2,14,7.076,4.1535,0.075,0.265
RN50__layer2__fov,300_400,3,11,7.1056,4.3042,0.075,0.245
RN50__layer2__fov,300_400,4,13,7.1203,4.2516,0.085,0.225
RN50__layer2__fov,400_500,0,6,7.4144,4.9482,0.02,0.165
RN50__layer2__fov,400_500,1,8,7.4332,4.9443,0.01,0.085
RN50__layer2__fov,400_500,2,4,7.4214,5.0754,0.01,0.08
RN50__layer2__fov,400_500,3,7,7.3777,4.9184,0.015,0.13
RN50__layer2__fov,400_500,4,5,7.4093,5.0156,0.04,0.105
RN50__layer2__fov,500_600,0,2,7.4708,5.2783,0.02,0.035
RN50__layer2__fov,500_600,1,3,7.4791,5.2235,0.01,0.04
RN50__layer2__fov,500_600,2,2,7.4714,5.2679,0.01,0.025
RN50__layer2__fov,500_600,3,3,7.4635,5.248,0.01,0.05
RN50__layer2__fov,500_600,4,3,7.4659,5.2361,0.01,0.065
RN50__layer2__fov,600_700,0,2,7.4954,5.2916,0.005,0.02
RN50__layer2__fov,600_700,1,2,7.4843,5.2781,0.005,0.02
RN50__layer2__fov,600_700,2,2,7.473,5.2907,0.005,0.03
