target,window,test_loss,test_loss_std,top1,top5,n_seeds
RN50__layer2__fov,500_600,5.2508,0.0201,0.012,0.043,5
RN50__layer2__fov,600_700,5.2803,0.0181,0.006,0.027,5
RN50__layer2__fov,700_800,5.2841,0.0167,0.008,0.03,5
RN50__layer2__fov,800_900,5.3094,0.0115,0.005,0.02,5
RN50__layer2__fov,900_1000,5.306,0.0156,0.004,0.02,5
RN50__layer3,0_100,4.3557,0.0145,0.054,0.175,5
RN50__layer3,100_200,2.9581,0.0179,0.312,0.629,5
RN50__layer3,200_300,3.1429,0.0318,0.242,0.532,5
RN50__layer3,300_400,3.9769,0.0313,0.112,0.283,5
RN50__layer3,400_500,4.7922,0.0669,0.028,0.121,5
RN50__layer3,500_600,5.2691,0.0192,0.001,0.033,5
RN50__layer3,600_700,5.313,0.0205,0.005,0.028,5
RN50__layer3,700_800,5.3231,0.0177,0.009,0.029,5
RN50__layer3,800_900,5.3347,0.0122,0.003,0.032,5
RN50__layer3,900_1000,5.3437,0.0141,0.008,0.031,5
RN50__layer3__fov,0_100,4.327,0.0326,0.059,0.199,5
RN50__layer3__fov,100_200,2.9305,0.012,0.312,0.632,5
RN50__layer3__fov,200_300,3.1042,0.0188,0.232,0.559,5
RN50__layer3__fov,300_400,3.9492,0.0144,0.102,0.314,5
RN50__layer3__fov,400_500,4.7501,0.0601,0.033,0.144,5
RN50__layer3__fov,500_600,5.2575,0.0151,0.005,0.031,5
RN50__layer3__fov,600_700,5.3082,0.0083,0.002,0.026,5
RN50__layer3__fov,700_800,5.3132,0.0168,0.008,0.033,5
RN50__layer3__fov,800_900,5.3222,0.0071,0.006,0.03,5
RN50__layer3__fov,900_1000,5.3349,0.0075,0.008,0.029,5
RN50__layer4,0_100,4.5881,0.0225,0.045,0.133,5
RN50__layer4,100_200,3.4114,0.0144,0.201,0.49,5
RN50__layer4,200_300,3.3188,0.022,0.219,0.507,5
RN50__layer4,300_400,4.0307,0.0325,0.117,0.303,5
RN50__layer4,400_500,4.6653,0.0304,0.044,0.188,5
RN50__layer4,500_600,5.2841,0.0245,0.007,0.034,5
RN50__layer4,600_700,5.3367,0.0133,0.009,0.039,5
RN50__layer4,700_800,5.3426,0.0173,0.004,0.03,5
RN50__layer4,800_900,5.3632,0.0179,0.006,0.023,5
RN50__layer4,900_1000,5.3693,0.0098,0.004,0.025,5
RN50__layer4__fov,0_100,4.5425,0.0206,0.035,0.167,5
RN50__layer4__fov,100_200,3.3564,0.0255,0.211,0.515,5
RN50__layer4__fov,200_300,3.3049,0.0328,0.204,0.505,5
RN50__layer4__fov,300_400,3.9983,0.0354,0.122,0.318,5
RN50__layer4__fov,400_500,4.659,0.0201,0.039,0.199,5
RN50__layer4__fov,500_600,5.2788,0.0185,0.003,0.04,5
RN50__layer4__fov,600_700,5.3257,0.0119,0.007,0.028,5
RN50__layer4__fov,700_800,5.3246,0.017,0.005,0.032,5
RN50__layer4__fov,800_900,5.3632,0.0124,0.007,0.034,5
RN50__layer4__fov,900_1000,5.3537,0.0114,0.008,0.035,5
RN50__stem,0_100,4.6176,0.0678,0.035,0.162,5
RN50__stem,100_200,3.9899,0.0448,0.089,0.311,5
RN50__stem,200_300,4.3799,0.0147,0.066,0.197,5
RN50__stem,300_400,4.8921,0.0518,0.027,0.107,5
RN50__stem,400_500,5.2257,0.0121,0.006,0.044,5
RN50__stem,500_600,5.2723,0.005,0.007,0.033,5
RN50__stem,600_700,5.2933,0.0045,0.005,0.027,5
RN50__stem,700_800,5.2997,0.0095,0.006,0.031,5
RN50__stem,800_900,5.3059,0.0054,0.005,0.025,5
RN50__stem,900_1000,5.3111,0.0153,0.004,0.025,5
RN50__stem__fov,0_100,4.4985,0.0306,0.041,0.181,5
RN50__stem__fov,100_200,3.8836,0.0257,0.108,0.33,5
RN50__stem__fov,200_300,4.3315,0.0216,0.072,0.213,5
RN50__stem__fov,300_400,4.8779,0.0464,0.025,0.108,5
RN50__stem__fov,400_500,5.221,0.0047,0.005,0.042,5
RN50__stem__fov,500_600,5.2673,0.0062,0.005,0.031,5
RN50__stem__fov,600_700,5.2976,0.006,0.003,0.032,5
RN50__stem__fov,700_800,5.3001,0.0045,0.005,0.033,5
RN50__stem__fov,800_900,5.3053,0.0083,0.002,0.026,5
RN50__stem__fov,900_1000,5.3118,0.0099,0.007,0.028,5
ViT-B-16__block10,0_100,4.6842,0.0309,0.024,0.103,5
ViT-B-16__block10,100_200,3.6595,0.0226,0.148,0.382,5
ViT-B-16__block10,200_300,3.6188,0.0326,0.177,0.403,5
ViT-B-16__block10,300_400,4.1623,0.0326,0.11,0.286,5
ViT-B-16__block10,400_500,4.7939,0.0469,0.037,0.136,5
ViT-B-16__block10,500_600,5.2585,0.0214,0.007,0.041,5
ViT-B-16__block10,600_700,5.2912,0.0165,0.011,0.037,5
ViT-B-16__block10,700_800,5.3174,0.0155,0.004,0.027,5
ViT-B-16__block10,800_900,5.3205,0.0142,0.011,0.041,5
ViT-B-16__block10,900_1000,5.3349,0.0207,0.005,0.031,5
ViT-B-16__block10__fov,0_100,4.6356,0.0284,0.027,0.121,5
ViT-B-16__block10__fov,100_200,3.5702,0.0332,0.144,0.4,5
ViT-B-16__block10__fov,200_300,3.533,0.0269,0.195,0.429,5
ViT-B-16__block10__fov,300_400,4.1048,0.0281,0.1,0.275,5
ViT-B-16__block10__fov,400_500,4.7943,0.035,0.036,0.13,5
ViT-B-16__block10__fov,500_600,5.2688,0.0186,0.007,0.041,5
ViT-B-16__block10__fov,600_700,5.316,0.0221,0.006,0.021,5
ViT-B-16__block10__fov,700_800,5.3131,0.0272,0.008,0.026,5
ViT-B-16__block10__fov,800_900,5.3279,0.0147,0.011,0.031,5
ViT-B-16__block10__fov,900_1000,5.3481,0.0157,0.006,0.032,5
ViT-B-16__block12,0_100,4.8936,0.0176,0.033,0.114,5
ViT-B-16__block12,100_200,3.9669,0.0149,0.112,0.335,5
ViT-B-16__block12,200_300,3.8576,0.0186,0.126,0.327,5
ViT-B-16__block12,300_400,4.3747,0.0107,0.081,0.22,5
ViT-B-16__block12,400_500,4.8621,0.0345,0.035,0.111,5
ViT-B-16__block12,500_600,5.3283,0.0292,0.006,0.031,5
ViT-B-16__block12,600_700,5.3591,0.0153,0.004,0.026,5
ViT-B-16__block12,700_800,5.3521,0.025,0.006,0.018,5
ViT-B-16__block12,800_900,5.3624,0.0225,0.004,0.029,5
ViT-B-16__block12,900_1000,5.3818,0.0282,0.005,0.025,5
ViT-B-16__block12__fov,0_100,4.8911,0.0191,0.021,0.111,5
ViT-B-16__block12__fov,100_200,3.9483,0.011,0.118,0.338,5
ViT-B-16__block12__fov,200_300,3.7941,0.0198,0.14,0.361,5
ViT-B-16__block12__fov,300_400,4.3892,0.0277,0.078,0.21,5
ViT-B-16__block12__fov,400_500,4.8454,0.0431,0.024,0.113,5
ViT-B-16__block12__fov,500_600,5.2908,0.0145,0.008,0.035,5
ViT-B-16__block12__fov,600_700,5.3232,0.0086,0.008,0.029,5
ViT-B-16__block12__fov,700_800,5.3335,0.0122,0.006,0.032,5
ViT-B-16__block12__fov,800_900,5.348,0.0089,0.006,0.023,5
ViT-B-16__block12__fov,900_1000,5.3548,0.0077,0.006,0.024,5
ViT-B-16__block2,0_100,4.1377,0.0309,0.079,0.221,5
ViT-B-16__block2,100_200,3.2538,0.0209,0.163,0.489,5
ViT-B-16__block2,200_300,3.8825,0.0045,0.114,0.324,5
ViT-B-16__block2,300_400,4.4603,0.0329,0.062,0.162,5
ViT-B-16__block2,400_500,5.1568,0.0217,0.018,0.063,5
ViT-B-16__block2,500_600,5.2638,0.01,0.004,0.04,5
ViT-B-16__block2,600_700,5.29,0.0087,0.006,0.035,5
ViT-B-16__block2,700_800,5.3025,0.0116,0.011,0.025,5
ViT-B-16__block2,800_900,5.314,0.0093,0.005,0.027,5
ViT-B-16__block2,900_1000,5.318,0.0093,0.003,0.015,5
ViT-B-16__block2__fov,0_100,4.0551,0.033,0.077,0.232,5
ViT-B-16__block2__fov,100_200,3.1447,0.0228,0.186,0.517,5
ViT-B-16__block2__fov,200_300,3.8343,0.0185,0.116,0.348,5
ViT-B-16__block2__fov,300_400,4.4324,0.0326,0.056,0.175,5
ViT-B-16__block2__fov,400_500,5.151,0.0231,0.015,0.075,5
ViT-B-16__block2__fov,500_600,5.2551,0.0106,0.008,0.031,5
ViT-B-16__block2__fov,600_700,5.2884,0.0101,0.006,0.027,5
ViT-B-16__block2__fov,700_800,5.2995,0.0102,0.005,0.036,5
ViT-B-16__block2__fov,800_900,5.3109,0.0104,0.009,0.034,5
ViT-B-16__block2__fov,900_1000,5.3076,0.0108,0.004,0.03,5
ViT-B-16__block4,0_100,4.093,0.0363,0.07,0.252,5
ViT-B-16__block4,100_200,2.9497,0.0318,0.23,0.575,5
ViT-B-16__block4,200_300,3.4856,0.0231,0.168,0.423,5
ViT-B-16__block4,300_400,4.1966,0.0217,0.08,0.255,5
ViT-B-16__block4,400_500,5.0267,0.0658,0.011,0.087,5
ViT-B-16__block4,500_600,5.2571,0.0155,0.005,0.034,5
ViT-B-16__block4,600_700,5.2852,0.0164,0.004,0.03,5
ViT-B-16__block4,700_800,5.3044,0.0195,0.004,0.027,5
ViT-B-16__block4,800_900,5.3094,0.0179,0.003,0.031,5
ViT-B-16__block4,900_1000,5.3187,0.0242,0.006,0.025,5
ViT-B-16__block4__fov,0_100,3.9883,0.0364,0.089,0.263,5
ViT-B-16__block4__fov,100_200,2.847,0.0404,0.268,0.59,5
ViT-B-16__block4__fov,200_300,3.4376,0.0228,0.179,0.412,5
ViT-B-16__block4__fov,300_400,4.1605,0.0202,0.08,0.261,5
ViT-B-16__block4__fov,400_500,4.9996,0.0237,0.02,0.091,5
ViT-B-16__block4__fov,500_600,5.2581,0.0114,0.009,0.043,5
ViT-B-16__block4__fov,600_700,5.2873,0.0103,0.005,0.026,5
ViT-B-16__block4__fov,700_800,5.3002,0.0172,0.008,0.032,5
ViT-B-16__block4__fov,800_900,5.3081,0.0168,0.007,0.031,5
ViT-B-16__block4__fov,900_1000,5.3093,0.0126,0.005,0.03,5
ViT-B-16__block6,0_100,4.303,0.0107,0.055,0.171,5
ViT-B-16__block6,100_200,3.136,0.0048,0.216,0.53,5
ViT-B-16__block6,200_300,3.444,0.0143,0.153,0.479,5
ViT-B-16__block6,300_400,4.1244,0.0439,0.07,0.273,5
ViT-B-16__block6,400_500,4.9542,0.0347,0.023,0.099,5
ViT-B-16__block6,500_600,5.2559,0.0127,0.008,0.048,5
ViT-B-16__block6,600_700,5.295,0.008,0.005,0.035,5
ViT-B-16__block6,700_800,5.2883,0.0098,0.005,0.025,5
ViT-B-16__block6,800_900,5.3113,0.0095,0.008,0.031,5
ViT-B-16__block6,900_1000,5.3174,0.0166,0.003,0.021,5
ViT-B-16__block6__fov,0_100,4.2282,0.0269,0.06,0.203,5
ViT-B-16__block6__fov,100_200,3.0599,0.017,0.234,0.544,5
ViT-B-16__block6__fov,200_300,3.3675,0.016,0.173,0.494,5
ViT-B-16__block6__fov,300_400,4.0905,0.0328,0.086,0.282,5
ViT-B-16__block6__fov,400_500,4.9529,0.0443,0.017,0.099,5
ViT-B-16__block6__fov,500_600,5.2525,0.0092,0.006,0.037,5
ViT-B-16__block6__fov,600_700,5.2795,0.0092,0.008,0.039,5
ViT-B-16__block6__fov,700_800,5.2892,0.0184,0.002,0.03,5
ViT-B-16__block6__fov,800_900,5.3009,0.0103,0.006,0.038,5
ViT-B-16__block6__fov,900_1000,5.3129,0.0195,0.006,0.026,5
ViT-B-16__block8,0_100,4.5411,0.0407,0.045,0.15,5
ViT-B-16__block8,100_200,3.5718,0.0317,0.19,0.362,5
ViT-B-16__block8,200_300,3.6913,0.0188,0.146,0.384,5
ViT-B-16__block8,300_400,4.2988,0.0558,0.05,0.209,5
ViT-B-16__block8,400_500,4.908,0.0536,0.03,0.112,5
ViT-B-16__block8,500_600,5.2662,0.0206,0.008,0.043,5
ViT-B-16__block8,600_700,5.2951,0.0194,0.002,0.033,5
ViT-B-16__block8,700_800,5.2984,0.0162,0.007,0.032,5
ViT-B-16__block8,800_900,5.3139,0.0111,0.004,0.026,5
ViT-B-16__block8,900_1000,5.3267,0.0177,0.003,0.028,5
ViT-B-16__block8__fov,0_100,4.4923,0.0166,0.055,0.145,5
ViT-B-16__block8__fov,100_200,3.4838,0.0105,0.17,0.414,5
ViT-B-16__block8__fov,200_300,3.5752,0.0171,0.154,0.425,5
ViT-B-16__block8__fov,300_400,4.2594,0.0399,0.072,0.211,5
ViT-B-16__block8__fov,400_500,4.9367,0.0422,0.024,0.1,5
ViT-B-16__block8__fov,500_600,5.2798,0.0128,0.008,0.027,5
ViT-B-16__block8__fov,600_700,5.3025,0.0169,0.007,0.028,5
ViT-B-16__block8__fov,700_800,5.3092,0.0148,0.004,0.025,5
ViT-B-16__block8__fov,800_900,5.325,0.0078,0.004,0.02,5
ViT-B-16__block8__fov,900_1000,5.3391,0.0112,0.009,0.028,5
ViT-L-14__block12,0_100,4.5529,0.0246,0.042,0.138,5
ViT-L-14__block12,100_200,3.5837,0.0176,0.148,0.415,5
ViT-L-14__block12,200_300,3.8005,0.0136,0.137,0.369,5
ViT-L-14__block12,300_400,4.393,0.0234,0.061,0.217,5
ViT-L-14__block12,400_500,5.0651,0.0345,0.013,0.084,5
ViT-L-14__block12,500_600,5.285,0.0103,0.009,0.044,5
ViT-L-14__block12,600_700,5.3229,0.0186,0.006,0.026,5
ViT-L-14__block12,700_800,5.3242,0.0305,0.001,0.03,5
ViT-L-14__block12,800_900,5.3315,0.015,0.006,0.026,5
ViT-L-14__block12,900_1000,5.3331,0.0176,0.008,0.032,5
ViT-L-14__block12__fov,0_100,4.4664,0.0362,0.042,0.162,5
ViT-L-14__block12__fov,100_200,3.4592,0.0128,0.179,0.438,5
ViT-L-14__block12__fov,200_300,3.6893,0.0357,0.136,0.386,5
ViT-L-14__block12__fov,300_400,4.3273,0.053,0.07,0.216,5
ViT-L-14__block12__fov,400_500,5.0554,0.0244,0.018,0.083,5
ViT-L-14__block12__fov,500_600,5.2975,0.0204,0.002,0.029,5
ViT-L-14__block12__fov,600_700,5.3284,0.015,0.006,0.027,5
ViT-L-14__block12__fov,700_800,5.3449,0.0154,0.003,0.022,5
ViT-L-14__block12__fov,800_900,5.3349,0.0166,0.009,0.019,5
ViT-L-14__block12__fov,900_1000,5.3628,0.0178,0.002,0.024,5
ViT-L-14__block16,0_100,4.6043,0.029,0.026,0.131,5
ViT-L-14__block16,100_200,3.6482,0.0308,0.137,0.388,5
ViT-L-14__block16,200_300,3.7676,0.0397,0.144,0.387,5
ViT-L-14__block16,300_400,4.2979,0.0271,0.094,0.232,5
ViT-L-14__block16,400_500,4.9107,0.0545,0.039,0.118,5
ViT-L-14__block16,500_600,5.2787,0.0126,0.01,0.046,5
ViT-L-14__block16,600_700,5.3186,0.0133,0.009,0.025,5
ViT-L-14__block16,700_800,5.3352,0.0225,0.004,0.035,5
ViT-L-14__block16,800_900,5.3324,0.0145,0.005,0.025,5
ViT-L-14__block16,900_1000,5.3405,0.015,0.004,0.04,5
ViT-L-14__block16__fov,0_100,4.5629,0.017,0.034,0.163,5
ViT-L-14__block16__fov,100_200,3.5536,0.0311,0.163,0.417,5
ViT-L-14__block16__fov,200_300,3.6256,0.0224,0.154,0.436,5
ViT-L-14__block16__fov,300_400,4.248,0.0099,0.082,0.239,5
ViT-L-14__block16__fov,400_500,4.8791,0.0455,0.019,0.116,5
ViT-L-14__block16__fov,500_600,5.2611,0.0203,0.009,0.05,5
ViT-L-14__block16__fov,600_700,5.3033,0.0186,0.005,0.029,5
ViT-L-14__block16__fov,700_800,5.3267,0.0177,0.005,0.03,5
ViT-L-14__block16__fov,800_900,5.3339,0.0178,0.004,0.032,5
ViT-L-14__block16__fov,900_1000,5.3481,0.0207,0.006,0.027,5
ViT-L-14__block20,0_100,4.7347,0.0256,0.03,0.116,5
ViT-L-14__block20,100_200,3.7911,0.0243,0.129,0.364,5
ViT-L-14__block20,200_300,3.7068,0.0263,0.173,0.394,5
ViT-L-14__block20,300_400,4.228,0.0286,0.099,0.246,5
ViT-L-14__block20,400_500,4.7429,0.0321,0.039,0.142,5
ViT-L-14__block20,500_600,5.2929,0.0144,0.011,0.047,5
ViT-L-14__block20,600_700,5.3259,0.0176,0.006,0.03,5
ViT-L-14__block20,700_800,5.3492,0.0136,0.009,0.029,5
ViT-L-14__block20,800_900,5.3386,0.0086,0.006,0.031,5
ViT-L-14__block20,900_1000,5.3565,0.0229,0.007,0.041,5
ViT-L-14__block20__fov,0_100,4.746,0.033,0.035,0.121,5
ViT-L-14__block20__fov,100_200,3.713,0.0105,0.139,0.369,5
ViT-L-14__block20__fov,200_300,3.6446,0.0284,0.192,0.406,5
ViT-L-14__block20__fov,300_400,4.2273,0.0139,0.082,0.247,5
ViT-L-14__block20__fov,400_500,4.7396,0.0144,0.042,0.167,5
ViT-L-14__block20__fov,500_600,5.2846,0.0153,0.006,0.037,5
ViT-L-14__block20__fov,600_700,5.319,0.0184,0.012,0.032,5
ViT-L-14__block20__fov,700_800,5.3205,0.0186,0.009,0.032,5
ViT-L-14__block20__fov,800_900,5.3367,0.0143,0.01,0.037,5
ViT-L-14__block20__fov,900_1000,5.3429,0.0277,0.003,0.026,5
ViT-L-14__block24,0_100,4.9828,0.0161,0.024,0.092,5
ViT-L-14__block24,100_200,4.1294,0.0201,0.096,0.317,5
ViT-L-14__block24,200_300,3.9942,0.0195,0.118,0.328,5
ViT-L-14__block24,300_400,4.4336,0.0501,0.062,0.204,5
ViT-L-14__block24,400_500,4.8836,0.0556,0.029,0.109,5
ViT-L-14__block24,500_600,5.3204,0.0125,0.009,0.049,5
ViT-L-14__block24,600_700,5.3375,0.0138,0.006,0.028,5
ViT-L-14__block24,700_800,5.3366,0.0202,0.004,0.033,5
ViT-L-14__block24,800_900,5.3346,0.012,0.006,0.029,5
ViT-L-14__block24,900_1000,5.3505,0.0222,0.005,0.036,5
ViT-L-14__block24__fov,0_100,4.9784,0.0359,0.022,0.093,5
ViT-L-14__block24__fov,100_200,4.1388,0.0235,0.093,0.292,5
ViT-L-14__block24__fov,200_300,3.9946,0.0124,0.1,0.323,5
ViT-L-14__block24__fov,300_400,4.426,0.0198,0.054,0.203,5
ViT-L-14__block24__fov,400_500,4.9138,0.0417,0.019,0.098,5
ViT-L-14__block24__fov,500_600,5.3383,0.01,0.004,0.037,5
ViT-L-14__block24__fov,600_700,5.3472,0.0165,0.008,0.027,5
ViT-L-14__block24__fov,700_800,5.3479,0.0267,0.008,0.034,5
ViT-L-14__block24__fov,800_900,5.3437,0.0218,0.004,0.034,5
ViT-L-14__block24__fov,900_1000,5.3528,0.0218,0.005,0.034,5
ViT-L-14__block4,0_100,4.0043,0.0311,0.079,0.271,5
ViT-L-14__block4,100_200,3.1744,0.0096,0.183,0.5,5
ViT-L-14__block4,200_300,3.7505,0.0325,0.126,0.355,5
ViT-L-14__block4,300_400,4.3929,0.0559,0.066,0.184,5
ViT-L-14__block4,400_500,5.1339,0.0484,0.012,0.069,5
ViT-L-14__block4,500_600,5.2597,0.0118,0.008,0.039,5
ViT-L-14__block4,600_700,5.2857,0.0087,0.009,0.035,5
ViT-L-14__block4,700_800,5.2937,0.0041,0.008,0.033,5
ViT-L-14__block4,800_900,5.3053,0.007,0.004,0.03,5
ViT-L-14__block4,900_1000,5.3158,0.0075,0.003,0.027,5
ViT-L-14__block4__fov,0_100,3.9213,0.0413,0.09,0.271,5
ViT-L-14__block4__fov,100_200,3.0929,0.0188,0.193,0.518,5
ViT-L-14__block4__fov,200_300,3.6661,0.0128,0.139,0.372,5
ViT-L-14__block4__fov,300_400,4.3521,0.0574,0.067,0.186,5
ViT-L-14__block4__fov,400_500,5.1066,0.0562,0.015,0.075,5
ViT-L-14__block4__fov,500_600,5.2599,0.0072,0.004,0.039,5
ViT-L-14__block4__fov,600_700,5.2901,0.0112,0.012,0.033,5
ViT-L-14__block4__fov,700_800,5.2996,0.0087,0.005,0.037,5
ViT-L-14__block4__fov,800_900,5.3088,0.012,0.004,0.032,5
ViT-L-14__block4__fov,900_1000,5.3153,0.0064,0.007,0.026,5
ViT-L-14__block8,0_100,4.0697,0.0357,0.082,0.244,5
ViT-L-14__block8,100_200,2.903,0.027,0.309,0.607,5
ViT-L-14__block8,200_300,3.4423,0.0278,0.196,0.441,5
ViT-L-14__block8,300_400,4.1422,0.0436,0.091,0.244,5
ViT-L-14__block8,400_500,4.9615,0.0284,0.023,0.111,5
ViT-L-14__block8,500_600,5.2755,0.0146,0.007,0.035,5
ViT-L-14__block8,600_700,5.2808,0.0139,0.004,0.036,5
ViT-L-14__block8,700_800,5.3054,0.0081,0.009,0.031,5
ViT-L-14__block8,800_900,5.3208,0.0072,0.007,0.027,5
ViT-L-14__block8,900_1000,5.332,0.01,0.005,0.032,5
ViT-L-14__block8__fov,0_100,4.0309,0.0244,0.091,0.253,5
ViT-L-14__block8__fov,100_200,2.8328,0.0099,0.315,0.631,5
ViT-L-14__block8__fov,200_300,3.3746,0.0327,0.202,0.456,5
ViT-L-14__block8__fov,300_400,4.0873,0.0035,0.104,0.268,5
ViT-L-14__block8__fov,400_500,4.95,0.0481,0.023,0.119,5
ViT-L-14__block8__fov,500_600,5.2615,0.0067,0.005,0.048,5
ViT-L-14__block8__fov,600_700,5.2815,0.0196,0.009,0.039,5
ViT-L-14__block8__fov,700_800,5.3052,0.0154,0.006,0.032,5
ViT-L-14__block8__fov,800_900,5.3187,0.0175,0.006,0.03,5
ViT-L-14__block8__fov,900_1000,5.3305,0.0121,0.01,0.031,5
