target,window,seed,epoch,train_loss,val_loss,train_top1,train_top5,val_top1,val_top5,temperature,learning_rate
RN50__attnpool,0_100,0,1,6.69179105758667,7.221501350402832,0.06287787109613419,0.13482467830181122,0.0024183797650039196,0.007859733887016773,0.07163097709417343,0.0009990133642141358
RN50__attnpool,0_100,0,2,5.850133895874023,7.197678565979004,0.15538090467453003,0.30108827352523804,0.006045949645340443,0.015719467774033546,0.06622129678726196,0.000996057350657239
RN50__attnpool,0_100,0,3,5.22321891784668,7.207962989807129,0.2859733998775482,0.4685610830783844,0.004836759530007839,0.02055622823536396,0.0604773573577404,0.0009911436253643444
RN50__attnpool,0_100,0,4,4.729266166687012,7.2714667320251465,0.3663845360279083,0.5798065662384033,0.005441354587674141,0.018137848004698753,0.05539217218756676,0.0009842915805643156
RN50__attnpool,0_100,0,5,4.230963706970215,7.309665679931641,0.4691656827926636,0.6825876832008362,0.005441354587674141,0.01874244399368763,0.05087348446249962,0.0009755282581475769
RN50__attnpool,0_100,0,6,3.7931947708129883,7.3859663009643555,0.5519951581954956,0.7575574517250061,0.0042321644723415375,0.01511487364768982,0.04687337949872017,0.0009648882429441258
RN50__attnpool,0_100,0,7,3.3555197715759277,7.462718963623047,0.6281741261482239,0.8204353451728821,0.0030229748226702213,0.013905683532357216,0.04334218055009842,0.0009524135262330099
RN50__attnpool,0_100,0,8,2.8933682441711426,7.562326431274414,0.7091898918151855,0.8875453472137451,0.0042321644723415375,0.016324063763022423,0.04022369533777237,0.0009381533400219318
RN50__attnpool,0_100,0,9,2.446960687637329,7.683324813842773,0.7938331365585327,0.9359129667282104,0.0036275696475058794,0.015719467774033546,0.03750842437148094,0.0009221639627510075
RN50__attnpool,0_100,0,10,1.982874870300293,7.79332160949707,0.8573155999183655,0.9770254492759705,0.0024183797650039196,0.017533253878355026,0.0351715087890625,0.0009045084971874736
RN50__attnpool,0_100,0,11,1.5663166046142578,7.950839042663574,0.9280532598495483,0.9915357232093811,0.0030229748226702213,0.01692865788936615,0.03320024162530899,0.0008852566213878945
RN50__attnpool,0_100,0,12,1.236537218093872,8.089749336242676,0.9546554088592529,0.9975816607475281,0.0036275696475058794,0.01511487364768982,0.03157623112201691,0.0008644843137107056
RN50__attnpool,0_100,0,13,0.930357038974762,8.268932342529297,0.9733978509902954,0.9993954300880432,0.0018137848237529397,0.01511487364768982,0.030263708904385567,0.0008422735529643443
RN50__attnpool,0_100,0,14,0.7363666296005249,8.390091896057129,0.9830713868141174,1.0,0.0018137848237529397,0.012091899290680885,0.029226073995232582,0.0008187119948743448
RN50__attnpool,0_100,0,15,0.6091259717941284,8.52517318725586,0.9897218942642212,1.0,0.0030229748226702213,0.012091899290680885,0.028409097343683243,0.0007938926261462366
RN50__attnpool,0_100,0,16,0.4929448664188385,8.619778633117676,0.9951632618904114,1.0,0.0036275696475058794,0.011487304233014584,0.027746088802814484,0.0007679133974894982
RN50__attnpool,0_100,0,17,0.4082763195037842,8.70481014251709,0.9951632618904114,1.0,0.0024183797650039196,0.010882709175348282,0.02720135822892189,0.0007408768370508576
RN50__attnpool,0_100,0,18,0.35103797912597656,8.775766372680664,0.9963724613189697,1.0,0.0036275696475058794,0.01027811411768198,0.02675660140812397,0.0007128896457825362
RN50__attnpool,0_100,0,19,0.3060435652732849,8.837116241455078,0.9963724613189697,1.0,0.0024183797650039196,0.012696493417024612,0.026377776637673378,0.0006840622763423389
RN50__attnpool,0_100,0,20,0.27095264196395874,8.92193603515625,0.9963724613189697,1.0,0.0030229748226702213,0.012696493417024612,0.026049703359603882,0.0006545084971874735
RN50__attnpool,0_100,0,21,0.24461296200752258,8.94677734375,0.9969770312309265,1.0,0.0036275696475058794,0.011487304233014584,0.025762883946299553,0.0006243449435824271
RN50__attnpool,0_100,0,22,0.22640109062194824,9.036018371582031,0.9969770312309265,1.0,0.0042321644723415375,0.012696493417024612,0.025507178157567978,0.0005936906572928622
RN50__attnpool,0_100,0,23,0.2047281414270401,9.068830490112305,0.9963724613189697,1.0,0.0024183797650039196,0.010882709175348282,0.025282757356762886,0.000562666616782152
RN50__attnpool,0_100,0,24,0.18605342507362366,9.117380142211914,0.9981862306594849,1.0,0.0030229748226702213,0.013301088474690914,0.025087065994739532,0.0005313952597646566
RN50__attnpool,0_100,0,25,0.1743704080581665,9.165264129638672,0.9963724613189697,1.0,0.0030229748226702213,0.010882709175348282,0.024910544976592064,0.0004999999999999998
RN50__attnpool,0_100,0,26,0.16053837537765503,9.166868209838867,0.9975816607475281,1.0,0.0024183797650039196,0.013301088474690914,0.024750154465436935,0.00046860474023534314
RN50__attnpool,0_100,0,27,0.14982810616493225,9.216424942016602,0.9969770312309265,1.0,0.0030229748226702213,0.012091899290680885,0.024605141952633858,0.00043733338321784774
RN50__attnpool,0_100,0,28,0.1403481811285019,9.246596336364746,0.9981862306594849,1.0,0.0042321644723415375,0.013905683532357216,0.024474453181028366,0.00040630934270713756
RN50__attnpool,0_100,0,29,0.1358863264322281,9.251436233520508,0.9981862306594849,1.0,0.0036275696475058794,0.012696493417024612,0.02435707114636898,0.00037565505641757246
RN50__attnpool,0_100,0,30,0.12721309065818787,9.288225173950195,0.9987908601760864,1.0,0.0036275696475058794,0.012696493417024612,0.02425367198884487,0.00034549150281252633
RN50__attnpool,0_100,0,31,0.11992651224136353,9.31586742401123,0.9981862306594849,1.0,0.0036275696475058794,0.011487304233014584,0.02416015788912773,0.00031593772365766105
RN50__attnpool,0_100,0,32,0.11586327105760574,9.323052406311035,0.9981862306594849,1.0,0.0042321644723415375,0.011487304233014584,0.024075733497738838,0.00028711035421746355
RN50__attnpool,0_100,0,33,0.11063672602176666,9.348875999450684,0.9981862306594849,1.0,0.0042321644723415375,0.012091899290680885,0.023999672383069992,0.0002591231629491422
RN50__attnpool,0_100,0,34,0.1066918820142746,9.365952491760254,0.9981862306594849,1.0,0.0036275696475058794,0.013905683532357216,0.023931410163640976,0.00023208660251050145
RN50__attnpool,0_100,0,35,0.10354296863079071,9.375093460083008,0.9981862306594849,1.0,0.0042321644723415375,0.012091899290680885,0.023870417848229408,0.00020610737385376337
RN50__attnpool,0_100,0,36,0.09898167103528976,9.393644332885742,0.9981862306594849,1.0,0.0042321644723415375,0.010882709175348282,0.023816902190446854,0.00018128800512565502
RN50__attnpool,0_100,0,37,0.09620782732963562,9.408553123474121,0.9981862306594849,1.0,0.0042321644723415375,0.009068924002349377,0.023769712075591087,0.00015772644703565555
RN50__attnpool,0_100,0,38,0.09404030442237854,9.413293838500977,0.9987908601760864,1.0,0.0042321644723415375,0.01027811411768198,0.02372877672314644,0.00013551568628929425
RN50__attnpool,0_100,0,39,0.09204423427581787,9.417282104492188,0.9981862306594849,1.0,0.0042321644723415375,0.010882709175348282,0.02369370497763157,0.00011474337861210535
RN50__attnpool,0_100,0,40,0.0901954174041748,9.42749309539795,0.9981862306594849,1.0,0.0042321644723415375,0.011487304233014584,0.023663699626922607,9.549150281252626e-05
RN50__attnpool,0_100,0,41,0.08879190683364868,9.429431915283203,0.9981862306594849,1.0,0.0042321644723415375,0.010882709175348282,0.023638706654310226,7.783603724899252e-05
RN50__attnpool,0_100,0,42,0.08726565539836884,9.432292938232422,0.9981862306594849,1.0,0.0042321644723415375,0.01027811411768198,0.023617729544639587,6.184665997806817e-05
RN50__attnpool,0_100,0,43,0.08598995208740234,9.43751335144043,0.9981862306594849,1.0,0.0042321644723415375,0.010882709175348282,0.023600641638040543,4.7586473766990294e-05
RN50__attnpool,0_100,0,44,0.08505468815565109,9.439281463623047,0.9981862306594849,1.0,0.0042321644723415375,0.010882709175348282,0.023587074130773544,3.5111757055874305e-05
RN50__attnpool,0_100,0,45,0.08446650952100754,9.442253112792969,0.9981862306594849,1.0,0.0042321644723415375,0.010882709175348282,0.023577166721224785,2.4471741852423218e-05
RN50__attnpool,0_100,0,46,0.08389753103256226,9.44498062133789,0.9981862306594849,1.0,0.0042321644723415375,0.010882709175348282,0.023570073768496513,1.5708419435684507e-05
RN50__attnpool,0_100,0,47,0.08356310427188873,9.44626235961914,0.9981862306594849,1.0,0.0042321644723415375,0.011487304233014584,0.023565515875816345,8.856374635655634e-06
RN50__attnpool,0_100,0,48,0.0833960697054863,9.447196960449219,0.9981862306594849,1.0,0.0042321644723415375,0.010882709175348282,0.023562612012028694,3.942649342761115e-06
RN50__attnpool,0_100,0,49,0.08331403136253357,9.447242736816406,0.9981862306594849,1.0,0.0042321644723415375,0.010882709175348282,0.02356152981519699,9.866357858642198e-07
RN50__attnpool,0_100,0,50,0.08329255878925323,9.44731330871582,0.9981862306594849,1.0,0.0042321644723415375,0.010882709175348282,0.023561201989650726,0.0
RN50__attnpool,0_100,1,1,6.7371368408203125,7.22338342666626,0.06166868284344673,0.11789601296186447,0.0042321644723415375,0.016324063763022423,0.07157276570796967,0.0009990133642141358
RN50__attnpool,0_100,1,2,5.847655773162842,7.1733832359313965,0.1747279316186905,0.31922611594200134,0.006045949645340443,0.017533253878355026,0.06625010073184967,0.000996057350657239
RN50__attnpool,0_100,1,3,5.218308925628662,7.191937446594238,0.2756952941417694,0.4679564833641052,0.006045949645340443,0.02055622823536396,0.060503654181957245,0.0009911436253643444
