sampling_rate,target,window,seed,epoch,train_loss,val_loss,gap,train_top1,train_top5,val_top1,val_top5,current_lr,is_best_epoch
250,RN50__stem,100_200,0,11,6.5852203369140625,6.919488430023193,0.33426809310913086,0.012091899290680885,0.04474002495408058,0.004836759530007839,0.018137848004698753,7.033683215379003e-05,True
250,RN50__stem,100_200,0,12,6.548990249633789,6.9054999351501465,0.3565096855163574,0.010882709175348282,0.047763001173734665,0.005441354587674141,0.01874244399368763,6.545084971874738e-05,True
250,RN50__stem,100_200,0,13,6.510467529296875,6.892102241516113,0.3816347122192383,0.013301088474690914,0.0519951656460762,0.005441354587674141,0.021160822361707687,6.039558454088797e-05,True
250,RN50__stem,100_200,0,14,6.481494903564453,6.880430221557617,0.39893531799316406,0.013905683532357216,0.055622734129428864,0.005441354587674141,0.023579202592372894,5.522642316338269e-05,True
250,RN50__stem,100_200,0,15,6.453073501586914,6.870043754577637,0.41697025299072266,0.013905683532357216,0.0598548986017704,0.007255139295011759,0.022974608466029167,5.000000000000002e-05,True
250,RN50__stem,100_200,0,16,6.430330753326416,6.860409736633301,0.43007898330688477,0.012696493417024612,0.0598548986017704,0.006045949645340443,0.02418379858136177,4.4773576836617344e-05,True
250,RN50__stem,100_200,0,17,6.409584999084473,6.853316783905029,0.44373178482055664,0.013301088474690914,0.06166868284344673,0.006045949645340443,0.023579202592372894,3.9604415459112035e-05,True
250,RN50__stem,100_200,0,18,6.3938727378845215,6.849743843078613,0.4558711051940918,0.014510278590023518,0.06166868284344673,0.005441354587674141,0.0259975828230381,3.4549150281252636e-05,True
250,RN50__stem,100_200,0,19,6.37734317779541,6.844967842102051,0.4676246643066406,0.016324063763022423,0.06469165533781052,0.005441354587674141,0.0259975828230381,2.966316784621e-05,True
250,RN50__stem,100_200,0,20,6.364300727844238,6.841665267944336,0.47736454010009766,0.015719467774033546,0.06469165533781052,0.006045949645340443,0.02660217694938183,2.5000000000000015e-05,True
250,RN50__stem,100_200,0,21,6.355370044708252,6.837736129760742,0.48236608505249023,0.016324063763022423,0.06650544703006744,0.005441354587674141,0.02660217694938183,2.0610737385376352e-05,True
250,RN50__stem,100_200,0,22,6.3467488288879395,6.834054470062256,0.4873056411743164,0.01692865788936615,0.06711003929376602,0.006045949645340443,0.02660217694938183,1.654346968205711e-05,True
250,RN50__stem,100_200,0,23,6.339693546295166,6.833096504211426,0.49340295791625977,0.01692865788936615,0.06650544703006744,0.006650544237345457,0.02660217694938183,1.2842758726130304e-05,True
250,RN50__stem,100_200,0,24,6.334568977355957,6.832036972045898,0.4974679946899414,0.017533253878355026,0.0677146315574646,0.006045949645340443,0.0259975828230381,9.549150281252636e-06,True
250,RN50__stem,100_200,0,25,6.330510139465332,6.830432891845703,0.4999227523803711,0.018137848004698753,0.06711003929376602,0.006045949645340443,0.025392986834049225,6.698729810778068e-06,True
250,RN50__stem,100_200,0,26,6.32810640335083,6.82988166809082,0.5017752647399902,0.018137848004698753,0.06831923127174377,0.006045949645340443,0.025392986834049225,4.322727117869953e-06,True
250,RN50__stem,100_200,0,27,6.326313018798828,6.829657077789307,0.5033440589904785,0.018137848004698753,0.06650544703006744,0.006045949645340443,0.0259975828230381,2.447174185242324e-06,True
250,RN50__stem,100_200,0,28,6.325320243835449,6.829292297363281,0.503972053527832,0.017533253878355026,0.0677146315574646,0.006045949645340443,0.0259975828230381,1.092619963309716e-06,True
250,RN50__stem,100_200,0,29,6.324865341186523,6.8291473388671875,0.5042819976806641,0.017533253878355026,0.0677146315574646,0.006045949645340443,0.0259975828230381,2.7390523158633003e-07,True
250,RN50__stem,100_200,0,30,6.324760437011719,6.829113960266113,0.5043535232543945,0.017533253878355026,0.0677146315574646,0.006045949645340443,0.0259975828230381,0.0,True
1000,RN50__stem,100_200,0,1,7.021421432495117,7.154809951782227,0.13338851928710938,0.005441354587674141,0.015719467774033546,0.0012091898825019598,0.007859733887016773,9.972609476841367e-05,True
1000,RN50__stem,100_200,0,2,6.820783615112305,7.0446014404296875,0.2238178253173828,0.006045949645340443,0.022974608466029167,0.0036275696475058794,0.012696493417024612,9.890738003669029e-05,True
1000,RN50__stem,100_200,0,3,6.649358749389648,6.963476657867432,0.3141179084777832,0.004836759530007839,0.032648127526044846,0.0030229748226702213,0.014510278590023518,9.755282581475769e-05,True
1000,RN50__stem,100_200,0,4,6.5061564445495605,6.918994903564453,0.4128384590148926,0.007255139295011759,0.042321644723415375,0.004836759530007839,0.01874244399368763,9.567727288213003e-05,True
1000,RN50__stem,100_200,0,5,6.385759353637695,6.877250671386719,0.49149131774902344,0.012091899290680885,0.057436518371105194,0.0042321644723415375,0.021765418350696564,9.330127018922194e-05,True
1000,RN50__stem,100_200,0,6,6.293364524841309,6.848257064819336,0.5548925399780273,0.01511487364768982,0.06227327883243561,0.005441354587674141,0.023579202592372894,9.045084971874738e-05,True
1000,RN50__stem,100_200,0,7,6.228849411010742,6.840216636657715,0.6113672256469727,0.017533253878355026,0.07134220004081726,0.007255139295011759,0.021160822361707687,8.715724127386972e-05,True
1000,RN50__stem,100_200,0,8,6.139555931091309,6.826267242431641,0.686711311340332,0.022974608466029167,0.08162032067775726,0.007859733887016773,0.027811367064714432,8.345653031794292e-05,True
1000,RN50__stem,100_200,0,9,6.085850715637207,6.830994129180908,0.7451434135437012,0.0259975828230381,0.08887545764446259,0.01027811411768198,0.027811367064714432,7.938926261462366e-05,False
1000,RN50__stem,100_200,0,10,6.017655372619629,6.835177421569824,0.8175220489501953,0.03022974729537964,0.09613059461116791,0.009068924002349377,0.03204353153705597,7.500000000000001e-05,False
1000,RN50__stem,100_200,0,11,5.973978042602539,6.829562187194824,0.8555841445922852,0.03143893554806709,0.10701330751180649,0.006650544237345457,0.03143893554806709,7.033683215379003e-05,False
1000,RN50__stem,100_200,0,12,5.929095268249512,6.825597763061523,0.8965024948120117,0.03204353153705597,0.10882709175348282,0.007859733887016773,0.03204353153705597,6.545084971874738e-05,True
1000,RN50__stem,100_200,0,13,5.897976875305176,6.831493377685547,0.9335165023803711,0.03325272351503372,0.10822249203920364,0.009068924002349377,0.030834341421723366,6.039558454088797e-05,False
1000,RN50__stem,100_200,0,14,5.848081588745117,6.833664894104004,0.9855833053588867,0.03929867222905159,0.12212818115949631,0.007255139295011759,0.032648127526044846,5.522642316338269e-05,False
1000,RN50__stem,100_200,0,15,5.822996139526367,6.829623699188232,1.0066275596618652,0.03627569600939751,0.1275695264339447,0.009673519060015678,0.03204353153705597,5.000000000000002e-05,False
1000,RN50__stem,100_200,0,16,5.7914018630981445,6.837000846862793,1.0455989837646484,0.03567110002040863,0.12938331067562103,0.008464328944683075,0.028415963053703308,4.4773576836617344e-05,False
1000,RN50__stem,100_200,0,17,5.775135040283203,6.845574855804443,1.0704398155212402,0.042321644723415375,0.13603386282920837,0.009673519060015678,0.034461911767721176,3.9604415459112035e-05,False
1000,RN50__stem,100_200,0,18,5.755041122436523,6.8369550704956055,1.081913948059082,0.044135428965091705,0.13422007858753204,0.009068924002349377,0.03325272351503372,3.4549150281252636e-05,False
1000,RN50__stem,100_200,0,19,5.7331695556640625,6.83683443069458,1.1036648750305176,0.04715840518474579,0.13905683159828186,0.009673519060015678,0.032648127526044846,2.966316784621e-05,False
1000,RN50__stem,100_200,0,20,5.716612339019775,6.842412948608398,1.125800609588623,0.045949216932058334,0.1457073837518692,0.012091899290680885,0.0338573157787323,2.5000000000000015e-05,False
250,RN50__stem,100_200,1,1,7.433403968811035,7.46776008605957,0.034356117248535156,0.0,0.0018137848237529397,0.0018137848237529397,0.005441354587674141,9.972609476841367e-05,True
250,RN50__stem,100_200,1,2,7.205112457275391,7.2826361656188965,0.07752370834350586,0.0012091898825019598,0.005441354587674141,0.0030229748226702213,0.008464328944683075,9.890738003669029e-05,True
250,RN50__stem,100_200,1,3,7.088035583496094,7.200329303741455,0.11229372024536133,0.0012091898825019598,0.012091899290680885,0.0012091898825019598,0.012091899290680885,9.755282581475769e-05,True
250,RN50__stem,100_200,1,4,6.999855041503906,7.148487091064453,0.14863204956054688,0.0036275696475058794,0.016324063763022423,0.0024183797650039196,0.013301088474690914,9.567727288213003e-05,True
250,RN50__stem,100_200,1,5,6.927518844604492,7.110757827758789,0.18323898315429688,0.004836759530007839,0.019347038120031357,0.0036275696475058794,0.015719467774033546,9.330127018922194e-05,True
250,RN50__stem,100_200,1,6,6.861625671386719,7.083250999450684,0.22162532806396484,0.007255139295011759,0.021160822361707687,0.0042321644723415375,0.015719467774033546,9.045084971874738e-05,True
250,RN50__stem,100_200,1,7,6.8002519607543945,7.059482574462891,0.2592306137084961,0.007255139295011759,0.028415963053703308,0.0042321644723415375,0.01511487364768982,8.715724127386972e-05,True
250,RN50__stem,100_200,1,8,6.744290351867676,7.038180351257324,0.29388999938964844,0.011487304233014584,0.028415963053703308,0.004836759530007839,0.015719467774033546,8.345653031794292e-05,True
250,RN50__stem,100_200,1,9,6.692909240722656,7.020480155944824,0.32757091522216797,0.012091899290680885,0.03204353153705597,0.0030229748226702213,0.014510278590023518,7.938926261462366e-05,True
250,RN50__stem,100_200,1,10,6.6424174308776855,7.005827903747559,0.36341047286987305,0.013905683532357216,0.03506650775671005,0.0036275696475058794,0.01511487364768982,7.500000000000001e-05,True
250,RN50__stem,100_200,1,11,6.597153663635254,6.991430282592773,0.39427661895751953,0.014510278590023518,0.03688029199838638,0.0042321644723415375,0.01692865788936615,7.033683215379003e-05,True
250,RN50__stem,100_200,1,12,6.555511474609375,6.980568885803223,0.42505741119384766,0.01511487364768982,0.042321644723415375,0.0042321644723415375,0.016324063763022423,6.545084971874738e-05,True
250,RN50__stem,100_200,1,13,6.517481327056885,6.967161178588867,0.4496798515319824,0.015719467774033546,0.04353083670139313,0.0042321644723415375,0.01874244399368763,6.039558454088797e-05,True
250,RN50__stem,100_200,1,14,6.484738826751709,6.95768928527832,0.47295045852661133,0.01692865788936615,0.045949216932058334,0.0030229748226702213,0.02055622823536396,5.522642316338269e-05,True
250,RN50__stem,100_200,1,15,6.456092834472656,6.950777053833008,0.49468421936035156,0.01692865788936615,0.05259976163506508,0.0030229748226702213,0.019347038120031357,5.000000000000002e-05,True
250,RN50__stem,100_200,1,16,6.429743766784668,6.946176528930664,0.5164327621459961,0.017533253878355026,0.05320435389876366,0.0036275696475058794,0.019347038120031357,4.4773576836617344e-05,True
250,RN50__stem,100_200,1,17,6.4067230224609375,6.941227436065674,0.5345044136047363,0.018137848004698753,0.05804111436009407,0.0036275696475058794,0.021765418350696564,3.9604415459112035e-05,True
250,RN50__stem,100_200,1,18,6.386907577514648,6.934948921203613,0.5480413436889648,0.01874244399368763,0.05804111436009407,0.0036275696475058794,0.02055622823536396,3.4549150281252636e-05,True
250,RN50__stem,100_200,1,19,6.3711628913879395,6.9319000244140625,0.560737133026123,0.019347038120031357,0.059250302612781525,0.0036275696475058794,0.019951632246375084,2.966316784621e-05,True
250,RN50__stem,100_200,1,20,6.355069160461426,6.928963661193848,0.5738945007324219,0.02055622823536396,0.059250302612781525,0.0036275696475058794,0.02055622823536396,2.5000000000000015e-05,True
250,RN50__stem,100_200,1,21,6.345205307006836,6.925696849822998,0.5804915428161621,0.021160822361707687,0.05864571034908295,0.0042321644723415375,0.019347038120031357,2.0610737385376352e-05,True
250,RN50__stem,100_200,1,22,6.336101531982422,6.923979759216309,0.5878782272338867,0.02055622823536396,0.05864571034908295,0.0042321644723415375,0.018137848004698753,1.654346968205711e-05,True
250,RN50__stem,100_200,1,23,6.328515529632568,6.923724174499512,0.5952086448669434,0.02055622823536396,0.06045949459075928,0.0042321644723415375,0.01874244399368763,1.2842758726130304e-05,True
250,RN50__stem,100_200,1,24,6.322178840637207,6.922358989715576,0.6001801490783691,0.019951632246375084,0.06227327883243561,0.0036275696475058794,0.018137848004698753,9.549150281252636e-06,True
250,RN50__stem,100_200,1,25,6.317812919616699,6.921910762786865,0.604097843170166,0.019951632246375084,0.06166868284344673,0.0036275696475058794,0.01874244399368763,6.698729810778068e-06,True
250,RN50__stem,100_200,1,26,6.31498908996582,6.921220779418945,0.606231689453125,0.019951632246375084,0.06469165533781052,0.0036275696475058794,0.01874244399368763,4.322727117869953e-06,True
250,RN50__stem,100_200,1,27,6.313017845153809,6.920692443847656,0.6076745986938477,0.019951632246375084,0.06590084731578827,0.0036275696475058794,0.01874244399368763,2.447174185242324e-06,True
250,RN50__stem,100_200,1,28,6.312087535858154,6.920444011688232,0.6083564758300781,0.019951632246375084,0.06590084731578827,0.0036275696475058794,0.01874244399368763,1.092619963309716e-06,True
250,RN50__stem,100_200,1,29,6.311566352844238,6.920363426208496,0.6087970733642578,0.019951632246375084,0.06650544703006744,0.0036275696475058794,0.01874244399368763,2.7390523158633003e-07,True
250,RN50__stem,100_200,1,30,6.311460018157959,6.920346260070801,0.6088862419128418,0.02055622823536396,0.06650544703006744,0.0036275696475058794,0.01874244399368763,0.0,True
1000,RN50__stem,100_200,1,1,7.03299617767334,7.171156883239746,0.13816070556640625,0.0036275696475058794,0.01027811411768198,0.0012091898825019598,0.008464328944683075,9.972609476841367e-05,True
1000,RN50__stem,100_200,1,2,6.824840545654297,7.075868606567383,0.25102806091308594,0.004836759530007839,0.024788392707705498,0.0036275696475058794,0.010882709175348282,9.890738003669029e-05,True
1000,RN50__stem,100_200,1,3,6.641966819763184,7.008602142333984,0.3666353225708008,0.008464328944683075,0.0417170524597168,0.0030229748226702213,0.014510278590023518,9.755282581475769e-05,True
1000,RN50__stem,100_200,1,4,6.487633228302002,6.975133419036865,0.4875001907348633,0.012091899290680885,0.04897218942642212,0.0024183797650039196,0.014510278590023518,9.567727288213003e-05,True
1000,RN50__stem,100_200,1,5,6.34877872467041,6.953248977661133,0.6044702529907227,0.018137848004698753,0.06348247081041336,0.0030229748226702213,0.013905683532357216,9.330127018922194e-05,True
1000,RN50__stem,100_200,1,6,6.232127666473389,6.944239616394043,0.7121119499206543,0.024788392707705498,0.07315598428249359,0.0036275696475058794,0.018137848004698753,9.045084971874738e-05,True
1000,RN50__stem,100_200,1,7,6.146259307861328,6.926117420196533,0.7798581123352051,0.028415963053703308,0.08645707368850708,0.0024183797650039196,0.019951632246375084,8.715724127386972e-05,True
1000,RN50__stem,100_200,1,8,6.074233055114746,6.922199726104736,0.8479666709899902,0.03567110002040863,0.09975816309452057,0.0018137848237529397,0.019347038120031357,8.345653031794292e-05,True
1000,RN50__stem,100_200,1,9,6.0066680908203125,6.920448303222656,0.9137802124023438,0.03688029199838638,0.1094316840171814,0.0036275696475058794,0.01692865788936615,7.938926261462366e-05,True
1000,RN50__stem,100_200,1,10,5.9488067626953125,6.9266037940979,0.9777970314025879,0.03929867222905159,0.1197097972035408,0.0024183797650039196,0.01874244399368763,7.500000000000001e-05,False
1000,RN50__stem,100_200,1,11,5.896164894104004,6.914862632751465,1.018697738647461,0.045949216932058334,0.1172914206981659,0.0024183797650039196,0.01692865788936615,7.033683215379003e-05,True
1000,RN50__stem,100_200,1,12,5.849004745483398,6.927972793579102,1.0789680480957031,0.05078597366809845,0.12273277342319489,0.0030229748226702213,0.018137848004698753,6.545084971874738e-05,False
1000,RN50__stem,100_200,1,13,5.811225891113281,6.937601566314697,1.126375675201416,0.051390569657087326,0.1330108940601349,0.0036275696475058794,0.017533253878355026,6.039558454088797e-05,False
1000,RN50__stem,100_200,1,14,5.767531394958496,6.934835433959961,1.1673040390014648,0.05380894988775253,0.1330108940601349,0.0030229748226702213,0.01874244399368763,5.522642316338269e-05,False
1000,RN50__stem,100_200,1,15,5.742735385894775,6.945307731628418,1.2025723457336426,0.059250302612781525,0.14147521555423737,0.0042321644723415375,0.01692865788936615,5.000000000000002e-05,False
1000,RN50__stem,100_200,1,16,5.711949348449707,6.948362350463867,1.2364130020141602,0.061064090579748154,0.15175333619117737,0.0036275696475058794,0.019951632246375084,4.4773576836617344e-05,False
1000,RN50__stem,100_200,1,17,5.696219444274902,6.947232246398926,1.2510128021240234,0.05804111436009407,0.15054413676261902,0.004836759530007839,0.019951632246375084,3.9604415459112035e-05,False
1000,RN50__stem,100_200,1,18,5.67080545425415,6.951843738555908,1.2810382843017578,0.06469165533781052,0.1590084731578827,0.0042321644723415375,0.017533253878355026,3.4549150281252636e-05,False
1000,RN50__stem,100_200,1,19,5.657461166381836,6.957365989685059,1.2999048233032227,0.06529625505208969,0.15961305797100067,0.0030229748226702213,0.018137848004698753,2.966316784621e-05,False
250,RN50__stem,300_400,0,1,7.538869857788086,7.568686485290527,0.029816627502441406,0.0006045949412509799,0.0042321644723415375,0.0006045949412509799,0.0030229748226702213,9.972609476841367e-05,True
250,RN50__stem,300_400,0,2,7.378971099853516,7.4451398849487305,0.06616878509521484,0.0006045949412509799,0.0042321644723415375,0.0,0.0030229748226702213,9.890738003669029e-05,True
250,RN50__stem,300_400,0,3,7.298398971557617,7.390542984008789,0.09214401245117188,0.0006045949412509799,0.005441354587674141,0.0,0.0030229748226702213,9.755282581475769e-05,True
250,RN50__stem,300_400,0,4,7.2484211921691895,7.360657215118408,0.11223602294921875,0.0006045949412509799,0.008464328944683075,0.0,0.0024183797650039196,9.567727288213003e-05,True
250,RN50__stem,300_400,0,5,7.210240840911865,7.340808868408203,0.1305680274963379,0.0012091898825019598,0.007859733887016773,0.0,0.0024183797650039196,9.330127018922194e-05,True
250,RN50__stem,300_400,0,6,7.174530982971191,7.329859733581543,0.15532875061035156,0.0018137848237529397,0.011487304233014584,0.0,0.0024183797650039196,9.045084971874738e-05,True
250,RN50__stem,300_400,0,7,7.14522123336792,7.319770812988281,0.17454957962036133,0.0036275696475058794,0.011487304233014584,0.0,0.0018137848237529397,8.715724127386972e-05,True
250,RN50__stem,300_400,0,8,7.116828918457031,7.31321382522583,0.19638490676879883,0.004836759530007839,0.015719467774033546,0.0,0.0024183797650039196,8.345653031794292e-05,True
250,RN50__stem,300_400,0,9,7.092282295227051,7.308742523193359,0.2164602279663086,0.0042321644723415375,0.01874244399368763,0.0,0.0024183797650039196,7.938926261462366e-05,True
250,RN50__stem,300_400,0,10,7.0663743019104,7.304311752319336,0.23793745040893555,0.005441354587674141,0.02055622823536396,0.0,0.0036275696475058794,7.500000000000001e-05,True
250,RN50__stem,300_400,0,11,7.045306205749512,7.307188034057617,0.26188182830810547,0.004836759530007839,0.023579202592372894,0.0,0.0036275696475058794,7.033683215379003e-05,False
250,RN50__stem,300_400,0,12,7.025090217590332,7.3075337409973145,0.2824435234069824,0.004836759530007839,0.02237001247704029,0.0,0.0042321644723415375,6.545084971874738e-05,False
250,RN50__stem,300_400,0,13,7.002748966217041,7.307850360870361,0.3051013946533203,0.005441354587674141,0.024788392707705498,0.0,0.004836759530007839,6.039558454088797e-05,False
250,RN50__stem,300_400,0,14,6.9853739738464355,7.3096699714660645,0.3242959976196289,0.005441354587674141,0.025392986834049225,0.0,0.0036275696475058794,5.522642316338269e-05,False
250,RN50__stem,300_400,0,15,6.970664024353027,7.310949802398682,0.3402857780456543,0.008464328944683075,0.02418379858136177,0.0,0.0042321644723415375,5.000000000000002e-05,False
250,RN50__stem,300_400,0,16,6.953507423400879,7.314703941345215,0.36119651794433594,0.007859733887016773,0.02660217694938183,0.0,0.0042321644723415375,4.4773576836617344e-05,False
250,RN50__stem,300_400,0,17,6.942395210266113,7.316732406616211,0.37433719635009766,0.007859733887016773,0.027206772938370705,0.0,0.0036275696475058794,3.9604415459112035e-05,False
250,RN50__stem,300_400,0,18,6.928892135620117,7.316832065582275,0.3879399299621582,0.007859733887016773,0.029625151306390762,0.0,0.0036275696475058794,3.4549150281252636e-05,False
1000,RN50__stem,300_400,0,1,7.250260353088379,7.399935245513916,0.1496748924255371,0.0036275696475058794,0.009673519060015678,0.0012091898825019598,0.0042321644723415375,9.972609476841367e-05,True
1000,RN50__stem,300_400,0,2,7.1377668380737305,7.340702056884766,0.20293521881103516,0.0030229748226702213,0.019347038120031357,0.0012091898825019598,0.004836759530007839,9.890738003669029e-05,True
1000,RN50__stem,300_400,0,3,7.048717498779297,7.321751594543457,0.27303409576416016,0.006045949645340443,0.022974608466029167,0.0006045949412509799,0.004836759530007839,9.755282581475769e-05,True
1000,RN50__stem,300_400,0,4,6.9669036865234375,7.318112850189209,0.3512091636657715,0.01027811411768198,0.03143893554806709,0.0006045949412509799,0.006650544237345457,9.567727288213003e-05,True
1000,RN50__stem,300_400,0,5,6.902464866638184,7.3197736740112305,0.4173088073730469,0.010882709175348282,0.03567110002040863,0.0012091898825019598,0.006045949645340443,9.330127018922194e-05,False
1000,RN50__stem,300_400,0,6,6.834931373596191,7.339818954467773,0.504887580871582,0.010882709175348282,0.04292624071240425,0.0012091898825019598,0.006650544237345457,9.045084971874738e-05,False
1000,RN50__stem,300_400,0,7,6.773669719696045,7.358867645263672,0.585197925567627,0.013301088474690914,0.04655380919575691,0.0018137848237529397,0.0042321644723415375,8.715724127386972e-05,False
1000,RN50__stem,300_400,0,8,6.718076229095459,7.358306407928467,0.6402301788330078,0.01511487364768982,0.051390569657087326,0.0024183797650039196,0.009673519060015678,8.345653031794292e-05,False
1000,RN50__stem,300_400,0,9,6.665350914001465,7.381068229675293,0.7157173156738281,0.015719467774033546,0.05864571034908295,0.0024183797650039196,0.008464328944683075,7.938926261462366e-05,False
1000,RN50__stem,300_400,0,10,6.619978904724121,7.3918046951293945,0.7718257904052734,0.021765418350696564,0.06711003929376602,0.0024183797650039196,0.007859733887016773,7.500000000000001e-05,False
1000,RN50__stem,300_400,0,11,6.580556869506836,7.393911361694336,0.8133544921875,0.02237001247704029,0.06469165533781052,0.0030229748226702213,0.008464328944683075,7.033683215379003e-05,False
1000,RN50__stem,300_400,0,12,6.533106803894043,7.408769607543945,0.8756628036499023,0.02660217694938183,0.07738815248012543,0.0018137848237529397,0.009068924002349377,6.545084971874738e-05,False
250,RN50__stem,300_400,1,1,7.584792613983154,7.600477695465088,0.015685081481933594,0.0012091898825019598,0.006045949645340443,0.0,0.005441354587674141,9.972609476841367e-05,True
250,RN50__stem,300_400,1,2,7.410592079162598,7.465506076812744,0.054913997650146484,0.0012091898825019598,0.007859733887016773,0.0018137848237529397,0.005441354587674141,9.890738003669029e-05,True
250,RN50__stem,300_400,1,3,7.32943868637085,7.41007137298584,0.08063268661499023,0.0012091898825019598,0.01027811411768198,0.0018137848237529397,0.0036275696475058794,9.755282581475769e-05,True
250,RN50__stem,300_400,1,4,7.274232387542725,7.379546642303467,0.10531425476074219,0.0006045949412509799,0.011487304233014584,0.0012091898825019598,0.0036275696475058794,9.567727288213003e-05,True
250,RN50__stem,300_400,1,5,7.231147766113281,7.357885837554932,0.1267380714416504,0.0006045949412509799,0.012091899290680885,0.0012091898825019598,0.006045949645340443,9.330127018922194e-05,True
250,RN50__stem,300_400,1,6,7.195444107055664,7.34512186050415,0.14967775344848633,0.0012091898825019598,0.013905683532357216,0.0012091898825019598,0.006650544237345457,9.045084971874738e-05,True
250,RN50__stem,300_400,1,7,7.16457986831665,7.3344035148620605,0.16982364654541016,0.0036275696475058794,0.01511487364768982,0.0018137848237529397,0.007859733887016773,8.715724127386972e-05,True
250,RN50__stem,300_400,1,8,7.13515567779541,7.323885440826416,0.18872976303100586,0.004836759530007839,0.01692865788936615,0.0018137848237529397,0.008464328944683075,8.345653031794292e-05,True
250,RN50__stem,300_400,1,9,7.106278419494629,7.320544242858887,0.2142658233642578,0.0042321644723415375,0.019951632246375084,0.0018137848237529397,0.009673519060015678,7.938926261462366e-05,True
250,RN50__stem,300_400,1,10,7.081485748291016,7.317121505737305,0.23563575744628906,0.004836759530007839,0.021765418350696564,0.0018137848237529397,0.009673519060015678,7.500000000000001e-05,True
250,RN50__stem,300_400,1,11,7.057453632354736,7.316876411437988,0.25942277908325195,0.006045949645340443,0.02237001247704029,0.0024183797650039196,0.009673519060015678,7.033683215379003e-05,True
250,RN50__stem,300_400,1,12,7.035029411315918,7.313507080078125,0.27847766876220703,0.006650544237345457,0.02418379858136177,0.0030229748226702213,0.009068924002349377,6.545084971874738e-05,True
250,RN50__stem,300_400,1,13,7.015256881713867,7.313529968261719,0.29827308654785156,0.007255139295011759,0.022974608466029167,0.0018137848237529397,0.008464328944683075,6.039558454088797e-05,False
250,RN50__stem,300_400,1,14,6.995828151702881,7.315568447113037,0.31974029541015625,0.009673519060015678,0.025392986834049225,0.0024183797650039196,0.008464328944683075,5.522642316338269e-05,False
250,RN50__stem,300_400,1,15,6.979972839355469,7.314899444580078,0.3349266052246094,0.007859733887016773,0.025392986834049225,0.0018137848237529397,0.007859733887016773,5.000000000000002e-05,False
250,RN50__stem,300_400,1,16,6.964994430541992,7.317111015319824,0.35211658477783203,0.008464328944683075,0.02660217694938183,0.0018137848237529397,0.008464328944683075,4.4773576836617344e-05,False
250,RN50__stem,300_400,1,17,6.9511027336120605,7.31796932220459,0.3668665885925293,0.01027811411768198,0.028415963053703308,0.0012091898825019598,0.009068924002349377,3.9604415459112035e-05,False
250,RN50__stem,300_400,1,18,6.940587997436523,7.3191375732421875,0.37854957580566406,0.01027811411768198,0.029020557180047035,0.0018137848237529397,0.008464328944683075,3.4549150281252636e-05,False
250,RN50__stem,300_400,1,19,6.930907726287842,7.320835113525391,0.38992738723754883,0.010882709175348282,0.029625151306390762,0.0018137848237529397,0.008464328944683075,2.966316784621e-05,False
250,RN50__stem,300_400,1,20,6.921449184417725,7.32267427444458,0.40122509002685547,0.01027811411768198,0.030834341421723366,0.0018137848237529397,0.008464328944683075,2.5000000000000015e-05,False
1000,RN50__stem,300_400,1,1,7.274338245391846,7.402825355529785,0.12848711013793945,0.0030229748226702213,0.007255139295011759,0.0024183797650039196,0.007859733887016773,9.972609476841367e-05,True
