target,window,seed,epoch,learning_rate_condition,current_lr,train_loss,val_loss,gap,train_top1,train_top5,val_top1,val_top5,is_best_epoch
RN50__stem,100_200,0,29,0.0001,2.7390523158633003e-07,6.324865341186523,6.8291473388671875,0.5042819976806641,0.017533253878355026,0.0677146315574646,0.006045949645340443,0.0259975828230381,True
RN50__stem,100_200,0,30,0.0001,0.0,6.324760437011719,6.829113960266113,0.5043535232543945,0.017533253878355026,0.0677146315574646,0.006045949645340443,0.0259975828230381,True
RN50__stem,100_200,1,1,0.001,0.0009972609476841367,6.892160415649414,7.05458927154541,0.1624288558959961,0.009068924002349377,0.024788392707705498,0.0030229748226702213,0.011487304233014584,True
RN50__stem,100_200,1,2,0.001,0.0009890738003669028,6.588120460510254,6.957742691040039,0.36962223052978516,0.013905683532357216,0.042321644723415375,0.005441354587674141,0.01692865788936615,True
RN50__stem,100_200,1,3,0.001,0.0009755282581475768,6.352710247039795,6.898299694061279,0.5455894470214844,0.02055622823536396,0.06590084731578827,0.0030229748226702213,0.019347038120031357,True
RN50__stem,100_200,1,4,0.001,0.0009567727288213003,6.173492431640625,6.886377334594727,0.7128849029541016,0.027206772938370705,0.08524788916110992,0.0030229748226702213,0.019347038120031357,True
RN50__stem,100_200,1,5,0.001,0.0009330127018922195,6.042228698730469,6.894676685333252,0.8524479866027832,0.03143893554806709,0.10640870779752731,0.0024183797650039196,0.022974608466029167,False
RN50__stem,100_200,1,6,0.001,0.0009045084971874739,5.9473419189453125,6.872014045715332,0.9246721267700195,0.03567110002040863,0.11789601296186447,0.004836759530007839,0.02237001247704029,True
RN50__stem,100_200,1,7,0.001,0.0008715724127386972,5.85006046295166,6.87277889251709,1.0227184295654297,0.040507860481739044,0.13059251010417938,0.004836759530007839,0.02660217694938183,False
RN50__stem,100_200,1,8,0.001,0.0008345653031794292,5.7931952476501465,6.8774919509887695,1.084296703338623,0.045949216932058334,0.13059251010417938,0.0042321644723415375,0.0259975828230381,False
RN50__stem,100_200,1,9,0.001,0.0007938926261462366,5.712227821350098,6.869773864746094,1.157546043395996,0.051390569657087326,0.14207981526851654,0.005441354587674141,0.02660217694938183,True
RN50__stem,100_200,1,10,0.001,0.00075,5.651998996734619,6.891545295715332,1.239546298980713,0.05441354587674141,0.15779927372932434,0.005441354587674141,0.024788392707705498,False
RN50__stem,100_200,1,11,0.001,0.0007033683215379003,5.575067520141602,6.907208442687988,1.3321409225463867,0.057436518371105194,0.166263610124588,0.006045949645340443,0.02418379858136177,False
RN50__stem,100_200,1,12,0.001,0.0006545084971874739,5.520481109619141,6.925488471984863,1.4050073623657227,0.06348247081041336,0.1741233468055725,0.0042321644723415375,0.028415963053703308,False
RN50__stem,100_200,1,13,0.001,0.0006039558454088797,5.449416637420654,6.961536407470703,1.5121197700500488,0.06650544703006744,0.18077388405799866,0.007255139295011759,0.02237001247704029,False
RN50__stem,100_200,1,14,0.001,0.0005522642316338269,5.412418365478516,6.974983215332031,1.5625648498535156,0.07134220004081726,0.19347038865089417,0.005441354587674141,0.027206772938370705,False
RN50__stem,100_200,1,15,0.001,0.0005000000000000002,5.355863571166992,6.987634658813477,1.6317710876464844,0.0701330155134201,0.19951632618904114,0.006045949645340443,0.02237001247704029,False
RN50__stem,100_200,1,16,0.001,0.0004477357683661734,5.320673942565918,7.000209331512451,1.6795353889465332,0.07617896050214767,0.20677146315574646,0.006045949645340443,0.02660217694938183,False
RN50__stem,100_200,1,17,0.001,0.00039604415459112036,5.270474910736084,7.039540767669678,1.7690658569335938,0.07617896050214767,0.2158403992652893,0.006045949645340443,0.027811367064714432,False
RN50__stem,100_200,1,1,0.0001,9.972609476841367e-05,7.433403968811035,7.46776008605957,0.034356117248535156,0.0,0.0018137848237529397,0.0018137848237529397,0.005441354587674141,True
RN50__stem,100_200,1,2,0.0001,9.890738003669029e-05,7.205112457275391,7.2826361656188965,0.07752370834350586,0.0012091898825019598,0.005441354587674141,0.0030229748226702213,0.008464328944683075,True
RN50__stem,100_200,1,3,0.0001,9.755282581475769e-05,7.088035583496094,7.200329303741455,0.11229372024536133,0.0012091898825019598,0.012091899290680885,0.0012091898825019598,0.012091899290680885,True
RN50__stem,100_200,1,4,0.0001,9.567727288213003e-05,6.999855041503906,7.148487091064453,0.14863204956054688,0.0036275696475058794,0.016324063763022423,0.0024183797650039196,0.013301088474690914,True
RN50__stem,100_200,1,5,0.0001,9.330127018922194e-05,6.927518844604492,7.110757827758789,0.18323898315429688,0.004836759530007839,0.019347038120031357,0.0036275696475058794,0.015719467774033546,True
RN50__stem,100_200,1,6,0.0001,9.045084971874738e-05,6.861625671386719,7.083250999450684,0.22162532806396484,0.007255139295011759,0.021160822361707687,0.0042321644723415375,0.015719467774033546,True
RN50__stem,100_200,1,7,0.0001,8.715724127386972e-05,6.8002519607543945,7.059482574462891,0.2592306137084961,0.007255139295011759,0.028415963053703308,0.0042321644723415375,0.01511487364768982,True
RN50__stem,100_200,1,8,0.0001,8.345653031794292e-05,6.744290351867676,7.038180351257324,0.29388999938964844,0.011487304233014584,0.028415963053703308,0.004836759530007839,0.015719467774033546,True
RN50__stem,100_200,1,9,0.0001,7.938926261462366e-05,6.692909240722656,7.020480155944824,0.32757091522216797,0.012091899290680885,0.03204353153705597,0.0030229748226702213,0.014510278590023518,True
RN50__stem,100_200,1,10,0.0001,7.500000000000001e-05,6.6424174308776855,7.005827903747559,0.36341047286987305,0.013905683532357216,0.03506650775671005,0.0036275696475058794,0.01511487364768982,True
RN50__stem,100_200,1,11,0.0001,7.033683215379003e-05,6.597153663635254,6.991430282592773,0.39427661895751953,0.014510278590023518,0.03688029199838638,0.0042321644723415375,0.01692865788936615,True
RN50__stem,100_200,1,12,0.0001,6.545084971874738e-05,6.555511474609375,6.980568885803223,0.42505741119384766,0.01511487364768982,0.042321644723415375,0.0042321644723415375,0.016324063763022423,True
RN50__stem,100_200,1,13,0.0001,6.039558454088797e-05,6.517481327056885,6.967161178588867,0.4496798515319824,0.015719467774033546,0.04353083670139313,0.0042321644723415375,0.01874244399368763,True
RN50__stem,100_200,1,14,0.0001,5.522642316338269e-05,6.484738826751709,6.95768928527832,0.47295045852661133,0.01692865788936615,0.045949216932058334,0.0030229748226702213,0.02055622823536396,True
RN50__stem,100_200,1,15,0.0001,5.000000000000002e-05,6.456092834472656,6.950777053833008,0.49468421936035156,0.01692865788936615,0.05259976163506508,0.0030229748226702213,0.019347038120031357,True
RN50__stem,100_200,1,16,0.0001,4.4773576836617344e-05,6.429743766784668,6.946176528930664,0.5164327621459961,0.017533253878355026,0.05320435389876366,0.0036275696475058794,0.019347038120031357,True
RN50__stem,100_200,1,17,0.0001,3.9604415459112035e-05,6.4067230224609375,6.941227436065674,0.5345044136047363,0.018137848004698753,0.05804111436009407,0.0036275696475058794,0.021765418350696564,True
RN50__stem,100_200,1,18,0.0001,3.4549150281252636e-05,6.386907577514648,6.934948921203613,0.5480413436889648,0.01874244399368763,0.05804111436009407,0.0036275696475058794,0.02055622823536396,True
RN50__stem,100_200,1,19,0.0001,2.966316784621e-05,6.3711628913879395,6.9319000244140625,0.560737133026123,0.019347038120031357,0.059250302612781525,0.0036275696475058794,0.019951632246375084,True
RN50__stem,100_200,1,20,0.0001,2.5000000000000015e-05,6.355069160461426,6.928963661193848,0.5738945007324219,0.02055622823536396,0.059250302612781525,0.0036275696475058794,0.02055622823536396,True
RN50__stem,100_200,1,21,0.0001,2.0610737385376352e-05,6.345205307006836,6.925696849822998,0.5804915428161621,0.021160822361707687,0.05864571034908295,0.0042321644723415375,0.019347038120031357,True
RN50__stem,100_200,1,22,0.0001,1.654346968205711e-05,6.336101531982422,6.923979759216309,0.5878782272338867,0.02055622823536396,0.05864571034908295,0.0042321644723415375,0.018137848004698753,True
RN50__stem,100_200,1,23,0.0001,1.2842758726130304e-05,6.328515529632568,6.923724174499512,0.5952086448669434,0.02055622823536396,0.06045949459075928,0.0042321644723415375,0.01874244399368763,True
RN50__stem,100_200,1,24,0.0001,9.549150281252636e-06,6.322178840637207,6.922358989715576,0.6001801490783691,0.019951632246375084,0.06227327883243561,0.0036275696475058794,0.018137848004698753,True
RN50__stem,100_200,1,25,0.0001,6.698729810778068e-06,6.317812919616699,6.921910762786865,0.604097843170166,0.019951632246375084,0.06166868284344673,0.0036275696475058794,0.01874244399368763,True
RN50__stem,100_200,1,26,0.0001,4.322727117869953e-06,6.31498908996582,6.921220779418945,0.606231689453125,0.019951632246375084,0.06469165533781052,0.0036275696475058794,0.01874244399368763,True
RN50__stem,100_200,1,27,0.0001,2.447174185242324e-06,6.313017845153809,6.920692443847656,0.6076745986938477,0.019951632246375084,0.06590084731578827,0.0036275696475058794,0.01874244399368763,True
RN50__stem,100_200,1,28,0.0001,1.092619963309716e-06,6.312087535858154,6.920444011688232,0.6083564758300781,0.019951632246375084,0.06590084731578827,0.0036275696475058794,0.01874244399368763,True
RN50__stem,100_200,1,29,0.0001,2.7390523158633003e-07,6.311566352844238,6.920363426208496,0.6087970733642578,0.019951632246375084,0.06650544703006744,0.0036275696475058794,0.01874244399368763,True
RN50__stem,100_200,1,30,0.0001,0.0,6.311460018157959,6.920346260070801,0.6088862419128418,0.02055622823536396,0.06650544703006744,0.0036275696475058794,0.01874244399368763,True
RN50__stem,300_400,0,1,0.001,0.0009972609476841367,7.205723762512207,7.307580947875977,0.10185718536376953,0.0012091898825019598,0.008464328944683075,0.0006045949412509799,0.0030229748226702213,True
RN50__stem,300_400,0,2,0.001,0.0009890738003669028,7.0709686279296875,7.281839370727539,0.21087074279785156,0.006045949645340443,0.022974608466029167,0.0006045949412509799,0.0036275696475058794,True
RN50__stem,300_400,0,3,0.001,0.0009755282581475768,6.951966285705566,7.282587051391602,0.33062076568603516,0.006045949645340443,0.03143893554806709,0.0006045949412509799,0.009673519060015678,False
RN50__stem,300_400,0,4,0.001,0.0009567727288213003,6.876943588256836,7.309012413024902,0.4320688247680664,0.009673519060015678,0.03688029199838638,0.0006045949412509799,0.004836759530007839,False
RN50__stem,300_400,0,5,0.001,0.0009330127018922195,6.776705741882324,7.320938587188721,0.5442328453063965,0.01511487364768982,0.042321644723415375,0.0018137848237529397,0.006045949645340443,False
RN50__stem,300_400,0,6,0.001,0.0009045084971874739,6.674176216125488,7.340593338012695,0.666417121887207,0.01874244399368763,0.061064090579748154,0.0012091898825019598,0.007255139295011759,False
RN50__stem,300_400,0,7,0.001,0.0008715724127386972,6.612158298492432,7.338254928588867,0.7260966300964355,0.019951632246375084,0.06711003929376602,0.0024183797650039196,0.012696493417024612,False
RN50__stem,300_400,0,8,0.001,0.0008345653031794292,6.546815872192383,7.382562637329102,0.8357467651367188,0.023579202592372894,0.07617896050214767,0.0006045949412509799,0.008464328944683075,False
RN50__stem,300_400,0,9,0.001,0.0007938926261462366,6.481655120849609,7.396244049072266,0.9145889282226562,0.02660217694938183,0.08464328944683075,0.0012091898825019598,0.011487304233014584,False
RN50__stem,300_400,0,10,0.001,0.00075,6.426433563232422,7.414117813110352,0.9876842498779297,0.029625151306390762,0.08282950520515442,0.0006045949412509799,0.007859733887016773,False
RN50__stem,300_400,0,1,0.0001,9.972609476841367e-05,7.538869857788086,7.568686485290527,0.029816627502441406,0.0006045949412509799,0.0042321644723415375,0.0006045949412509799,0.0030229748226702213,True
RN50__stem,300_400,0,2,0.0001,9.890738003669029e-05,7.378971099853516,7.4451398849487305,0.06616878509521484,0.0006045949412509799,0.0042321644723415375,0.0,0.0030229748226702213,True
RN50__stem,300_400,0,3,0.0001,9.755282581475769e-05,7.298398971557617,7.390542984008789,0.09214401245117188,0.0006045949412509799,0.005441354587674141,0.0,0.0030229748226702213,True
RN50__stem,300_400,0,4,0.0001,9.567727288213003e-05,7.2484211921691895,7.360657215118408,0.11223602294921875,0.0006045949412509799,0.008464328944683075,0.0,0.0024183797650039196,True
RN50__stem,300_400,0,5,0.0001,9.330127018922194e-05,7.210240840911865,7.340808868408203,0.1305680274963379,0.0012091898825019598,0.007859733887016773,0.0,0.0024183797650039196,True
RN50__stem,300_400,0,6,0.0001,9.045084971874738e-05,7.174530982971191,7.329859733581543,0.15532875061035156,0.0018137848237529397,0.011487304233014584,0.0,0.0024183797650039196,True
RN50__stem,300_400,0,7,0.0001,8.715724127386972e-05,7.14522123336792,7.319770812988281,0.17454957962036133,0.0036275696475058794,0.011487304233014584,0.0,0.0018137848237529397,True
RN50__stem,300_400,0,8,0.0001,8.345653031794292e-05,7.116828918457031,7.31321382522583,0.19638490676879883,0.004836759530007839,0.015719467774033546,0.0,0.0024183797650039196,True
RN50__stem,300_400,0,9,0.0001,7.938926261462366e-05,7.092282295227051,7.308742523193359,0.2164602279663086,0.0042321644723415375,0.01874244399368763,0.0,0.0024183797650039196,True
RN50__stem,300_400,0,10,0.0001,7.500000000000001e-05,7.0663743019104,7.304311752319336,0.23793745040893555,0.005441354587674141,0.02055622823536396,0.0,0.0036275696475058794,True
RN50__stem,300_400,0,11,0.0001,7.033683215379003e-05,7.045306205749512,7.307188034057617,0.26188182830810547,0.004836759530007839,0.023579202592372894,0.0,0.0036275696475058794,False
RN50__stem,300_400,0,12,0.0001,6.545084971874738e-05,7.025090217590332,7.3075337409973145,0.2824435234069824,0.004836759530007839,0.02237001247704029,0.0,0.0042321644723415375,False
RN50__stem,300_400,0,13,0.0001,6.039558454088797e-05,7.002748966217041,7.307850360870361,0.3051013946533203,0.005441354587674141,0.024788392707705498,0.0,0.004836759530007839,False
RN50__stem,300_400,0,14,0.0001,5.522642316338269e-05,6.9853739738464355,7.3096699714660645,0.3242959976196289,0.005441354587674141,0.025392986834049225,0.0,0.0036275696475058794,False
RN50__stem,300_400,0,15,0.0001,5.000000000000002e-05,6.970664024353027,7.310949802398682,0.3402857780456543,0.008464328944683075,0.02418379858136177,0.0,0.0042321644723415375,False
RN50__stem,300_400,0,16,0.0001,4.4773576836617344e-05,6.953507423400879,7.314703941345215,0.36119651794433594,0.007859733887016773,0.02660217694938183,0.0,0.0042321644723415375,False
RN50__stem,300_400,0,17,0.0001,3.9604415459112035e-05,6.942395210266113,7.316732406616211,0.37433719635009766,0.007859733887016773,0.027206772938370705,0.0,0.0036275696475058794,False
RN50__stem,300_400,0,18,0.0001,3.4549150281252636e-05,6.928892135620117,7.316832065582275,0.3879399299621582,0.007859733887016773,0.029625151306390762,0.0,0.0036275696475058794,False
RN50__stem,300_400,1,1,0.001,0.0009972609476841367,7.216086387634277,7.322418212890625,0.10633182525634766,0.0024183797650039196,0.013301088474690914,0.0012091898825019598,0.007859733887016773,True
RN50__stem,300_400,1,2,0.001,0.0009890738003669028,7.080802917480469,7.301009178161621,0.22020626068115234,0.0036275696475058794,0.021765418350696564,0.0018137848237529397,0.01027811411768198,True
RN50__stem,300_400,1,3,0.001,0.0009755282581475768,6.953521728515625,7.287213325500488,0.3336915969848633,0.01027811411768198,0.0259975828230381,0.0,0.007859733887016773,True
RN50__stem,300_400,1,4,0.001,0.0009567727288213003,6.853171348571777,7.310429573059082,0.4572582244873047,0.011487304233014584,0.032648127526044846,0.0,0.006045949645340443,False
RN50__stem,300_400,1,5,0.001,0.0009330127018922195,6.761463165283203,7.319736480712891,0.5582733154296875,0.012696493417024612,0.04897218942642212,0.0012091898825019598,0.007255139295011759,False
RN50__stem,300_400,1,6,0.001,0.0009045084971874739,6.68297004699707,7.327869415283203,0.6448993682861328,0.017533253878355026,0.05501813814043999,0.0,0.005441354587674141,False
RN50__stem,300_400,1,7,0.001,0.0008715724127386972,6.604038238525391,7.3364057540893555,0.7323675155639648,0.025392986834049225,0.06469165533781052,0.0006045949412509799,0.009673519060015678,False
RN50__stem,300_400,1,8,0.001,0.0008345653031794292,6.545377731323242,7.340719223022461,0.7953414916992188,0.027811367064714432,0.06892382353544235,0.0018137848237529397,0.009068924002349377,False
RN50__stem,300_400,1,9,0.001,0.0007938926261462366,6.473252296447754,7.380675792694092,0.9074234962463379,0.03143893554806709,0.07738815248012543,0.0024183797650039196,0.007255139295011759,False
RN50__stem,300_400,1,10,0.001,0.00075,6.401305198669434,7.404638290405273,1.0033330917358398,0.03143893554806709,0.08887545764446259,0.0012091898825019598,0.009673519060015678,False
RN50__stem,300_400,1,11,0.001,0.0007033683215379003,6.347380638122559,7.433132171630859,1.0857515335083008,0.03627569600939751,0.09431681036949158,0.0024183797650039196,0.008464328944683075,False
RN50__stem,300_400,1,1,0.0001,9.972609476841367e-05,7.584792613983154,7.600477695465088,0.015685081481933594,0.0012091898825019598,0.006045949645340443,0.0,0.005441354587674141,True
RN50__stem,300_400,1,2,0.0001,9.890738003669029e-05,7.410592079162598,7.465506076812744,0.054913997650146484,0.0012091898825019598,0.007859733887016773,0.0018137848237529397,0.005441354587674141,True
RN50__stem,300_400,1,3,0.0001,9.755282581475769e-05,7.32943868637085,7.41007137298584,0.08063268661499023,0.0012091898825019598,0.01027811411768198,0.0018137848237529397,0.0036275696475058794,True
RN50__stem,300_400,1,4,0.0001,9.567727288213003e-05,7.274232387542725,7.379546642303467,0.10531425476074219,0.0006045949412509799,0.011487304233014584,0.0012091898825019598,0.0036275696475058794,True
RN50__stem,300_400,1,5,0.0001,9.330127018922194e-05,7.231147766113281,7.357885837554932,0.1267380714416504,0.0006045949412509799,0.012091899290680885,0.0012091898825019598,0.006045949645340443,True
RN50__stem,300_400,1,6,0.0001,9.045084971874738e-05,7.195444107055664,7.34512186050415,0.14967775344848633,0.0012091898825019598,0.013905683532357216,0.0012091898825019598,0.006650544237345457,True
RN50__stem,300_400,1,7,0.0001,8.715724127386972e-05,7.16457986831665,7.3344035148620605,0.16982364654541016,0.0036275696475058794,0.01511487364768982,0.0018137848237529397,0.007859733887016773,True
RN50__stem,300_400,1,8,0.0001,8.345653031794292e-05,7.13515567779541,7.323885440826416,0.18872976303100586,0.004836759530007839,0.01692865788936615,0.0018137848237529397,0.008464328944683075,True
RN50__stem,300_400,1,9,0.0001,7.938926261462366e-05,7.106278419494629,7.320544242858887,0.2142658233642578,0.0042321644723415375,0.019951632246375084,0.0018137848237529397,0.009673519060015678,True
RN50__stem,300_400,1,10,0.0001,7.500000000000001e-05,7.081485748291016,7.317121505737305,0.23563575744628906,0.004836759530007839,0.021765418350696564,0.0018137848237529397,0.009673519060015678,True
RN50__stem,300_400,1,11,0.0001,7.033683215379003e-05,7.057453632354736,7.316876411437988,0.25942277908325195,0.006045949645340443,0.02237001247704029,0.0024183797650039196,0.009673519060015678,True
RN50__stem,300_400,1,12,0.0001,6.545084971874738e-05,7.035029411315918,7.313507080078125,0.27847766876220703,0.006650544237345457,0.02418379858136177,0.0030229748226702213,0.009068924002349377,True
RN50__stem,300_400,1,13,0.0001,6.039558454088797e-05,7.015256881713867,7.313529968261719,0.29827308654785156,0.007255139295011759,0.022974608466029167,0.0018137848237529397,0.008464328944683075,False
RN50__stem,300_400,1,14,0.0001,5.522642316338269e-05,6.995828151702881,7.315568447113037,0.31974029541015625,0.009673519060015678,0.025392986834049225,0.0024183797650039196,0.008464328944683075,False
RN50__stem,300_400,1,15,0.0001,5.000000000000002e-05,6.979972839355469,7.314899444580078,0.3349266052246094,0.007859733887016773,0.025392986834049225,0.0018137848237529397,0.007859733887016773,False
RN50__stem,300_400,1,16,0.0001,4.4773576836617344e-05,6.964994430541992,7.317111015319824,0.35211658477783203,0.008464328944683075,0.02660217694938183,0.0018137848237529397,0.008464328944683075,False
