target,window,test_loss,test_loss_std,top1,top5,n_seeds
RN50__layer3,400_500,4.4724,0.0224,0.045,0.209,5
RN50__layer3,500_600,5.1805,0.0231,0.009,0.059,5
RN50__layer3,600_700,5.3045,0.0168,0.007,0.031,5
RN50__layer3,700_800,5.342,0.0217,0.006,0.029,5
RN50__layer3,800_900,5.3594,0.0116,0.006,0.026,5
RN50__layer3,900_1000,5.3563,0.0156,0.007,0.038,5
RN50__layer3__fov,0_100,4.352,0.0224,0.066,0.187,5
RN50__layer3__fov,100_200,2.9203,0.0171,0.33,0.648,5
RN50__layer3__fov,200_300,2.8128,0.0044,0.319,0.665,5
RN50__layer3__fov,300_400,3.8649,0.0314,0.129,0.389,5
RN50__layer3__fov,400_500,4.4517,0.0251,0.042,0.194,5
RN50__layer3__fov,500_600,5.193,0.0231,0.013,0.047,5
RN50__layer3__fov,600_700,5.3097,0.0162,0.004,0.042,5
RN50__layer3__fov,700_800,5.3579,0.0205,0.004,0.02,5
RN50__layer3__fov,800_900,5.3634,0.0142,0.009,0.034,5
RN50__layer3__fov,900_1000,5.3667,0.018,0.0,0.024,5
RN50__layer4,0_100,4.6764,0.0223,0.037,0.129,5
RN50__layer4,100_200,3.4595,0.0145,0.205,0.508,5
RN50__layer4,200_300,3.2093,0.0128,0.233,0.547,5
RN50__layer4,300_400,3.943,0.0294,0.13,0.361,5
RN50__layer4,400_500,4.4996,0.0311,0.05,0.176,5
RN50__layer4,500_600,5.1826,0.0302,0.008,0.058,5
RN50__layer4,600_700,5.333,0.0133,0.008,0.038,5
RN50__layer4,700_800,5.3675,0.0259,0.007,0.032,5
RN50__layer4,800_900,5.3818,0.0233,0.008,0.033,5
RN50__layer4,900_1000,5.4004,0.0179,0.002,0.02,5
RN50__layer4__fov,0_100,4.6659,0.0347,0.038,0.144,5
RN50__layer4__fov,100_200,3.4146,0.0082,0.217,0.514,5
RN50__layer4__fov,200_300,3.1962,0.031,0.234,0.542,5
RN50__layer4__fov,300_400,3.9612,0.0152,0.119,0.359,5
RN50__layer4__fov,400_500,4.4744,0.04,0.045,0.186,5
RN50__layer4__fov,500_600,5.1898,0.0267,0.013,0.048,5
RN50__layer4__fov,600_700,5.3237,0.0116,0.006,0.041,5
RN50__layer4__fov,700_800,5.3485,0.0159,0.003,0.03,5
RN50__layer4__fov,800_900,5.3479,0.0162,0.005,0.023,5
RN50__layer4__fov,900_1000,5.3738,0.011,0.005,0.025,5
RN50__stem,0_100,4.7005,0.0388,0.027,0.133,5
RN50__stem,100_200,4.0292,0.0428,0.094,0.306,5
RN50__stem,200_300,3.9779,0.0206,0.098,0.326,5
RN50__stem,300_400,4.906,0.0284,0.027,0.124,5
RN50__stem,400_500,5.1162,0.0169,0.009,0.052,5
RN50__stem,500_600,5.2341,0.0176,0.008,0.04,5
RN50__stem,600_700,5.3042,0.0135,0.004,0.024,5
RN50__stem,700_800,5.3356,0.0233,0.003,0.029,5
RN50__stem,800_900,5.3369,0.0099,0.005,0.021,5
RN50__stem,900_1000,5.3486,0.0243,0.004,0.024,5
RN50__stem__fov,0_100,4.624,0.052,0.025,0.139,5
RN50__stem__fov,100_200,3.9166,0.0372,0.097,0.338,5
RN50__stem__fov,200_300,3.8924,0.0268,0.098,0.339,5
RN50__stem__fov,300_400,4.8839,0.0224,0.029,0.123,5
RN50__stem__fov,400_500,5.1065,0.0066,0.014,0.066,5
RN50__stem__fov,500_600,5.2183,0.0229,0.011,0.041,5
RN50__stem__fov,600_700,5.2972,0.0106,0.005,0.027,5
RN50__stem__fov,700_800,5.3294,0.0174,0.005,0.028,5
RN50__stem__fov,800_900,5.3346,0.013,0.006,0.022,5
RN50__stem__fov,900_1000,5.3359,0.0232,0.007,0.035,5
ViT-B-16__block10,0_100,4.707,0.0141,0.038,0.119,5
ViT-B-16__block10,100_200,3.6221,0.0142,0.16,0.415,5
ViT-B-16__block10,200_300,3.3682,0.0291,0.212,0.5,5
ViT-B-16__block10,300_400,4.0545,0.0332,0.098,0.308,5
ViT-B-16__block10,400_500,4.5436,0.0298,0.055,0.2,5
ViT-B-16__block10,500_600,5.1641,0.0231,0.012,0.051,5
ViT-B-16__block10,600_700,5.2998,0.0117,0.004,0.033,5
ViT-B-16__block10,700_800,5.3449,0.0174,0.009,0.037,5
ViT-B-16__block10,800_900,5.3377,0.0171,0.005,0.032,5
ViT-B-16__block10,900_1000,5.3615,0.0229,0.007,0.036,5
ViT-B-16__block10__fov,0_100,4.6323,0.0238,0.042,0.141,5
ViT-B-16__block10__fov,100_200,3.5434,0.0122,0.171,0.456,5
ViT-B-16__block10__fov,200_300,3.2944,0.019,0.237,0.529,5
ViT-B-16__block10__fov,300_400,4.0329,0.0312,0.093,0.339,5
ViT-B-16__block10__fov,400_500,4.5111,0.0349,0.056,0.203,5
ViT-B-16__block10__fov,500_600,5.159,0.0188,0.008,0.052,5
ViT-B-16__block10__fov,600_700,5.2892,0.0259,0.006,0.041,5
ViT-B-16__block10__fov,700_800,5.3396,0.0167,0.003,0.024,5
ViT-B-16__block10__fov,800_900,5.3452,0.0276,0.009,0.026,5
ViT-B-16__block10__fov,900_1000,5.3569,0.018,0.006,0.026,5
ViT-B-16__block12,0_100,4.9376,0.0241,0.024,0.107,5
ViT-B-16__block12,100_200,4.0045,0.0121,0.113,0.346,5
ViT-B-16__block12,200_300,3.7225,0.0206,0.156,0.419,5
ViT-B-16__block12,300_400,4.2434,0.0352,0.086,0.284,5
ViT-B-16__block12,400_500,4.7059,0.0317,0.034,0.165,5
ViT-B-16__block12,500_600,5.2714,0.0208,0.007,0.042,5
ViT-B-16__block12,600_700,5.3427,0.0185,0.006,0.033,5
ViT-B-16__block12,700_800,5.3841,0.0263,0.01,0.025,5
ViT-B-16__block12,800_900,5.3866,0.0287,0.007,0.024,5
ViT-B-16__block12,900_1000,5.3702,0.0333,0.01,0.027,5
ViT-B-16__block12__fov,0_100,4.8973,0.0216,0.027,0.126,5
ViT-B-16__block12__fov,100_200,3.9851,0.0248,0.115,0.355,5
ViT-B-16__block12__fov,200_300,3.7143,0.0146,0.169,0.432,5
ViT-B-16__block12__fov,300_400,4.2292,0.0338,0.079,0.295,5
ViT-B-16__block12__fov,400_500,4.7045,0.0194,0.049,0.159,5
ViT-B-16__block12__fov,500_600,5.2344,0.0265,0.01,0.056,5
ViT-B-16__block12__fov,600_700,5.3308,0.023,0.007,0.027,5
ViT-B-16__block12__fov,700_800,5.3581,0.0309,0.009,0.038,5
ViT-B-16__block12__fov,800_900,5.3638,0.0358,0.005,0.034,5
ViT-B-16__block12__fov,900_1000,5.3537,0.03,0.009,0.031,5
ViT-B-16__block2,0_100,4.1517,0.0346,0.066,0.231,5
ViT-B-16__block2,100_200,3.1946,0.0339,0.184,0.519,5
ViT-B-16__block2,200_300,3.2256,0.0327,0.206,0.525,5
ViT-B-16__block2,300_400,4.5667,0.0261,0.046,0.213,5
ViT-B-16__block2,400_500,4.9076,0.0423,0.028,0.106,5
ViT-B-16__block2,500_600,5.2106,0.0153,0.009,0.053,5
ViT-B-16__block2,600_700,5.308,0.0128,0.007,0.038,5
ViT-B-16__block2,700_800,5.3156,0.0058,0.003,0.029,5
ViT-B-16__block2,800_900,5.3305,0.0127,0.006,0.032,5
ViT-B-16__block2,900_1000,5.332,0.0115,0.005,0.034,5
ViT-B-16__block2__fov,0_100,4.0853,0.0264,0.072,0.253,5
ViT-B-16__block2__fov,100_200,3.108,0.0335,0.192,0.536,5
ViT-B-16__block2__fov,200_300,3.169,0.0281,0.22,0.551,5
ViT-B-16__block2__fov,300_400,4.5211,0.0464,0.054,0.214,5
ViT-B-16__block2__fov,400_500,4.8897,0.0326,0.026,0.118,5
ViT-B-16__block2__fov,500_600,5.2107,0.014,0.009,0.047,5
ViT-B-16__block2__fov,600_700,5.3043,0.0222,0.007,0.029,5
ViT-B-16__block2__fov,700_800,5.3136,0.0121,0.006,0.028,5
ViT-B-16__block2__fov,800_900,5.3278,0.0089,0.003,0.037,5
ViT-B-16__block2__fov,900_1000,5.3333,0.0165,0.005,0.027,5
ViT-B-16__block4,0_100,4.0876,0.0365,0.058,0.245,5
ViT-B-16__block4,100_200,2.8738,0.0337,0.241,0.581,5
ViT-B-16__block4,200_300,2.9369,0.0339,0.278,0.598,5
ViT-B-16__block4,300_400,4.2039,0.0519,0.089,0.303,5
ViT-B-16__block4,400_500,4.7336,0.0415,0.036,0.148,5
ViT-B-16__block4,500_600,5.1754,0.0162,0.006,0.048,5
ViT-B-16__block4,600_700,5.2844,0.0114,0.01,0.036,5
ViT-B-16__block4,700_800,5.3126,0.0172,0.008,0.039,5
ViT-B-16__block4,800_900,5.3219,0.0117,0.007,0.03,5
ViT-B-16__block4,900_1000,5.3262,0.0109,0.007,0.029,5
ViT-B-16__block4__fov,0_100,4.0618,0.0276,0.073,0.245,5
ViT-B-16__block4__fov,100_200,2.8371,0.036,0.27,0.596,5
ViT-B-16__block4__fov,200_300,2.8873,0.037,0.273,0.605,5
ViT-B-16__block4__fov,300_400,4.1559,0.0477,0.099,0.319,5
ViT-B-16__block4__fov,400_500,4.7278,0.0572,0.045,0.164,5
ViT-B-16__block4__fov,500_600,5.1961,0.0065,0.006,0.062,5
ViT-B-16__block4__fov,600_700,5.2991,0.0138,0.008,0.032,5
ViT-B-16__block4__fov,700_800,5.3147,0.0114,0.006,0.034,5
ViT-B-16__block4__fov,800_900,5.3394,0.0135,0.006,0.024,5
ViT-B-16__block4__fov,900_1000,5.3327,0.0114,0.009,0.034,5
ViT-B-16__block6,0_100,4.3196,0.0092,0.047,0.181,5
ViT-B-16__block6,100_200,3.096,0.0346,0.227,0.566,5
ViT-B-16__block6,200_300,3.008,0.01,0.244,0.594,5
ViT-B-16__block6,300_400,4.1585,0.022,0.072,0.287,5
ViT-B-16__block6,400_500,4.7267,0.0561,0.042,0.151,5
ViT-B-16__block6,500_600,5.2248,0.0194,0.008,0.06,5
ViT-B-16__block6,600_700,5.3063,0.0105,0.008,0.044,5
ViT-B-16__block6,700_800,5.35,0.0069,0.012,0.035,5
ViT-B-16__block6,800_900,5.3636,0.0179,0.006,0.036,5
ViT-B-16__block6,900_1000,5.3547,0.0192,0.005,0.039,5
ViT-B-16__block6__fov,0_100,4.2397,0.017,0.054,0.202,5
ViT-B-16__block6__fov,100_200,3.0313,0.0414,0.261,0.583,5
ViT-B-16__block6__fov,200_300,2.9245,0.0102,0.253,0.604,5
ViT-B-16__block6__fov,300_400,4.1668,0.0318,0.08,0.297,5
ViT-B-16__block6__fov,400_500,4.7276,0.0736,0.04,0.158,5
ViT-B-16__block6__fov,500_600,5.2017,0.014,0.019,0.057,5
ViT-B-16__block6__fov,600_700,5.2884,0.0066,0.014,0.046,5
ViT-B-16__block6__fov,700_800,5.3087,0.0144,0.011,0.036,5
ViT-B-16__block6__fov,800_900,5.3334,0.0062,0.005,0.03,5
ViT-B-16__block6__fov,900_1000,5.341,0.0149,0.007,0.031,5
ViT-B-16__block8,0_100,4.5817,0.0254,0.035,0.152,5
ViT-B-16__block8,100_200,3.4896,0.0529,0.17,0.449,5
ViT-B-16__block8,200_300,3.3344,0.007,0.229,0.505,5
ViT-B-16__block8,300_400,4.2327,0.0087,0.082,0.276,5
ViT-B-16__block8,400_500,4.725,0.0464,0.033,0.144,5
ViT-B-16__block8,500_600,5.238,0.0158,0.011,0.043,5
ViT-B-16__block8,600_700,5.3096,0.0213,0.007,0.03,5
ViT-B-16__block8,700_800,5.3456,0.0166,0.005,0.038,5
ViT-B-16__block8,800_900,5.3655,0.0187,0.003,0.03,5
ViT-B-16__block8,900_1000,5.3654,0.0183,0.007,0.026,5
ViT-B-16__block8__fov,0_100,4.4952,0.0273,0.05,0.162,5
ViT-B-16__block8__fov,100_200,3.3888,0.0317,0.198,0.47,5
ViT-B-16__block8__fov,200_300,3.2494,0.0152,0.219,0.51,5
ViT-B-16__block8__fov,300_400,4.1982,0.0218,0.082,0.281,5
ViT-B-16__block8__fov,400_500,4.6571,0.0594,0.042,0.146,5
ViT-B-16__block8__fov,500_600,5.222,0.0319,0.008,0.051,5
ViT-B-16__block8__fov,600_700,5.3167,0.0067,0.006,0.038,5
ViT-B-16__block8__fov,700_800,5.3431,0.0234,0.005,0.033,5
ViT-B-16__block8__fov,800_900,5.3567,0.0106,0.006,0.032,5
ViT-B-16__block8__fov,900_1000,5.3629,0.0233,0.007,0.042,5
ViT-L-14__block12,0_100,4.5186,0.0387,0.046,0.172,5
ViT-L-14__block12,100_200,3.4771,0.0174,0.184,0.456,5
ViT-L-14__block12,200_300,3.3489,0.0133,0.198,0.501,5
ViT-L-14__block12,300_400,4.3963,0.029,0.054,0.219,5
ViT-L-14__block12,400_500,4.9441,0.0742,0.028,0.102,5
ViT-L-14__block12,500_600,5.2725,0.0178,0.011,0.044,5
ViT-L-14__block12,600_700,5.3245,0.0111,0.007,0.029,5
ViT-L-14__block12,700_800,5.3686,0.0084,0.003,0.021,5
ViT-L-14__block12,800_900,5.3654,0.0118,0.007,0.027,5
ViT-L-14__block12,900_1000,5.3772,0.0196,0.005,0.024,5
ViT-L-14__block12__fov,0_100,4.4683,0.0212,0.037,0.188,5
ViT-L-14__block12__fov,100_200,3.3391,0.0276,0.242,0.488,5
ViT-L-14__block12__fov,200_300,3.27,0.0086,0.222,0.526,5
ViT-L-14__block12__fov,300_400,4.3098,0.0255,0.068,0.27,5
ViT-L-14__block12__fov,400_500,4.8402,0.1017,0.024,0.121,5
ViT-L-14__block12__fov,500_600,5.2512,0.0216,0.009,0.05,5
ViT-L-14__block12__fov,600_700,5.3301,0.01,0.004,0.037,5
ViT-L-14__block12__fov,700_800,5.3542,0.0214,0.005,0.026,5
ViT-L-14__block12__fov,800_900,5.372,0.0154,0.005,0.025,5
ViT-L-14__block12__fov,900_1000,5.3624,0.0123,0.006,0.027,5
ViT-L-14__block16,0_100,4.6157,0.0468,0.043,0.156,5
ViT-L-14__block16,100_200,3.5969,0.0194,0.162,0.418,5
ViT-L-14__block16,200_300,3.3986,0.0209,0.194,0.482,5
ViT-L-14__block16,300_400,4.2859,0.0273,0.067,0.245,5
ViT-L-14__block16,400_500,4.6917,0.0543,0.036,0.144,5
ViT-L-14__block16,500_600,5.242,0.0337,0.012,0.048,5
ViT-L-14__block16,600_700,5.3235,0.0211,0.005,0.026,5
ViT-L-14__block16,700_800,5.3659,0.0153,0.003,0.03,5
ViT-L-14__block16,800_900,5.354,0.0283,0.008,0.031,5
ViT-L-14__block16,900_1000,5.3724,0.0268,0.007,0.025,5
ViT-L-14__block16__fov,0_100,4.5732,0.0287,0.044,0.151,5
ViT-L-14__block16__fov,100_200,3.4821,0.021,0.224,0.488,5
ViT-L-14__block16__fov,200_300,3.305,0.0101,0.214,0.517,5
ViT-L-14__block16__fov,300_400,4.1969,0.0371,0.063,0.284,5
ViT-L-14__block16__fov,400_500,4.6303,0.0494,0.039,0.161,5
ViT-L-14__block16__fov,500_600,5.2241,0.0144,0.011,0.052,5
ViT-L-14__block16__fov,600_700,5.3094,0.0081,0.005,0.032,5
ViT-L-14__block16__fov,700_800,5.3405,0.0131,0.007,0.035,5
ViT-L-14__block16__fov,800_900,5.3677,0.0184,0.003,0.018,5
ViT-L-14__block16__fov,900_1000,5.3601,0.0082,0.006,0.028,5
ViT-L-14__block20,0_100,4.7849,0.0211,0.038,0.153,5
ViT-L-14__block20,100_200,3.8479,0.0092,0.111,0.362,5
ViT-L-14__block20,200_300,3.5384,0.0254,0.175,0.47,5
ViT-L-14__block20,300_400,4.1777,0.0287,0.095,0.281,5
ViT-L-14__block20,400_500,4.5877,0.0414,0.06,0.169,5
ViT-L-14__block20,500_600,5.2488,0.0126,0.009,0.045,5
ViT-L-14__block20,600_700,5.3481,0.0059,0.008,0.027,5
ViT-L-14__block20,700_800,5.3708,0.0215,0.007,0.035,5
ViT-L-14__block20,800_900,5.3802,0.0163,0.003,0.016,5
ViT-L-14__block20,900_1000,5.3828,0.0218,0.007,0.028,5
ViT-L-14__block20__fov,0_100,4.7652,0.0312,0.037,0.156,5
ViT-L-14__block20__fov,100_200,3.8046,0.0163,0.111,0.387,5
ViT-L-14__block20__fov,200_300,3.4606,0.0343,0.195,0.493,5
ViT-L-14__block20__fov,300_400,4.1331,0.0054,0.095,0.289,5
ViT-L-14__block20__fov,400_500,4.5555,0.0213,0.051,0.177,5
ViT-L-14__block20__fov,500_600,5.1984,0.0206,0.02,0.06,5
ViT-L-14__block20__fov,600_700,5.3253,0.0038,0.007,0.03,5
ViT-L-14__block20__fov,700_800,5.3516,0.02,0.009,0.032,5
ViT-L-14__block20__fov,800_900,5.3573,0.0229,0.005,0.03,5
ViT-L-14__block20__fov,900_1000,5.3659,0.0145,0.007,0.033,5
ViT-L-14__block24,0_100,4.9889,0.0143,0.023,0.108,5
ViT-L-14__block24,100_200,4.1803,0.0376,0.091,0.301,5
ViT-L-14__block24,200_300,3.9095,0.0196,0.123,0.361,5
ViT-L-14__block24,300_400,4.3381,0.0444,0.048,0.234,5
ViT-L-14__block24,400_500,4.7836,0.0285,0.034,0.11,5
ViT-L-14__block24,500_600,5.2884,0.0121,0.01,0.036,5
ViT-L-14__block24,600_700,5.3616,0.0248,0.008,0.036,5
ViT-L-14__block24,700_800,5.3939,0.0223,0.003,0.016,5
ViT-L-14__block24,800_900,5.393,0.0215,0.005,0.031,5
ViT-L-14__block24,900_1000,5.4031,0.0201,0.004,0.023,5
ViT-L-14__block24__fov,0_100,4.9759,0.0328,0.027,0.096,5
ViT-L-14__block24__fov,100_200,4.1717,0.0271,0.095,0.307,5
ViT-L-14__block24__fov,200_300,3.9037,0.0242,0.136,0.348,5
ViT-L-14__block24__fov,300_400,4.3263,0.0323,0.064,0.229,5
ViT-L-14__block24__fov,400_500,4.7644,0.0154,0.033,0.112,5
ViT-L-14__block24__fov,500_600,5.2686,0.033,0.013,0.047,5
ViT-L-14__block24__fov,600_700,5.3338,0.0252,0.008,0.033,5
ViT-L-14__block24__fov,700_800,5.3549,0.0159,0.004,0.026,5
ViT-L-14__block24__fov,800_900,5.3646,0.0223,0.004,0.031,5
ViT-L-14__block24__fov,900_1000,5.3817,0.0216,0.012,0.041,5
ViT-L-14__block4,0_100,4.0799,0.0134,0.07,0.233,5
ViT-L-14__block4,100_200,3.0787,0.0222,0.203,0.513,5
ViT-L-14__block4,200_300,3.1482,0.0332,0.206,0.527,5
ViT-L-14__block4,300_400,4.4737,0.0344,0.073,0.213,5
ViT-L-14__block4,400_500,4.8521,0.0514,0.024,0.138,5
ViT-L-14__block4,500_600,5.206,0.038,0.012,0.055,5
ViT-L-14__block4,600_700,5.2995,0.0189,0.008,0.03,5
ViT-L-14__block4,700_800,5.3231,0.0197,0.009,0.038,5
ViT-L-14__block4,800_900,5.3342,0.0154,0.007,0.032,5
ViT-L-14__block4,900_1000,5.3327,0.0122,0.004,0.037,5
ViT-L-14__block4__fov,0_100,4.0396,0.0148,0.063,0.227,5
ViT-L-14__block4__fov,100_200,3.0026,0.0331,0.223,0.528,5
ViT-L-14__block4__fov,200_300,3.1062,0.0392,0.21,0.529,5
ViT-L-14__block4__fov,300_400,4.4858,0.0315,0.072,0.213,5
ViT-L-14__block4__fov,400_500,4.8393,0.0417,0.029,0.143,5
ViT-L-14__block4__fov,500_600,5.2127,0.0256,0.008,0.058,5
ViT-L-14__block4__fov,600_700,5.3015,0.0185,0.007,0.032,5
ViT-L-14__block4__fov,700_800,5.3277,0.0162,0.009,0.034,5
ViT-L-14__block4__fov,800_900,5.3362,0.0132,0.004,0.031,5
ViT-L-14__block4__fov,900_1000,5.3328,0.0085,0.01,0.042,5
ViT-L-14__block8,0_100,4.1884,0.0227,0.066,0.229,5
ViT-L-14__block8,100_200,2.8885,0.0314,0.252,0.584,5
ViT-L-14__block8,200_300,2.8721,0.0254,0.28,0.606,5
ViT-L-14__block8,300_400,4.1885,0.0286,0.095,0.28,5
ViT-L-14__block8,400_500,4.735,0.0558,0.03,0.135,5
ViT-L-14__block8,500_600,5.2,0.0149,0.011,0.058,5
ViT-L-14__block8,600_700,5.3025,0.0222,0.009,0.032,5
ViT-L-14__block8,700_800,5.3421,0.0118,0.006,0.027,5
ViT-L-14__block8,800_900,5.3462,0.0136,0.006,0.028,5
ViT-L-14__block8,900_1000,5.3527,0.0177,0.005,0.034,5
ViT-L-14__block8__fov,0_100,4.1432,0.0333,0.072,0.224,5
ViT-L-14__block8__fov,100_200,2.8135,0.0382,0.259,0.597,5
ViT-L-14__block8__fov,200_300,2.8148,0.0212,0.278,0.619,5
ViT-L-14__block8__fov,300_400,4.1629,0.0125,0.096,0.309,5
ViT-L-14__block8__fov,400_500,4.7501,0.0476,0.029,0.126,5
ViT-L-14__block8__fov,500_600,5.2094,0.0185,0.014,0.053,5
ViT-L-14__block8__fov,600_700,5.3038,0.0164,0.009,0.033,5
ViT-L-14__block8__fov,700_800,5.3354,0.0186,0.009,0.029,5
ViT-L-14__block8__fov,800_900,5.3483,0.008,0.005,0.03,5
ViT-L-14__block8__fov,900_1000,5.3507,0.0136,0.009,0.028,5
