target,window,test_loss,test_loss_std,top1,top5,n_seeds
RN50__layer1__fov,200_300,3.4417,0.0274,0.191,0.452,5
RN50__layer1__fov,300_400,4.133,0.0324,0.091,0.295,5
RN50__layer1__fov,400_500,4.6733,0.0563,0.038,0.141,5
RN50__layer1__fov,500_600,5.2222,0.0097,0.017,0.057,5
RN50__layer1__fov,600_700,5.2696,0.0043,0.007,0.033,5
RN50__layer1__fov,700_800,5.2916,0.0086,0.007,0.033,5
RN50__layer1__fov,800_900,5.3093,0.0052,0.003,0.031,5
RN50__layer1__fov,900_1000,5.318,0.0016,0.003,0.035,5
RN50__layer2,0_100,4.2843,0.0205,0.045,0.233,5
RN50__layer2,100_200,2.8026,0.0142,0.293,0.674,5
RN50__layer2,200_300,3.1852,0.0158,0.221,0.532,5
RN50__layer2,300_400,3.918,0.0352,0.132,0.338,5
RN50__layer2,400_500,4.4862,0.0087,0.043,0.174,5
RN50__layer2,500_600,5.1463,0.0216,0.018,0.073,5
RN50__layer2,600_700,5.2555,0.0168,0.014,0.044,5
RN50__layer2,700_800,5.2918,0.0194,0.006,0.035,5
RN50__layer2,800_900,5.3099,0.0154,0.007,0.029,5
RN50__layer2,900_1000,5.3235,0.0111,0.006,0.021,5
RN50__layer2__fov,0_100,4.2285,0.0309,0.046,0.234,5
RN50__layer2__fov,100_200,2.7378,0.0098,0.299,0.686,5
RN50__layer2__fov,200_300,3.1198,0.0137,0.234,0.539,5
RN50__layer2__fov,300_400,3.8764,0.0284,0.137,0.345,5
RN50__layer2__fov,400_500,4.456,0.0143,0.052,0.177,5
RN50__layer2__fov,500_600,5.1578,0.0204,0.012,0.064,5
RN50__layer2__fov,600_700,5.262,0.0126,0.007,0.043,5
RN50__layer2__fov,700_800,5.2922,0.0226,0.004,0.029,5
RN50__layer2__fov,800_900,5.321,0.0049,0.007,0.025,5
RN50__layer2__fov,900_1000,5.331,0.0076,0.004,0.02,5
RN50__layer3,0_100,4.4097,0.0237,0.064,0.22,5
RN50__layer3,100_200,2.6448,0.0082,0.373,0.735,5
RN50__layer3,200_300,2.8269,0.0124,0.324,0.639,5
RN50__layer3,300_400,3.5219,0.0189,0.178,0.472,5
RN50__layer3,400_500,4.1541,0.0234,0.071,0.279,5
RN50__layer3,500_600,5.029,0.0185,0.023,0.079,5
RN50__layer3,600_700,5.1816,0.0414,0.007,0.056,5
RN50__layer3,700_800,5.2872,0.0256,0.004,0.03,5
RN50__layer3,800_900,5.3277,0.012,0.006,0.031,5
RN50__layer3,900_1000,5.3402,0.016,0.006,0.024,5
RN50__layer3__fov,0_100,4.3359,0.0156,0.069,0.231,5
RN50__layer3__fov,100_200,2.6098,0.0084,0.386,0.737,5
RN50__layer3__fov,200_300,2.7914,0.0165,0.319,0.63,5
RN50__layer3__fov,300_400,3.4829,0.0098,0.182,0.499,5
RN50__layer3__fov,400_500,4.1157,0.0241,0.095,0.284,5
RN50__layer3__fov,500_600,5.0163,0.0298,0.022,0.08,5
RN50__layer3__fov,600_700,5.1679,0.0248,0.013,0.062,5
RN50__layer3__fov,700_800,5.296,0.0158,0.006,0.03,5
RN50__layer3__fov,800_900,5.3265,0.0073,0.007,0.024,5
RN50__layer3__fov,900_1000,5.3503,0.0185,0.005,0.022,5
RN50__layer4,0_100,4.6672,0.0183,0.051,0.153,5
RN50__layer4,100_200,3.093,0.0162,0.25,0.612,5
RN50__layer4,200_300,3.0714,0.0178,0.244,0.595,5
RN50__layer4,300_400,3.5214,0.0221,0.188,0.483,5
RN50__layer4,400_500,4.172,0.0231,0.07,0.254,5
RN50__layer4,500_600,5.0189,0.0362,0.015,0.091,5
RN50__layer4,600_700,5.1769,0.0562,0.012,0.059,5
RN50__layer4,700_800,5.2776,0.0114,0.008,0.04,5
RN50__layer4,800_900,5.3058,0.0124,0.008,0.034,5
RN50__layer4,900_1000,5.328,0.013,0.002,0.036,5
RN50__layer4__fov,0_100,4.6277,0.0261,0.049,0.153,5
RN50__layer4__fov,100_200,3.0465,0.0133,0.26,0.607,5
RN50__layer4__fov,200_300,3.0456,0.0138,0.261,0.582,5
RN50__layer4__fov,300_400,3.514,0.0124,0.178,0.489,5
RN50__layer4__fov,400_500,4.168,0.0099,0.081,0.263,5
RN50__layer4__fov,500_600,5.0489,0.0462,0.011,0.088,5
RN50__layer4__fov,600_700,5.1904,0.0361,0.009,0.055,5
RN50__layer4__fov,700_800,5.2913,0.0232,0.008,0.038,5
RN50__layer4__fov,800_900,5.3196,0.0151,0.008,0.033,5
RN50__layer4__fov,900_1000,5.3373,0.0129,0.004,0.022,5
RN50__stem,0_100,4.6455,0.0703,0.023,0.132,5
RN50__stem,100_200,3.8651,0.0132,0.089,0.337,5
RN50__stem,200_300,4.0154,0.0176,0.094,0.327,5
RN50__stem,300_400,4.6584,0.0618,0.028,0.149,5
RN50__stem,400_500,5.052,0.027,0.017,0.093,5
RN50__stem,500_600,5.2435,0.0057,0.009,0.046,5
RN50__stem,600_700,5.2782,0.006,0.011,0.036,5
RN50__stem,700_800,5.2932,0.0081,0.006,0.032,5
RN50__stem,800_900,5.3028,0.0053,0.007,0.027,5
RN50__stem,900_1000,5.3073,0.0058,0.006,0.026,5
RN50__stem__fov,0_100,4.4909,0.0458,0.026,0.177,5
RN50__stem__fov,100_200,3.7757,0.0275,0.096,0.372,5
RN50__stem__fov,200_300,3.9579,0.0289,0.104,0.337,5
RN50__stem__fov,300_400,4.6217,0.0166,0.029,0.164,5
RN50__stem__fov,400_500,5.0534,0.019,0.025,0.086,5
RN50__stem__fov,500_600,5.2395,0.0082,0.011,0.04,5
RN50__stem__fov,600_700,5.2768,0.0089,0.006,0.031,5
RN50__stem__fov,700_800,5.2958,0.0063,0.007,0.033,5
RN50__stem__fov,800_900,5.3053,0.0065,0.004,0.025,5
RN50__stem__fov,900_1000,5.3125,0.0063,0.004,0.033,5
ViT-B-16__block10,0_100,4.7426,0.0244,0.025,0.142,5
ViT-B-16__block10,100_200,3.3127,0.0248,0.24,0.53,5
ViT-B-16__block10,200_300,3.2364,0.0142,0.214,0.54,5
ViT-B-16__block10,300_400,3.7075,0.0372,0.147,0.407,5
ViT-B-16__block10,400_500,4.3076,0.0336,0.065,0.22,5
ViT-B-16__block10,500_600,5.0487,0.0492,0.028,0.087,5
ViT-B-16__block10,600_700,5.1876,0.0202,0.011,0.053,5
ViT-B-16__block10,700_800,5.287,0.0065,0.005,0.032,5
ViT-B-16__block10,800_900,5.3043,0.0095,0.003,0.027,5
ViT-B-16__block10,900_1000,5.3148,0.0071,0.002,0.024,5
ViT-B-16__block10__fov,0_100,4.7107,0.0292,0.032,0.146,5
ViT-B-16__block10__fov,100_200,3.239,0.0113,0.233,0.564,5
ViT-B-16__block10__fov,200_300,3.1758,0.0209,0.228,0.537,5
ViT-B-16__block10__fov,300_400,3.6566,0.0288,0.163,0.429,5
ViT-B-16__block10__fov,400_500,4.231,0.0089,0.077,0.246,5
ViT-B-16__block10__fov,500_600,5.0179,0.0634,0.019,0.093,5
ViT-B-16__block10__fov,600_700,5.1605,0.0286,0.012,0.067,5
ViT-B-16__block10__fov,700_800,5.2841,0.0205,0.008,0.031,5
ViT-B-16__block10__fov,800_900,5.3194,0.0067,0.004,0.026,5
ViT-B-16__block10__fov,900_1000,5.3156,0.0078,0.006,0.026,5
ViT-B-16__block12,0_100,4.9955,0.0253,0.023,0.104,5
ViT-B-16__block12,100_200,3.7052,0.0138,0.168,0.424,5
ViT-B-16__block12,200_300,3.5562,0.0265,0.153,0.438,5
ViT-B-16__block12,300_400,3.8426,0.0151,0.146,0.363,5
ViT-B-16__block12,400_500,4.3238,0.0142,0.073,0.241,5
ViT-B-16__block12,500_600,5.1286,0.0384,0.025,0.073,5
ViT-B-16__block12,600_700,5.2247,0.0433,0.012,0.06,5
ViT-B-16__block12,700_800,5.3094,0.0194,0.006,0.039,5
ViT-B-16__block12,800_900,5.3331,0.01,0.009,0.029,5
ViT-B-16__block12,900_1000,5.3399,0.0098,0.009,0.035,5
ViT-B-16__block12__fov,0_100,4.981,0.0285,0.017,0.096,5
ViT-B-16__block12__fov,100_200,3.6815,0.0276,0.171,0.454,5
ViT-B-16__block12__fov,200_300,3.5502,0.0046,0.203,0.419,5
ViT-B-16__block12__fov,300_400,3.8193,0.0082,0.15,0.376,5
ViT-B-16__block12__fov,400_500,4.2806,0.0272,0.074,0.253,5
ViT-B-16__block12__fov,500_600,5.1074,0.0256,0.019,0.08,5
ViT-B-16__block12__fov,600_700,5.2241,0.0232,0.016,0.054,5
ViT-B-16__block12__fov,700_800,5.3102,0.0234,0.008,0.037,5
ViT-B-16__block12__fov,800_900,5.3296,0.021,0.007,0.027,5
ViT-B-16__block12__fov,900_1000,5.3378,0.0197,0.007,0.033,5
ViT-B-16__block2,0_100,4.0219,0.0394,0.07,0.277,5
ViT-B-16__block2,100_200,3.0387,0.0188,0.239,0.564,5
ViT-B-16__block2,200_300,3.3306,0.0051,0.211,0.495,5
ViT-B-16__block2,300_400,4.1641,0.0161,0.081,0.297,5
ViT-B-16__block2,400_500,4.7017,0.046,0.044,0.169,5
ViT-B-16__block2,500_600,5.2139,0.0157,0.008,0.048,5
ViT-B-16__block2,600_700,5.2739,0.0067,0.005,0.038,5
ViT-B-16__block2,700_800,5.3001,0.0115,0.007,0.03,5
ViT-B-16__block2,800_900,5.3109,0.0049,0.004,0.028,5
ViT-B-16__block2,900_1000,5.3151,0.01,0.004,0.02,5
ViT-B-16__block2__fov,0_100,3.9416,0.0388,0.068,0.268,5
ViT-B-16__block2__fov,100_200,2.9432,0.0147,0.252,0.58,5
ViT-B-16__block2__fov,200_300,3.2643,0.0177,0.221,0.499,5
ViT-B-16__block2__fov,300_400,4.14,0.0186,0.088,0.296,5
ViT-B-16__block2__fov,400_500,4.6805,0.0476,0.043,0.175,5
ViT-B-16__block2__fov,500_600,5.2013,0.0237,0.017,0.064,5
ViT-B-16__block2__fov,600_700,5.268,0.0101,0.006,0.036,5
ViT-B-16__block2__fov,700_800,5.2981,0.0088,0.01,0.03,5
ViT-B-16__block2__fov,800_900,5.3076,0.0074,0.008,0.028,5
ViT-B-16__block2__fov,900_1000,5.3143,0.0075,0.007,0.031,5
ViT-B-16__block4,0_100,4.0687,0.0595,0.049,0.283,5
ViT-B-16__block4,100_200,2.7113,0.0118,0.344,0.656,5
ViT-B-16__block4,200_300,3.0672,0.0313,0.231,0.547,5
ViT-B-16__block4,300_400,3.8922,0.0167,0.116,0.345,5
ViT-B-16__block4,400_500,4.4447,0.017,0.062,0.189,5
ViT-B-16__block4,500_600,5.1474,0.0122,0.012,0.075,5
ViT-B-16__block4,600_700,5.2523,0.01,0.012,0.047,5
ViT-B-16__block4,700_800,5.2884,0.0137,0.007,0.035,5
ViT-B-16__block4,800_900,5.3029,0.0104,0.006,0.036,5
ViT-B-16__block4,900_1000,5.316,0.0102,0.004,0.019,5
ViT-B-16__block4__fov,0_100,4.0166,0.0572,0.055,0.284,5
ViT-B-16__block4__fov,100_200,2.6567,0.0158,0.341,0.658,5
ViT-B-16__block4__fov,200_300,3.0258,0.0273,0.231,0.555,5
ViT-B-16__block4__fov,300_400,3.8428,0.0078,0.123,0.363,5
ViT-B-16__block4__fov,400_500,4.4326,0.0129,0.063,0.202,5
ViT-B-16__block4__fov,500_600,5.132,0.0096,0.023,0.076,5
ViT-B-16__block4__fov,600_700,5.2511,0.0151,0.007,0.045,5
ViT-B-16__block4__fov,700_800,5.2951,0.0062,0.007,0.029,5
ViT-B-16__block4__fov,800_900,5.3058,0.0138,0.007,0.03,5
ViT-B-16__block4__fov,900_1000,5.3169,0.0069,0.003,0.023,5
ViT-B-16__block6,0_100,4.2849,0.0311,0.062,0.231,5
ViT-B-16__block6,100_200,2.8918,0.0174,0.293,0.633,5
ViT-B-16__block6,200_300,3.0871,0.0178,0.217,0.563,5
ViT-B-16__block6,300_400,3.7685,0.0172,0.124,0.378,5
ViT-B-16__block6,400_500,4.3793,0.0166,0.074,0.226,5
ViT-B-16__block6,500_600,5.1388,0.043,0.01,0.062,5
ViT-B-16__block6,600_700,5.2498,0.0183,0.01,0.048,5
ViT-B-16__block6,700_800,5.3001,0.0091,0.003,0.032,5
ViT-B-16__block6,800_900,5.3206,0.0158,0.005,0.024,5
ViT-B-16__block6,900_1000,5.3287,0.0068,0.002,0.016,5
ViT-B-16__block6__fov,0_100,4.2153,0.0183,0.07,0.229,5
ViT-B-16__block6__fov,100_200,2.86,0.0247,0.307,0.633,5
ViT-B-16__block6__fov,200_300,3.0545,0.013,0.225,0.564,5
ViT-B-16__block6__fov,300_400,3.7693,0.0244,0.132,0.392,5
ViT-B-16__block6__fov,400_500,4.3784,0.0162,0.076,0.225,5
ViT-B-16__block6__fov,500_600,5.1123,0.0211,0.013,0.082,5
ViT-B-16__block6__fov,600_700,5.2447,0.019,0.013,0.05,5
ViT-B-16__block6__fov,700_800,5.2968,0.011,0.013,0.037,5
ViT-B-16__block6__fov,800_900,5.3221,0.0144,0.008,0.034,5
ViT-B-16__block6__fov,900_1000,5.3225,0.0099,0.005,0.02,5
ViT-B-16__block8,0_100,4.5773,0.021,0.042,0.155,5
ViT-B-16__block8,100_200,3.2965,0.0113,0.228,0.508,5
ViT-B-16__block8,200_300,3.3283,0.0159,0.207,0.512,5
ViT-B-16__block8,300_400,3.8692,0.028,0.128,0.368,5
ViT-B-16__block8,400_500,4.4148,0.0176,0.052,0.222,5
ViT-B-16__block8,500_600,5.0797,0.0514,0.022,0.088,5
ViT-B-16__block8,600_700,5.2284,0.022,0.013,0.05,5
ViT-B-16__block8,700_800,5.2902,0.0139,0.004,0.034,5
ViT-B-16__block8,800_900,5.3123,0.0154,0.01,0.03,5
ViT-B-16__block8,900_1000,5.3175,0.0098,0.01,0.034,5
ViT-B-16__block8__fov,0_100,4.5198,0.0511,0.053,0.186,5
ViT-B-16__block8__fov,100_200,3.1851,0.0253,0.236,0.567,5
ViT-B-16__block8__fov,200_300,3.3136,0.0201,0.192,0.497,5
ViT-B-16__block8__fov,300_400,3.8374,0.0284,0.123,0.333,5
ViT-B-16__block8__fov,400_500,4.385,0.0222,0.055,0.216,5
ViT-B-16__block8__fov,500_600,5.0902,0.0511,0.022,0.087,5
ViT-B-16__block8__fov,600_700,5.2344,0.0297,0.007,0.048,5
ViT-B-16__block8__fov,700_800,5.2998,0.0147,0.005,0.028,5
ViT-B-16__block8__fov,800_900,5.3255,0.0174,0.003,0.026,5
ViT-B-16__block8__fov,900_1000,5.3275,0.0131,0.007,0.023,5
ViT-L-14__block12,0_100,4.5527,0.0195,0.044,0.157,5
ViT-L-14__block12,100_200,3.389,0.019,0.221,0.504,5
ViT-L-14__block12,200_300,3.4784,0.0329,0.173,0.46,5
ViT-L-14__block12,300_400,4.0122,0.0189,0.104,0.323,5
ViT-L-14__block12,400_500,4.5469,0.0112,0.054,0.188,5
ViT-L-14__block12,500_600,5.2041,0.022,0.008,0.055,5
ViT-L-14__block12,600_700,5.2823,0.0132,0.009,0.041,5
ViT-L-14__block12,700_800,5.325,0.0115,0.007,0.027,5
ViT-L-14__block12,800_900,5.3332,0.0085,0.005,0.032,5
ViT-L-14__block12,900_1000,5.3482,0.0094,0.005,0.024,5
ViT-L-14__block12__fov,0_100,4.5128,0.0143,0.039,0.175,5
ViT-L-14__block12__fov,100_200,3.2757,0.0351,0.249,0.544,5
ViT-L-14__block12__fov,200_300,3.3948,0.0343,0.186,0.481,5
ViT-L-14__block12__fov,300_400,3.9551,0.0186,0.105,0.337,5
ViT-L-14__block12__fov,400_500,4.5061,0.0262,0.051,0.179,5
ViT-L-14__block12__fov,500_600,5.184,0.0307,0.017,0.066,5
ViT-L-14__block12__fov,600_700,5.2878,0.0209,0.006,0.028,5
ViT-L-14__block12__fov,700_800,5.3166,0.0182,0.005,0.024,5
ViT-L-14__block12__fov,800_900,5.3292,0.0176,0.005,0.027,5
ViT-L-14__block12__fov,900_1000,5.3316,0.0145,0.007,0.026,5
ViT-L-14__block16,0_100,4.667,0.0363,0.039,0.152,5
ViT-L-14__block16,100_200,3.4295,0.009,0.202,0.505,5
ViT-L-14__block16,200_300,3.3874,0.0288,0.196,0.496,5
ViT-L-14__block16,300_400,3.8891,0.0391,0.108,0.357,5
ViT-L-14__block16,400_500,4.4395,0.0131,0.06,0.183,5
ViT-L-14__block16,500_600,5.1648,0.0262,0.011,0.061,5
ViT-L-14__block16,600_700,5.261,0.0164,0.007,0.04,5
ViT-L-14__block16,700_800,5.3104,0.0257,0.007,0.029,5
ViT-L-14__block16,800_900,5.3362,0.0205,0.01,0.038,5
ViT-L-14__block16,900_1000,5.3441,0.0174,0.003,0.025,5
ViT-L-14__block16__fov,0_100,4.6125,0.0117,0.059,0.15,5
ViT-L-14__block16__fov,100_200,3.3598,0.0088,0.235,0.523,5
ViT-L-14__block16__fov,200_300,3.3094,0.0311,0.185,0.506,5
ViT-L-14__block16__fov,300_400,3.8328,0.0114,0.122,0.38,5
ViT-L-14__block16__fov,400_500,4.3777,0.0253,0.058,0.202,5
ViT-L-14__block16__fov,500_600,5.1292,0.0409,0.017,0.078,5
ViT-L-14__block16__fov,600_700,5.2337,0.0246,0.008,0.044,5
ViT-L-14__block16__fov,700_800,5.3117,0.009,0.008,0.029,5
ViT-L-14__block16__fov,800_900,5.3351,0.0136,0.003,0.018,5
ViT-L-14__block16__fov,900_1000,5.3495,0.0113,0.005,0.016,5
ViT-L-14__block20,0_100,4.8297,0.0095,0.032,0.13,5
ViT-L-14__block20,100_200,3.5454,0.0132,0.173,0.47,5
ViT-L-14__block20,200_300,3.3925,0.0191,0.191,0.465,5
ViT-L-14__block20,300_400,3.7547,0.0227,0.122,0.384,5
ViT-L-14__block20,400_500,4.2926,0.0282,0.069,0.251,5
ViT-L-14__block20,500_600,5.0834,0.0303,0.022,0.083,5
ViT-L-14__block20,600_700,5.2099,0.0554,0.017,0.062,5
ViT-L-14__block20,700_800,5.3172,0.0237,0.011,0.034,5
ViT-L-14__block20,800_900,5.352,0.0124,0.005,0.026,5
ViT-L-14__block20,900_1000,5.3471,0.0112,0.007,0.03,5
ViT-L-14__block20__fov,0_100,4.8157,0.0126,0.034,0.128,5
ViT-L-14__block20__fov,100_200,3.464,0.0193,0.19,0.474,5
ViT-L-14__block20__fov,200_300,3.3524,0.0106,0.214,0.511,5
ViT-L-14__block20__fov,300_400,3.7221,0.0338,0.137,0.41,5
ViT-L-14__block20__fov,400_500,4.2845,0.0194,0.08,0.244,5
ViT-L-14__block20__fov,500_600,5.0912,0.0469,0.028,0.091,5
ViT-L-14__block20__fov,600_700,5.2219,0.0464,0.013,0.052,5
ViT-L-14__block20__fov,700_800,5.3393,0.0149,0.004,0.028,5
ViT-L-14__block20__fov,800_900,5.3454,0.0179,0.003,0.024,5
ViT-L-14__block20__fov,900_1000,5.3528,0.0151,0.002,0.024,5
ViT-L-14__block24,0_100,5.0533,0.0277,0.022,0.075,5
ViT-L-14__block24,100_200,3.9327,0.0325,0.113,0.35,5
ViT-L-14__block24,200_300,3.81,0.0319,0.143,0.315,5
ViT-L-14__block24,300_400,3.9784,0.017,0.117,0.316,5
ViT-L-14__block24,400_500,4.3987,0.0325,0.057,0.212,5
ViT-L-14__block24,500_600,5.1459,0.0285,0.017,0.082,5
ViT-L-14__block24,600_700,5.2419,0.0381,0.009,0.04,5
ViT-L-14__block24,700_800,5.3396,0.0171,0.006,0.034,5
ViT-L-14__block24,800_900,5.3494,0.0147,0.01,0.031,5
ViT-L-14__block24,900_1000,5.3495,0.0145,0.009,0.032,5
ViT-L-14__block24__fov,0_100,5.0474,0.0354,0.013,0.072,5
ViT-L-14__block24__fov,100_200,3.8979,0.0224,0.113,0.376,5
ViT-L-14__block24__fov,200_300,3.7897,0.0417,0.146,0.336,5
ViT-L-14__block24__fov,300_400,3.9641,0.0176,0.095,0.319,5
ViT-L-14__block24__fov,400_500,4.3842,0.0132,0.063,0.221,5
ViT-L-14__block24__fov,500_600,5.1407,0.0299,0.034,0.09,5
ViT-L-14__block24__fov,600_700,5.2417,0.0222,0.012,0.055,5
ViT-L-14__block24__fov,700_800,5.3429,0.015,0.008,0.038,5
ViT-L-14__block24__fov,800_900,5.3621,0.0206,0.01,0.039,5
ViT-L-14__block24__fov,900_1000,5.3583,0.0155,0.007,0.035,5
ViT-L-14__block4,0_100,3.9357,0.0477,0.078,0.291,5
ViT-L-14__block4,100_200,2.9197,0.0148,0.262,0.595,5
ViT-L-14__block4,200_300,3.2968,0.0256,0.19,0.519,5
ViT-L-14__block4,300_400,4.0751,0.0217,0.105,0.336,5
ViT-L-14__block4,400_500,4.6257,0.0238,0.047,0.186,5
ViT-L-14__block4,500_600,5.2063,0.0222,0.009,0.059,5
ViT-L-14__block4,600_700,5.2633,0.0089,0.01,0.047,5
ViT-L-14__block4,700_800,5.2866,0.0114,0.004,0.032,5
ViT-L-14__block4,800_900,5.3112,0.0111,0.004,0.026,5
ViT-L-14__block4,900_1000,5.3135,0.0048,0.005,0.028,5
ViT-L-14__block4__fov,0_100,3.8384,0.0399,0.093,0.319,5
ViT-L-14__block4__fov,100_200,2.8329,0.0089,0.29,0.616,5
ViT-L-14__block4__fov,200_300,3.2054,0.0061,0.201,0.542,5
ViT-L-14__block4__fov,300_400,4.0394,0.0305,0.118,0.353,5
ViT-L-14__block4__fov,400_500,4.6077,0.0165,0.045,0.181,5
ViT-L-14__block4__fov,500_600,5.1848,0.0157,0.014,0.067,5
ViT-L-14__block4__fov,600_700,5.2594,0.0083,0.011,0.049,5
ViT-L-14__block4__fov,700_800,5.2869,0.0119,0.006,0.03,5
ViT-L-14__block4__fov,800_900,5.3051,0.0032,0.007,0.033,5
ViT-L-14__block4__fov,900_1000,5.3116,0.0103,0.003,0.027,5
ViT-L-14__block8,0_100,4.1012,0.0205,0.078,0.261,5
ViT-L-14__block8,100_200,2.729,0.0184,0.331,0.671,5
ViT-L-14__block8,200_300,3.038,0.02,0.24,0.572,5
ViT-L-14__block8,300_400,3.8185,0.0214,0.117,0.358,5
ViT-L-14__block8,400_500,4.384,0.039,0.068,0.231,5
ViT-L-14__block8,500_600,5.1134,0.0454,0.009,0.063,5
ViT-L-14__block8,600_700,5.2436,0.0059,0.012,0.058,5
ViT-L-14__block8,700_800,5.2848,0.0209,0.011,0.041,5
ViT-L-14__block8,800_900,5.3064,0.0189,0.005,0.024,5
ViT-L-14__block8,900_1000,5.3229,0.0116,0.006,0.023,5
ViT-L-14__block8__fov,0_100,4.0838,0.0104,0.081,0.253,5
ViT-L-14__block8__fov,100_200,2.6763,0.0133,0.34,0.685,5
ViT-L-14__block8__fov,200_300,2.9903,0.025,0.252,0.569,5
ViT-L-14__block8__fov,300_400,3.7766,0.0249,0.138,0.383,5
ViT-L-14__block8__fov,400_500,4.3708,0.032,0.074,0.243,5
ViT-L-14__block8__fov,500_600,5.1091,0.0514,0.013,0.065,5
ViT-L-14__block8__fov,600_700,5.2449,0.0113,0.015,0.047,5
ViT-L-14__block8__fov,700_800,5.2873,0.0175,0.012,0.042,5
ViT-L-14__block8__fov,800_900,5.3034,0.0073,0.006,0.035,5
ViT-L-14__block8__fov,900_1000,5.3232,0.0145,0.007,0.026,5
