target,window,test_loss,test_loss_std,top1,top5,n_seeds
RN50__layer2,0_100,4.579,0.0264,0.047,0.19,5
RN50__layer2,100_200,3.3113,0.0286,0.203,0.497,5
RN50__layer2,200_300,3.4639,0.0294,0.162,0.453,5
RN50__layer2,300_400,4.0164,0.0173,0.105,0.328,5
RN50__layer2,400_500,4.6232,0.0464,0.053,0.177,5
RN50__layer2,500_600,5.1832,0.0117,0.014,0.061,5
RN50__layer2,600_700,5.2803,0.0074,0.009,0.039,5
RN50__layer2,700_800,5.3138,0.0094,0.008,0.026,5
RN50__layer2,800_900,5.3121,0.0052,0.004,0.026,5
RN50__layer2,900_1000,5.3159,0.013,0.008,0.032,5
RN50__layer2__fov,0_100,4.5087,0.0172,0.041,0.178,5
RN50__layer2__fov,100_200,3.2447,0.0329,0.215,0.513,5
RN50__layer2__fov,200_300,3.4214,0.0362,0.164,0.473,5
RN50__layer2__fov,300_400,3.9909,0.0378,0.11,0.322,5
RN50__layer2__fov,400_500,4.6321,0.0755,0.046,0.17,5
RN50__layer2__fov,500_600,5.1872,0.019,0.009,0.057,5
RN50__layer2__fov,600_700,5.2851,0.014,0.004,0.03,5
RN50__layer2__fov,700_800,5.323,0.0098,0.003,0.026,5
RN50__layer2__fov,800_900,5.3181,0.0087,0.008,0.024,5
RN50__layer2__fov,900_1000,5.3207,0.0101,0.007,0.024,5
RN50__layer3,0_100,4.5619,0.0295,0.042,0.159,5
RN50__layer3,100_200,3.0809,0.0324,0.266,0.58,5
RN50__layer3,200_300,2.9976,0.0162,0.285,0.58,5
RN50__layer3,300_400,3.5605,0.0228,0.184,0.459,5
RN50__layer3,400_500,4.2661,0.0305,0.086,0.283,5
RN50__layer3,500_600,5.1283,0.0292,0.015,0.075,5
RN50__layer3,600_700,5.2415,0.0201,0.016,0.052,5
RN50__layer3,700_800,5.312,0.0109,0.006,0.025,5
RN50__layer3,800_900,5.3104,0.0131,0.008,0.035,5
RN50__layer3,900_1000,5.3222,0.0082,0.005,0.028,5
RN50__layer3__fov,0_100,4.5306,0.0363,0.047,0.175,5
RN50__layer3__fov,100_200,3.0461,0.0406,0.289,0.591,5
RN50__layer3__fov,200_300,2.9832,0.0254,0.287,0.584,5
RN50__layer3__fov,300_400,3.5664,0.009,0.175,0.446,5
RN50__layer3__fov,400_500,4.2518,0.0458,0.09,0.27,5
RN50__layer3__fov,500_600,5.1263,0.029,0.015,0.064,5
RN50__layer3__fov,600_700,5.2488,0.0182,0.006,0.051,5
RN50__layer3__fov,700_800,5.3202,0.0188,0.005,0.033,5
RN50__layer3__fov,800_900,5.3191,0.0125,0.008,0.032,5
RN50__layer3__fov,900_1000,5.3333,0.0152,0.005,0.022,5
RN50__layer4,0_100,4.8669,0.0282,0.029,0.115,5
RN50__layer4,100_200,3.4733,0.0255,0.222,0.458,5
RN50__layer4,200_300,3.1655,0.011,0.223,0.557,5
RN50__layer4,300_400,3.5494,0.0198,0.181,0.466,5
RN50__layer4,400_500,4.2424,0.0232,0.085,0.256,5
RN50__layer4,500_600,5.0927,0.0375,0.011,0.064,5
RN50__layer4,600_700,5.2312,0.0107,0.009,0.054,5
RN50__layer4,700_800,5.3114,0.0114,0.01,0.029,5
RN50__layer4,800_900,5.3165,0.0132,0.013,0.025,5
RN50__layer4,900_1000,5.3296,0.008,0.008,0.03,5
RN50__layer4__fov,0_100,4.8235,0.0197,0.028,0.121,5
RN50__layer4__fov,100_200,3.4463,0.0314,0.217,0.454,5
RN50__layer4__fov,200_300,3.133,0.0157,0.223,0.582,5
RN50__layer4__fov,300_400,3.5308,0.029,0.186,0.458,5
RN50__layer4__fov,400_500,4.2424,0.036,0.076,0.27,5
RN50__layer4__fov,500_600,5.0569,0.0233,0.022,0.077,5
RN50__layer4__fov,600_700,5.2596,0.0169,0.01,0.037,5
RN50__layer4__fov,700_800,5.326,0.0152,0.004,0.031,5
RN50__layer4__fov,800_900,5.3374,0.0096,0.006,0.034,5
RN50__layer4__fov,900_1000,5.3425,0.0072,0.004,0.027,5
RN50__stem,0_100,4.8397,0.0489,0.021,0.128,5
RN50__stem,100_200,4.1829,0.0199,0.074,0.277,5
RN50__stem,200_300,4.2897,0.0136,0.07,0.244,5
RN50__stem,300_400,4.7123,0.0455,0.04,0.175,5
RN50__stem,400_500,5.0925,0.0116,0.013,0.078,5
RN50__stem,500_600,5.2303,0.0104,0.011,0.039,5
RN50__stem,600_700,5.2847,0.0058,0.006,0.036,5
RN50__stem,700_800,5.3067,0.0064,0.003,0.03,5
RN50__stem,800_900,5.3076,0.0069,0.004,0.025,5
RN50__stem,900_1000,5.3147,0.0071,0.004,0.02,5
RN50__stem__fov,0_100,4.8019,0.0512,0.029,0.11,5
RN50__stem__fov,100_200,4.1086,0.0195,0.096,0.294,5
RN50__stem__fov,200_300,4.2658,0.0128,0.074,0.255,5
RN50__stem__fov,300_400,4.7136,0.0439,0.046,0.166,5
RN50__stem__fov,400_500,5.0899,0.0226,0.011,0.073,5
RN50__stem__fov,500_600,5.2295,0.007,0.006,0.039,5
RN50__stem__fov,600_700,5.2816,0.0044,0.008,0.039,5
RN50__stem__fov,700_800,5.3053,0.0053,0.005,0.026,5
RN50__stem__fov,800_900,5.3047,0.0041,0.005,0.025,5
RN50__stem__fov,900_1000,5.312,0.0074,0.003,0.027,5
ViT-B-16__block10,0_100,4.9165,0.0234,0.031,0.109,5
ViT-B-16__block10,100_200,3.585,0.0141,0.18,0.444,5
ViT-B-16__block10,200_300,3.3433,0.0173,0.203,0.518,5
ViT-B-16__block10,300_400,3.7552,0.0131,0.136,0.385,5
ViT-B-16__block10,400_500,4.3225,0.016,0.074,0.23,5
ViT-B-16__block10,500_600,5.1285,0.0463,0.011,0.067,5
ViT-B-16__block10,600_700,5.2433,0.0101,0.01,0.042,5
ViT-B-16__block10,700_800,5.3076,0.012,0.003,0.027,5
ViT-B-16__block10,800_900,5.3121,0.0073,0.004,0.032,5
ViT-B-16__block10,900_1000,5.3194,0.01,0.007,0.03,5
ViT-B-16__block10__fov,0_100,4.8802,0.0237,0.025,0.105,5
ViT-B-16__block10__fov,100_200,3.5682,0.0045,0.177,0.442,5
ViT-B-16__block10__fov,200_300,3.2982,0.014,0.208,0.544,5
ViT-B-16__block10__fov,300_400,3.6962,0.0163,0.142,0.414,5
ViT-B-16__block10__fov,400_500,4.2897,0.0188,0.085,0.237,5
ViT-B-16__block10__fov,500_600,5.146,0.0308,0.01,0.058,5
ViT-B-16__block10__fov,600_700,5.2653,0.0129,0.01,0.035,5
ViT-B-16__block10__fov,700_800,5.3239,0.0086,0.005,0.033,5
ViT-B-16__block10__fov,800_900,5.3269,0.0128,0.005,0.03,5
ViT-B-16__block10__fov,900_1000,5.3363,0.0096,0.005,0.028,5
ViT-B-16__block12,0_100,5.0468,0.0201,0.022,0.08,5
ViT-B-16__block12,100_200,3.9362,0.0118,0.146,0.367,5
ViT-B-16__block12,200_300,3.6472,0.0301,0.142,0.423,5
ViT-B-16__block12,300_400,3.8983,0.0128,0.119,0.346,5
ViT-B-16__block12,400_500,4.4557,0.017,0.065,0.204,5
ViT-B-16__block12,500_600,5.2165,0.0207,0.012,0.044,5
ViT-B-16__block12,600_700,5.2861,0.0147,0.009,0.036,5
ViT-B-16__block12,700_800,5.3386,0.0105,0.007,0.031,5
ViT-B-16__block12,800_900,5.3425,0.0101,0.004,0.027,5
ViT-B-16__block12,900_1000,5.3588,0.0213,0.004,0.029,5
ViT-B-16__block12__fov,0_100,5.0585,0.0209,0.015,0.077,5
ViT-B-16__block12__fov,100_200,3.9306,0.0142,0.139,0.363,5
ViT-B-16__block12__fov,200_300,3.6185,0.0249,0.166,0.443,5
ViT-B-16__block12__fov,300_400,3.909,0.0279,0.137,0.365,5
ViT-B-16__block12__fov,400_500,4.4601,0.0263,0.062,0.214,5
ViT-B-16__block12__fov,500_600,5.2286,0.0056,0.007,0.042,5
ViT-B-16__block12__fov,600_700,5.3006,0.0077,0.009,0.032,5
ViT-B-16__block12__fov,700_800,5.3481,0.0131,0.003,0.02,5
ViT-B-16__block12__fov,800_900,5.3482,0.0085,0.008,0.027,5
ViT-B-16__block12__fov,900_1000,5.3549,0.0104,0.004,0.027,5
ViT-B-16__block2,0_100,4.4737,0.0209,0.051,0.169,5
ViT-B-16__block2,100_200,3.6366,0.0184,0.145,0.399,5
ViT-B-16__block2,200_300,3.8967,0.0507,0.108,0.324,5
ViT-B-16__block2,300_400,4.3635,0.0208,0.092,0.238,5
ViT-B-16__block2,400_500,4.896,0.0218,0.023,0.121,5
ViT-B-16__block2,500_600,5.2008,0.0238,0.014,0.049,5
ViT-B-16__block2,600_700,5.2788,0.0071,0.01,0.037,5
ViT-B-16__block2,700_800,5.2974,0.0095,0.009,0.031,5
ViT-B-16__block2,800_900,5.304,0.0079,0.007,0.025,5
ViT-B-16__block2,900_1000,5.3053,0.0038,0.004,0.026,5
ViT-B-16__block2__fov,0_100,4.4282,0.0141,0.042,0.157,5
ViT-B-16__block2__fov,100_200,3.6136,0.0145,0.15,0.392,5
ViT-B-16__block2__fov,200_300,3.8669,0.0457,0.133,0.336,5
ViT-B-16__block2__fov,300_400,4.3449,0.0085,0.082,0.242,5
ViT-B-16__block2__fov,400_500,4.8823,0.0199,0.02,0.139,5
ViT-B-16__block2__fov,500_600,5.1988,0.0193,0.015,0.064,5
ViT-B-16__block2__fov,600_700,5.2793,0.0049,0.002,0.026,5
ViT-B-16__block2__fov,700_800,5.2989,0.0039,0.008,0.033,5
ViT-B-16__block2__fov,800_900,5.3049,0.0104,0.005,0.021,5
ViT-B-16__block2__fov,900_1000,5.3066,0.0065,0.006,0.025,5
ViT-B-16__block4,0_100,4.4614,0.026,0.073,0.185,5
ViT-B-16__block4,100_200,3.2575,0.0169,0.196,0.474,5
ViT-B-16__block4,200_300,3.4334,0.0131,0.167,0.43,5
ViT-B-16__block4,300_400,3.9199,0.0527,0.143,0.345,5
ViT-B-16__block4,400_500,4.6336,0.0765,0.056,0.197,5
ViT-B-16__block4,500_600,5.1624,0.0123,0.01,0.054,5
ViT-B-16__block4,600_700,5.2661,0.01,0.007,0.04,5
ViT-B-16__block4,700_800,5.3024,0.0108,0.004,0.022,5
ViT-B-16__block4,800_900,5.3104,0.009,0.001,0.023,5
ViT-B-16__block4,900_1000,5.3107,0.008,0.002,0.023,5
ViT-B-16__block4__fov,0_100,4.3821,0.0291,0.067,0.203,5
ViT-B-16__block4__fov,100_200,3.1972,0.0235,0.218,0.487,5
ViT-B-16__block4__fov,200_300,3.4155,0.0236,0.191,0.437,5
ViT-B-16__block4__fov,300_400,3.923,0.0476,0.138,0.354,5
ViT-B-16__block4__fov,400_500,4.6138,0.0735,0.068,0.195,5
ViT-B-16__block4__fov,500_600,5.1726,0.0251,0.014,0.062,5
ViT-B-16__block4__fov,600_700,5.2694,0.0093,0.008,0.036,5
ViT-B-16__block4__fov,700_800,5.2989,0.0089,0.006,0.028,5
ViT-B-16__block4__fov,800_900,5.3082,0.0086,0.003,0.025,5
ViT-B-16__block4__fov,900_1000,5.3079,0.0065,0.005,0.029,5
ViT-B-16__block6,0_100,4.5753,0.0424,0.053,0.141,5
ViT-B-16__block6,100_200,3.3092,0.0293,0.211,0.499,5
ViT-B-16__block6,200_300,3.4285,0.0192,0.179,0.462,5
ViT-B-16__block6,300_400,3.8834,0.0107,0.122,0.347,5
ViT-B-16__block6,400_500,4.5296,0.0523,0.073,0.193,5
ViT-B-16__block6,500_600,5.226,0.0176,0.006,0.051,5
ViT-B-16__block6,600_700,5.2995,0.011,0.003,0.027,5
ViT-B-16__block6,700_800,5.3322,0.0087,0.005,0.021,5
ViT-B-16__block6,800_900,5.3362,0.0136,0.004,0.021,5
ViT-B-16__block6,900_1000,5.3399,0.0119,0.006,0.021,5
ViT-B-16__block6__fov,0_100,4.5215,0.0242,0.045,0.154,5
ViT-B-16__block6__fov,100_200,3.2797,0.0126,0.202,0.504,5
ViT-B-16__block6__fov,200_300,3.378,0.0272,0.181,0.466,5
ViT-B-16__block6__fov,300_400,3.8544,0.0121,0.127,0.373,5
ViT-B-16__block6__fov,400_500,4.531,0.0475,0.066,0.182,5
ViT-B-16__block6__fov,500_600,5.1975,0.0258,0.01,0.056,5
ViT-B-16__block6__fov,600_700,5.2693,0.0134,0.007,0.042,5
ViT-B-16__block6__fov,700_800,5.3053,0.0053,0.003,0.038,5
ViT-B-16__block6__fov,800_900,5.3135,0.0096,0.005,0.028,5
ViT-B-16__block6__fov,900_1000,5.3133,0.0143,0.006,0.037,5
ViT-B-16__block8,0_100,4.7529,0.0227,0.03,0.128,5
ViT-B-16__block8,100_200,3.5638,0.0211,0.171,0.437,5
ViT-B-16__block8,200_300,3.5853,0.022,0.157,0.419,5
ViT-B-16__block8,300_400,3.9273,0.016,0.121,0.337,5
ViT-B-16__block8,400_500,4.5324,0.0299,0.061,0.193,5
ViT-B-16__block8,500_600,5.1865,0.0199,0.009,0.056,5
ViT-B-16__block8,600_700,5.2722,0.0209,0.01,0.045,5
ViT-B-16__block8,700_800,5.3182,0.0205,0.006,0.034,5
ViT-B-16__block8,800_900,5.3161,0.0138,0.009,0.039,5
ViT-B-16__block8,900_1000,5.3266,0.0191,0.003,0.024,5
ViT-B-16__block8__fov,0_100,4.6926,0.0291,0.04,0.148,5
ViT-B-16__block8__fov,100_200,3.5161,0.0085,0.171,0.447,5
ViT-B-16__block8__fov,200_300,3.4814,0.0268,0.141,0.443,5
ViT-B-16__block8__fov,300_400,3.9056,0.0239,0.128,0.341,5
ViT-B-16__block8__fov,400_500,4.5204,0.0209,0.064,0.192,5
ViT-B-16__block8__fov,500_600,5.1694,0.0304,0.009,0.05,5
ViT-B-16__block8__fov,600_700,5.2739,0.0167,0.012,0.035,5
ViT-B-16__block8__fov,700_800,5.3141,0.0204,0.003,0.026,5
ViT-B-16__block8__fov,800_900,5.3247,0.0168,0.003,0.018,5
ViT-B-16__block8__fov,900_1000,5.3301,0.022,0.002,0.028,5
ViT-L-14__block12,0_100,4.7467,0.0186,0.029,0.118,5
ViT-L-14__block12,100_200,3.7005,0.0184,0.152,0.414,5
ViT-L-14__block12,200_300,3.7568,0.0217,0.142,0.37,5
ViT-L-14__block12,300_400,4.1074,0.0112,0.087,0.301,5
ViT-L-14__block12,400_500,4.7511,0.0297,0.033,0.142,5
ViT-L-14__block12,500_600,5.2381,0.0236,0.005,0.038,5
ViT-L-14__block12,600_700,5.3003,0.0074,0.006,0.032,5
ViT-L-14__block12,700_800,5.3404,0.0156,0.008,0.029,5
ViT-L-14__block12,800_900,5.3334,0.0099,0.005,0.023,5
ViT-L-14__block12,900_1000,5.3385,0.0168,0.006,0.022,5
ViT-L-14__block12__fov,0_100,4.6205,0.0278,0.049,0.15,5
ViT-L-14__block12__fov,100_200,3.5788,0.0149,0.179,0.452,5
ViT-L-14__block12__fov,200_300,3.5988,0.0187,0.15,0.419,5
ViT-L-14__block12__fov,300_400,4.0354,0.0376,0.119,0.328,5
ViT-L-14__block12__fov,400_500,4.6522,0.0246,0.049,0.159,5
ViT-L-14__block12__fov,500_600,5.237,0.0235,0.008,0.038,5
ViT-L-14__block12__fov,600_700,5.3075,0.0147,0.004,0.023,5
ViT-L-14__block12__fov,700_800,5.338,0.0128,0.005,0.02,5
ViT-L-14__block12__fov,800_900,5.3352,0.0061,0.007,0.027,5
ViT-L-14__block12__fov,900_1000,5.3419,0.011,0.006,0.023,5
ViT-L-14__block16,0_100,4.7986,0.026,0.022,0.117,5
ViT-L-14__block16,100_200,3.626,0.0218,0.171,0.41,5
ViT-L-14__block16,200_300,3.572,0.0193,0.155,0.423,5
ViT-L-14__block16,300_400,3.9303,0.0101,0.124,0.334,5
ViT-L-14__block16,400_500,4.5346,0.0361,0.051,0.172,5
ViT-L-14__block16,500_600,5.1869,0.0336,0.009,0.053,5
ViT-L-14__block16,600_700,5.2711,0.0168,0.009,0.042,5
ViT-L-14__block16,700_800,5.3169,0.0114,0.006,0.026,5
ViT-L-14__block16,800_900,5.3332,0.0149,0.008,0.023,5
ViT-L-14__block16,900_1000,5.341,0.0144,0.005,0.028,5
ViT-L-14__block16__fov,0_100,4.7551,0.0287,0.03,0.126,5
ViT-L-14__block16__fov,100_200,3.5844,0.0225,0.187,0.417,5
ViT-L-14__block16__fov,200_300,3.4624,0.0151,0.181,0.476,5
ViT-L-14__block16__fov,300_400,3.8837,0.0325,0.128,0.363,5
ViT-L-14__block16__fov,400_500,4.489,0.0221,0.06,0.181,5
ViT-L-14__block16__fov,500_600,5.2015,0.014,0.014,0.061,5
ViT-L-14__block16__fov,600_700,5.2755,0.0258,0.011,0.037,5
ViT-L-14__block16__fov,700_800,5.3129,0.0097,0.005,0.03,5
ViT-L-14__block16__fov,800_900,5.3326,0.0153,0.008,0.034,5
ViT-L-14__block16__fov,900_1000,5.3288,0.0138,0.007,0.028,5
ViT-L-14__block20,0_100,4.9359,0.0199,0.023,0.1,5
ViT-L-14__block20,100_200,3.741,0.028,0.145,0.39,5
ViT-L-14__block20,200_300,3.5182,0.0137,0.168,0.468,5
ViT-L-14__block20,300_400,3.8198,0.0314,0.162,0.387,5
ViT-L-14__block20,400_500,4.3975,0.0156,0.065,0.237,5
ViT-L-14__block20,500_600,5.176,0.0415,0.011,0.052,5
ViT-L-14__block20,600_700,5.3009,0.0243,0.007,0.043,5
ViT-L-14__block20,700_800,5.3544,0.0198,0.006,0.03,5
ViT-L-14__block20,800_900,5.3648,0.0175,0.003,0.026,5
ViT-L-14__block20,900_1000,5.3705,0.0158,0.003,0.024,5
ViT-L-14__block20__fov,0_100,4.9346,0.0083,0.021,0.108,5
ViT-L-14__block20__fov,100_200,3.7264,0.0104,0.146,0.398,5
ViT-L-14__block20__fov,200_300,3.4479,0.0214,0.182,0.504,5
ViT-L-14__block20__fov,300_400,3.8237,0.0258,0.153,0.396,5
ViT-L-14__block20__fov,400_500,4.371,0.0137,0.071,0.243,5
ViT-L-14__block20__fov,500_600,5.153,0.0325,0.016,0.067,5
ViT-L-14__block20__fov,600_700,5.2905,0.0149,0.007,0.041,5
ViT-L-14__block20__fov,700_800,5.3386,0.0243,0.009,0.036,5
ViT-L-14__block20__fov,800_900,5.3516,0.016,0.004,0.032,5
ViT-L-14__block20__fov,900_1000,5.3639,0.0118,0.003,0.028,5
ViT-L-14__block24,0_100,5.1331,0.0232,0.026,0.08,5
ViT-L-14__block24,100_200,4.0846,0.0218,0.084,0.317,5
ViT-L-14__block24,200_300,3.8303,0.0139,0.15,0.373,5
ViT-L-14__block24,300_400,4.0264,0.0138,0.102,0.333,5
ViT-L-14__block24,400_500,4.5152,0.0255,0.053,0.195,5
ViT-L-14__block24,500_600,5.2195,0.0118,0.012,0.048,5
ViT-L-14__block24,600_700,5.2825,0.0048,0.011,0.037,5
ViT-L-14__block24,700_800,5.3423,0.0186,0.008,0.03,5
ViT-L-14__block24,800_900,5.356,0.0124,0.007,0.027,5
ViT-L-14__block24,900_1000,5.3753,0.0145,0.008,0.031,5
ViT-L-14__block24__fov,0_100,5.1216,0.0186,0.026,0.077,5
ViT-L-14__block24__fov,100_200,4.1105,0.0229,0.085,0.309,5
ViT-L-14__block24__fov,200_300,3.7973,0.0198,0.153,0.386,5
ViT-L-14__block24__fov,300_400,4.0223,0.0164,0.133,0.342,5
ViT-L-14__block24__fov,400_500,4.4957,0.022,0.058,0.19,5
ViT-L-14__block24__fov,500_600,5.1738,0.048,0.014,0.054,5
ViT-L-14__block24__fov,600_700,5.2902,0.0182,0.004,0.028,5
ViT-L-14__block24__fov,700_800,5.3354,0.0179,0.006,0.032,5
ViT-L-14__block24__fov,800_900,5.3508,0.007,0.005,0.034,5
ViT-L-14__block24__fov,900_1000,5.3682,0.0122,0.008,0.026,5
ViT-L-14__block4,0_100,4.3679,0.0271,0.066,0.198,5
ViT-L-14__block4,100_200,3.5102,0.0362,0.163,0.434,5
ViT-L-14__block4,200_300,3.7513,0.0272,0.116,0.342,5
ViT-L-14__block4,300_400,4.2498,0.0109,0.099,0.272,5
ViT-L-14__block4,400_500,4.8049,0.0519,0.049,0.139,5
ViT-L-14__block4,500_600,5.1917,0.0168,0.012,0.048,5
ViT-L-14__block4,600_700,5.2766,0.0109,0.01,0.039,5
ViT-L-14__block4,700_800,5.3067,0.0067,0.004,0.029,5
ViT-L-14__block4,800_900,5.3095,0.0057,0.005,0.026,5
ViT-L-14__block4,900_1000,5.3066,0.005,0.008,0.027,5
ViT-L-14__block4__fov,0_100,4.3329,0.0398,0.06,0.191,5
ViT-L-14__block4__fov,100_200,3.4777,0.0423,0.162,0.447,5
ViT-L-14__block4__fov,200_300,3.7248,0.0296,0.138,0.366,5
ViT-L-14__block4__fov,300_400,4.2261,0.0462,0.094,0.273,5
ViT-L-14__block4__fov,400_500,4.8074,0.0471,0.042,0.148,5
ViT-L-14__block4__fov,500_600,5.1903,0.024,0.015,0.057,5
ViT-L-14__block4__fov,600_700,5.2824,0.017,0.01,0.038,5
ViT-L-14__block4__fov,700_800,5.3157,0.0143,0.004,0.031,5
ViT-L-14__block4__fov,800_900,5.3187,0.011,0.004,0.018,5
ViT-L-14__block4__fov,900_1000,5.3184,0.0089,0.004,0.023,5
ViT-L-14__block8,0_100,4.3882,0.0195,0.06,0.185,5
ViT-L-14__block8,100_200,3.1919,0.0478,0.236,0.508,5
ViT-L-14__block8,200_300,3.3987,0.0077,0.187,0.45,5
ViT-L-14__block8,300_400,3.937,0.0257,0.124,0.343,5
ViT-L-14__block8,400_500,4.5759,0.0493,0.045,0.173,5
ViT-L-14__block8,500_600,5.1798,0.0152,0.008,0.063,5
ViT-L-14__block8,600_700,5.2844,0.0138,0.01,0.037,5
ViT-L-14__block8,700_800,5.3231,0.0119,0.003,0.018,5
ViT-L-14__block8,800_900,5.3243,0.0096,0.004,0.023,5
ViT-L-14__block8,900_1000,5.3298,0.0155,0.002,0.023,5
ViT-L-14__block8__fov,0_100,4.3434,0.0281,0.062,0.203,5
ViT-L-14__block8__fov,100_200,3.1552,0.0457,0.243,0.522,5
ViT-L-14__block8__fov,200_300,3.359,0.0215,0.201,0.447,5
ViT-L-14__block8__fov,300_400,3.8985,0.0327,0.125,0.356,5
ViT-L-14__block8__fov,400_500,4.5796,0.0439,0.062,0.168,5
ViT-L-14__block8__fov,500_600,5.1766,0.0139,0.008,0.048,5
ViT-L-14__block8__fov,600_700,5.2818,0.0109,0.011,0.038,5
ViT-L-14__block8__fov,700_800,5.3204,0.0129,0.005,0.027,5
ViT-L-14__block8__fov,800_900,5.3251,0.0108,0.004,0.027,5
ViT-L-14__block8__fov,900_1000,5.3285,0.0149,0.005,0.027,5
