condition,target,window,seed,best_epoch,best_val_loss,test_loss_at_best_val,test_top1_at_best_val,test_top5_at_best_val,final_train_loss,final_val_loss,final_gap,n_parameters,elapsed_s
residual_fixed_temperature,RN50__attnpool,100_200,0,5,6.676607131958008,3.9670166969299316,0.125,0.3449999988079071,3.876978635787964,6.7209320068359375,2.8439533710479736,1070592,5.45769476890564
linear_fixed_temperature,RN50__attnpool,100_200,0,5,6.715950965881348,4.0054850578308105,0.11499999463558197,0.32999998331069946,4.089847564697266,6.763949871063232,2.674102306365967,807936,4.4494524002075195
