target,window,test_loss,test_loss_std,top1,top5,n_seeds
RN50__stem__fov,800_900,5.3066,0.0067,0.006,0.023,5
RN50__stem__fov,900_1000,5.307,0.0068,0.008,0.025,5
ViT-B-16__block10,0_100,4.7713,0.0316,0.021,0.096,5
ViT-B-16__block10,100_200,3.8486,0.038,0.134,0.384,5
ViT-B-16__block10,200_300,3.7392,0.0275,0.165,0.388,5
ViT-B-16__block10,300_400,4.3664,0.0177,0.084,0.211,5
ViT-B-16__block10,400_500,4.9591,0.0339,0.023,0.089,5
ViT-B-16__block10,500_600,5.2694,0.0129,0.005,0.042,5
ViT-B-16__block10,600_700,5.3071,0.0134,0.004,0.037,5
ViT-B-16__block10,700_800,5.3476,0.0201,0.007,0.03,5
ViT-B-16__block10,800_900,5.3452,0.0134,0.004,0.018,5
ViT-B-16__block10,900_1000,5.346,0.016,0.003,0.022,5
ViT-B-16__block10__fov,0_100,4.7536,0.016,0.03,0.114,5
ViT-B-16__block10__fov,100_200,3.8071,0.0352,0.117,0.364,5
ViT-B-16__block10__fov,200_300,3.6681,0.0139,0.159,0.406,5
ViT-B-16__block10__fov,300_400,4.3832,0.0168,0.07,0.198,5
ViT-B-16__block10__fov,400_500,4.9604,0.0236,0.023,0.083,5
ViT-B-16__block10__fov,500_600,5.2635,0.0244,0.008,0.041,5
ViT-B-16__block10__fov,600_700,5.3044,0.013,0.006,0.028,5
ViT-B-16__block10__fov,700_800,5.3364,0.021,0.008,0.028,5
ViT-B-16__block10__fov,800_900,5.3446,0.0131,0.007,0.029,5
ViT-B-16__block10__fov,900_1000,5.3491,0.0094,0.008,0.025,5
ViT-B-16__block12,0_100,4.9689,0.0295,0.023,0.1,5
ViT-B-16__block12,100_200,4.127,0.014,0.12,0.316,5
ViT-B-16__block12,200_300,4.0596,0.0291,0.102,0.317,5
ViT-B-16__block12,300_400,4.4804,0.0425,0.063,0.193,5
ViT-B-16__block12,400_500,5.1809,0.0443,0.014,0.059,5
ViT-B-16__block12,500_600,5.3233,0.0244,0.004,0.04,5
ViT-B-16__block12,600_700,5.3494,0.0186,0.005,0.03,5
ViT-B-16__block12,700_800,5.3761,0.0478,0.003,0.027,5
ViT-B-16__block12,800_900,5.3858,0.0287,0.004,0.027,5
ViT-B-16__block12,900_1000,5.3886,0.0284,0.006,0.028,5
ViT-B-16__block12__fov,0_100,4.9927,0.0312,0.019,0.094,5
ViT-B-16__block12__fov,100_200,4.1209,0.0166,0.122,0.311,5
ViT-B-16__block12__fov,200_300,4.0321,0.0339,0.134,0.327,5
ViT-B-16__block12__fov,300_400,4.5112,0.0198,0.057,0.18,5
ViT-B-16__block12__fov,400_500,5.138,0.044,0.015,0.054,5
ViT-B-16__block12__fov,500_600,5.3006,0.0177,0.012,0.035,5
ViT-B-16__block12__fov,600_700,5.3382,0.0334,0.006,0.027,5
ViT-B-16__block12__fov,700_800,5.3841,0.0226,0.004,0.028,5
ViT-B-16__block12__fov,800_900,5.3837,0.0271,0.002,0.025,5
ViT-B-16__block12__fov,900_1000,5.3954,0.0261,0.004,0.024,5
ViT-B-16__block2,0_100,4.1639,0.0261,0.071,0.252,5
ViT-B-16__block2,100_200,3.5364,0.0646,0.122,0.429,5
ViT-B-16__block2,200_300,3.7767,0.0197,0.126,0.364,5
ViT-B-16__block2,300_400,4.7714,0.035,0.044,0.129,5
ViT-B-16__block2,400_500,5.1583,0.0234,0.01,0.065,5
ViT-B-16__block2,500_600,5.2648,0.0112,0.009,0.033,5
ViT-B-16__block2,600_700,5.2869,0.0117,0.011,0.036,5
ViT-B-16__block2,700_800,5.3143,0.017,0.007,0.032,5
ViT-B-16__block2,800_900,5.3198,0.0107,0.001,0.018,5
ViT-B-16__block2,900_1000,5.3061,0.007,0.005,0.025,5
ViT-B-16__block2__fov,0_100,4.0686,0.0332,0.078,0.268,5
ViT-B-16__block2__fov,100_200,3.4805,0.0468,0.125,0.425,5
ViT-B-16__block2__fov,200_300,3.6908,0.0156,0.145,0.387,5
ViT-B-16__block2__fov,300_400,4.757,0.0316,0.047,0.122,5
ViT-B-16__block2__fov,400_500,5.1572,0.0215,0.006,0.062,5
ViT-B-16__block2__fov,500_600,5.2607,0.0187,0.006,0.041,5
ViT-B-16__block2__fov,600_700,5.2868,0.0171,0.01,0.038,5
ViT-B-16__block2__fov,700_800,5.3072,0.0188,0.011,0.037,5
ViT-B-16__block2__fov,800_900,5.3093,0.0097,0.007,0.028,5
ViT-B-16__block2__fov,900_1000,5.2961,0.0071,0.003,0.033,5
ViT-B-16__block4,0_100,4.2727,0.0321,0.049,0.197,5
ViT-B-16__block4,100_200,3.199,0.0568,0.206,0.489,5
ViT-B-16__block4,200_300,3.4796,0.0293,0.175,0.427,5
ViT-B-16__block4,300_400,4.5711,0.0513,0.038,0.161,5
ViT-B-16__block4,400_500,5.1297,0.0467,0.013,0.058,5
ViT-B-16__block4,500_600,5.2552,0.011,0.008,0.042,5
ViT-B-16__block4,600_700,5.2938,0.0127,0.014,0.034,5
ViT-B-16__block4,700_800,5.3309,0.0192,0.007,0.026,5
ViT-B-16__block4,800_900,5.3327,0.0126,0.004,0.031,5
ViT-B-16__block4,900_1000,5.3221,0.0102,0.007,0.033,5
ViT-B-16__block4__fov,0_100,4.1675,0.0381,0.053,0.215,5
ViT-B-16__block4__fov,100_200,3.144,0.0313,0.204,0.488,5
ViT-B-16__block4__fov,200_300,3.4198,0.0332,0.17,0.433,5
ViT-B-16__block4__fov,300_400,4.5778,0.0247,0.037,0.159,5
ViT-B-16__block4__fov,400_500,5.1174,0.0403,0.009,0.058,5
ViT-B-16__block4__fov,500_600,5.2611,0.0177,0.011,0.037,5
ViT-B-16__block4__fov,600_700,5.2993,0.0148,0.001,0.027,5
ViT-B-16__block4__fov,700_800,5.326,0.0095,0.004,0.026,5
ViT-B-16__block4__fov,800_900,5.3213,0.0106,0.005,0.025,5
ViT-B-16__block4__fov,900_1000,5.3226,0.0064,0.007,0.022,5
ViT-B-16__block6,0_100,4.4277,0.0432,0.035,0.167,5
ViT-B-16__block6,100_200,3.425,0.0267,0.18,0.476,5
ViT-B-16__block6,200_300,3.5699,0.0178,0.152,0.437,5
ViT-B-16__block6,300_400,4.4875,0.0442,0.051,0.186,5
ViT-B-16__block6,400_500,5.1717,0.0209,0.018,0.068,5
ViT-B-16__block6,500_600,5.2913,0.0149,0.006,0.037,5
ViT-B-16__block6,600_700,5.3059,0.0203,0.007,0.03,5
ViT-B-16__block6,700_800,5.3453,0.0133,0.005,0.022,5
ViT-B-16__block6,800_900,5.3397,0.0118,0.005,0.025,5
ViT-B-16__block6,900_1000,5.3318,0.0126,0.005,0.02,5
ViT-B-16__block6__fov,0_100,4.363,0.0411,0.044,0.161,5
ViT-B-16__block6__fov,100_200,3.3302,0.0308,0.177,0.492,5
ViT-B-16__block6__fov,200_300,3.5387,0.0327,0.139,0.417,5
ViT-B-16__block6__fov,300_400,4.4943,0.0535,0.035,0.183,5
ViT-B-16__block6__fov,400_500,5.1578,0.0419,0.013,0.055,5
ViT-B-16__block6__fov,500_600,5.2716,0.0121,0.011,0.041,5
ViT-B-16__block6__fov,600_700,5.3043,0.0201,0.006,0.031,5
ViT-B-16__block6__fov,700_800,5.3442,0.0156,0.006,0.025,5
ViT-B-16__block6__fov,800_900,5.3367,0.009,0.005,0.026,5
ViT-B-16__block6__fov,900_1000,5.3239,0.0045,0.006,0.026,5
ViT-B-16__block8,0_100,4.6405,0.0358,0.03,0.129,5
ViT-B-16__block8,100_200,3.7708,0.027,0.141,0.389,5
ViT-B-16__block8,200_300,3.7247,0.0091,0.129,0.394,5
ViT-B-16__block8,300_400,4.5326,0.0232,0.051,0.167,5
ViT-B-16__block8,400_500,5.1705,0.0323,0.018,0.067,5
ViT-B-16__block8,500_600,5.3096,0.0353,0.004,0.043,5
ViT-B-16__block8,600_700,5.3527,0.0154,0.008,0.022,5
ViT-B-16__block8,700_800,5.3661,0.0129,0.007,0.034,5
ViT-B-16__block8,800_900,5.3699,0.015,0.005,0.024,5
ViT-B-16__block8,900_1000,5.3577,0.0108,0.008,0.035,5
ViT-B-16__block8__fov,0_100,4.584,0.023,0.032,0.138,5
ViT-B-16__block8__fov,100_200,3.6747,0.0257,0.141,0.38,5
ViT-B-16__block8__fov,200_300,3.7074,0.0153,0.105,0.389,5
ViT-B-16__block8__fov,300_400,4.538,0.0577,0.049,0.16,5
ViT-B-16__block8__fov,400_500,5.1715,0.0499,0.018,0.064,5
ViT-B-16__block8__fov,500_600,5.3109,0.0059,0.009,0.045,5
ViT-B-16__block8__fov,600_700,5.326,0.0087,0.007,0.032,5
ViT-B-16__block8__fov,700_800,5.3574,0.0065,0.007,0.028,5
ViT-B-16__block8__fov,800_900,5.3484,0.0103,0.006,0.022,5
ViT-B-16__block8__fov,900_1000,5.352,0.0197,0.006,0.021,5
ViT-L-14__block12,0_100,4.5956,0.041,0.028,0.153,5
ViT-L-14__block12,100_200,3.7648,0.0234,0.11,0.389,5
ViT-L-14__block12,200_300,3.8252,0.0277,0.114,0.362,5
ViT-L-14__block12,300_400,4.595,0.041,0.05,0.161,5
ViT-L-14__block12,400_500,5.2166,0.0131,0.012,0.046,5
ViT-L-14__block12,500_600,5.2897,0.0158,0.012,0.04,5
ViT-L-14__block12,600_700,5.3217,0.0197,0.013,0.033,5
ViT-L-14__block12,700_800,5.3527,0.0114,0.005,0.022,5
ViT-L-14__block12,800_900,5.3639,0.016,0.007,0.03,5
ViT-L-14__block12,900_1000,5.348,0.0095,0.004,0.028,5
ViT-L-14__block12__fov,0_100,4.5174,0.0398,0.038,0.173,5
ViT-L-14__block12__fov,100_200,3.6249,0.0535,0.144,0.412,5
ViT-L-14__block12__fov,200_300,3.7063,0.019,0.131,0.405,5
ViT-L-14__block12__fov,300_400,4.5911,0.0239,0.025,0.162,5
ViT-L-14__block12__fov,400_500,5.1791,0.0202,0.014,0.057,5
ViT-L-14__block12__fov,500_600,5.3233,0.0235,0.006,0.027,5
ViT-L-14__block12__fov,600_700,5.3451,0.0041,0.01,0.03,5
ViT-L-14__block12__fov,700_800,5.3754,0.016,0.007,0.031,5
ViT-L-14__block12__fov,800_900,5.3712,0.0214,0.004,0.024,5
ViT-L-14__block12__fov,900_1000,5.3603,0.0272,0.005,0.022,5
ViT-L-14__block16,0_100,4.6249,0.0234,0.033,0.141,5
ViT-L-14__block16,100_200,3.8165,0.0268,0.12,0.367,5
ViT-L-14__block16,200_300,3.8229,0.0207,0.115,0.379,5
ViT-L-14__block16,300_400,4.4945,0.0571,0.048,0.184,5
ViT-L-14__block16,400_500,5.0699,0.0327,0.012,0.069,5
ViT-L-14__block16,500_600,5.2805,0.0258,0.007,0.038,5
ViT-L-14__block16,600_700,5.3145,0.0275,0.007,0.037,5
ViT-L-14__block16,700_800,5.3545,0.0229,0.007,0.035,5
ViT-L-14__block16,800_900,5.3547,0.0212,0.006,0.034,5
ViT-L-14__block16,900_1000,5.3579,0.0281,0.004,0.025,5
ViT-L-14__block16__fov,0_100,4.627,0.0218,0.03,0.158,5
ViT-L-14__block16__fov,100_200,3.7665,0.0291,0.145,0.398,5
ViT-L-14__block16__fov,200_300,3.7378,0.017,0.131,0.393,5
ViT-L-14__block16__fov,300_400,4.5049,0.0424,0.047,0.171,5
ViT-L-14__block16__fov,400_500,5.1111,0.061,0.017,0.074,5
ViT-L-14__block16__fov,500_600,5.2904,0.023,0.017,0.051,5
ViT-L-14__block16__fov,600_700,5.3138,0.0174,0.008,0.036,5
ViT-L-14__block16__fov,700_800,5.3514,0.0146,0.005,0.029,5
ViT-L-14__block16__fov,800_900,5.3677,0.0132,0.006,0.026,5
ViT-L-14__block16__fov,900_1000,5.3523,0.0094,0.005,0.023,5
ViT-L-14__block20,0_100,4.8416,0.019,0.027,0.109,5
ViT-L-14__block20,100_200,3.9743,0.0266,0.108,0.328,5
ViT-L-14__block20,200_300,3.8387,0.012,0.127,0.362,5
ViT-L-14__block20,300_400,4.4304,0.0367,0.055,0.195,5
ViT-L-14__block20,400_500,5.0407,0.0819,0.02,0.07,5
ViT-L-14__block20,500_600,5.3128,0.0442,0.008,0.036,5
ViT-L-14__block20,600_700,5.3366,0.0282,0.005,0.033,5
ViT-L-14__block20,700_800,5.3844,0.0138,0.007,0.031,5
ViT-L-14__block20,800_900,5.3962,0.018,0.008,0.023,5
ViT-L-14__block20,900_1000,5.3836,0.0225,0.005,0.018,5
ViT-L-14__block20__fov,0_100,4.8615,0.0241,0.017,0.115,5
ViT-L-14__block20__fov,100_200,3.9475,0.03,0.12,0.322,5
ViT-L-14__block20__fov,200_300,3.8129,0.0314,0.13,0.382,5
ViT-L-14__block20__fov,300_400,4.4446,0.0183,0.054,0.186,5
ViT-L-14__block20__fov,400_500,5.0324,0.1151,0.013,0.074,5
ViT-L-14__block20__fov,500_600,5.3265,0.0308,0.006,0.035,5
ViT-L-14__block20__fov,600_700,5.3437,0.0357,0.007,0.026,5
ViT-L-14__block20__fov,700_800,5.3751,0.0112,0.008,0.03,5
ViT-L-14__block20__fov,800_900,5.3886,0.0108,0.003,0.022,5
ViT-L-14__block20__fov,900_1000,5.3808,0.0235,0.003,0.023,5
ViT-L-14__block24,0_100,5.0554,0.0365,0.022,0.076,5
ViT-L-14__block24,100_200,4.2678,0.0275,0.099,0.276,5
ViT-L-14__block24,200_300,4.2186,0.0246,0.07,0.281,5
ViT-L-14__block24,300_400,4.5546,0.0323,0.049,0.172,5
ViT-L-14__block24,400_500,5.103,0.09,0.013,0.058,5
ViT-L-14__block24,500_600,5.3274,0.0272,0.008,0.041,5
ViT-L-14__block24,600_700,5.3528,0.0249,0.003,0.027,5
ViT-L-14__block24,700_800,5.4034,0.0268,0.005,0.027,5
ViT-L-14__block24,800_900,5.4001,0.0299,0.006,0.033,5
ViT-L-14__block24,900_1000,5.399,0.026,0.011,0.025,5
ViT-L-14__block24__fov,0_100,5.068,0.015,0.015,0.083,5
ViT-L-14__block24__fov,100_200,4.3108,0.0233,0.089,0.265,5
ViT-L-14__block24__fov,200_300,4.2067,0.0323,0.081,0.279,5
ViT-L-14__block24__fov,300_400,4.5914,0.0257,0.044,0.165,5
ViT-L-14__block24__fov,400_500,5.1219,0.0664,0.016,0.074,5
ViT-L-14__block24__fov,500_600,5.3105,0.0207,0.01,0.039,5
ViT-L-14__block24__fov,600_700,5.3364,0.0209,0.007,0.032,5
ViT-L-14__block24__fov,700_800,5.3981,0.0248,0.004,0.024,5
ViT-L-14__block24__fov,800_900,5.3842,0.0126,0.006,0.022,5
ViT-L-14__block24__fov,900_1000,5.3779,0.0205,0.005,0.023,5
ViT-L-14__block4,0_100,4.1066,0.027,0.064,0.227,5
ViT-L-14__block4,100_200,3.4235,0.0546,0.163,0.47,5
ViT-L-14__block4,200_300,3.6051,0.0256,0.126,0.411,5
ViT-L-14__block4,300_400,4.7362,0.0194,0.043,0.133,5
ViT-L-14__block4,400_500,5.154,0.0422,0.007,0.066,5
ViT-L-14__block4,500_600,5.273,0.013,0.007,0.041,5
ViT-L-14__block4,600_700,5.2978,0.0077,0.005,0.024,5
ViT-L-14__block4,700_800,5.3228,0.0089,0.001,0.018,5
ViT-L-14__block4,800_900,5.3147,0.0084,0.007,0.023,5
ViT-L-14__block4,900_1000,5.3059,0.007,0.002,0.02,5
ViT-L-14__block4__fov,0_100,4.0448,0.031,0.066,0.249,5
ViT-L-14__block4__fov,100_200,3.3405,0.0525,0.166,0.469,5
ViT-L-14__block4__fov,200_300,3.5554,0.0381,0.138,0.41,5
ViT-L-14__block4__fov,300_400,4.7158,0.0374,0.043,0.148,5
ViT-L-14__block4__fov,400_500,5.1408,0.0274,0.006,0.065,5
ViT-L-14__block4__fov,500_600,5.2724,0.0086,0.006,0.039,5
ViT-L-14__block4__fov,600_700,5.2871,0.011,0.007,0.039,5
ViT-L-14__block4__fov,700_800,5.3103,0.0056,0.003,0.028,5
ViT-L-14__block4__fov,800_900,5.3048,0.0108,0.002,0.019,5
ViT-L-14__block4__fov,900_1000,5.2976,0.0097,0.005,0.033,5
ViT-L-14__block8,0_100,4.2445,0.0373,0.043,0.213,5
ViT-L-14__block8,100_200,3.1912,0.0491,0.201,0.53,5
ViT-L-14__block8,200_300,3.4536,0.0232,0.146,0.428,5
ViT-L-14__block8,300_400,4.5179,0.0666,0.044,0.159,5
ViT-L-14__block8,400_500,5.1399,0.0214,0.015,0.063,5
ViT-L-14__block8,500_600,5.2743,0.0139,0.005,0.036,5
ViT-L-14__block8,600_700,5.3197,0.0058,0.007,0.032,5
ViT-L-14__block8,700_800,5.3432,0.0225,0.008,0.034,5
ViT-L-14__block8,800_900,5.3472,0.0166,0.006,0.025,5
ViT-L-14__block8,900_1000,5.3395,0.0116,0.008,0.028,5
ViT-L-14__block8__fov,0_100,4.1819,0.0323,0.052,0.224,5
ViT-L-14__block8__fov,100_200,3.1256,0.0454,0.195,0.543,5
ViT-L-14__block8__fov,200_300,3.4325,0.0196,0.146,0.445,5
ViT-L-14__block8__fov,300_400,4.4949,0.0323,0.042,0.151,5
ViT-L-14__block8__fov,400_500,5.1294,0.0208,0.006,0.058,5
ViT-L-14__block8__fov,500_600,5.2857,0.0093,0.01,0.038,5
ViT-L-14__block8__fov,600_700,5.3234,0.0133,0.005,0.027,5
ViT-L-14__block8__fov,700_800,5.3535,0.0071,0.004,0.019,5
ViT-L-14__block8__fov,800_900,5.3448,0.0118,0.009,0.023,5
ViT-L-14__block8__fov,900_1000,5.3341,0.0091,0.004,0.024,5
