target,window,seed,best_epoch,val_loss,test_loss,top1,top5
RN50__attnpool__fov,300_400,2,16,6.8881,3.7643,0.14,0.395
RN50__attnpool__fov,300_400,3,14,6.8813,3.8298,0.1,0.355
RN50__attnpool__fov,300_400,4,13,6.9229,3.8376,0.1,0.34
RN50__attnpool__fov,400_500,0,10,7.277,4.482,0.06,0.185
RN50__attnpool__fov,400_500,1,11,7.2451,4.4904,0.045,0.205
RN50__attnpool__fov,400_500,2,10,7.2651,4.476,0.055,0.17
RN50__attnpool__fov,400_500,3,9,7.2369,4.5125,0.06,0.225
RN50__attnpool__fov,400_500,4,10,7.2248,4.4746,0.055,0.19
RN50__attnpool__fov,500_600,0,5,7.4437,5.1133,0.005,0.05
RN50__attnpool__fov,500_600,1,6,7.4595,5.0727,0.02,0.06
RN50__attnpool__fov,500_600,2,4,7.4486,5.0968,0.015,0.085
RN50__attnpool__fov,500_600,3,3,7.4519,5.1881,0.015,0.06
RN50__attnpool__fov,500_600,4,5,7.4478,5.0765,0.015,0.065
RN50__attnpool__fov,600_700,0,2,7.458,5.259,0.005,0.045
RN50__attnpool__fov,600_700,1,2,7.4771,5.2719,0.01,0.03
RN50__attnpool__fov,600_700,2,3,7.4498,5.232,0.01,0.025
RN50__attnpool__fov,600_700,3,2,7.4629,5.272,0.005,0.03
RN50__attnpool__fov,600_700,4,3,7.4494,5.2133,0.005,0.04
RN50__attnpool__fov,700_800,0,2,7.4695,5.29,0.0,0.03
RN50__attnpool__fov,700_800,1,2,7.4787,5.3055,0.0,0.015
RN50__attnpool__fov,700_800,2,2,7.4843,5.2851,0.005,0.035
RN50__attnpool__fov,700_800,3,2,7.4757,5.2852,0.01,0.025
RN50__attnpool__fov,700_800,4,2,7.4696,5.2882,0.0,0.01
RN50__attnpool__fov,800_900,0,2,7.4707,5.3009,0.005,0.02
RN50__attnpool__fov,800_900,1,2,7.4772,5.3157,0.005,0.02
RN50__attnpool__fov,800_900,2,2,7.4584,5.2873,0.005,0.045
RN50__attnpool__fov,800_900,3,2,7.4912,5.3041,0.01,0.02
RN50__attnpool__fov,800_900,4,2,7.4716,5.2792,0.01,0.035
RN50__attnpool__fov,900_1000,0,2,7.4774,5.3086,0.005,0.03
RN50__attnpool__fov,900_1000,1,2,7.4957,5.3233,0.005,0.025
RN50__attnpool__fov,900_1000,2,2,7.4785,5.2993,0.005,0.03
RN50__attnpool__fov,900_1000,3,2,7.4891,5.2921,0.005,0.015
RN50__attnpool__fov,900_1000,4,2,7.4817,5.294,0.005,0.035
RN50__layer1,0_100,0,14,6.9536,4.1365,0.075,0.245
RN50__layer1,0_100,1,17,6.9185,4.0819,0.085,0.28
RN50__layer1,0_100,2,17,6.9201,4.1451,0.06,0.275
RN50__layer1,0_100,3,17,6.9481,4.116,0.055,0.275
RN50__layer1,0_100,4,15,6.9216,4.088,0.085,0.29
RN50__layer1,100_200,0,22,6.3612,2.9974,0.265,0.615
RN50__layer1,100_200,1,26,6.3092,2.9338,0.285,0.615
RN50__layer1,100_200,2,27,6.2967,2.9543,0.28,0.61
RN50__layer1,100_200,3,22,6.3825,3.0705,0.25,0.57
RN50__layer1,100_200,4,22,6.282,3.0193,0.265,0.61
RN50__layer1,200_300,0,20,6.4942,3.4074,0.14,0.455
RN50__layer1,200_300,1,18,6.4813,3.4313,0.145,0.43
RN50__layer1,200_300,2,18,6.4936,3.4542,0.135,0.43
RN50__layer1,200_300,3,22,6.4818,3.4154,0.12,0.435
RN50__layer1,200_300,4,19,6.4801,3.478,0.125,0.405
RN50__layer1,300_400,0,10,7.0563,4.2283,0.06,0.195
RN50__layer1,300_400,1,10,7.113,4.2246,0.05,0.235
RN50__layer1,300_400,2,9,7.1105,4.2651,0.09,0.24
RN50__layer1,300_400,3,10,7.0615,4.2147,0.055,0.225
RN50__layer1,300_400,4,8,7.1704,4.3633,0.055,0.19
RN50__layer1,400_500,0,4,7.3566,5.0127,0.035,0.185
RN50__layer1,400_500,1,6,7.3427,4.8919,0.035,0.13
RN50__layer1,400_500,2,6,7.332,4.8596,0.035,0.145
RN50__layer1,400_500,3,4,7.3587,5.0522,0.03,0.14
RN50__layer1,400_500,4,4,7.3737,5.0461,0.035,0.11
RN50__layer1,500_600,0,3,7.4319,5.2419,0.02,0.04
RN50__layer1,500_600,1,3,7.4292,5.2405,0.025,0.045
RN50__layer1,500_600,2,3,7.4246,5.237,0.005,0.04
RN50__layer1,500_600,3,4,7.429,5.2207,0.005,0.065
RN50__layer1,500_600,4,3,7.4439,5.2467,0.01,0.035
RN50__layer1,600_700,0,3,7.4502,5.2794,0.01,0.035
RN50__layer1,600_700,1,3,7.4494,5.2887,0.0,0.045
RN50__layer1,600_700,2,3,7.4452,5.2794,0.0,0.02
RN50__layer1,600_700,3,3,7.4475,5.2722,0.01,0.02
RN50__layer1,600_700,4,3,7.4627,5.2746,0.01,0.055
RN50__layer1,700_800,0,3,7.4714,5.2752,0.005,0.035
RN50__layer1,700_800,1,3,7.4653,5.2891,0.005,0.04
RN50__layer1,700_800,2,3,7.4583,5.2917,0.0,0.02
RN50__layer1,700_800,3,4,7.4666,5.2888,0.005,0.02
RN50__layer1,700_800,4,3,7.468,5.2826,0.005,0.025
RN50__layer1,800_900,0,3,7.4754,5.2938,0.0,0.02
RN50__layer1,800_900,1,3,7.459,5.2948,0.005,0.025
RN50__layer1,800_900,2,3,7.4634,5.29,0.0,0.035
RN50__layer1,800_900,3,4,7.4483,5.2863,0.005,0.01
RN50__layer1,800_900,4,3,7.4736,5.2947,0.005,0.02
RN50__layer1,900_1000,0,3,7.4693,5.2986,0.005,0.035
RN50__layer1,900_1000,1,3,7.4576,5.3081,0.0,0.04
RN50__layer1,900_1000,2,3,7.4452,5.2957,0.0,0.015
RN50__layer1,900_1000,3,3,7.4562,5.3028,0.01,0.025
RN50__layer1,900_1000,4,3,7.4579,5.302,0.0,0.015
RN50__layer1__fov,0_100,0,15,6.9161,4.0554,0.08,0.28
RN50__layer1__fov,0_100,1,17,6.8693,3.9822,0.085,0.32
RN50__layer1__fov,0_100,2,17,6.8797,4.0902,0.09,0.27
RN50__layer1__fov,0_100,3,15,6.8802,4.0736,0.065,0.29
RN50__layer1__fov,0_100,4,18,6.8714,3.9517,0.09,0.33
RN50__layer1__fov,100_200,0,23,6.3263,2.9276,0.275,0.64
RN50__layer1__fov,100_200,1,26,6.2587,2.9036,0.26,0.63
RN50__layer1__fov,100_200,2,27,6.2417,2.9078,0.265,0.63
RN50__layer1__fov,100_200,3,23,6.3413,2.9815,0.245,0.61
RN50__layer1__fov,100_200,4,29,6.2551,2.8649,0.275,0.645
RN50__layer1__fov,200_300,0,21,6.4631,3.3718,0.12,0.45
RN50__layer1__fov,200_300,1,18,6.4488,3.3741,0.145,0.44
RN50__layer1__fov,200_300,2,18,6.4632,3.4038,0.11,0.44
RN50__layer1__fov,200_300,3,22,6.4439,3.329,0.13,0.465
RN50__layer1__fov,200_300,4,19,6.4505,3.3976,0.12,0.425
RN50__layer1__fov,300_400,0,10,7.0457,4.2365,0.07,0.235
RN50__layer1__fov,300_400,1,10,7.1042,4.2124,0.05,0.225
RN50__layer1__fov,300_400,2,10,7.1054,4.2225,0.075,0.235
RN50__layer1__fov,300_400,3,10,7.0513,4.2185,0.055,0.245
RN50__layer1__fov,300_400,4,8,7.1659,4.3192,0.065,0.215
RN50__layer1__fov,400_500,0,4,7.3602,5.0194,0.02,0.155
RN50__layer1__fov,400_500,1,7,7.3435,4.8234,0.025,0.135
RN50__layer1__fov,400_500,2,6,7.3383,4.8581,0.025,0.15
RN50__layer1__fov,400_500,3,4,7.3452,5.0368,0.04,0.135
RN50__layer1__fov,400_500,4,4,7.3581,5.0363,0.03,0.11
RN50__layer1__fov,500_600,0,3,7.4348,5.2397,0.01,0.04
RN50__layer1__fov,500_600,1,3,7.4345,5.2401,0.015,0.045
RN50__layer1__fov,500_600,2,3,7.4274,5.2432,0.01,0.04
RN50__layer1__fov,500_600,3,4,7.4179,5.2189,0.015,0.06
RN50__layer1__fov,500_600,4,3,7.4409,5.242,0.01,0.03
RN50__layer1__fov,600_700,0,3,7.4423,5.2781,0.005,0.03
RN50__layer1__fov,600_700,1,3,7.4475,5.2861,0.005,0.035
RN50__layer1__fov,600_700,2,3,7.4629,5.2832,0.0,0.06
RN50__layer1__fov,600_700,3,3,7.4457,5.2814,0.015,0.045
RN50__layer1__fov,600_700,4,3,7.4545,5.2815,0.005,0.015
RN50__layer1__fov,700_800,0,3,7.4695,5.2805,0.01,0.03
RN50__layer1__fov,700_800,1,3,7.4515,5.2965,0.005,0.03
RN50__layer1__fov,700_800,2,3,7.4733,5.2895,0.01,0.02
RN50__layer1__fov,700_800,3,3,7.4571,5.2947,0.0,0.015
RN50__layer1__fov,700_800,4,3,7.4603,5.2872,0.0,0.035
RN50__layer1__fov,800_900,0,3,7.475,5.2928,0.005,0.035
RN50__layer1__fov,800_900,1,3,7.4468,5.2989,0.01,0.035
RN50__layer1__fov,800_900,2,3,7.4786,5.2868,0.01,0.03
RN50__layer1__fov,800_900,3,4,7.4474,5.2775,0.015,0.03
RN50__layer1__fov,800_900,4,3,7.4672,5.3015,0.0,0.015
RN50__layer1__fov,900_1000,0,3,7.466,5.2973,0.01,0.035
RN50__layer1__fov,900_1000,1,3,7.4582,5.308,0.01,0.02
RN50__layer1__fov,900_1000,2,3,7.4672,5.2947,0.0,0.025
RN50__layer1__fov,900_1000,3,3,7.4611,5.3027,0.005,0.01
RN50__layer1__fov,900_1000,4,3,7.4542,5.3006,0.005,0.01
RN50__layer2,0_100,0,17,6.9171,4.0567,0.075,0.295
RN50__layer2,0_100,1,17,6.8727,4.0326,0.08,0.285
RN50__layer2,0_100,2,16,6.8889,4.0778,0.105,0.28
RN50__layer2,0_100,3,16,6.8904,4.0323,0.1,0.29
RN50__layer2,0_100,4,16,6.866,4.0542,0.075,0.28
RN50__layer2,100_200,0,26,6.1032,2.6737,0.325,0.695
RN50__layer2,100_200,1,27,6.0617,2.7015,0.32,0.705
RN50__layer2,100_200,2,31,6.0574,2.6725,0.29,0.72
RN50__layer2,100_200,3,37,6.1171,2.6369,0.335,0.73
RN50__layer2,100_200,4,28,6.0683,2.6723,0.31,0.715
RN50__layer2,200_300,0,21,6.2763,3.1998,0.215,0.49
RN50__layer2,200_300,1,21,6.2679,3.1601,0.205,0.475
RN50__layer2,200_300,2,20,6.3083,3.2179,0.195,0.475
RN50__layer2,200_300,3,21,6.2646,3.1934,0.195,0.495
RN50__layer2,200_300,4,19,6.2892,3.2363,0.19,0.475
RN50__layer2,300_400,0,10,6.9333,4.0331,0.13,0.31
RN50__layer2,300_400,1,10,6.9785,4.0292,0.09,0.295
RN50__layer2,300_400,2,12,6.977,3.9651,0.11,0.29
RN50__layer2,300_400,3,12,6.9374,4.0405,0.105,0.275
RN50__layer2,300_400,4,10,7.0379,4.0367,0.115,0.29
RN50__layer2,400_500,0,7,7.3075,4.6199,0.07,0.18
RN50__layer2,400_500,1,8,7.2792,4.6217,0.025,0.135
RN50__layer2,400_500,2,7,7.3098,4.5829,0.06,0.195
RN50__layer2,400_500,3,6,7.2976,4.6761,0.035,0.14
RN50__layer2,400_500,4,6,7.3081,4.67,0.055,0.17
RN50__layer2,500_600,0,3,7.4322,5.1899,0.01,0.045
RN50__layer2,500_600,1,3,7.4403,5.2231,0.005,0.025
RN50__layer2,500_600,2,2,7.4329,5.2454,0.0,0.03
RN50__layer2,500_600,3,3,7.4273,5.1913,0.015,0.075
RN50__layer2,500_600,4,2,7.44,5.24,0.005,0.035
RN50__layer2,600_700,0,2,7.451,5.2665,0.0,0.015
RN50__layer2,600_700,1,3,7.4316,5.2836,0.005,0.03
RN50__layer2,600_700,2,2,7.4441,5.281,0.015,0.04
RN50__layer2,600_700,3,3,7.4277,5.2603,0.0,0.04
RN50__layer2,600_700,4,2,7.4487,5.272,0.01,0.05
RN50__layer2,700_800,0,2,7.4711,5.294,0.005,0.03
RN50__layer2,700_800,1,2,7.4524,5.3072,0.005,0.03
RN50__layer2,700_800,2,2,7.4559,5.3069,0.015,0.03
RN50__layer2,700_800,3,2,7.4623,5.2932,0.005,0.04
RN50__layer2,700_800,4,2,7.4497,5.3041,0.0,0.025
RN50__layer2,800_900,0,2,7.4612,5.2938,0.01,0.03
RN50__layer2,800_900,1,2,7.4629,5.3027,0.005,0.045
RN50__layer2,800_900,2,2,7.4678,5.2943,0.005,0.03
RN50__layer2,800_900,3,2,7.4526,5.3069,0.005,0.03
RN50__layer2,800_900,4,2,7.4553,5.2997,0.0,0.02
RN50__layer2,900_1000,0,2,7.4648,5.3019,0.0,0.03
RN50__layer2,900_1000,1,2,7.449,5.3166,0.005,0.04
RN50__layer2,900_1000,2,2,7.4609,5.3131,0.0,0.02
RN50__layer2,900_1000,3,2,7.4544,5.3071,0.0,0.025
RN50__layer2,900_1000,4,2,7.459,5.3069,0.005,0.02
RN50__layer2__fov,0_100,0,16,6.8988,3.9711,0.08,0.3
RN50__layer2__fov,0_100,1,17,6.8363,3.9447,0.115,0.325
RN50__layer2__fov,0_100,2,16,6.841,4.0004,0.095,0.3
RN50__layer2__fov,0_100,3,16,6.8556,3.9775,0.115,0.335
RN50__layer2__fov,0_100,4,16,6.8271,3.9954,0.115,0.295
RN50__layer2__fov,100_200,0,35,6.0748,2.5498,0.38,0.705
RN50__layer2__fov,100_200,1,30,6.007,2.5831,0.345,0.705
RN50__layer2__fov,100_200,2,31,6.0185,2.5917,0.32,0.7
RN50__layer2__fov,100_200,3,37,6.0762,2.5692,0.325,0.73
RN50__layer2__fov,100_200,4,28,6.0421,2.6232,0.33,0.715
RN50__layer2__fov,200_300,0,17,6.2575,3.1965,0.215,0.49
RN50__layer2__fov,200_300,1,21,6.2324,3.1029,0.205,0.52
RN50__layer2__fov,200_300,2,20,6.2791,3.1534,0.22,0.485
RN50__layer2__fov,200_300,3,22,6.2408,3.104,0.195,0.525
RN50__layer2__fov,200_300,4,19,6.2669,3.1708,0.175,0.52
RN50__layer2__fov,300_400,0,10,6.9217,4.029,0.115,0.27
RN50__layer2__fov,300_400,1,12,6.9611,3.9726,0.075,0.315
RN50__layer2__fov,300_400,2,12,6.9699,3.9506,0.11,0.32
RN50__layer2__fov,300_400,3,12,6.9166,3.9939,0.115,0.29
RN50__layer2__fov,300_400,4,10,7.0161,4.0219,0.11,0.31
RN50__layer2__fov,400_500,0,7,7.3015,4.6006,0.07,0.18
RN50__layer2__fov,400_500,1,8,7.285,4.6209,0.045,0.17
RN50__layer2__fov,400_500,2,7,7.2993,4.6102,0.045,0.18
RN50__layer2__fov,400_500,3,6,7.2935,4.6497,0.055,0.15
RN50__layer2__fov,400_500,4,6,7.31,4.6471,0.04,0.16
RN50__layer2__fov,500_600,0,3,7.4348,5.1983,0.01,0.05
RN50__layer2__fov,500_600,1,3,7.4339,5.2136,0.01,0.05
RN50__layer2__fov,500_600,2,2,7.4402,5.2458,0.0,0.03
RN50__layer2__fov,500_600,3,3,7.4309,5.1836,0.01,0.07
RN50__layer2__fov,500_600,4,2,7.4289,5.2393,0.015,0.045
RN50__layer2__fov,600_700,0,2,7.4512,5.2741,0.01,0.02
RN50__layer2__fov,600_700,1,3,7.4274,5.2637,0.005,0.06
RN50__layer2__fov,600_700,2,2,7.4421,5.2924,0.005,0.025
RN50__layer2__fov,600_700,3,3,7.4366,5.2543,0.01,0.035
RN50__layer2__fov,600_700,4,2,7.439,5.2677,0.015,0.04
RN50__layer2__fov,700_800,0,2,7.4696,5.2955,0.005,0.025
RN50__layer2__fov,700_800,1,2,7.4483,5.2933,0.005,0.025
RN50__layer2__fov,700_800,2,2,7.4564,5.3005,0.005,0.04
RN50__layer2__fov,700_800,3,2,7.4592,5.286,0.005,0.025
RN50__layer2__fov,700_800,4,2,7.4414,5.2932,0.005,0.015
RN50__layer2__fov,800_900,0,2,7.4596,5.2986,0.01,0.015
RN50__layer2__fov,800_900,1,2,7.4571,5.3035,0.005,0.03
RN50__layer2__fov,800_900,2,2,7.4681,5.2976,0.01,0.04
RN50__layer2__fov,800_900,3,2,7.4446,5.288,0.0,0.02
RN50__layer2__fov,800_900,4,2,7.4615,5.2989,0.015,0.04
RN50__layer2__fov,900_1000,0,2,7.4632,5.3075,0.0,0.025
RN50__layer2__fov,900_1000,1,2,7.4577,5.3108,0.01,0.035
RN50__layer2__fov,900_1000,2,2,7.4577,5.318,0.0,0.02
RN50__layer2__fov,900_1000,3,2,7.4548,5.3013,0.005,0.025
RN50__layer2__fov,900_1000,4,2,7.4506,5.3014,0.02,0.025
RN50__layer3,0_100,0,19,6.9721,4.0708,0.125,0.325
RN50__layer3,0_100,1,17,6.9297,4.1171,0.1,0.27
RN50__layer3,0_100,2,19,6.9308,4.1291,0.095,0.315
RN50__layer3,0_100,3,16,6.9419,4.0982,0.11,0.295
RN50__layer3,0_100,4,21,6.9096,4.0583,0.125,0.305
RN50__layer3,100_200,0,30,5.9406,2.4819,0.43,0.72
RN50__layer3,100_200,1,32,5.8977,2.4507,0.45,0.745
RN50__layer3,100_200,2,35,5.9199,2.4735,0.4,0.72
RN50__layer3,100_200,3,47,5.9384,2.4689,0.415,0.725
RN50__layer3,100_200,4,27,5.9746,2.5083,0.405,0.73
RN50__layer3,200_300,0,29,6.0706,2.7981,0.335,0.61
RN50__layer3,200_300,1,27,6.0539,2.8032,0.335,0.635
RN50__layer3,200_300,2,25,6.0455,2.8361,0.335,0.64
RN50__layer3,200_300,3,26,6.0633,2.8271,0.295,0.615
RN50__layer3,200_300,4,28,6.1149,2.8122,0.335,0.61
RN50__layer3,300_400,0,16,6.7478,3.5991,0.175,0.425
RN50__layer3,300_400,1,15,6.786,3.5817,0.165,0.405
RN50__layer3,300_400,2,16,6.7518,3.5547,0.175,0.43
RN50__layer3,300_400,3,15,6.7548,3.6117,0.165,0.415
RN50__layer3,300_400,4,14,6.8408,3.5935,0.155,0.46
RN50__layer3,400_500,0,10,7.2544,4.3897,0.07,0.235
RN50__layer3,400_500,1,12,7.1955,4.3193,0.1,0.275
RN50__layer3,400_500,2,12,7.207,4.3257,0.08,0.27
RN50__layer3,400_500,3,11,7.2033,4.3635,0.09,0.245
RN50__layer3,400_500,4,11,7.2033,4.3275,0.115,0.23
RN50__layer3,500_600,0,3,7.4513,5.1436,0.015,0.085
RN50__layer3,500_600,1,6,7.4238,4.9746,0.025,0.125
RN50__layer3,500_600,2,6,7.4234,5.0011,0.005,0.11
RN50__layer3,500_600,3,6,7.4082,5.0101,0.035,0.1
RN50__layer3,500_600,4,6,7.4496,4.9815,0.01,0.105
RN50__layer3,600_700,0,3,7.476,5.2118,0.015,0.06
RN50__layer3,600_700,1,2,7.4444,5.255,0.01,0.05
RN50__layer3,600_700,2,3,7.4488,5.2247,0.005,0.04
RN50__layer3,600_700,3,4,7.43,5.1549,0.02,0.08
RN50__layer3,600_700,4,4,7.4816,5.1807,0.01,0.045
RN50__layer3,700_800,0,2,7.4901,5.2918,0.0,0.03
RN50__layer3,700_800,1,2,7.4705,5.2968,0.01,0.04
RN50__layer3,700_800,2,2,7.4867,5.2869,0.0,0.02
RN50__layer3,700_800,3,3,7.4617,5.2413,0.005,0.035
RN50__layer3,700_800,4,2,7.4973,5.3074,0.01,0.035
RN50__layer3,800_900,0,2,7.481,5.2922,0.0,0.02
RN50__layer3,800_900,1,2,7.4743,5.2904,0.015,0.035
RN50__layer3,800_900,2,2,7.4844,5.2913,0.005,0.03
RN50__layer3,800_900,3,2,7.4611,5.2925,0.005,0.03
RN50__layer3,800_900,4,2,7.4825,5.2892,0.015,0.03
RN50__layer3,900_1000,0,2,7.4903,5.3165,0.0,0.02
RN50__layer3,900_1000,1,2,7.4893,5.3121,0.005,0.035
RN50__layer3,900_1000,2,2,7.496,5.3026,0.0,0.025
RN50__layer3,900_1000,3,2,7.4699,5.3086,0.005,0.04
RN50__layer3,900_1000,4,2,7.4971,5.3105,0.01,0.025
RN50__layer3__fov,0_100,0,19,6.9704,4.0718,0.095,0.315
RN50__layer3__fov,0_100,1,17,6.9099,4.0931,0.095,0.295
RN50__layer3__fov,0_100,2,19,6.9244,4.0969,0.115,0.34
RN50__layer3__fov,0_100,3,22,6.9466,3.9905,0.11,0.32
RN50__layer3__fov,0_100,4,22,6.902,4.0597,0.105,0.28
RN50__layer3__fov,100_200,0,28,5.9421,2.4648,0.42,0.735
RN50__layer3__fov,100_200,1,40,5.8699,2.4012,0.445,0.76
RN50__layer3__fov,100_200,2,35,5.8983,2.4298,0.44,0.745
RN50__layer3__fov,100_200,3,47,5.9068,2.4268,0.435,0.745
RN50__layer3__fov,100_200,4,38,5.9398,2.4248,0.42,0.725
RN50__layer3__fov,200_300,0,26,6.0552,2.7961,0.33,0.635
RN50__layer3__fov,200_300,1,27,6.034,2.7609,0.345,0.635
RN50__layer3__fov,200_300,2,25,6.0597,2.7942,0.33,0.64
RN50__layer3__fov,200_300,3,27,6.0445,2.7541,0.35,0.64
RN50__layer3__fov,200_300,4,27,6.0932,2.8093,0.335,0.63
RN50__layer3__fov,300_400,0,16,6.7285,3.6215,0.19,0.41
RN50__layer3__fov,300_400,1,17,6.7765,3.5542,0.175,0.425
RN50__layer3__fov,300_400,2,16,6.7424,3.5562,0.17,0.43
RN50__layer3__fov,300_400,3,16,6.7482,3.5403,0.17,0.435
RN50__layer3__fov,300_400,4,14,6.8266,3.5367,0.185,0.445
RN50__layer3__fov,400_500,0,10,7.2346,4.3595,0.115,0.25
RN50__layer3__fov,400_500,1,12,7.2018,4.285,0.075,0.245
RN50__layer3__fov,400_500,2,12,7.1924,4.3154,0.12,0.29
RN50__layer3__fov,400_500,3,11,7.1941,4.3376,0.08,0.22
RN50__layer3__fov,400_500,4,11,7.2182,4.3247,0.085,0.265
RN50__layer3__fov,500_600,0,5,7.425,5.014,0.015,0.075
RN50__layer3__fov,500_600,1,4,7.4514,5.0566,0.005,0.065
RN50__layer3__fov,500_600,2,5,7.4421,5.0219,0.005,0.065
RN50__layer3__fov,500_600,3,6,7.4029,4.9995,0.01,0.13
RN50__layer3__fov,500_600,4,5,7.4457,5.0467,0.005,0.07
RN50__layer3__fov,600_700,0,3,7.4565,5.2408,0.01,0.06
RN50__layer3__fov,600_700,1,3,7.4583,5.2155,0.02,0.06
RN50__layer3__fov,600_700,2,3,7.469,5.2206,0.015,0.075
RN50__layer3__fov,600_700,3,4,7.435,5.1645,0.01,0.065
RN50__layer3__fov,600_700,4,2,7.4729,5.2713,0.005,0.035
RN50__layer3__fov,700_800,0,2,7.4892,5.2942,0.0,0.02
RN50__layer3__fov,700_800,1,2,7.4924,5.301,0.005,0.015
RN50__layer3__fov,700_800,2,2,7.4975,5.2824,0.015,0.03
RN50__layer3__fov,700_800,3,3,7.4697,5.2756,0.005,0.015
RN50__layer3__fov,700_800,4,2,7.4814,5.3137,0.015,0.025
RN50__layer3__fov,800_900,0,2,7.4759,5.3015,0.005,0.025
