target,window,seed,epoch,weight_decay_condition,current_lr,train_loss,val_loss,gap,train_top1,train_top5,val_top1,val_top5,is_best_epoch
RN50__stem,100_200,0,4,0.0001,9.567727288213003e-05,6.973210334777832,7.114898681640625,0.14168834686279297,0.004836759530007839,0.01692865788936615,0.0024183797650039196,0.010882709175348282,True
RN50__stem,100_200,0,5,0.0001,9.330127018922194e-05,6.900323390960693,7.073911666870117,0.17358827590942383,0.006650544237345457,0.02237001247704029,0.0024183797650039196,0.013301088474690914,True
RN50__stem,100_200,0,6,0.0001,9.045084971874738e-05,6.83397102355957,7.036745548248291,0.2027745246887207,0.007255139295011759,0.025392986834049225,0.0024183797650039196,0.013905683532357216,True
RN50__stem,100_200,0,7,0.0001,8.715724127386972e-05,6.775722503662109,7.005729675292969,0.23000717163085938,0.009068924002349377,0.027811367064714432,0.0024183797650039196,0.01511487364768982,True
RN50__stem,100_200,0,8,0.0001,8.345653031794292e-05,6.722781181335449,6.978948593139648,0.2561674118041992,0.009068924002349377,0.03325272351503372,0.0030229748226702213,0.01511487364768982,True
RN50__stem,100_200,0,9,0.0001,7.938926261462366e-05,6.672327041625977,6.958252429962158,0.28592538833618164,0.010882709175348282,0.03990326449275017,0.0036275696475058794,0.01511487364768982,True
RN50__stem,100_200,0,10,0.0001,7.500000000000001e-05,6.6252264976501465,6.93536901473999,0.31014251708984375,0.010882709175348282,0.0417170524597168,0.0042321644723415375,0.016324063763022423,True
RN50__stem,100_200,0,11,0.0001,7.033683215379003e-05,6.585383415222168,6.919571876525879,0.33418846130371094,0.012091899290680885,0.04474002495408058,0.004836759530007839,0.018137848004698753,True
RN50__stem,100_200,0,12,0.0001,6.545084971874738e-05,6.549167633056641,6.9055891036987305,0.35642147064208984,0.010882709175348282,0.047763001173734665,0.005441354587674141,0.01874244399368763,True
RN50__stem,100_200,0,13,0.0001,6.039558454088797e-05,6.5106611251831055,6.892192840576172,0.3815317153930664,0.013301088474690914,0.0519951656460762,0.005441354587674141,0.021160822361707687,True
RN50__stem,100_200,0,14,0.0001,5.522642316338269e-05,6.4816999435424805,6.880527496337891,0.39882755279541016,0.013905683532357216,0.055622734129428864,0.005441354587674141,0.023579202592372894,True
RN50__stem,100_200,0,15,0.0001,5.000000000000002e-05,6.45328950881958,6.870144367218018,0.4168548583984375,0.013905683532357216,0.059250302612781525,0.007255139295011759,0.022974608466029167,True
RN50__stem,100_200,0,16,0.0001,4.4773576836617344e-05,6.43055534362793,6.860511779785156,0.42995643615722656,0.012696493417024612,0.0598548986017704,0.006045949645340443,0.02418379858136177,True
RN50__stem,100_200,0,17,0.0001,3.9604415459112035e-05,6.409819602966309,6.853422164916992,0.4436025619506836,0.013301088474690914,0.06166868284344673,0.005441354587674141,0.023579202592372894,True
RN50__stem,100_200,0,18,0.0001,3.4549150281252636e-05,6.394112586975098,6.8498454093933105,0.4557328224182129,0.014510278590023518,0.06166868284344673,0.005441354587674141,0.0259975828230381,True
RN50__stem,100_200,0,19,0.0001,2.966316784621e-05,6.37758731842041,6.845071315765381,0.4674839973449707,0.016324063763022423,0.06469165533781052,0.005441354587674141,0.0259975828230381,True
RN50__stem,100_200,0,20,0.0001,2.5000000000000015e-05,6.364548206329346,6.8417649269104,0.4772167205810547,0.015719467774033546,0.06469165533781052,0.006045949645340443,0.02660217694938183,True
RN50__stem,100_200,0,21,0.0001,2.0610737385376352e-05,6.355623245239258,6.8378400802612305,0.48221683502197266,0.016324063763022423,0.06650544703006744,0.005441354587674141,0.02660217694938183,True
RN50__stem,100_200,0,22,0.0001,1.654346968205711e-05,6.347007751464844,6.8341569900512695,0.4871492385864258,0.01692865788936615,0.06711003929376602,0.006045949645340443,0.02660217694938183,True
RN50__stem,100_200,0,23,0.0001,1.2842758726130304e-05,6.339953422546387,6.833197593688965,0.4932441711425781,0.01692865788936615,0.06650544703006744,0.006650544237345457,0.02660217694938183,True
RN50__stem,100_200,0,24,0.0001,9.549150281252636e-06,6.334830284118652,6.8321380615234375,0.49730777740478516,0.017533253878355026,0.06711003929376602,0.006045949645340443,0.0259975828230381,True
RN50__stem,100_200,0,25,0.0001,6.698729810778068e-06,6.33077335357666,6.830534934997559,0.49976158142089844,0.018137848004698753,0.06711003929376602,0.006045949645340443,0.025392986834049225,True
RN50__stem,100_200,0,26,0.0001,4.322727117869953e-06,6.328371047973633,6.829981327056885,0.501610279083252,0.018137848004698753,0.06831923127174377,0.006045949645340443,0.025392986834049225,True
RN50__stem,100_200,0,27,0.0001,2.447174185242324e-06,6.326578140258789,6.8297576904296875,0.5031795501708984,0.018137848004698753,0.06650544703006744,0.006045949645340443,0.0259975828230381,True
RN50__stem,100_200,0,28,0.0001,1.092619963309716e-06,6.325584411621094,6.8293914794921875,0.5038070678710938,0.018137848004698753,0.0677146315574646,0.006045949645340443,0.0259975828230381,True
RN50__stem,100_200,0,29,0.0001,2.7390523158633003e-07,6.325130462646484,6.829246520996094,0.5041160583496094,0.018137848004698753,0.0677146315574646,0.006045949645340443,0.0259975828230381,True
RN50__stem,100_200,0,30,0.0001,0.0,6.325026035308838,6.829214096069336,0.504188060760498,0.018137848004698753,0.0677146315574646,0.006045949645340443,0.0259975828230381,True
RN50__stem,100_200,1,1,0.01,9.972609476841367e-05,7.433403968811035,7.46776008605957,0.034356117248535156,0.0,0.0018137848237529397,0.0018137848237529397,0.005441354587674141,True
RN50__stem,100_200,1,2,0.01,9.890738003669029e-05,7.205112457275391,7.2826361656188965,0.07752370834350586,0.0012091898825019598,0.005441354587674141,0.0030229748226702213,0.008464328944683075,True
RN50__stem,100_200,1,3,0.01,9.755282581475769e-05,7.088035583496094,7.200329303741455,0.11229372024536133,0.0012091898825019598,0.012091899290680885,0.0012091898825019598,0.012091899290680885,True
RN50__stem,100_200,1,4,0.01,9.567727288213003e-05,6.999855041503906,7.148487091064453,0.14863204956054688,0.0036275696475058794,0.016324063763022423,0.0024183797650039196,0.013301088474690914,True
RN50__stem,100_200,1,5,0.01,9.330127018922194e-05,6.927518844604492,7.110757827758789,0.18323898315429688,0.004836759530007839,0.019347038120031357,0.0036275696475058794,0.015719467774033546,True
RN50__stem,100_200,1,6,0.01,9.045084971874738e-05,6.861625671386719,7.083250999450684,0.22162532806396484,0.007255139295011759,0.021160822361707687,0.0042321644723415375,0.015719467774033546,True
RN50__stem,100_200,1,7,0.01,8.715724127386972e-05,6.8002519607543945,7.059482574462891,0.2592306137084961,0.007255139295011759,0.028415963053703308,0.0042321644723415375,0.01511487364768982,True
RN50__stem,100_200,1,8,0.01,8.345653031794292e-05,6.744290351867676,7.038180351257324,0.29388999938964844,0.011487304233014584,0.028415963053703308,0.004836759530007839,0.015719467774033546,True
RN50__stem,100_200,1,9,0.01,7.938926261462366e-05,6.692909240722656,7.020480155944824,0.32757091522216797,0.012091899290680885,0.03204353153705597,0.0030229748226702213,0.014510278590023518,True
RN50__stem,100_200,1,10,0.01,7.500000000000001e-05,6.6424174308776855,7.005827903747559,0.36341047286987305,0.013905683532357216,0.03506650775671005,0.0036275696475058794,0.01511487364768982,True
RN50__stem,100_200,1,11,0.01,7.033683215379003e-05,6.597153663635254,6.991430282592773,0.39427661895751953,0.014510278590023518,0.03688029199838638,0.0042321644723415375,0.01692865788936615,True
RN50__stem,100_200,1,12,0.01,6.545084971874738e-05,6.555511474609375,6.980568885803223,0.42505741119384766,0.01511487364768982,0.042321644723415375,0.0042321644723415375,0.016324063763022423,True
RN50__stem,100_200,1,13,0.01,6.039558454088797e-05,6.517481327056885,6.967161178588867,0.4496798515319824,0.015719467774033546,0.04353083670139313,0.0042321644723415375,0.01874244399368763,True
RN50__stem,100_200,1,14,0.01,5.522642316338269e-05,6.484738826751709,6.95768928527832,0.47295045852661133,0.01692865788936615,0.045949216932058334,0.0030229748226702213,0.02055622823536396,True
RN50__stem,100_200,1,15,0.01,5.000000000000002e-05,6.456092834472656,6.950777053833008,0.49468421936035156,0.01692865788936615,0.05259976163506508,0.0030229748226702213,0.019347038120031357,True
RN50__stem,100_200,1,16,0.01,4.4773576836617344e-05,6.429743766784668,6.946176528930664,0.5164327621459961,0.017533253878355026,0.05320435389876366,0.0036275696475058794,0.019347038120031357,True
RN50__stem,100_200,1,17,0.01,3.9604415459112035e-05,6.4067230224609375,6.941227436065674,0.5345044136047363,0.018137848004698753,0.05804111436009407,0.0036275696475058794,0.021765418350696564,True
RN50__stem,100_200,1,18,0.01,3.4549150281252636e-05,6.386907577514648,6.934948921203613,0.5480413436889648,0.01874244399368763,0.05804111436009407,0.0036275696475058794,0.02055622823536396,True
RN50__stem,100_200,1,19,0.01,2.966316784621e-05,6.3711628913879395,6.9319000244140625,0.560737133026123,0.019347038120031357,0.059250302612781525,0.0036275696475058794,0.019951632246375084,True
RN50__stem,100_200,1,20,0.01,2.5000000000000015e-05,6.355069160461426,6.928963661193848,0.5738945007324219,0.02055622823536396,0.059250302612781525,0.0036275696475058794,0.02055622823536396,True
RN50__stem,100_200,1,21,0.01,2.0610737385376352e-05,6.345205307006836,6.925696849822998,0.5804915428161621,0.021160822361707687,0.05864571034908295,0.0042321644723415375,0.019347038120031357,True
RN50__stem,100_200,1,22,0.01,1.654346968205711e-05,6.336101531982422,6.923979759216309,0.5878782272338867,0.02055622823536396,0.05864571034908295,0.0042321644723415375,0.018137848004698753,True
RN50__stem,100_200,1,23,0.01,1.2842758726130304e-05,6.328515529632568,6.923724174499512,0.5952086448669434,0.02055622823536396,0.06045949459075928,0.0042321644723415375,0.01874244399368763,True
RN50__stem,100_200,1,24,0.01,9.549150281252636e-06,6.322178840637207,6.922358989715576,0.6001801490783691,0.019951632246375084,0.06227327883243561,0.0036275696475058794,0.018137848004698753,True
RN50__stem,100_200,1,25,0.01,6.698729810778068e-06,6.317812919616699,6.921910762786865,0.604097843170166,0.019951632246375084,0.06166868284344673,0.0036275696475058794,0.01874244399368763,True
RN50__stem,100_200,1,26,0.01,4.322727117869953e-06,6.31498908996582,6.921220779418945,0.606231689453125,0.019951632246375084,0.06469165533781052,0.0036275696475058794,0.01874244399368763,True
RN50__stem,100_200,1,27,0.01,2.447174185242324e-06,6.313017845153809,6.920692443847656,0.6076745986938477,0.019951632246375084,0.06590084731578827,0.0036275696475058794,0.01874244399368763,True
RN50__stem,100_200,1,28,0.01,1.092619963309716e-06,6.312087535858154,6.920444011688232,0.6083564758300781,0.019951632246375084,0.06590084731578827,0.0036275696475058794,0.01874244399368763,True
RN50__stem,100_200,1,29,0.01,2.7390523158633003e-07,6.311566352844238,6.920363426208496,0.6087970733642578,0.019951632246375084,0.06650544703006744,0.0036275696475058794,0.01874244399368763,True
RN50__stem,100_200,1,30,0.01,0.0,6.311460018157959,6.920346260070801,0.6088862419128418,0.02055622823536396,0.06650544703006744,0.0036275696475058794,0.01874244399368763,True
RN50__stem,100_200,1,1,0.0001,9.972609476841367e-05,7.433416366577148,7.46776819229126,0.03435182571411133,0.0,0.0018137848237529397,0.0018137848237529397,0.005441354587674141,True
RN50__stem,100_200,1,2,0.0001,9.890738003669029e-05,7.205128192901611,7.282646656036377,0.07751846313476562,0.0012091898825019598,0.005441354587674141,0.0030229748226702213,0.008464328944683075,True
RN50__stem,100_200,1,3,0.0001,9.755282581475769e-05,7.0880632400512695,7.200343608856201,0.11228036880493164,0.0012091898825019598,0.012091899290680885,0.0012091898825019598,0.012091899290680885,True
RN50__stem,100_200,1,4,0.0001,9.567727288213003e-05,6.9998955726623535,7.148506164550781,0.14861059188842773,0.0036275696475058794,0.016324063763022423,0.0024183797650039196,0.013301088474690914,True
RN50__stem,100_200,1,5,0.0001,9.330127018922194e-05,6.927577018737793,7.110783576965332,0.18320655822753906,0.004836759530007839,0.019347038120031357,0.0036275696475058794,0.015719467774033546,True
RN50__stem,100_200,1,6,0.0001,9.045084971874738e-05,6.861701965332031,7.083278656005859,0.22157669067382812,0.007255139295011759,0.021160822361707687,0.0042321644723415375,0.015719467774033546,True
RN50__stem,100_200,1,7,0.0001,8.715724127386972e-05,6.800351142883301,7.059514999389648,0.25916385650634766,0.007255139295011759,0.028415963053703308,0.0042321644723415375,0.01511487364768982,True
RN50__stem,100_200,1,8,0.0001,8.345653031794292e-05,6.744412422180176,7.03822135925293,0.2938089370727539,0.011487304233014584,0.028415963053703308,0.004836759530007839,0.015719467774033546,True
RN50__stem,100_200,1,9,0.0001,7.938926261462366e-05,6.693054676055908,7.020528793334961,0.32747411727905273,0.012091899290680885,0.03204353153705597,0.0030229748226702213,0.014510278590023518,True
RN50__stem,100_200,1,10,0.0001,7.500000000000001e-05,6.6425886154174805,7.005880832672119,0.36329221725463867,0.013905683532357216,0.034461911767721176,0.0036275696475058794,0.01511487364768982,True
RN50__stem,100_200,1,11,0.0001,7.033683215379003e-05,6.597345352172852,6.991490364074707,0.39414501190185547,0.014510278590023518,0.03688029199838638,0.0042321644723415375,0.01692865788936615,True
RN50__stem,100_200,1,12,0.0001,6.545084971874738e-05,6.55572509765625,6.980635643005371,0.4249105453491211,0.01511487364768982,0.042321644723415375,0.0042321644723415375,0.016324063763022423,True
RN50__stem,100_200,1,13,0.0001,6.039558454088797e-05,6.517714500427246,6.967233657836914,0.44951915740966797,0.015719467774033546,0.04353083670139313,0.0042321644723415375,0.01874244399368763,True
RN50__stem,100_200,1,14,0.0001,5.522642316338269e-05,6.484986305236816,6.957769870758057,0.47278356552124023,0.01692865788936615,0.045949216932058334,0.0030229748226702213,0.02055622823536396,True
RN50__stem,100_200,1,15,0.0001,5.000000000000002e-05,6.456351280212402,6.9508562088012695,0.4945049285888672,0.01692865788936615,0.05259976163506508,0.0030229748226702213,0.019347038120031357,True
RN50__stem,100_200,1,16,0.0001,4.4773576836617344e-05,6.4300150871276855,6.946258544921875,0.5162434577941895,0.017533253878355026,0.05320435389876366,0.0036275696475058794,0.019347038120031357,True
RN50__stem,100_200,1,17,0.0001,3.9604415459112035e-05,6.407004356384277,6.941310405731201,0.5343060493469238,0.018137848004698753,0.05804111436009407,0.0036275696475058794,0.021765418350696564,True
RN50__stem,100_200,1,18,0.0001,3.4549150281252636e-05,6.387199401855469,6.935033798217773,0.5478343963623047,0.01874244399368763,0.05804111436009407,0.0036275696475058794,0.02055622823536396,True
RN50__stem,100_200,1,19,0.0001,2.966316784621e-05,6.371459007263184,6.931984901428223,0.5605258941650391,0.019347038120031357,0.059250302612781525,0.0036275696475058794,0.02055622823536396,True
RN50__stem,100_200,1,20,0.0001,2.5000000000000015e-05,6.355373382568359,6.929048538208008,0.5736751556396484,0.02055622823536396,0.059250302612781525,0.0036275696475058794,0.02055622823536396,True
RN50__stem,100_200,1,21,0.0001,2.0610737385376352e-05,6.345512390136719,6.925782203674316,0.5802698135375977,0.021160822361707687,0.05864571034908295,0.0042321644723415375,0.019347038120031357,True
RN50__stem,100_200,1,22,0.0001,1.654346968205711e-05,6.33641242980957,6.924064636230469,0.5876522064208984,0.02055622823536396,0.05864571034908295,0.0042321644723415375,0.018137848004698753,True
RN50__stem,100_200,1,23,0.0001,1.2842758726130304e-05,6.328828811645508,6.9238080978393555,0.5949792861938477,0.02055622823536396,0.06045949459075928,0.0042321644723415375,0.01874244399368763,True
RN50__stem,100_200,1,24,0.0001,9.549150281252636e-06,6.322495460510254,6.9224443435668945,0.5999488830566406,0.019951632246375084,0.06227327883243561,0.0036275696475058794,0.018137848004698753,True
RN50__stem,100_200,1,25,0.0001,6.698729810778068e-06,6.3181304931640625,6.921994209289551,0.6038637161254883,0.019951632246375084,0.061064090579748154,0.0036275696475058794,0.01874244399368763,True
RN50__stem,100_200,1,26,0.0001,4.322727117869953e-06,6.315308570861816,6.921303749084473,0.6059951782226562,0.019951632246375084,0.06469165533781052,0.0036275696475058794,0.01874244399368763,True
RN50__stem,100_200,1,27,0.0001,2.447174185242324e-06,6.3133368492126465,6.9207763671875,0.6074395179748535,0.019951632246375084,0.06590084731578827,0.0036275696475058794,0.01874244399368763,True
RN50__stem,100_200,1,28,0.0001,1.092619963309716e-06,6.312407493591309,6.920528411865234,0.6081209182739258,0.019951632246375084,0.06590084731578827,0.0036275696475058794,0.01874244399368763,True
RN50__stem,100_200,1,29,0.0001,2.7390523158633003e-07,6.311885356903076,6.920446395874023,0.6085610389709473,0.019951632246375084,0.06590084731578827,0.0036275696475058794,0.01874244399368763,True
RN50__stem,100_200,1,30,0.0001,0.0,6.311779499053955,6.9204301834106445,0.6086506843566895,0.019951632246375084,0.06590084731578827,0.0036275696475058794,0.01874244399368763,True
RN50__stem,300_400,0,1,0.01,9.972609476841367e-05,7.538869857788086,7.568686485290527,0.029816627502441406,0.0006045949412509799,0.0042321644723415375,0.0006045949412509799,0.0030229748226702213,True
RN50__stem,300_400,0,2,0.01,9.890738003669029e-05,7.378971099853516,7.4451398849487305,0.06616878509521484,0.0006045949412509799,0.0042321644723415375,0.0,0.0030229748226702213,True
RN50__stem,300_400,0,3,0.01,9.755282581475769e-05,7.298398971557617,7.390542984008789,0.09214401245117188,0.0006045949412509799,0.005441354587674141,0.0,0.0030229748226702213,True
RN50__stem,300_400,0,4,0.01,9.567727288213003e-05,7.2484211921691895,7.360657215118408,0.11223602294921875,0.0006045949412509799,0.008464328944683075,0.0,0.0024183797650039196,True
RN50__stem,300_400,0,5,0.01,9.330127018922194e-05,7.210240840911865,7.340808868408203,0.1305680274963379,0.0012091898825019598,0.007859733887016773,0.0,0.0024183797650039196,True
RN50__stem,300_400,0,6,0.01,9.045084971874738e-05,7.174530982971191,7.329859733581543,0.15532875061035156,0.0018137848237529397,0.011487304233014584,0.0,0.0024183797650039196,True
RN50__stem,300_400,0,7,0.01,8.715724127386972e-05,7.14522123336792,7.319770812988281,0.17454957962036133,0.0036275696475058794,0.011487304233014584,0.0,0.0018137848237529397,True
RN50__stem,300_400,0,8,0.01,8.345653031794292e-05,7.116828918457031,7.31321382522583,0.19638490676879883,0.004836759530007839,0.015719467774033546,0.0,0.0024183797650039196,True
RN50__stem,300_400,0,9,0.01,7.938926261462366e-05,7.092282295227051,7.308742523193359,0.2164602279663086,0.0042321644723415375,0.01874244399368763,0.0,0.0024183797650039196,True
RN50__stem,300_400,0,10,0.01,7.500000000000001e-05,7.0663743019104,7.304311752319336,0.23793745040893555,0.005441354587674141,0.02055622823536396,0.0,0.0036275696475058794,True
RN50__stem,300_400,0,11,0.01,7.033683215379003e-05,7.045306205749512,7.307188034057617,0.26188182830810547,0.004836759530007839,0.023579202592372894,0.0,0.0036275696475058794,False
RN50__stem,300_400,0,12,0.01,6.545084971874738e-05,7.025090217590332,7.3075337409973145,0.2824435234069824,0.004836759530007839,0.02237001247704029,0.0,0.0042321644723415375,False
RN50__stem,300_400,0,13,0.01,6.039558454088797e-05,7.002748966217041,7.307850360870361,0.3051013946533203,0.005441354587674141,0.024788392707705498,0.0,0.004836759530007839,False
RN50__stem,300_400,0,14,0.01,5.522642316338269e-05,6.9853739738464355,7.3096699714660645,0.3242959976196289,0.005441354587674141,0.025392986834049225,0.0,0.0036275696475058794,False
RN50__stem,300_400,0,15,0.01,5.000000000000002e-05,6.970664024353027,7.310949802398682,0.3402857780456543,0.008464328944683075,0.02418379858136177,0.0,0.0042321644723415375,False
RN50__stem,300_400,0,16,0.01,4.4773576836617344e-05,6.953507423400879,7.314703941345215,0.36119651794433594,0.007859733887016773,0.02660217694938183,0.0,0.0042321644723415375,False
RN50__stem,300_400,0,17,0.01,3.9604415459112035e-05,6.942395210266113,7.316732406616211,0.37433719635009766,0.007859733887016773,0.027206772938370705,0.0,0.0036275696475058794,False
RN50__stem,300_400,0,18,0.01,3.4549150281252636e-05,6.928892135620117,7.316832065582275,0.3879399299621582,0.007859733887016773,0.029625151306390762,0.0,0.0036275696475058794,False
RN50__stem,300_400,0,1,0.0001,9.972609476841367e-05,7.538877964019775,7.568692684173584,0.029814720153808594,0.0006045949412509799,0.0042321644723415375,0.0006045949412509799,0.0030229748226702213,True
RN50__stem,300_400,0,2,0.0001,9.890738003669029e-05,7.3789825439453125,7.445148944854736,0.06616640090942383,0.0006045949412509799,0.0042321644723415375,0.0,0.0030229748226702213,True
RN50__stem,300_400,0,3,0.0001,9.755282581475769e-05,7.29841423034668,7.3905534744262695,0.09213924407958984,0.0006045949412509799,0.005441354587674141,0.0,0.0030229748226702213,True
RN50__stem,300_400,0,4,0.0001,9.567727288213003e-05,7.248440265655518,7.360671043395996,0.11223077774047852,0.0006045949412509799,0.008464328944683075,0.0,0.0024183797650039196,True
RN50__stem,300_400,0,5,0.0001,9.330127018922194e-05,7.21026611328125,7.340823650360107,0.13055753707885742,0.0012091898825019598,0.007859733887016773,0.0,0.0024183797650039196,True
RN50__stem,300_400,0,6,0.0001,9.045084971874738e-05,7.174563407897949,7.3298749923706055,0.15531158447265625,0.0018137848237529397,0.011487304233014584,0.0,0.0024183797650039196,True
RN50__stem,300_400,0,7,0.0001,8.715724127386972e-05,7.145262718200684,7.319785118103027,0.17452239990234375,0.0036275696475058794,0.011487304233014584,0.0,0.0018137848237529397,True
RN50__stem,300_400,0,8,0.0001,8.345653031794292e-05,7.116881370544434,7.313225746154785,0.19634437561035156,0.004836759530007839,0.015719467774033546,0.0,0.0024183797650039196,True
RN50__stem,300_400,0,9,0.0001,7.938926261462366e-05,7.092344284057617,7.308753967285156,0.21640968322753906,0.0042321644723415375,0.01874244399368763,0.0,0.0024183797650039196,True
