target,window,test_loss,test_loss_std,top1,top5,n_seeds
RN50__layer3,100_200,2.9549,0.0384,0.311,0.603,5
RN50__layer3,200_300,3.1745,0.029,0.236,0.56,5
RN50__layer3,300_400,4.1072,0.0469,0.114,0.308,5
RN50__layer3,400_500,5.1283,0.0589,0.012,0.066,5
RN50__layer3,500_600,5.2614,0.0119,0.006,0.029,5
RN50__layer3,600_700,5.3018,0.0118,0.005,0.029,5
RN50__layer3,700_800,5.3319,0.0147,0.003,0.027,5
RN50__layer3,800_900,5.3282,0.0045,0.003,0.025,5
RN50__layer3,900_1000,5.3331,0.0109,0.004,0.03,5
RN50__layer3__fov,0_100,4.334,0.0145,0.05,0.216,5
RN50__layer3__fov,100_200,2.9212,0.048,0.317,0.618,5
RN50__layer3__fov,200_300,3.1439,0.0295,0.241,0.57,5
RN50__layer3__fov,300_400,4.1077,0.0507,0.115,0.299,5
RN50__layer3__fov,400_500,5.1371,0.0373,0.016,0.061,5
RN50__layer3__fov,500_600,5.2647,0.0224,0.009,0.042,5
RN50__layer3__fov,600_700,5.3005,0.0134,0.006,0.033,5
RN50__layer3__fov,700_800,5.3303,0.0116,0.004,0.031,5
RN50__layer3__fov,800_900,5.3235,0.0093,0.009,0.026,5
RN50__layer3__fov,900_1000,5.3355,0.0082,0.008,0.026,5
RN50__layer4,0_100,4.6928,0.0126,0.034,0.142,5
RN50__layer4,100_200,3.5046,0.0303,0.201,0.482,5
RN50__layer4,200_300,3.5094,0.017,0.184,0.454,5
RN50__layer4,300_400,4.1686,0.0415,0.094,0.301,5
RN50__layer4,400_500,5.0683,0.0293,0.022,0.088,5
RN50__layer4,500_600,5.2554,0.0161,0.011,0.041,5
RN50__layer4,600_700,5.3038,0.0106,0.007,0.031,5
RN50__layer4,700_800,5.3292,0.0123,0.009,0.029,5
RN50__layer4,800_900,5.338,0.0118,0.008,0.027,5
RN50__layer4,900_1000,5.3524,0.0123,0.01,0.028,5
RN50__layer4__fov,0_100,4.6855,0.0148,0.037,0.133,5
RN50__layer4__fov,100_200,3.4621,0.0277,0.211,0.504,5
RN50__layer4__fov,200_300,3.4739,0.0143,0.164,0.46,5
RN50__layer4__fov,300_400,4.1532,0.0146,0.092,0.266,5
RN50__layer4__fov,400_500,5.1106,0.0201,0.013,0.074,5
RN50__layer4__fov,500_600,5.2623,0.0113,0.014,0.046,5
RN50__layer4__fov,600_700,5.3156,0.0169,0.003,0.033,5
RN50__layer4__fov,700_800,5.3322,0.0136,0.004,0.022,5
RN50__layer4__fov,800_900,5.3369,0.0177,0.004,0.028,5
RN50__layer4__fov,900_1000,5.358,0.0116,0.002,0.019,5
RN50__stem,0_100,4.7968,0.0447,0.022,0.106,5
RN50__stem,100_200,3.8957,0.0241,0.102,0.329,5
RN50__stem,200_300,4.2314,0.0207,0.049,0.234,5
RN50__stem,300_400,5.0976,0.0175,0.015,0.078,5
RN50__stem,400_500,5.267,0.0063,0.008,0.041,5
RN50__stem,500_600,5.281,0.0091,0.008,0.03,5
RN50__stem,600_700,5.3,0.0075,0.007,0.024,5
RN50__stem,700_800,5.3134,0.0016,0.007,0.028,5
RN50__stem,800_900,5.3146,0.0071,0.004,0.023,5
RN50__stem,900_1000,5.315,0.0084,0.005,0.026,5
RN50__stem__fov,0_100,4.721,0.0545,0.021,0.117,5
RN50__stem__fov,100_200,3.8058,0.0182,0.101,0.376,5
RN50__stem__fov,200_300,4.1611,0.0432,0.057,0.265,5
RN50__stem__fov,300_400,5.0846,0.019,0.014,0.081,5
RN50__stem__fov,400_500,5.2667,0.0059,0.005,0.027,5
RN50__stem__fov,500_600,5.2792,0.0066,0.007,0.026,5
RN50__stem__fov,600_700,5.297,0.004,0.006,0.027,5
RN50__stem__fov,700_800,5.3103,0.0037,0.005,0.022,5
RN50__stem__fov,800_900,5.3128,0.0037,0.005,0.025,5
RN50__stem__fov,900_1000,5.314,0.0082,0.005,0.019,5
ViT-B-16__block10,0_100,4.7499,0.0243,0.021,0.131,5
ViT-B-16__block10,100_200,3.6854,0.0275,0.127,0.394,5
ViT-B-16__block10,200_300,3.7456,0.0284,0.172,0.38,5
ViT-B-16__block10,300_400,4.2729,0.0252,0.057,0.219,5
ViT-B-16__block10,400_500,5.1957,0.0283,0.016,0.044,5
ViT-B-16__block10,500_600,5.2886,0.0097,0.012,0.036,5
ViT-B-16__block10,600_700,5.3121,0.0147,0.006,0.024,5
ViT-B-16__block10,700_800,5.337,0.0149,0.006,0.031,5
ViT-B-16__block10,800_900,5.3401,0.008,0.006,0.025,5
ViT-B-16__block10,900_1000,5.3462,0.0089,0.004,0.03,5
ViT-B-16__block10__fov,0_100,4.6823,0.0375,0.039,0.128,5
ViT-B-16__block10__fov,100_200,3.5754,0.0261,0.162,0.43,5
ViT-B-16__block10__fov,200_300,3.6574,0.0276,0.144,0.404,5
ViT-B-16__block10__fov,300_400,4.2917,0.0326,0.055,0.226,5
ViT-B-16__block10__fov,400_500,5.1609,0.0288,0.018,0.063,5
ViT-B-16__block10__fov,500_600,5.2864,0.0086,0.011,0.035,5
ViT-B-16__block10__fov,600_700,5.3008,0.0059,0.006,0.033,5
ViT-B-16__block10__fov,700_800,5.3287,0.0064,0.003,0.024,5
ViT-B-16__block10__fov,800_900,5.3252,0.0087,0.006,0.032,5
ViT-B-16__block10__fov,900_1000,5.3258,0.0126,0.006,0.022,5
ViT-B-16__block12,0_100,4.9678,0.0294,0.022,0.092,5
ViT-B-16__block12,100_200,4.0555,0.0255,0.116,0.345,5
ViT-B-16__block12,200_300,4.0413,0.0088,0.113,0.316,5
ViT-B-16__block12,300_400,4.4503,0.0262,0.073,0.232,5
ViT-B-16__block12,400_500,5.2813,0.0095,0.006,0.035,5
ViT-B-16__block12,500_600,5.3206,0.0166,0.002,0.029,5
ViT-B-16__block12,600_700,5.3284,0.0084,0.007,0.027,5
ViT-B-16__block12,700_800,5.3549,0.0069,0.008,0.027,5
ViT-B-16__block12,800_900,5.3517,0.0139,0.005,0.026,5
ViT-B-16__block12,900_1000,5.3619,0.0159,0.003,0.026,5
ViT-B-16__block12__fov,0_100,4.9716,0.0286,0.018,0.094,5
ViT-B-16__block12__fov,100_200,4.0448,0.0235,0.127,0.357,5
ViT-B-16__block12__fov,200_300,4.0172,0.0084,0.119,0.337,5
ViT-B-16__block12__fov,300_400,4.4587,0.051,0.073,0.208,5
ViT-B-16__block12__fov,400_500,5.2769,0.0102,0.014,0.041,5
ViT-B-16__block12__fov,500_600,5.2987,0.0071,0.007,0.035,5
ViT-B-16__block12__fov,600_700,5.3344,0.0087,0.008,0.031,5
ViT-B-16__block12__fov,700_800,5.3436,0.0149,0.004,0.026,5
ViT-B-16__block12__fov,800_900,5.3389,0.0183,0.005,0.027,5
ViT-B-16__block12__fov,900_1000,5.3495,0.0108,0.003,0.024,5
ViT-B-16__block2,0_100,4.0699,0.0371,0.092,0.273,5
ViT-B-16__block2,100_200,3.0935,0.0358,0.248,0.543,5
ViT-B-16__block2,200_300,3.6123,0.0386,0.15,0.418,5
ViT-B-16__block2,300_400,4.7431,0.0504,0.026,0.133,5
ViT-B-16__block2,400_500,5.2361,0.0049,0.006,0.046,5
ViT-B-16__block2,500_600,5.2684,0.012,0.008,0.037,5
ViT-B-16__block2,600_700,5.2826,0.0124,0.007,0.032,5
ViT-B-16__block2,700_800,5.2949,0.0083,0.011,0.038,5
ViT-B-16__block2,800_900,5.3012,0.0069,0.005,0.025,5
ViT-B-16__block2,900_1000,5.3013,0.0067,0.008,0.028,5
ViT-B-16__block2__fov,0_100,4.0104,0.0293,0.106,0.27,5
ViT-B-16__block2__fov,100_200,3.0103,0.0318,0.254,0.572,5
ViT-B-16__block2__fov,200_300,3.5479,0.0194,0.168,0.442,5
ViT-B-16__block2__fov,300_400,4.731,0.0452,0.028,0.143,5
ViT-B-16__block2__fov,400_500,5.2342,0.0079,0.009,0.048,5
ViT-B-16__block2__fov,500_600,5.2725,0.0117,0.005,0.032,5
ViT-B-16__block2__fov,600_700,5.2866,0.0075,0.007,0.032,5
ViT-B-16__block2__fov,700_800,5.298,0.0108,0.002,0.028,5
ViT-B-16__block2__fov,800_900,5.302,0.0063,0.003,0.029,5
ViT-B-16__block2__fov,900_1000,5.303,0.0083,0.002,0.019,5
ViT-B-16__block4,0_100,4.0818,0.0529,0.078,0.284,5
ViT-B-16__block4,100_200,2.8237,0.0304,0.282,0.636,5
ViT-B-16__block4,200_300,3.3127,0.0171,0.16,0.478,5
ViT-B-16__block4,300_400,4.4589,0.0361,0.078,0.204,5
ViT-B-16__block4,400_500,5.2152,0.0044,0.019,0.067,5
ViT-B-16__block4,500_600,5.2557,0.0082,0.01,0.057,5
ViT-B-16__block4,600_700,5.2868,0.0092,0.007,0.042,5
ViT-B-16__block4,700_800,5.2994,0.0146,0.005,0.028,5
ViT-B-16__block4,800_900,5.3018,0.0093,0.006,0.035,5
ViT-B-16__block4,900_1000,5.3046,0.01,0.008,0.03,5
ViT-B-16__block4__fov,0_100,3.971,0.015,0.081,0.305,5
ViT-B-16__block4__fov,100_200,2.7308,0.0422,0.305,0.655,5
ViT-B-16__block4__fov,200_300,3.2222,0.0164,0.186,0.517,5
ViT-B-16__block4__fov,300_400,4.4225,0.0577,0.066,0.213,5
ViT-B-16__block4__fov,400_500,5.2089,0.0076,0.015,0.059,5
ViT-B-16__block4__fov,500_600,5.2618,0.0171,0.01,0.038,5
ViT-B-16__block4__fov,600_700,5.2889,0.0082,0.006,0.038,5
ViT-B-16__block4__fov,700_800,5.2966,0.0196,0.004,0.024,5
ViT-B-16__block4__fov,800_900,5.3034,0.0139,0.009,0.022,5
ViT-B-16__block4__fov,900_1000,5.3008,0.0118,0.006,0.026,5
ViT-B-16__block6,0_100,4.3112,0.031,0.052,0.205,5
ViT-B-16__block6,100_200,3.0601,0.0218,0.239,0.577,5
ViT-B-16__block6,200_300,3.4271,0.0203,0.165,0.475,5
ViT-B-16__block6,300_400,4.4047,0.0378,0.067,0.22,5
ViT-B-16__block6,400_500,5.2359,0.016,0.009,0.037,5
ViT-B-16__block6,500_600,5.2693,0.0222,0.011,0.039,5
ViT-B-16__block6,600_700,5.295,0.0158,0.007,0.035,5
ViT-B-16__block6,700_800,5.3135,0.014,0.009,0.033,5
ViT-B-16__block6,800_900,5.3194,0.0108,0.006,0.023,5
ViT-B-16__block6,900_1000,5.3242,0.0109,0.004,0.024,5
ViT-B-16__block6__fov,0_100,4.2393,0.0437,0.07,0.213,5
ViT-B-16__block6__fov,100_200,2.9689,0.0168,0.254,0.616,5
ViT-B-16__block6__fov,200_300,3.3677,0.0262,0.174,0.482,5
ViT-B-16__block6__fov,300_400,4.3982,0.039,0.071,0.226,5
ViT-B-16__block6__fov,400_500,5.2361,0.0127,0.011,0.058,5
ViT-B-16__block6__fov,500_600,5.2763,0.0079,0.009,0.043,5
ViT-B-16__block6__fov,600_700,5.2923,0.0096,0.011,0.041,5
ViT-B-16__block6__fov,700_800,5.3112,0.0058,0.01,0.033,5
ViT-B-16__block6__fov,800_900,5.3216,0.0072,0.008,0.032,5
ViT-B-16__block6__fov,900_1000,5.3262,0.0102,0.007,0.035,5
ViT-B-16__block8,0_100,4.5724,0.0343,0.044,0.153,5
ViT-B-16__block8,100_200,3.4852,0.0343,0.183,0.469,5
ViT-B-16__block8,200_300,3.7306,0.0275,0.157,0.37,5
ViT-B-16__block8,300_400,4.4635,0.0586,0.071,0.209,5
ViT-B-16__block8,400_500,5.2485,0.0152,0.008,0.047,5
ViT-B-16__block8,500_600,5.2771,0.0133,0.011,0.041,5
ViT-B-16__block8,600_700,5.3045,0.0151,0.009,0.038,5
ViT-B-16__block8,700_800,5.317,0.0119,0.006,0.035,5
ViT-B-16__block8,800_900,5.3293,0.0103,0.006,0.03,5
ViT-B-16__block8,900_1000,5.3343,0.0177,0.005,0.031,5
ViT-B-16__block8__fov,0_100,4.5067,0.0275,0.044,0.162,5
ViT-B-16__block8__fov,100_200,3.3402,0.0141,0.173,0.483,5
ViT-B-16__block8__fov,200_300,3.6345,0.0224,0.132,0.411,5
ViT-B-16__block8__fov,300_400,4.4243,0.0426,0.067,0.214,5
ViT-B-16__block8__fov,400_500,5.2227,0.0184,0.008,0.046,5
ViT-B-16__block8__fov,500_600,5.2639,0.0256,0.006,0.046,5
ViT-B-16__block8__fov,600_700,5.2971,0.0164,0.006,0.031,5
ViT-B-16__block8__fov,700_800,5.3103,0.0198,0.011,0.034,5
ViT-B-16__block8__fov,800_900,5.3191,0.0125,0.004,0.029,5
ViT-B-16__block8__fov,900_1000,5.3268,0.0103,0.004,0.015,5
ViT-L-14__block12,0_100,4.4649,0.0509,0.053,0.202,5
ViT-L-14__block12,100_200,3.4743,0.0167,0.194,0.468,5
ViT-L-14__block12,200_300,3.7878,0.0361,0.112,0.368,5
ViT-L-14__block12,300_400,4.5878,0.0566,0.058,0.194,5
ViT-L-14__block12,400_500,5.2584,0.0282,0.011,0.038,5
ViT-L-14__block12,500_600,5.3018,0.013,0.007,0.029,5
ViT-L-14__block12,600_700,5.311,0.0027,0.003,0.028,5
ViT-L-14__block12,700_800,5.3214,0.0136,0.005,0.03,5
ViT-L-14__block12,800_900,5.3412,0.013,0.004,0.026,5
ViT-L-14__block12,900_1000,5.3395,0.0165,0.003,0.02,5
ViT-L-14__block12__fov,0_100,4.3887,0.0137,0.061,0.214,5
ViT-L-14__block12__fov,100_200,3.3514,0.0101,0.232,0.476,5
ViT-L-14__block12__fov,200_300,3.6632,0.0222,0.134,0.41,5
ViT-L-14__block12__fov,300_400,4.5154,0.034,0.065,0.203,5
ViT-L-14__block12__fov,400_500,5.2399,0.0117,0.015,0.046,5
ViT-L-14__block12__fov,500_600,5.2817,0.0094,0.009,0.031,5
ViT-L-14__block12__fov,600_700,5.3012,0.0089,0.005,0.036,5
ViT-L-14__block12__fov,700_800,5.309,0.0146,0.009,0.039,5
ViT-L-14__block12__fov,800_900,5.3276,0.0072,0.008,0.031,5
ViT-L-14__block12__fov,900_1000,5.328,0.0104,0.005,0.024,5
ViT-L-14__block16,0_100,4.6483,0.0196,0.033,0.162,5
ViT-L-14__block16,100_200,3.5828,0.0258,0.166,0.414,5
ViT-L-14__block16,200_300,3.7714,0.0273,0.134,0.376,5
ViT-L-14__block16,300_400,4.4534,0.0221,0.064,0.205,5
ViT-L-14__block16,400_500,5.2365,0.0104,0.005,0.048,5
ViT-L-14__block16,500_600,5.2799,0.0168,0.006,0.036,5
ViT-L-14__block16,600_700,5.3121,0.0138,0.008,0.031,5
ViT-L-14__block16,700_800,5.3205,0.0061,0.003,0.028,5
ViT-L-14__block16,800_900,5.336,0.004,0.007,0.022,5
ViT-L-14__block16,900_1000,5.3397,0.0164,0.006,0.023,5
ViT-L-14__block16__fov,0_100,4.6183,0.0275,0.034,0.151,5
ViT-L-14__block16__fov,100_200,3.4989,0.0132,0.164,0.445,5
ViT-L-14__block16__fov,200_300,3.734,0.0365,0.134,0.391,5
ViT-L-14__block16__fov,300_400,4.4307,0.0292,0.075,0.223,5
ViT-L-14__block16__fov,400_500,5.2353,0.0188,0.005,0.046,5
ViT-L-14__block16__fov,500_600,5.2986,0.0209,0.008,0.035,5
ViT-L-14__block16__fov,600_700,5.3173,0.0148,0.01,0.033,5
ViT-L-14__block16__fov,700_800,5.334,0.0164,0.006,0.025,5
ViT-L-14__block16__fov,800_900,5.348,0.0149,0.005,0.018,5
ViT-L-14__block16__fov,900_1000,5.3437,0.0118,0.005,0.024,5
ViT-L-14__block20,0_100,4.8325,0.0178,0.036,0.115,5
ViT-L-14__block20,100_200,3.8741,0.0334,0.115,0.361,5
ViT-L-14__block20,200_300,3.9215,0.013,0.129,0.329,5
ViT-L-14__block20,300_400,4.3968,0.0489,0.06,0.222,5
ViT-L-14__block20,400_500,5.1835,0.0381,0.013,0.056,5
ViT-L-14__block20,500_600,5.2784,0.0159,0.012,0.045,5
ViT-L-14__block20,600_700,5.3261,0.0189,0.008,0.027,5
ViT-L-14__block20,700_800,5.3398,0.0188,0.007,0.032,5
ViT-L-14__block20,800_900,5.3449,0.0145,0.004,0.031,5
ViT-L-14__block20,900_1000,5.3564,0.0089,0.004,0.03,5
ViT-L-14__block20__fov,0_100,4.823,0.0143,0.033,0.112,5
ViT-L-14__block20__fov,100_200,3.8326,0.0345,0.127,0.395,5
ViT-L-14__block20__fov,200_300,3.8626,0.0095,0.111,0.352,5
ViT-L-14__block20__fov,300_400,4.3744,0.0272,0.059,0.215,5
ViT-L-14__block20__fov,400_500,5.191,0.067,0.014,0.06,5
ViT-L-14__block20__fov,500_600,5.2884,0.0128,0.004,0.039,5
ViT-L-14__block20__fov,600_700,5.3229,0.0141,0.006,0.033,5
ViT-L-14__block20__fov,700_800,5.3289,0.0139,0.004,0.027,5
ViT-L-14__block20__fov,800_900,5.348,0.0116,0.004,0.03,5
ViT-L-14__block20__fov,900_1000,5.3582,0.0133,0.004,0.029,5
ViT-L-14__block24,0_100,5.0414,0.0126,0.02,0.073,5
ViT-L-14__block24,100_200,4.2419,0.0133,0.111,0.299,5
ViT-L-14__block24,200_300,4.2363,0.0146,0.075,0.258,5
ViT-L-14__block24,300_400,4.5122,0.0322,0.071,0.196,5
ViT-L-14__block24,400_500,5.2589,0.0205,0.011,0.041,5
ViT-L-14__block24,500_600,5.3194,0.011,0.007,0.037,5
ViT-L-14__block24,600_700,5.3488,0.0218,0.008,0.038,5
ViT-L-14__block24,700_800,5.3629,0.0211,0.011,0.029,5
ViT-L-14__block24,800_900,5.3651,0.0188,0.007,0.028,5
ViT-L-14__block24,900_1000,5.3654,0.0213,0.005,0.024,5
ViT-L-14__block24__fov,0_100,5.0885,0.0217,0.015,0.075,5
ViT-L-14__block24__fov,100_200,4.2161,0.0177,0.108,0.31,5
ViT-L-14__block24__fov,200_300,4.208,0.0157,0.075,0.276,5
ViT-L-14__block24__fov,300_400,4.5488,0.0307,0.062,0.182,5
ViT-L-14__block24__fov,400_500,5.2491,0.0399,0.009,0.052,5
ViT-L-14__block24__fov,500_600,5.3209,0.0111,0.01,0.038,5
ViT-L-14__block24__fov,600_700,5.3548,0.0084,0.002,0.027,5
ViT-L-14__block24__fov,700_800,5.3717,0.0132,0.005,0.033,5
ViT-L-14__block24__fov,800_900,5.38,0.0089,0.005,0.024,5
ViT-L-14__block24__fov,900_1000,5.3722,0.0132,0.005,0.029,5
ViT-L-14__block4,0_100,3.9593,0.0441,0.086,0.284,5
ViT-L-14__block4,100_200,2.9803,0.0137,0.24,0.561,5
ViT-L-14__block4,200_300,3.5292,0.0222,0.155,0.403,5
ViT-L-14__block4,300_400,4.6768,0.0697,0.058,0.158,5
ViT-L-14__block4,400_500,5.2431,0.0119,0.012,0.044,5
ViT-L-14__block4,500_600,5.2647,0.0127,0.011,0.04,5
ViT-L-14__block4,600_700,5.29,0.0073,0.008,0.033,5
ViT-L-14__block4,700_800,5.3039,0.0035,0.011,0.027,5
ViT-L-14__block4,800_900,5.3097,0.0064,0.009,0.028,5
ViT-L-14__block4,900_1000,5.3153,0.007,0.006,0.031,5
ViT-L-14__block4__fov,0_100,3.8681,0.0541,0.094,0.313,5
ViT-L-14__block4__fov,100_200,2.9129,0.0138,0.259,0.576,5
ViT-L-14__block4__fov,200_300,3.5033,0.0273,0.16,0.418,5
ViT-L-14__block4__fov,300_400,4.678,0.0576,0.055,0.172,5
ViT-L-14__block4__fov,400_500,5.248,0.0134,0.007,0.043,5
ViT-L-14__block4__fov,500_600,5.2678,0.0118,0.009,0.039,5
ViT-L-14__block4__fov,600_700,5.2951,0.0029,0.006,0.036,5
ViT-L-14__block4__fov,700_800,5.306,0.0043,0.004,0.028,5
ViT-L-14__block4__fov,800_900,5.3121,0.0093,0.004,0.022,5
ViT-L-14__block4__fov,900_1000,5.3143,0.0069,0.006,0.027,5
ViT-L-14__block8,0_100,4.1684,0.0252,0.066,0.242,5
ViT-L-14__block8,100_200,2.8558,0.0252,0.322,0.63,5
ViT-L-14__block8,200_300,3.318,0.0232,0.153,0.464,5
ViT-L-14__block8,300_400,4.4309,0.0539,0.074,0.209,5
ViT-L-14__block8,400_500,5.2266,0.0208,0.009,0.042,5
ViT-L-14__block8,500_600,5.2663,0.0116,0.006,0.036,5
ViT-L-14__block8,600_700,5.2973,0.0059,0.005,0.028,5
ViT-L-14__block8,700_800,5.3068,0.0102,0.006,0.027,5
ViT-L-14__block8,800_900,5.3177,0.004,0.001,0.017,5
ViT-L-14__block8,900_1000,5.3272,0.0075,0.005,0.023,5
ViT-L-14__block8__fov,0_100,4.0868,0.0127,0.072,0.254,5
ViT-L-14__block8__fov,100_200,2.7966,0.0287,0.321,0.633,5
ViT-L-14__block8__fov,200_300,3.2864,0.0196,0.177,0.478,5
ViT-L-14__block8__fov,300_400,4.3885,0.0558,0.076,0.233,5
ViT-L-14__block8__fov,400_500,5.2208,0.0255,0.009,0.045,5
ViT-L-14__block8__fov,500_600,5.2591,0.0275,0.008,0.039,5
ViT-L-14__block8__fov,600_700,5.2916,0.0134,0.009,0.029,5
ViT-L-14__block8__fov,700_800,5.3084,0.019,0.004,0.027,5
ViT-L-14__block8__fov,800_900,5.3171,0.0174,0.004,0.025,5
ViT-L-14__block8__fov,900_1000,5.3216,0.0098,0.003,0.031,5
