target,window,test_loss,test_loss_std,top1,top5,n_seeds
RN50__layer2__fov,400_500,5.1081,0.0532,0.016,0.068,5
RN50__layer2__fov,500_600,5.2677,0.0117,0.006,0.033,5
RN50__layer2__fov,600_700,5.3018,0.0106,0.007,0.029,5
RN50__layer2__fov,700_800,5.3125,0.0068,0.002,0.015,5
RN50__layer2__fov,800_900,5.3214,0.0067,0.006,0.029,5
RN50__layer2__fov,900_1000,5.3307,0.0025,0.004,0.036,5
RN50__layer3,0_100,4.0252,0.0301,0.11,0.303,5
RN50__layer3,100_200,3.117,0.0106,0.281,0.586,5
RN50__layer3,200_300,3.2023,0.0294,0.254,0.563,5
RN50__layer3,300_400,3.9989,0.0271,0.111,0.327,5
RN50__layer3,400_500,4.947,0.0479,0.02,0.091,5
RN50__layer3,500_600,5.2805,0.0175,0.007,0.039,5
RN50__layer3,600_700,5.3085,0.0143,0.01,0.033,5
RN50__layer3,700_800,5.3181,0.0187,0.007,0.033,5
RN50__layer3,800_900,5.3326,0.0137,0.008,0.021,5
RN50__layer3,900_1000,5.3389,0.017,0.005,0.032,5
RN50__layer3__fov,0_100,3.9886,0.0256,0.118,0.313,5
RN50__layer3__fov,100_200,3.0833,0.0222,0.28,0.586,5
RN50__layer3__fov,200_300,3.1624,0.0208,0.276,0.566,5
RN50__layer3__fov,300_400,3.9698,0.0439,0.117,0.359,5
RN50__layer3__fov,400_500,4.9139,0.0281,0.031,0.102,5
RN50__layer3__fov,500_600,5.2578,0.0075,0.009,0.042,5
RN50__layer3__fov,600_700,5.3137,0.0095,0.006,0.03,5
RN50__layer3__fov,700_800,5.3274,0.0102,0.006,0.025,5
RN50__layer3__fov,800_900,5.3361,0.004,0.004,0.027,5
RN50__layer3__fov,900_1000,5.3445,0.0082,0.004,0.024,5
RN50__layer4,0_100,4.448,0.0252,0.071,0.211,5
RN50__layer4,100_200,3.5998,0.0227,0.158,0.435,5
RN50__layer4,200_300,3.4983,0.0243,0.198,0.481,5
RN50__layer4,300_400,4.0547,0.0201,0.096,0.33,5
RN50__layer4,400_500,4.9249,0.0267,0.029,0.114,5
RN50__layer4,500_600,5.2789,0.0263,0.009,0.043,5
RN50__layer4,600_700,5.3132,0.0106,0.004,0.023,5
RN50__layer4,700_800,5.3387,0.0185,0.007,0.035,5
RN50__layer4,800_900,5.3383,0.0121,0.005,0.024,5
RN50__layer4,900_1000,5.3539,0.0158,0.004,0.028,5
RN50__layer4__fov,0_100,4.4159,0.0209,0.068,0.219,5
RN50__layer4__fov,100_200,3.5125,0.0061,0.172,0.476,5
RN50__layer4__fov,200_300,3.4503,0.0203,0.202,0.494,5
RN50__layer4__fov,300_400,4.0257,0.0198,0.109,0.328,5
RN50__layer4__fov,400_500,4.8572,0.0102,0.037,0.132,5
RN50__layer4__fov,500_600,5.2581,0.0224,0.009,0.05,5
RN50__layer4__fov,600_700,5.2933,0.0128,0.005,0.02,5
RN50__layer4__fov,700_800,5.3077,0.0177,0.003,0.034,5
RN50__layer4__fov,800_900,5.3302,0.0137,0.005,0.023,5
RN50__layer4__fov,900_1000,5.3444,0.0215,0.007,0.025,5
RN50__stem,0_100,4.3819,0.031,0.05,0.211,5
RN50__stem,100_200,3.9796,0.0242,0.101,0.343,5
RN50__stem,200_300,4.213,0.0105,0.059,0.262,5
RN50__stem,300_400,4.9082,0.0452,0.021,0.108,5
RN50__stem,400_500,5.2064,0.0091,0.008,0.047,5
RN50__stem,500_600,5.2722,0.0055,0.005,0.027,5
RN50__stem,600_700,5.299,0.006,0.005,0.028,5
RN50__stem,700_800,5.3039,0.0083,0.008,0.02,5
RN50__stem,800_900,5.3104,0.0053,0.004,0.025,5
RN50__stem,900_1000,5.3184,0.0061,0.004,0.021,5
RN50__stem__fov,0_100,4.3142,0.035,0.045,0.217,5
RN50__stem__fov,100_200,3.8797,0.0103,0.106,0.365,5
RN50__stem__fov,200_300,4.1281,0.0218,0.084,0.289,5
RN50__stem__fov,300_400,4.8793,0.0526,0.018,0.104,5
RN50__stem__fov,400_500,5.2106,0.0051,0.009,0.049,5
RN50__stem__fov,500_600,5.2765,0.0053,0.008,0.026,5
RN50__stem__fov,600_700,5.2957,0.0059,0.004,0.028,5
RN50__stem__fov,700_800,5.305,0.0047,0.008,0.023,5
RN50__stem__fov,800_900,5.3145,0.0074,0.007,0.028,5
RN50__stem__fov,900_1000,5.3185,0.0063,0.004,0.016,5
ViT-B-16__block10,0_100,4.5589,0.0115,0.064,0.177,5
ViT-B-16__block10,100_200,3.7702,0.0253,0.162,0.409,5
ViT-B-16__block10,200_300,3.7136,0.018,0.155,0.414,5
ViT-B-16__block10,300_400,4.1956,0.0221,0.082,0.269,5
ViT-B-16__block10,400_500,4.9849,0.0431,0.014,0.091,5
ViT-B-16__block10,500_600,5.2861,0.0245,0.012,0.03,5
ViT-B-16__block10,600_700,5.3182,0.0054,0.009,0.03,5
ViT-B-16__block10,700_800,5.3433,0.0126,0.009,0.028,5
ViT-B-16__block10,800_900,5.3336,0.0136,0.008,0.024,5
ViT-B-16__block10,900_1000,5.3417,0.0145,0.009,0.029,5
ViT-B-16__block10__fov,0_100,4.4783,0.0224,0.079,0.187,5
ViT-B-16__block10__fov,100_200,3.6717,0.0279,0.185,0.436,5
ViT-B-16__block10__fov,200_300,3.6532,0.0113,0.167,0.458,5
ViT-B-16__block10__fov,300_400,4.1132,0.02,0.09,0.313,5
ViT-B-16__block10__fov,400_500,4.9365,0.026,0.021,0.091,5
ViT-B-16__block10__fov,500_600,5.2913,0.0284,0.005,0.031,5
ViT-B-16__block10__fov,600_700,5.3163,0.0146,0.004,0.022,5
ViT-B-16__block10__fov,700_800,5.3438,0.0171,0.006,0.026,5
ViT-B-16__block10__fov,800_900,5.3397,0.0137,0.005,0.02,5
ViT-B-16__block10__fov,900_1000,5.3525,0.0148,0.006,0.018,5
ViT-B-16__block12,0_100,4.8175,0.0197,0.032,0.123,5
ViT-B-16__block12,100_200,4.1465,0.0113,0.093,0.268,5
ViT-B-16__block12,200_300,4.0207,0.03,0.084,0.313,5
ViT-B-16__block12,300_400,4.402,0.0213,0.043,0.221,5
ViT-B-16__block12,400_500,5.0645,0.052,0.026,0.092,5
ViT-B-16__block12,500_600,5.3018,0.0226,0.005,0.036,5
ViT-B-16__block12,600_700,5.3226,0.0151,0.01,0.033,5
ViT-B-16__block12,700_800,5.3513,0.016,0.004,0.028,5
ViT-B-16__block12,800_900,5.3509,0.0094,0.003,0.025,5
ViT-B-16__block12,900_1000,5.3682,0.0212,0.003,0.015,5
ViT-B-16__block12__fov,0_100,4.7938,0.0182,0.03,0.129,5
ViT-B-16__block12__fov,100_200,4.1016,0.0235,0.106,0.312,5
ViT-B-16__block12__fov,200_300,4.0103,0.022,0.077,0.325,5
ViT-B-16__block12__fov,300_400,4.3814,0.0231,0.061,0.235,5
ViT-B-16__block12__fov,400_500,5.0491,0.0592,0.019,0.079,5
ViT-B-16__block12__fov,500_600,5.3025,0.0232,0.008,0.046,5
ViT-B-16__block12__fov,600_700,5.3208,0.014,0.001,0.034,5
ViT-B-16__block12__fov,700_800,5.3442,0.0251,0.008,0.036,5
ViT-B-16__block12__fov,800_900,5.3434,0.0147,0.007,0.026,5
ViT-B-16__block12__fov,900_1000,5.3696,0.0212,0.005,0.029,5
ViT-B-16__block2,0_100,3.7178,0.0284,0.113,0.364,5
ViT-B-16__block2,100_200,3.2066,0.0284,0.205,0.538,5
ViT-B-16__block2,200_300,3.4885,0.0202,0.243,0.489,5
ViT-B-16__block2,300_400,4.5747,0.0304,0.066,0.211,5
ViT-B-16__block2,400_500,5.1232,0.0421,0.016,0.073,5
ViT-B-16__block2,500_600,5.2557,0.0162,0.014,0.047,5
ViT-B-16__block2,600_700,5.2938,0.0042,0.003,0.023,5
ViT-B-16__block2,700_800,5.3135,0.0086,0.007,0.029,5
ViT-B-16__block2,800_900,5.3105,0.0046,0.003,0.022,5
ViT-B-16__block2,900_1000,5.3163,0.0064,0.007,0.027,5
ViT-B-16__block2__fov,0_100,3.6297,0.0342,0.134,0.381,5
ViT-B-16__block2__fov,100_200,3.1182,0.0212,0.228,0.558,5
ViT-B-16__block2__fov,200_300,3.4345,0.0253,0.233,0.499,5
ViT-B-16__block2__fov,300_400,4.539,0.0142,0.055,0.236,5
ViT-B-16__block2__fov,400_500,5.1237,0.0362,0.012,0.076,5
ViT-B-16__block2__fov,500_600,5.252,0.0109,0.015,0.051,5
ViT-B-16__block2__fov,600_700,5.2923,0.0062,0.007,0.024,5
ViT-B-16__block2__fov,700_800,5.3088,0.0133,0.009,0.024,5
ViT-B-16__block2__fov,800_900,5.3089,0.0104,0.005,0.029,5
ViT-B-16__block2__fov,900_1000,5.3132,0.0136,0.003,0.023,5
ViT-B-16__block4,0_100,3.6464,0.0149,0.145,0.378,5
ViT-B-16__block4,100_200,2.9455,0.0211,0.261,0.566,5
ViT-B-16__block4,200_300,3.2547,0.0318,0.221,0.508,5
ViT-B-16__block4,300_400,4.3202,0.0192,0.079,0.267,5
ViT-B-16__block4,400_500,5.0756,0.0572,0.019,0.072,5
ViT-B-16__block4,500_600,5.2505,0.0211,0.01,0.038,5
ViT-B-16__block4,600_700,5.2914,0.009,0.007,0.042,5
ViT-B-16__block4,700_800,5.3037,0.0068,0.003,0.026,5
ViT-B-16__block4,800_900,5.3042,0.003,0.005,0.03,5
ViT-B-16__block4,900_1000,5.3121,0.0087,0.004,0.035,5
ViT-B-16__block4__fov,0_100,3.5888,0.0253,0.137,0.375,5
ViT-B-16__block4__fov,100_200,2.8483,0.0085,0.282,0.607,5
ViT-B-16__block4__fov,200_300,3.1879,0.027,0.246,0.522,5
ViT-B-16__block4__fov,300_400,4.2758,0.0173,0.093,0.275,5
ViT-B-16__block4__fov,400_500,5.0843,0.0425,0.011,0.077,5
ViT-B-16__block4__fov,500_600,5.2577,0.009,0.007,0.041,5
ViT-B-16__block4__fov,600_700,5.2984,0.0032,0.005,0.025,5
ViT-B-16__block4__fov,700_800,5.3076,0.013,0.007,0.027,5
ViT-B-16__block4__fov,800_900,5.308,0.0067,0.004,0.027,5
ViT-B-16__block4__fov,900_1000,5.3158,0.0091,0.006,0.03,5
ViT-B-16__block6,0_100,3.8696,0.0204,0.133,0.334,5
ViT-B-16__block6,100_200,3.2488,0.0242,0.218,0.519,5
ViT-B-16__block6,200_300,3.3943,0.0194,0.19,0.486,5
ViT-B-16__block6,300_400,4.26,0.0156,0.072,0.273,5
ViT-B-16__block6,400_500,5.0778,0.0738,0.016,0.064,5
ViT-B-16__block6,500_600,5.2644,0.0268,0.013,0.047,5
ViT-B-16__block6,600_700,5.299,0.0047,0.005,0.031,5
ViT-B-16__block6,700_800,5.3176,0.0142,0.006,0.028,5
ViT-B-16__block6,800_900,5.3114,0.0023,0.004,0.03,5
ViT-B-16__block6,900_1000,5.3251,0.0094,0.006,0.033,5
ViT-B-16__block6__fov,0_100,3.8539,0.0278,0.139,0.354,5
ViT-B-16__block6__fov,100_200,3.1683,0.0238,0.247,0.541,5
ViT-B-16__block6__fov,200_300,3.3618,0.0247,0.188,0.486,5
ViT-B-16__block6__fov,300_400,4.2402,0.0108,0.086,0.275,5
ViT-B-16__block6__fov,400_500,5.0905,0.0557,0.011,0.066,5
ViT-B-16__block6__fov,500_600,5.284,0.0298,0.004,0.036,5
ViT-B-16__block6__fov,600_700,5.311,0.0035,0.001,0.018,5
ViT-B-16__block6__fov,700_800,5.3251,0.0102,0.007,0.021,5
ViT-B-16__block6__fov,800_900,5.3195,0.0143,0.005,0.028,5
ViT-B-16__block6__fov,900_1000,5.3266,0.0087,0.003,0.029,5
ViT-B-16__block8,0_100,4.2619,0.0191,0.081,0.247,5
ViT-B-16__block8,100_200,3.5992,0.024,0.179,0.434,5
ViT-B-16__block8,200_300,3.6891,0.0301,0.16,0.396,5
ViT-B-16__block8,300_400,4.3024,0.0194,0.063,0.25,5
ViT-B-16__block8,400_500,5.0656,0.0284,0.024,0.085,5
ViT-B-16__block8,500_600,5.2843,0.0149,0.008,0.045,5
ViT-B-16__block8,600_700,5.3189,0.0201,0.007,0.034,5
ViT-B-16__block8,700_800,5.3228,0.0094,0.007,0.029,5
ViT-B-16__block8,800_900,5.3187,0.019,0.006,0.028,5
ViT-B-16__block8,900_1000,5.3366,0.013,0.001,0.031,5
ViT-B-16__block8__fov,0_100,4.1952,0.0173,0.103,0.283,5
ViT-B-16__block8__fov,100_200,3.4632,0.0106,0.179,0.472,5
ViT-B-16__block8__fov,200_300,3.613,0.0205,0.152,0.378,5
ViT-B-16__block8__fov,300_400,4.2752,0.0206,0.065,0.262,5
ViT-B-16__block8__fov,400_500,5.0486,0.0361,0.02,0.078,5
ViT-B-16__block8__fov,500_600,5.2721,0.0146,0.011,0.036,5
ViT-B-16__block8__fov,600_700,5.3097,0.0098,0.005,0.022,5
ViT-B-16__block8__fov,700_800,5.3268,0.0107,0.006,0.033,5
ViT-B-16__block8__fov,800_900,5.3257,0.0135,0.007,0.026,5
ViT-B-16__block8__fov,900_1000,5.3335,0.0094,0.005,0.027,5
ViT-L-14__block12,0_100,4.1792,0.0351,0.101,0.246,5
ViT-L-14__block12,100_200,3.6455,0.0216,0.182,0.407,5
ViT-L-14__block12,200_300,3.7793,0.0312,0.141,0.394,5
ViT-L-14__block12,300_400,4.4423,0.0217,0.052,0.226,5
ViT-L-14__block12,400_500,5.1793,0.0518,0.013,0.052,5
ViT-L-14__block12,500_600,5.3023,0.009,0.007,0.034,5
ViT-L-14__block12,600_700,5.3161,0.0135,0.007,0.037,5
ViT-L-14__block12,700_800,5.3308,0.017,0.008,0.034,5
ViT-L-14__block12,800_900,5.3243,0.0138,0.006,0.029,5
ViT-L-14__block12,900_1000,5.3284,0.0107,0.011,0.034,5
ViT-L-14__block12__fov,0_100,4.0992,0.0391,0.101,0.261,5
ViT-L-14__block12__fov,100_200,3.5085,0.0117,0.194,0.451,5
ViT-L-14__block12__fov,200_300,3.6481,0.0104,0.161,0.429,5
ViT-L-14__block12__fov,300_400,4.351,0.0185,0.053,0.252,5
ViT-L-14__block12__fov,400_500,5.1281,0.035,0.019,0.065,5
ViT-L-14__block12__fov,500_600,5.2902,0.0187,0.01,0.043,5
ViT-L-14__block12__fov,600_700,5.3173,0.011,0.005,0.029,5
ViT-L-14__block12__fov,700_800,5.3377,0.0163,0.004,0.031,5
ViT-L-14__block12__fov,800_900,5.337,0.012,0.001,0.027,5
ViT-L-14__block12__fov,900_1000,5.3314,0.0153,0.008,0.028,5
ViT-L-14__block16,0_100,4.3523,0.0288,0.073,0.23,5
ViT-L-14__block16,100_200,3.7537,0.0237,0.176,0.372,5
ViT-L-14__block16,200_300,3.7104,0.0203,0.14,0.42,5
ViT-L-14__block16,300_400,4.3071,0.0174,0.063,0.253,5
ViT-L-14__block16,400_500,5.1044,0.0396,0.016,0.072,5
ViT-L-14__block16,500_600,5.2923,0.0106,0.008,0.031,5
ViT-L-14__block16,600_700,5.3194,0.0089,0.01,0.032,5
ViT-L-14__block16,700_800,5.3325,0.02,0.007,0.034,5
ViT-L-14__block16,800_900,5.3246,0.0121,0.005,0.032,5
ViT-L-14__block16,900_1000,5.3309,0.0175,0.008,0.029,5
ViT-L-14__block16__fov,0_100,4.2645,0.02,0.081,0.258,5
ViT-L-14__block16__fov,100_200,3.6113,0.0141,0.183,0.434,5
ViT-L-14__block16__fov,200_300,3.6478,0.0087,0.165,0.438,5
ViT-L-14__block16__fov,300_400,4.3002,0.0325,0.064,0.255,5
ViT-L-14__block16__fov,400_500,5.0635,0.0616,0.017,0.074,5
ViT-L-14__block16__fov,500_600,5.3041,0.0181,0.011,0.04,5
ViT-L-14__block16__fov,600_700,5.3272,0.0221,0.003,0.033,5
ViT-L-14__block16__fov,700_800,5.335,0.0214,0.009,0.036,5
ViT-L-14__block16__fov,800_900,5.3228,0.0093,0.005,0.032,5
ViT-L-14__block16__fov,900_1000,5.3302,0.0214,0.003,0.035,5
ViT-L-14__block20,0_100,4.626,0.0265,0.042,0.166,5
ViT-L-14__block20,100_200,3.9569,0.0188,0.122,0.342,5
ViT-L-14__block20,200_300,3.858,0.0183,0.128,0.378,5
ViT-L-14__block20,300_400,4.2448,0.0158,0.074,0.243,5
ViT-L-14__block20,400_500,4.9793,0.0389,0.02,0.089,5
ViT-L-14__block20,500_600,5.3038,0.0288,0.007,0.043,5
ViT-L-14__block20,600_700,5.3388,0.0081,0.005,0.028,5
ViT-L-14__block20,700_800,5.3464,0.019,0.005,0.029,5
ViT-L-14__block20,800_900,5.3542,0.0113,0.006,0.026,5
ViT-L-14__block20,900_1000,5.3688,0.0109,0.002,0.028,5
ViT-L-14__block20__fov,0_100,4.6002,0.0321,0.051,0.177,5
ViT-L-14__block20__fov,100_200,3.8971,0.0216,0.127,0.373,5
ViT-L-14__block20__fov,200_300,3.8184,0.0214,0.127,0.366,5
ViT-L-14__block20__fov,300_400,4.2184,0.0119,0.082,0.241,5
ViT-L-14__block20__fov,400_500,4.9834,0.011,0.03,0.112,5
ViT-L-14__block20__fov,500_600,5.3107,0.0203,0.009,0.041,5
ViT-L-14__block20__fov,600_700,5.3447,0.0048,0.005,0.031,5
ViT-L-14__block20__fov,700_800,5.3556,0.0171,0.009,0.034,5
ViT-L-14__block20__fov,800_900,5.3526,0.0137,0.005,0.026,5
ViT-L-14__block20__fov,900_1000,5.3703,0.0206,0.004,0.025,5
ViT-L-14__block24,0_100,4.8839,0.0174,0.034,0.114,5
ViT-L-14__block24,100_200,4.2826,0.011,0.07,0.254,5
ViT-L-14__block24,200_300,4.2224,0.0102,0.088,0.263,5
ViT-L-14__block24,300_400,4.4739,0.0126,0.066,0.2,5
ViT-L-14__block24,400_500,5.0306,0.0237,0.029,0.1,5
ViT-L-14__block24,500_600,5.3059,0.0126,0.008,0.039,5
ViT-L-14__block24,600_700,5.3324,0.0198,0.002,0.024,5
ViT-L-14__block24,700_800,5.3487,0.0159,0.005,0.03,5
ViT-L-14__block24,800_900,5.3534,0.0112,0.005,0.023,5
ViT-L-14__block24,900_1000,5.3621,0.0177,0.002,0.024,5
ViT-L-14__block24__fov,0_100,4.882,0.034,0.044,0.114,5
ViT-L-14__block24__fov,100_200,4.2461,0.0197,0.077,0.246,5
ViT-L-14__block24__fov,200_300,4.1586,0.0174,0.087,0.294,5
ViT-L-14__block24__fov,300_400,4.5052,0.0158,0.06,0.204,5
ViT-L-14__block24__fov,400_500,5.0193,0.0102,0.03,0.101,5
ViT-L-14__block24__fov,500_600,5.2985,0.0133,0.008,0.045,5
ViT-L-14__block24__fov,600_700,5.3402,0.019,0.006,0.033,5
ViT-L-14__block24__fov,700_800,5.3602,0.0251,0.01,0.032,5
ViT-L-14__block24__fov,800_900,5.3681,0.0126,0.002,0.024,5
ViT-L-14__block24__fov,900_1000,5.3746,0.0248,0.006,0.028,5
ViT-L-14__block4,0_100,3.6266,0.03,0.12,0.38,5
ViT-L-14__block4,100_200,3.1605,0.0145,0.233,0.5,5
ViT-L-14__block4,200_300,3.4835,0.0267,0.189,0.473,5
ViT-L-14__block4,300_400,4.4798,0.0174,0.05,0.216,5
ViT-L-14__block4,400_500,5.0863,0.0214,0.015,0.076,5
ViT-L-14__block4,500_600,5.2601,0.0032,0.01,0.041,5
ViT-L-14__block4,600_700,5.3069,0.0103,0.007,0.035,5
ViT-L-14__block4,700_800,5.3135,0.0098,0.002,0.032,5
ViT-L-14__block4,800_900,5.3141,0.0063,0.006,0.027,5
ViT-L-14__block4,900_1000,5.3256,0.0131,0.003,0.019,5
ViT-L-14__block4__fov,0_100,3.5573,0.0299,0.135,0.399,5
ViT-L-14__block4__fov,100_200,3.0664,0.0112,0.226,0.539,5
ViT-L-14__block4__fov,200_300,3.4029,0.0168,0.204,0.486,5
ViT-L-14__block4__fov,300_400,4.4444,0.0084,0.064,0.219,5
ViT-L-14__block4__fov,400_500,5.0727,0.0237,0.023,0.086,5
ViT-L-14__block4__fov,500_600,5.2678,0.0052,0.007,0.042,5
ViT-L-14__block4__fov,600_700,5.3073,0.0097,0.006,0.028,5
ViT-L-14__block4__fov,700_800,5.3088,0.003,0.006,0.024,5
ViT-L-14__block4__fov,800_900,5.317,0.0039,0.002,0.028,5
ViT-L-14__block4__fov,900_1000,5.3166,0.008,0.001,0.027,5
ViT-L-14__block8,0_100,3.676,0.0282,0.167,0.377,5
ViT-L-14__block8,100_200,2.9969,0.0259,0.267,0.589,5
ViT-L-14__block8,200_300,3.2847,0.0174,0.199,0.498,5
ViT-L-14__block8,300_400,4.2549,0.0235,0.085,0.258,5
ViT-L-14__block8,400_500,5.0382,0.0259,0.02,0.087,5
ViT-L-14__block8,500_600,5.2592,0.0168,0.009,0.038,5
ViT-L-14__block8,600_700,5.3084,0.0086,0.002,0.025,5
ViT-L-14__block8,700_800,5.317,0.0055,0.008,0.03,5
ViT-L-14__block8,800_900,5.3113,0.0116,0.007,0.032,5
ViT-L-14__block8,900_1000,5.3293,0.022,0.008,0.03,5
ViT-L-14__block8__fov,0_100,3.6253,0.0414,0.163,0.388,5
ViT-L-14__block8__fov,100_200,2.9226,0.0244,0.269,0.608,5
ViT-L-14__block8__fov,200_300,3.2323,0.0072,0.215,0.536,5
ViT-L-14__block8__fov,300_400,4.2496,0.026,0.098,0.27,5
ViT-L-14__block8__fov,400_500,5.0267,0.0145,0.017,0.085,5
ViT-L-14__block8__fov,500_600,5.2509,0.016,0.011,0.04,5
ViT-L-14__block8__fov,600_700,5.2965,0.007,0.003,0.03,5
ViT-L-14__block8__fov,700_800,5.3049,0.004,0.013,0.03,5
ViT-L-14__block8__fov,800_900,5.307,0.011,0.005,0.024,5
ViT-L-14__block8__fov,900_1000,5.3198,0.0021,0.007,0.036,5
