target,window,seed,best_epoch,val_loss,test_loss,top1,top5
RN50__attnpool,900_1000,3,2,7.4964,5.3349,0.005,0.015
RN50__attnpool,900_1000,4,2,7.5146,5.3674,0.005,0.02
RN50__attnpool__fov,0_100,0,12,7.2114,4.6882,0.055,0.18
RN50__attnpool__fov,0_100,1,13,7.2006,4.6825,0.035,0.17
RN50__attnpool__fov,0_100,2,13,7.1949,4.6956,0.06,0.175
RN50__attnpool__fov,0_100,3,11,7.1747,4.6927,0.05,0.155
RN50__attnpool__fov,0_100,4,17,7.1798,4.6259,0.05,0.18
RN50__attnpool__fov,100_200,0,21,6.6953,3.8836,0.155,0.35
RN50__attnpool__fov,100_200,1,18,6.7294,3.9833,0.135,0.365
RN50__attnpool__fov,100_200,2,22,6.7099,3.8714,0.155,0.365
RN50__attnpool__fov,100_200,3,19,6.6646,3.9296,0.145,0.36
RN50__attnpool__fov,100_200,4,23,6.6787,3.8978,0.135,0.37
RN50__attnpool__fov,200_300,0,21,6.7508,3.8181,0.125,0.365
RN50__attnpool__fov,200_300,1,23,6.745,3.7908,0.13,0.365
RN50__attnpool__fov,200_300,2,24,6.7383,3.7653,0.14,0.395
RN50__attnpool__fov,200_300,3,26,6.6609,3.7429,0.15,0.395
RN50__attnpool__fov,200_300,4,23,6.7302,3.766,0.145,0.365
RN50__attnpool__fov,300_400,0,17,7.0917,4.2133,0.065,0.28
RN50__attnpool__fov,300_400,1,16,7.07,4.2084,0.07,0.265
RN50__attnpool__fov,300_400,2,16,7.1087,4.2192,0.065,0.305
RN50__attnpool__fov,300_400,3,16,7.1128,4.246,0.08,0.27
RN50__attnpool__fov,300_400,4,17,7.0942,4.2159,0.09,0.265
RN50__attnpool__fov,400_500,0,7,7.4321,5.0351,0.025,0.095
RN50__attnpool__fov,400_500,1,9,7.4143,4.9951,0.015,0.11
RN50__attnpool__fov,400_500,2,6,7.4281,5.0262,0.01,0.09
RN50__attnpool__fov,400_500,3,7,7.4187,5.0165,0.03,0.105
RN50__attnpool__fov,400_500,4,4,7.444,5.1397,0.015,0.065
RN50__attnpool__fov,500_600,0,3,7.4869,5.2729,0.01,0.035
RN50__attnpool__fov,500_600,1,3,7.4893,5.3029,0.0,0.02
RN50__attnpool__fov,500_600,2,3,7.4817,5.2473,0.005,0.055
RN50__attnpool__fov,500_600,3,3,7.4906,5.288,0.01,0.04
RN50__attnpool__fov,500_600,4,3,7.5003,5.2968,0.01,0.045
RN50__attnpool__fov,600_700,0,2,7.4978,5.3158,0.0,0.015
RN50__attnpool__fov,600_700,1,2,7.5054,5.3091,0.0,0.025
RN50__attnpool__fov,600_700,2,2,7.4883,5.2785,0.0,0.05
RN50__attnpool__fov,600_700,3,2,7.4911,5.3141,0.005,0.05
RN50__attnpool__fov,600_700,4,2,7.4797,5.3197,0.01,0.015
RN50__attnpool__fov,700_800,0,2,7.5214,5.328,0.0,0.025
RN50__attnpool__fov,700_800,1,2,7.5163,5.3255,0.01,0.035
RN50__attnpool__fov,700_800,2,2,7.5046,5.3314,0.005,0.03
RN50__attnpool__fov,700_800,3,2,7.4996,5.3288,0.01,0.03
RN50__attnpool__fov,700_800,4,2,7.5005,5.3418,0.01,0.015
RN50__attnpool__fov,800_900,0,2,7.5176,5.3265,0.0,0.01
RN50__attnpool__fov,800_900,1,2,7.5123,5.337,0.0,0.035
RN50__attnpool__fov,800_900,2,2,7.5021,5.3239,0.005,0.025
RN50__attnpool__fov,800_900,3,2,7.4922,5.3534,0.0,0.025
RN50__attnpool__fov,800_900,4,2,7.4847,5.321,0.005,0.01
RN50__attnpool__fov,900_1000,0,2,7.5259,5.341,0.01,0.03
RN50__attnpool__fov,900_1000,1,2,7.5213,5.3241,0.015,0.035
RN50__attnpool__fov,900_1000,2,2,7.5029,5.3448,0.005,0.035
RN50__attnpool__fov,900_1000,3,2,7.4999,5.3336,0.005,0.025
RN50__attnpool__fov,900_1000,4,2,7.49,5.3388,0.005,0.015
RN50__layer1,0_100,0,21,6.8747,3.9942,0.095,0.3
RN50__layer1,0_100,1,21,6.8403,3.9815,0.065,0.275
RN50__layer1,0_100,2,19,6.8806,4.0488,0.095,0.26
RN50__layer1,0_100,3,18,6.8993,4.0175,0.065,0.275
RN50__layer1,0_100,4,22,6.8838,3.9868,0.07,0.255
RN50__layer1,100_200,0,26,6.4638,3.3162,0.185,0.5
RN50__layer1,100_200,1,29,6.5424,3.3618,0.2,0.465
RN50__layer1,100_200,2,32,6.4807,3.3432,0.18,0.47
RN50__layer1,100_200,3,29,6.4877,3.3591,0.16,0.48
RN50__layer1,100_200,4,29,6.4285,3.2925,0.2,0.495
RN50__layer1,200_300,0,21,6.7056,3.7176,0.18,0.43
RN50__layer1,200_300,1,30,6.7023,3.539,0.2,0.45
RN50__layer1,200_300,2,25,6.716,3.6608,0.155,0.43
RN50__layer1,200_300,3,29,6.6904,3.6573,0.165,0.44
RN50__layer1,200_300,4,23,6.6977,3.6943,0.205,0.425
RN50__layer1,300_400,0,10,7.2243,4.6006,0.04,0.15
RN50__layer1,300_400,1,10,7.2203,4.5523,0.05,0.165
RN50__layer1,300_400,2,11,7.2004,4.578,0.05,0.16
RN50__layer1,300_400,3,13,7.2379,4.5521,0.06,0.185
RN50__layer1,300_400,4,9,7.2457,4.5742,0.04,0.14
RN50__layer1,400_500,0,4,7.3964,5.1967,0.01,0.045
RN50__layer1,400_500,1,4,7.4077,5.1965,0.015,0.06
RN50__layer1,400_500,2,5,7.4029,5.1645,0.02,0.055
RN50__layer1,400_500,3,3,7.4167,5.2083,0.01,0.065
RN50__layer1,400_500,4,4,7.397,5.1719,0.015,0.05
RN50__layer1,500_600,0,4,7.4595,5.271,0.01,0.03
RN50__layer1,500_600,1,3,7.4597,5.2765,0.005,0.035
RN50__layer1,500_600,2,4,7.4644,5.2764,0.01,0.03
RN50__layer1,500_600,3,3,7.465,5.2862,0.01,0.01
RN50__layer1,500_600,4,3,7.4591,5.2791,0.005,0.03
RN50__layer1,600_700,0,4,7.4526,5.2907,0.0,0.035
RN50__layer1,600_700,1,3,7.465,5.2884,0.015,0.025
RN50__layer1,600_700,2,3,7.4701,5.302,0.0,0.025
RN50__layer1,600_700,3,3,7.4472,5.2935,0.01,0.02
RN50__layer1,600_700,4,3,7.4569,5.2882,0.01,0.025
RN50__layer1,700_800,0,4,7.4762,5.3141,0.01,0.05
RN50__layer1,700_800,1,3,7.4766,5.3061,0.005,0.015
RN50__layer1,700_800,2,5,7.4856,5.3129,0.01,0.015
RN50__layer1,700_800,3,3,7.4776,5.3195,0.005,0.03
RN50__layer1,700_800,4,3,7.4842,5.3086,0.005,0.04
RN50__layer1,800_900,0,3,7.4708,5.2962,0.01,0.03
RN50__layer1,800_900,1,3,7.4636,5.3118,0.01,0.035
RN50__layer1,800_900,2,3,7.4605,5.3092,0.005,0.035
RN50__layer1,800_900,3,3,7.4774,5.3133,0.0,0.015
RN50__layer1,800_900,4,3,7.4723,5.3184,0.01,0.025
RN50__layer1,900_1000,0,4,7.4791,5.318,0.0,0.02
RN50__layer1,900_1000,1,3,7.4637,5.313,0.005,0.05
RN50__layer1,900_1000,2,3,7.4822,5.32,0.005,0.015
RN50__layer1,900_1000,3,3,7.4872,5.3288,0.005,0.01
RN50__layer1,900_1000,4,3,7.491,5.3221,0.005,0.02
RN50__layer1__fov,0_100,0,20,6.8433,3.9416,0.08,0.3
RN50__layer1__fov,0_100,1,26,6.7913,3.9321,0.075,0.31
RN50__layer1__fov,0_100,2,22,6.8605,3.9336,0.08,0.285
RN50__layer1__fov,0_100,3,20,6.8544,3.9723,0.075,0.285
RN50__layer1__fov,0_100,4,22,6.8527,3.8934,0.075,0.27
RN50__layer1__fov,100_200,0,26,6.4224,3.2634,0.225,0.53
RN50__layer1__fov,100_200,1,30,6.4863,3.2821,0.205,0.46
RN50__layer1__fov,100_200,2,30,6.442,3.2549,0.205,0.525
RN50__layer1__fov,100_200,3,29,6.4365,3.2922,0.175,0.48
RN50__layer1__fov,100_200,4,27,6.3857,3.2672,0.205,0.515
RN50__layer1__fov,200_300,0,25,6.6695,3.5778,0.17,0.475
RN50__layer1__fov,200_300,1,22,6.6695,3.5878,0.155,0.425
RN50__layer1__fov,200_300,2,25,6.6772,3.5798,0.15,0.43
RN50__layer1__fov,200_300,3,26,6.6592,3.5715,0.16,0.47
RN50__layer1__fov,200_300,4,25,6.6599,3.5693,0.19,0.475
RN50__layer1__fov,300_400,0,11,7.2201,4.506,0.04,0.175
RN50__layer1__fov,300_400,1,10,7.2226,4.5337,0.05,0.165
RN50__layer1__fov,300_400,2,12,7.1896,4.5213,0.05,0.2
RN50__layer1__fov,300_400,3,13,7.2134,4.5345,0.055,0.185
RN50__layer1__fov,300_400,4,9,7.2279,4.5848,0.045,0.135
RN50__layer1__fov,400_500,0,4,7.4123,5.1787,0.01,0.045
RN50__layer1__fov,400_500,1,4,7.4147,5.2101,0.005,0.045
RN50__layer1__fov,400_500,2,5,7.4057,5.1459,0.005,0.04
RN50__layer1__fov,400_500,3,3,7.4046,5.2099,0.0,0.04
RN50__layer1__fov,400_500,4,4,7.3991,5.1638,0.015,0.065
RN50__layer1__fov,500_600,0,4,7.4629,5.2557,0.005,0.045
RN50__layer1__fov,500_600,1,3,7.4733,5.2789,0.015,0.04
RN50__layer1__fov,500_600,2,4,7.4635,5.2766,0.0,0.04
RN50__layer1__fov,500_600,3,3,7.4648,5.2848,0.01,0.04
RN50__layer1__fov,500_600,4,4,7.4673,5.2631,0.02,0.04
RN50__layer1__fov,600_700,0,4,7.4566,5.2713,0.0,0.05
RN50__layer1__fov,600_700,1,3,7.4639,5.2892,0.005,0.02
RN50__layer1__fov,600_700,2,3,7.465,5.3011,0.005,0.02
RN50__layer1__fov,600_700,3,3,7.4604,5.293,0.01,0.025
RN50__layer1__fov,600_700,4,3,7.4556,5.2869,0.005,0.03
RN50__layer1__fov,700_800,0,4,7.4753,5.2912,0.005,0.02
RN50__layer1__fov,700_800,1,3,7.4805,5.2982,0.005,0.03
RN50__layer1__fov,700_800,2,5,7.4721,5.2953,0.01,0.035
RN50__layer1__fov,700_800,3,3,7.4847,5.3089,0.005,0.025
RN50__layer1__fov,700_800,4,3,7.4831,5.2936,0.01,0.045
RN50__layer1__fov,800_900,0,3,7.4763,5.3009,0.0,0.03
RN50__layer1__fov,800_900,1,3,7.4675,5.3118,0.005,0.025
RN50__layer1__fov,800_900,2,3,7.4536,5.3152,0.0,0.01
RN50__layer1__fov,800_900,3,3,7.4758,5.301,0.005,0.015
RN50__layer1__fov,800_900,4,3,7.4759,5.3082,0.01,0.04
RN50__layer1__fov,900_1000,0,4,7.4798,5.303,0.005,0.025
RN50__layer1__fov,900_1000,1,3,7.4683,5.3241,0.01,0.03
RN50__layer1__fov,900_1000,2,3,7.4705,5.3179,0.005,0.03
RN50__layer1__fov,900_1000,3,3,7.4841,5.3173,0.005,0.015
RN50__layer1__fov,900_1000,4,3,7.4937,5.3223,0.01,0.025
RN50__layer2,0_100,0,22,6.8042,3.8641,0.085,0.31
RN50__layer2,0_100,1,22,6.7804,3.8424,0.1,0.315
RN50__layer2,0_100,2,20,6.8379,3.8377,0.115,0.325
RN50__layer2,0_100,3,21,6.8126,3.8718,0.115,0.33
RN50__layer2,0_100,4,25,6.7904,3.8098,0.105,0.325
RN50__layer2,100_200,0,31,6.2709,3.0887,0.22,0.53
RN50__layer2,100_200,1,30,6.3316,3.0987,0.225,0.58
RN50__layer2,100_200,2,28,6.3033,3.1436,0.24,0.515
RN50__layer2,100_200,3,38,6.2931,3.0796,0.21,0.55
RN50__layer2,100_200,4,29,6.2308,3.1024,0.245,0.56
RN50__layer2,200_300,0,22,6.5364,3.4072,0.185,0.465
RN50__layer2,200_300,1,24,6.5508,3.4123,0.215,0.435
RN50__layer2,200_300,2,26,6.5604,3.4022,0.205,0.44
RN50__layer2,200_300,3,29,6.5252,3.405,0.19,0.465
RN50__layer2,200_300,4,24,6.5363,3.3835,0.215,0.5
RN50__layer2,300_400,0,11,7.1008,4.3543,0.085,0.225
RN50__layer2,300_400,1,10,7.1378,4.3755,0.095,0.25
RN50__layer2,300_400,2,11,7.1116,4.3915,0.075,0.23
RN50__layer2,300_400,3,13,7.1624,4.3062,0.06,0.27
RN50__layer2,300_400,4,10,7.1481,4.3639,0.075,0.22
RN50__layer2,400_500,0,5,7.3732,5.1065,0.01,0.07
RN50__layer2,400_500,1,4,7.3875,5.1152,0.02,0.065
RN50__layer2,400_500,2,7,7.3782,5.0788,0.02,0.06
RN50__layer2,400_500,3,3,7.4202,5.1859,0.01,0.035
RN50__layer2,400_500,4,7,7.3903,5.0506,0.015,0.07
RN50__layer2,500_600,0,3,7.4443,5.2765,0.01,0.04
RN50__layer2,500_600,1,2,7.4453,5.2846,0.0,0.03
RN50__layer2,500_600,2,3,7.4441,5.2621,0.01,0.05
RN50__layer2,500_600,3,2,7.4652,5.2821,0.01,0.035
RN50__layer2,500_600,4,3,7.4706,5.2678,0.005,0.05
RN50__layer2,600_700,0,2,7.4499,5.3101,0.0,0.015
RN50__layer2,600_700,1,2,7.4598,5.305,0.005,0.02
RN50__layer2,600_700,2,2,7.4644,5.2969,0.0,0.04
RN50__layer2,600_700,3,2,7.4622,5.2991,0.005,0.03
RN50__layer2,600_700,4,2,7.4688,5.3041,0.0,0.01
RN50__layer2,700_800,0,2,7.4556,5.3118,0.0,0.02
RN50__layer2,700_800,1,2,7.473,5.3425,0.0,0.015
RN50__layer2,700_800,2,3,7.4768,5.2949,0.005,0.05
RN50__layer2,700_800,3,2,7.4892,5.3093,0.01,0.025
RN50__layer2,700_800,4,2,7.4764,5.3086,0.005,0.01
RN50__layer2,800_900,0,2,7.4704,5.2983,0.005,0.015
RN50__layer2,800_900,1,2,7.4504,5.3275,0.0,0.01
RN50__layer2,800_900,2,2,7.463,5.3103,0.01,0.035
RN50__layer2,800_900,3,2,7.4744,5.3162,0.005,0.04
RN50__layer2,800_900,4,2,7.4754,5.3207,0.01,0.04
RN50__layer2,900_1000,0,2,7.4716,5.3107,0.005,0.035
RN50__layer2,900_1000,1,2,7.4684,5.3433,0.005,0.01
RN50__layer2,900_1000,2,2,7.4681,5.3284,0.01,0.04
RN50__layer2,900_1000,3,2,7.484,5.3343,0.005,0.02
RN50__layer2,900_1000,4,2,7.4879,5.3294,0.0,0.015
RN50__layer2__fov,0_100,0,22,6.7718,3.799,0.09,0.34
RN50__layer2__fov,0_100,1,22,6.739,3.7629,0.09,0.34
RN50__layer2__fov,0_100,2,20,6.8209,3.759,0.11,0.325
RN50__layer2__fov,0_100,3,21,6.7892,3.768,0.125,0.365
RN50__layer2__fov,0_100,4,25,6.7697,3.7411,0.095,0.35
RN50__layer2__fov,100_200,0,34,6.2386,3.0033,0.225,0.555
RN50__layer2__fov,100_200,1,30,6.2947,3.0682,0.245,0.565
RN50__layer2__fov,100_200,2,28,6.2852,3.0739,0.23,0.575
RN50__layer2__fov,100_200,3,38,6.2662,3.0013,0.235,0.575
RN50__layer2__fov,100_200,4,33,6.1994,3.0022,0.23,0.585
RN50__layer2__fov,200_300,0,22,6.5021,3.3301,0.21,0.5
RN50__layer2__fov,200_300,1,23,6.5114,3.3504,0.19,0.505
RN50__layer2__fov,200_300,2,27,6.5386,3.2899,0.195,0.53
RN50__layer2__fov,200_300,3,29,6.4943,3.3212,0.19,0.53
RN50__layer2__fov,200_300,4,29,6.5154,3.2922,0.215,0.545
RN50__layer2__fov,300_400,0,12,7.1007,4.2822,0.11,0.285
RN50__layer2__fov,300_400,1,10,7.1344,4.3685,0.075,0.265
RN50__layer2__fov,300_400,2,13,7.1087,4.3175,0.09,0.265
RN50__layer2__fov,300_400,3,12,7.1664,4.2871,0.095,0.27
RN50__layer2__fov,300_400,4,11,7.1507,4.3309,0.07,0.255
RN50__layer2__fov,400_500,0,5,7.3738,5.0738,0.025,0.09
RN50__layer2__fov,400_500,1,3,7.4008,5.167,0.005,0.055
RN50__layer2__fov,400_500,2,7,7.3884,5.0535,0.02,0.075
RN50__layer2__fov,400_500,3,3,7.4109,5.1784,0.01,0.04
RN50__layer2__fov,400_500,4,5,7.4006,5.0681,0.02,0.08
RN50__layer2__fov,500_600,0,3,7.4343,5.2618,0.005,0.01
RN50__layer2__fov,500_600,1,3,7.4547,5.257,0.01,0.055
RN50__layer2__fov,500_600,2,3,7.444,5.2564,0.0,0.04
RN50__layer2__fov,500_600,3,2,7.4522,5.2796,0.005,0.03
RN50__layer2__fov,500_600,4,2,7.4857,5.2839,0.01,0.03
RN50__layer2__fov,600_700,0,2,7.4343,5.3083,0.015,0.04
RN50__layer2__fov,600_700,1,2,7.4652,5.3133,0.0,0.02
RN50__layer2__fov,600_700,2,3,7.4571,5.2821,0.015,0.03
RN50__layer2__fov,600_700,3,2,7.4453,5.3034,0.0,0.03
RN50__layer2__fov,600_700,4,2,7.4774,5.3021,0.005,0.025
RN50__layer2__fov,700_800,0,2,7.4532,5.3149,0.0,0.02
RN50__layer2__fov,700_800,1,2,7.4738,5.3222,0.0,0.005
RN50__layer2__fov,700_800,2,3,7.4697,5.3013,0.0,0.015
RN50__layer2__fov,700_800,3,2,7.4811,5.3141,0.005,0.025
RN50__layer2__fov,700_800,4,2,7.4921,5.3102,0.005,0.01
RN50__layer2__fov,800_900,0,2,7.4606,5.3087,0.0,0.03
RN50__layer2__fov,800_900,1,2,7.4601,5.3265,0.0,0.03
RN50__layer2__fov,800_900,2,2,7.4531,5.3209,0.015,0.045
RN50__layer2__fov,800_900,3,2,7.4683,5.3234,0.01,0.03
RN50__layer2__fov,800_900,4,2,7.4864,5.3273,0.005,0.01
RN50__layer2__fov,900_1000,0,2,7.4614,5.3317,0.005,0.05
RN50__layer2__fov,900_1000,1,2,7.471,5.3322,0.0,0.04
RN50__layer2__fov,900_1000,2,2,7.4651,5.3339,0.005,0.025
RN50__layer2__fov,900_1000,3,2,7.4743,5.3272,0.005,0.04
RN50__layer2__fov,900_1000,4,2,7.5023,5.3284,0.005,0.025
RN50__layer3,0_100,0,25,6.8686,4.0045,0.115,0.32
RN50__layer3,0_100,1,20,6.8692,4.0645,0.1,0.275
RN50__layer3,0_100,2,22,6.8907,4.0593,0.12,0.295
RN50__layer3,0_100,3,24,6.8712,3.9989,0.115,0.305
RN50__layer3,0_100,4,22,6.8647,3.9988,0.1,0.32
RN50__layer3,100_200,0,46,6.2422,3.1034,0.295,0.585
RN50__layer3,100_200,1,35,6.3049,3.1348,0.27,0.585
RN50__layer3,100_200,2,48,6.2861,3.1103,0.275,0.585
RN50__layer3,100_200,3,42,6.2508,3.1201,0.3,0.575
RN50__layer3,100_200,4,35,6.2166,3.1166,0.265,0.6
RN50__layer3,200_300,0,48,6.3819,3.2363,0.23,0.535
RN50__layer3,200_300,1,44,6.4009,3.1593,0.28,0.57
RN50__layer3,200_300,2,35,6.426,3.1836,0.27,0.575
RN50__layer3,200_300,3,41,6.3464,3.2333,0.25,0.565
RN50__layer3,200_300,4,39,6.4048,3.1992,0.24,0.57
RN50__layer3,300_400,0,16,6.9691,3.9806,0.145,0.365
RN50__layer3,300_400,1,15,7.0315,3.9947,0.125,0.335
RN50__layer3,300_400,2,16,6.9923,3.9705,0.095,0.33
RN50__layer3,300_400,3,18,6.9747,3.9998,0.11,0.3
RN50__layer3,300_400,4,17,6.9985,4.0489,0.08,0.305
RN50__layer3,400_500,0,11,7.377,4.8887,0.015,0.105
RN50__layer3,400_500,1,6,7.3983,5.0238,0.01,0.08
RN50__layer3,400_500,2,8,7.3917,4.9374,0.02,0.08
RN50__layer3,400_500,3,8,7.4018,4.9106,0.025,0.105
RN50__layer3,400_500,4,8,7.3954,4.9744,0.03,0.085
RN50__layer3,500_600,0,3,7.4775,5.2704,0.01,0.045
RN50__layer3,500_600,1,3,7.475,5.3025,0.0,0.04
RN50__layer3,500_600,2,4,7.4697,5.2942,0.005,0.025
RN50__layer3,500_600,3,3,7.4854,5.2529,0.01,0.055
RN50__layer3,500_600,4,3,7.4737,5.2827,0.01,0.03
RN50__layer3,600_700,0,2,7.4862,5.2991,0.01,0.04
RN50__layer3,600_700,1,2,7.4958,5.3188,0.015,0.025
RN50__layer3,600_700,2,2,7.4905,5.3024,0.005,0.035
RN50__layer3,600_700,3,2,7.4862,5.2913,0.02,0.04
RN50__layer3,600_700,4,2,7.506,5.3308,0.0,0.025
RN50__layer3,700_800,0,3,7.4989,5.2968,0.005,0.035
RN50__layer3,700_800,1,2,7.4947,5.3319,0.005,0.03
RN50__layer3,700_800,2,3,7.5161,5.332,0.01,0.03
RN50__layer3,700_800,3,2,7.5083,5.2939,0.01,0.055
RN50__layer3,700_800,4,2,7.5056,5.3361,0.005,0.015
RN50__layer3,800_900,0,2,7.5047,5.3336,0.005,0.025
RN50__layer3,800_900,1,2,7.5038,5.3381,0.005,0.01
RN50__layer3,800_900,2,2,7.5005,5.339,0.02,0.025
RN50__layer3,800_900,3,2,7.4948,5.3063,0.005,0.025
RN50__layer3,800_900,4,2,7.5054,5.346,0.005,0.02
RN50__layer3,900_1000,0,2,7.5158,5.3329,0.0,0.03
RN50__layer3,900_1000,1,2,7.4948,5.3485,0.0,0.02
RN50__layer3,900_1000,2,2,7.4973,5.358,0.005,0.03
RN50__layer3,900_1000,3,2,7.5071,5.309,0.015,0.035
RN50__layer3,900_1000,4,2,7.5151,5.3462,0.005,0.045
RN50__layer3__fov,0_100,0,25,6.871,3.9715,0.145,0.325
RN50__layer3__fov,0_100,1,20,6.844,4.0133,0.125,0.325
RN50__layer3__fov,0_100,2,21,6.8755,4.0236,0.13,0.315
RN50__layer3__fov,0_100,3,24,6.8569,3.9786,0.085,0.27
RN50__layer3__fov,0_100,4,26,6.837,3.9562,0.105,0.33
RN50__layer3__fov,100_200,0,46,6.2234,3.068,0.28,0.575
RN50__layer3__fov,100_200,1,35,6.2638,3.1023,0.26,0.605
RN50__layer3__fov,100_200,2,48,6.2453,3.1171,0.26,0.565
RN50__layer3__fov,100_200,3,42,6.2185,3.0684,0.305,0.595
RN50__layer3__fov,100_200,4,35,6.1707,3.0608,0.295,0.59
RN50__layer3__fov,200_300,0,46,6.3642,3.1454,0.29,0.545
RN50__layer3__fov,200_300,1,38,6.3698,3.1314,0.3,0.58
RN50__layer3__fov,200_300,2,35,6.3973,3.1783,0.28,0.57
RN50__layer3__fov,200_300,3,41,6.3162,3.187,0.255,0.57
RN50__layer3__fov,200_300,4,39,6.3775,3.1697,0.255,0.565
RN50__layer3__fov,300_400,0,17,6.9545,3.9326,0.125,0.385
RN50__layer3__fov,300_400,1,17,7.0172,3.911,0.125,0.375
RN50__layer3__fov,300_400,2,16,6.9893,4.0351,0.14,0.325
RN50__layer3__fov,300_400,3,18,6.9799,3.9806,0.095,0.355
RN50__layer3__fov,300_400,4,17,6.9998,3.9899,0.1,0.355
RN50__layer3__fov,400_500,0,10,7.3761,4.8713,0.035,0.115
RN50__layer3__fov,400_500,1,9,7.4096,4.8944,0.04,0.11
RN50__layer3__fov,400_500,2,8,7.3902,4.9292,0.02,0.085
RN50__layer3__fov,400_500,3,8,7.4017,4.9517,0.04,0.095
RN50__layer3__fov,400_500,4,8,7.3682,4.923,0.02,0.105
RN50__layer3__fov,500_600,0,4,7.4763,5.2595,0.01,0.03
RN50__layer3__fov,500_600,1,3,7.4813,5.2677,0.005,0.055
RN50__layer3__fov,500_600,2,4,7.4626,5.2635,0.015,0.05
RN50__layer3__fov,500_600,3,3,7.4879,5.2509,0.0,0.035
RN50__layer3__fov,500_600,4,4,7.4816,5.2476,0.015,0.04
RN50__layer3__fov,600_700,0,3,7.4825,5.3061,0.0,0.025
RN50__layer3__fov,600_700,1,2,7.504,5.318,0.01,0.045
RN50__layer3__fov,600_700,2,2,7.494,5.3304,0.005,0.025
RN50__layer3__fov,600_700,3,2,7.477,5.3048,0.01,0.03
RN50__layer3__fov,600_700,4,2,7.4905,5.3093,0.005,0.025
RN50__layer3__fov,700_800,0,3,7.4807,5.3262,0.01,0.025
RN50__layer3__fov,700_800,1,2,7.5067,5.3256,0.01,0.035
RN50__layer3__fov,700_800,2,3,7.5162,5.3457,0.0,0.015
RN50__layer3__fov,700_800,3,2,7.4917,5.3143,0.0,0.02
RN50__layer3__fov,700_800,4,3,7.4964,5.3251,0.01,0.03
RN50__layer3__fov,800_900,0,2,7.5134,5.3348,0.0,0.025
