condition,target,window,seed,epoch,train_loss,val_loss,val_minus_train,train_top1,train_top5,val_top1,val_top5,learning_rate,temperature,n_parameters
residual_fixed_temperature,RN50__attnpool,100_200,0,1,6.186493873596191,6.840102672576904,0.6536087989807129,0.06529625505208969,0.1590084731578827,0.007255139295011759,0.03204353153705597,0.0009890738003669028,0.07,1070592
residual_fixed_temperature,RN50__attnpool,100_200,0,2,5.634143352508545,6.736621856689453,1.1024785041809082,0.13603386282920837,0.29322853684425354,0.011487304233014584,0.042321644723415375,0.0009567727288213003,0.07,1070592
residual_fixed_temperature,RN50__attnpool,100_200,0,3,5.263464450836182,6.70294189453125,1.4394774436950684,0.22430472075939178,0.41051995754241943,0.012091899290680885,0.04836759716272354,0.0009045084971874737,0.07,1070592
residual_fixed_temperature,RN50__attnpool,100_200,0,4,4.977396011352539,6.68808126449585,1.7106852531433105,0.2974607050418854,0.5139057040214539,0.01511487364768982,0.051390569657087326,0.0008345653031794292,0.07,1070592
residual_fixed_temperature,RN50__attnpool,100_200,0,5,4.744085788726807,6.676607131958008,1.9325213432312012,0.374848872423172,0.5955260396003723,0.013301088474690914,0.04655380919575691,0.00075,0.07,1070592
residual_fixed_temperature,RN50__attnpool,100_200,0,6,4.553647041320801,6.685858726501465,2.132211685180664,0.4195888936519623,0.6469165682792664,0.010882709175348282,0.04836759716272354,0.0006545084971874737,0.07,1070592
residual_fixed_temperature,RN50__attnpool,100_200,0,7,4.401830673217773,6.688930511474609,2.287099838256836,0.4679564833641052,0.7128174304962158,0.012091899290680885,0.04897218942642212,0.0005522642316338268,0.07,1070592
residual_fixed_temperature,RN50__attnpool,100_200,0,8,4.25324821472168,6.694256782531738,2.4410085678100586,0.5175332427024841,0.755743682384491,0.014510278590023518,0.05259976163506508,0.0004477357683661734,0.07,1070592
residual_fixed_temperature,RN50__attnpool,100_200,0,9,4.149560928344727,6.692516326904297,2.5429553985595703,0.5562273263931274,0.787182629108429,0.012696493417024612,0.04897218942642212,0.0003454915028125264,0.07,1070592
residual_fixed_temperature,RN50__attnpool,100_200,0,10,4.054821014404297,6.70391845703125,2.649097442626953,0.5870617032051086,0.8192261457443237,0.008464328944683075,0.04836759716272354,0.0002500000000000001,0.07,1070592
residual_fixed_temperature,RN50__attnpool,100_200,0,11,3.9737167358398438,6.7127156257629395,2.7389988899230957,0.6263603568077087,0.8373640179634094,0.012091899290680885,0.04897218942642212,0.00016543469682057103,0.07,1070592
residual_fixed_temperature,RN50__attnpool,100_200,0,12,3.925300359725952,6.714022159576416,2.788721799850464,0.6444982290267944,0.8500604629516602,0.012696493417024612,0.049576785415410995,9.549150281252631e-05,0.07,1070592
residual_fixed_temperature,RN50__attnpool,100_200,0,13,3.8937854766845703,6.717678070068359,2.823892593383789,0.6535671353340149,0.8621523976325989,0.014510278590023518,0.05018138140439987,4.322727117869951e-05,0.07,1070592
residual_fixed_temperature,RN50__attnpool,100_200,0,14,3.880800724029541,6.720373153686523,2.8395724296569824,0.6584038734436035,0.8651753664016724,0.011487304233014584,0.049576785415410995,1.0926199633097156e-05,0.07,1070592
residual_fixed_temperature,RN50__attnpool,100_200,0,15,3.876978635787964,6.7209320068359375,2.8439533710479736,0.6565901041030884,0.8633615970611572,0.012696493417024612,0.04897218942642212,0.0,0.07,1070592
