target,window,test_loss,test_loss_std,top1,top5,n_seeds
RN50__layer2__fov,900_1000,5.3078,0.0063,0.007,0.026,5
RN50__layer3,0_100,4.0947,0.0268,0.111,0.302,5
RN50__layer3,100_200,2.4767,0.0188,0.42,0.728,5
RN50__layer3,200_300,2.8153,0.0143,0.327,0.622,5
RN50__layer3,300_400,3.5881,0.0193,0.167,0.427,5
RN50__layer3,400_500,4.3452,0.0271,0.091,0.251,5
RN50__layer3,500_600,5.0222,0.0621,0.018,0.105,5
RN50__layer3,600_700,5.2054,0.0347,0.012,0.055,5
RN50__layer3,700_800,5.2848,0.0228,0.005,0.032,5
RN50__layer3,800_900,5.2911,0.0012,0.008,0.029,5
RN50__layer3,900_1000,5.3101,0.0046,0.004,0.029,5
RN50__layer3__fov,0_100,4.0624,0.0385,0.104,0.31,5
RN50__layer3__fov,100_200,2.4295,0.0204,0.432,0.742,5
RN50__layer3__fov,200_300,2.7829,0.0215,0.338,0.636,5
RN50__layer3__fov,300_400,3.5618,0.0308,0.178,0.429,5
RN50__layer3__fov,400_500,4.3244,0.0247,0.095,0.254,5
RN50__layer3__fov,500_600,5.0278,0.021,0.008,0.081,5
RN50__layer3__fov,600_700,5.2225,0.035,0.012,0.059,5
RN50__layer3__fov,700_800,5.2934,0.0135,0.008,0.021,5
RN50__layer3__fov,800_900,5.3017,0.0053,0.004,0.028,5
RN50__layer3__fov,900_1000,5.3108,0.0066,0.005,0.014,5
RN50__layer4,0_100,4.4853,0.0366,0.066,0.198,5
RN50__layer4,100_200,2.9791,0.0207,0.257,0.594,5
RN50__layer4,200_300,3.05,0.0207,0.248,0.569,5
RN50__layer4,300_400,3.641,0.0234,0.151,0.42,5
RN50__layer4,400_500,4.3808,0.0295,0.07,0.249,5
RN50__layer4,500_600,5.0484,0.0286,0.016,0.076,5
RN50__layer4,600_700,5.2122,0.02,0.006,0.04,5
RN50__layer4,700_800,5.2987,0.0158,0.005,0.028,5
RN50__layer4,800_900,5.3086,0.007,0.007,0.025,5
RN50__layer4,900_1000,5.3189,0.0095,0.004,0.029,5
RN50__layer4__fov,0_100,4.4326,0.0335,0.058,0.217,5
RN50__layer4__fov,100_200,2.9125,0.0233,0.278,0.602,5
RN50__layer4__fov,200_300,2.9562,0.0178,0.29,0.594,5
RN50__layer4__fov,300_400,3.6325,0.0181,0.144,0.4,5
RN50__layer4__fov,400_500,4.3574,0.0381,0.086,0.239,5
RN50__layer4__fov,500_600,5.034,0.0179,0.016,0.077,5
RN50__layer4__fov,600_700,5.2035,0.0259,0.01,0.044,5
RN50__layer4__fov,700_800,5.298,0.0162,0.008,0.032,5
RN50__layer4__fov,800_900,5.3082,0.008,0.007,0.031,5
RN50__layer4__fov,900_1000,5.3218,0.0151,0.008,0.033,5
RN50__stem,0_100,4.6228,0.062,0.03,0.15,5
RN50__stem,100_200,3.6751,0.0419,0.133,0.396,5
RN50__stem,200_300,3.994,0.0156,0.079,0.283,5
RN50__stem,300_400,4.7143,0.0408,0.049,0.148,5
RN50__stem,400_500,5.1175,0.0091,0.011,0.078,5
RN50__stem,500_600,5.2571,0.0053,0.005,0.037,5
RN50__stem,600_700,5.2888,0.0037,0.006,0.036,5
RN50__stem,700_800,5.298,0.0051,0.006,0.021,5
RN50__stem,800_900,5.2966,0.0051,0.008,0.028,5
RN50__stem,900_1000,5.3046,0.0023,0.005,0.025,5
RN50__stem__fov,0_100,4.5536,0.0557,0.031,0.162,5
RN50__stem__fov,100_200,3.5751,0.0294,0.144,0.423,5
RN50__stem__fov,200_300,3.9238,0.0287,0.091,0.284,5
RN50__stem__fov,300_400,4.6782,0.0393,0.048,0.17,5
RN50__stem__fov,400_500,5.1136,0.0161,0.011,0.073,5
RN50__stem__fov,500_600,5.2548,0.0069,0.008,0.032,5
RN50__stem__fov,600_700,5.2853,0.0038,0.005,0.032,5
RN50__stem__fov,700_800,5.2958,0.0025,0.005,0.03,5
RN50__stem__fov,800_900,5.2963,0.0043,0.008,0.026,5
RN50__stem__fov,900_1000,5.304,0.0055,0.006,0.027,5
ViT-B-16__block10,0_100,4.5846,0.0446,0.045,0.148,5
ViT-B-16__block10,100_200,3.1792,0.0359,0.214,0.56,5
ViT-B-16__block10,200_300,3.2569,0.017,0.198,0.534,5
ViT-B-16__block10,300_400,3.7927,0.0374,0.139,0.394,5
ViT-B-16__block10,400_500,4.477,0.0255,0.069,0.219,5
ViT-B-16__block10,500_600,5.0735,0.0343,0.021,0.098,5
ViT-B-16__block10,600_700,5.2379,0.0158,0.007,0.037,5
ViT-B-16__block10,700_800,5.2849,0.0068,0.006,0.028,5
ViT-B-16__block10,800_900,5.2987,0.009,0.005,0.029,5
ViT-B-16__block10,900_1000,5.3152,0.0081,0.008,0.027,5
ViT-B-16__block10__fov,0_100,4.5257,0.0308,0.052,0.188,5
ViT-B-16__block10__fov,100_200,3.0663,0.0101,0.237,0.583,5
ViT-B-16__block10__fov,200_300,3.1444,0.0216,0.214,0.545,5
ViT-B-16__block10__fov,300_400,3.7391,0.027,0.142,0.405,5
ViT-B-16__block10__fov,400_500,4.4054,0.0267,0.066,0.227,5
ViT-B-16__block10__fov,500_600,5.0583,0.031,0.019,0.076,5
ViT-B-16__block10__fov,600_700,5.2322,0.0158,0.006,0.049,5
ViT-B-16__block10__fov,700_800,5.2818,0.017,0.006,0.03,5
ViT-B-16__block10__fov,800_900,5.2982,0.0125,0.006,0.032,5
ViT-B-16__block10__fov,900_1000,5.3031,0.0094,0.008,0.03,5
ViT-B-16__block12,0_100,4.8596,0.017,0.026,0.129,5
ViT-B-16__block12,100_200,3.622,0.012,0.133,0.452,5
ViT-B-16__block12,200_300,3.5071,0.0293,0.189,0.451,5
ViT-B-16__block12,300_400,3.9064,0.0141,0.128,0.351,5
ViT-B-16__block12,400_500,4.5909,0.0191,0.045,0.195,5
ViT-B-16__block12,500_600,5.1529,0.0496,0.018,0.073,5
ViT-B-16__block12,600_700,5.2679,0.022,0.005,0.037,5
ViT-B-16__block12,700_800,5.3125,0.0139,0.002,0.028,5
ViT-B-16__block12,800_900,5.3186,0.0086,0.008,0.03,5
ViT-B-16__block12,900_1000,5.3262,0.0105,0.004,0.024,5
ViT-B-16__block12__fov,0_100,4.8469,0.0095,0.028,0.119,5
ViT-B-16__block12__fov,100_200,3.615,0.0189,0.146,0.455,5
ViT-B-16__block12__fov,200_300,3.4671,0.037,0.213,0.476,5
ViT-B-16__block12__fov,300_400,3.8928,0.0112,0.13,0.388,5
ViT-B-16__block12__fov,400_500,4.5723,0.024,0.037,0.183,5
ViT-B-16__block12__fov,500_600,5.115,0.0547,0.015,0.08,5
ViT-B-16__block12__fov,600_700,5.2629,0.0285,0.008,0.039,5
ViT-B-16__block12__fov,700_800,5.321,0.0175,0.004,0.025,5
ViT-B-16__block12__fov,800_900,5.3164,0.0129,0.006,0.029,5
ViT-B-16__block12__fov,900_1000,5.323,0.0099,0.007,0.029,5
ViT-B-16__block2,0_100,3.8492,0.0207,0.094,0.302,5
ViT-B-16__block2,100_200,2.9412,0.0335,0.26,0.583,5
ViT-B-16__block2,200_300,3.4098,0.0352,0.153,0.419,5
ViT-B-16__block2,300_400,4.1926,0.0138,0.081,0.255,5
ViT-B-16__block2,400_500,4.7746,0.0151,0.032,0.141,5
ViT-B-16__block2,500_600,5.2327,0.0122,0.007,0.035,5
ViT-B-16__block2,600_700,5.2789,0.0042,0.004,0.037,5
ViT-B-16__block2,700_800,5.2972,0.0059,0.004,0.026,5
ViT-B-16__block2,800_900,5.2981,0.0048,0.003,0.028,5
ViT-B-16__block2,900_1000,5.3039,0.0047,0.007,0.026,5
ViT-B-16__block2__fov,0_100,3.7526,0.0292,0.094,0.298,5
ViT-B-16__block2__fov,100_200,2.8349,0.0179,0.277,0.601,5
ViT-B-16__block2__fov,200_300,3.3051,0.0401,0.194,0.438,5
ViT-B-16__block2__fov,300_400,4.1644,0.0377,0.088,0.27,5
ViT-B-16__block2__fov,400_500,4.7649,0.0214,0.027,0.155,5
ViT-B-16__block2__fov,500_600,5.2259,0.0119,0.01,0.046,5
ViT-B-16__block2__fov,600_700,5.278,0.0086,0.011,0.046,5
ViT-B-16__block2__fov,700_800,5.2951,0.0086,0.003,0.023,5
ViT-B-16__block2__fov,800_900,5.2979,0.0061,0.002,0.026,5
ViT-B-16__block2__fov,900_1000,5.3038,0.0063,0.004,0.025,5
ViT-B-16__block4,0_100,3.8198,0.0246,0.126,0.319,5
ViT-B-16__block4,100_200,2.6594,0.0163,0.33,0.645,5
ViT-B-16__block4,200_300,3.0797,0.0245,0.211,0.529,5
ViT-B-16__block4,300_400,3.8889,0.0381,0.113,0.338,5
ViT-B-16__block4,400_500,4.6193,0.0257,0.044,0.185,5
ViT-B-16__block4,500_600,5.201,0.0182,0.012,0.051,5
ViT-B-16__block4,600_700,5.2694,0.0108,0.015,0.042,5
ViT-B-16__block4,700_800,5.2957,0.0038,0.003,0.027,5
ViT-B-16__block4,800_900,5.2946,0.0039,0.009,0.028,5
ViT-B-16__block4,900_1000,5.3036,0.0038,0.006,0.029,5
ViT-B-16__block4__fov,0_100,3.745,0.0253,0.136,0.333,5
ViT-B-16__block4__fov,100_200,2.5715,0.021,0.356,0.66,5
ViT-B-16__block4__fov,200_300,3.0033,0.0248,0.217,0.546,5
ViT-B-16__block4__fov,300_400,3.8421,0.0559,0.126,0.349,5
ViT-B-16__block4__fov,400_500,4.6554,0.0209,0.054,0.163,5
ViT-B-16__block4__fov,500_600,5.2042,0.0182,0.013,0.049,5
ViT-B-16__block4__fov,600_700,5.2698,0.0122,0.012,0.043,5
ViT-B-16__block4__fov,700_800,5.2955,0.0086,0.01,0.033,5
ViT-B-16__block4__fov,800_900,5.2943,0.0062,0.005,0.029,5
ViT-B-16__block4__fov,900_1000,5.3019,0.0037,0.007,0.032,5
ViT-B-16__block6,0_100,4.103,0.0393,0.082,0.264,5
ViT-B-16__block6,100_200,2.8016,0.0245,0.297,0.664,5
ViT-B-16__block6,200_300,3.161,0.0241,0.202,0.517,5
ViT-B-16__block6,300_400,3.8791,0.0211,0.108,0.347,5
ViT-B-16__block6,400_500,4.5496,0.0363,0.072,0.2,5
ViT-B-16__block6,500_600,5.1916,0.0448,0.011,0.042,5
ViT-B-16__block6,600_700,5.2672,0.0158,0.005,0.036,5
ViT-B-16__block6,700_800,5.296,0.0051,0.006,0.028,5
ViT-B-16__block6,800_900,5.2976,0.004,0.004,0.032,5
ViT-B-16__block6,900_1000,5.3013,0.0039,0.003,0.032,5
ViT-B-16__block6__fov,0_100,4.049,0.0308,0.107,0.282,5
ViT-B-16__block6__fov,100_200,2.7358,0.0272,0.314,0.669,5
ViT-B-16__block6__fov,200_300,3.0739,0.0232,0.214,0.521,5
ViT-B-16__block6__fov,300_400,3.8426,0.0231,0.133,0.363,5
ViT-B-16__block6__fov,400_500,4.5444,0.0368,0.065,0.202,5
ViT-B-16__block6__fov,500_600,5.2252,0.0284,0.008,0.037,5
ViT-B-16__block6__fov,600_700,5.2707,0.0118,0.006,0.031,5
ViT-B-16__block6__fov,700_800,5.3078,0.0077,0.002,0.023,5
ViT-B-16__block6__fov,800_900,5.2959,0.0045,0.004,0.026,5
ViT-B-16__block6__fov,900_1000,5.3049,0.0079,0.005,0.032,5
ViT-B-16__block8,0_100,4.4304,0.0277,0.057,0.185,5
ViT-B-16__block8,100_200,3.189,0.0291,0.224,0.538,5
ViT-B-16__block8,200_300,3.3966,0.0325,0.179,0.474,5
ViT-B-16__block8,300_400,3.9339,0.0274,0.12,0.342,5
ViT-B-16__block8,400_500,4.5898,0.029,0.065,0.198,5
ViT-B-16__block8,500_600,5.1873,0.0477,0.011,0.06,5
ViT-B-16__block8,600_700,5.2668,0.0177,0.003,0.036,5
ViT-B-16__block8,700_800,5.3032,0.0113,0.004,0.03,5
ViT-B-16__block8,800_900,5.3011,0.0086,0.002,0.035,5
ViT-B-16__block8,900_1000,5.3104,0.0044,0.004,0.022,5
ViT-B-16__block8__fov,0_100,4.3319,0.0279,0.071,0.235,5
ViT-B-16__block8__fov,100_200,3.0629,0.0367,0.243,0.589,5
ViT-B-16__block8__fov,200_300,3.2424,0.0281,0.191,0.499,5
ViT-B-16__block8__fov,300_400,3.8621,0.0421,0.142,0.348,5
ViT-B-16__block8__fov,400_500,4.5411,0.0286,0.067,0.228,5
ViT-B-16__block8__fov,500_600,5.162,0.0412,0.013,0.061,5
ViT-B-16__block8__fov,600_700,5.2505,0.0188,0.011,0.044,5
ViT-B-16__block8__fov,700_800,5.2977,0.0163,0.008,0.031,5
ViT-B-16__block8__fov,800_900,5.2998,0.003,0.005,0.033,5
ViT-B-16__block8__fov,900_1000,5.3015,0.0071,0.004,0.026,5
ViT-L-14__block12,0_100,4.3625,0.039,0.056,0.215,5
ViT-L-14__block12,100_200,3.317,0.03,0.255,0.511,5
ViT-L-14__block12,200_300,3.4933,0.0161,0.182,0.433,5
ViT-L-14__block12,300_400,4.1566,0.0479,0.089,0.266,5
ViT-L-14__block12,400_500,4.741,0.0293,0.034,0.142,5
ViT-L-14__block12,500_600,5.2253,0.0241,0.014,0.05,5
ViT-L-14__block12,600_700,5.293,0.0048,0.006,0.035,5
ViT-L-14__block12,700_800,5.3174,0.0115,0.01,0.024,5
ViT-L-14__block12,800_900,5.3123,0.0084,0.008,0.035,5
ViT-L-14__block12,900_1000,5.3176,0.0088,0.004,0.025,5
ViT-L-14__block12__fov,0_100,4.1915,0.0278,0.083,0.244,5
ViT-L-14__block12__fov,100_200,3.1126,0.0347,0.272,0.587,5
ViT-L-14__block12__fov,200_300,3.3644,0.0368,0.22,0.483,5
ViT-L-14__block12__fov,300_400,4.0733,0.034,0.106,0.29,5
ViT-L-14__block12__fov,400_500,4.6746,0.0367,0.054,0.17,5
ViT-L-14__block12__fov,500_600,5.2274,0.0219,0.014,0.052,5
ViT-L-14__block12__fov,600_700,5.2851,0.0107,0.014,0.043,5
ViT-L-14__block12__fov,700_800,5.3098,0.0047,0.006,0.031,5
ViT-L-14__block12__fov,800_900,5.3096,0.0095,0.008,0.032,5
ViT-L-14__block12__fov,900_1000,5.3167,0.0051,0.005,0.037,5
ViT-L-14__block16,0_100,4.4435,0.0338,0.065,0.209,5
ViT-L-14__block16,100_200,3.2946,0.0186,0.246,0.538,5
ViT-L-14__block16,200_300,3.4218,0.0274,0.208,0.448,5
ViT-L-14__block16,300_400,3.9326,0.0348,0.106,0.325,5
ViT-L-14__block16,400_500,4.602,0.0091,0.073,0.203,5
ViT-L-14__block16,500_600,5.1436,0.0603,0.013,0.073,5
ViT-L-14__block16,600_700,5.2706,0.0063,0.009,0.041,5
ViT-L-14__block16,700_800,5.3038,0.0096,0.012,0.033,5
ViT-L-14__block16,800_900,5.3093,0.0096,0.008,0.034,5
ViT-L-14__block16,900_1000,5.3177,0.0067,0.007,0.033,5
ViT-L-14__block16__fov,0_100,4.3842,0.0393,0.072,0.227,5
ViT-L-14__block16__fov,100_200,3.2197,0.0357,0.228,0.551,5
ViT-L-14__block16__fov,200_300,3.3054,0.0222,0.228,0.531,5
ViT-L-14__block16__fov,300_400,3.8765,0.0356,0.156,0.344,5
ViT-L-14__block16__fov,400_500,4.5509,0.0507,0.062,0.215,5
ViT-L-14__block16__fov,500_600,5.1186,0.0533,0.015,0.072,5
ViT-L-14__block16__fov,600_700,5.2458,0.0186,0.01,0.046,5
ViT-L-14__block16__fov,700_800,5.3033,0.0044,0.009,0.033,5
ViT-L-14__block16__fov,800_900,5.3075,0.0048,0.009,0.029,5
ViT-L-14__block16__fov,900_1000,5.3169,0.0079,0.006,0.022,5
ViT-L-14__block20,0_100,4.6961,0.0156,0.04,0.147,5
ViT-L-14__block20,100_200,3.3978,0.0173,0.184,0.476,5
ViT-L-14__block20,200_300,3.4463,0.0192,0.186,0.465,5
ViT-L-14__block20,300_400,3.8178,0.0094,0.151,0.402,5
ViT-L-14__block20,400_500,4.5207,0.0163,0.051,0.198,5
ViT-L-14__block20,500_600,5.0966,0.0279,0.023,0.088,5
ViT-L-14__block20,600_700,5.2342,0.0489,0.007,0.041,5
ViT-L-14__block20,700_800,5.3077,0.0129,0.007,0.034,5
ViT-L-14__block20,800_900,5.3163,0.0197,0.003,0.035,5
ViT-L-14__block20,900_1000,5.3257,0.0145,0.003,0.026,5
ViT-L-14__block20__fov,0_100,4.6301,0.0322,0.047,0.174,5
ViT-L-14__block20__fov,100_200,3.325,0.0196,0.197,0.516,5
ViT-L-14__block20__fov,200_300,3.339,0.0176,0.207,0.506,5
ViT-L-14__block20__fov,300_400,3.8123,0.0195,0.157,0.379,5
ViT-L-14__block20__fov,400_500,4.4934,0.0125,0.066,0.221,5
ViT-L-14__block20__fov,500_600,5.0714,0.0401,0.022,0.079,5
ViT-L-14__block20__fov,600_700,5.2138,0.0576,0.011,0.05,5
ViT-L-14__block20__fov,700_800,5.3005,0.0097,0.007,0.034,5
ViT-L-14__block20__fov,800_900,5.3123,0.0129,0.006,0.027,5
ViT-L-14__block20__fov,900_1000,5.318,0.0131,0.005,0.028,5
ViT-L-14__block24,0_100,4.9427,0.0193,0.044,0.123,5
ViT-L-14__block24,100_200,3.8284,0.0143,0.128,0.372,5
ViT-L-14__block24,200_300,3.7305,0.0228,0.162,0.418,5
ViT-L-14__block24,300_400,4.0505,0.029,0.102,0.346,5
ViT-L-14__block24,400_500,4.631,0.0234,0.061,0.179,5
ViT-L-14__block24,500_600,5.1709,0.0818,0.02,0.066,5
ViT-L-14__block24,600_700,5.2448,0.0466,0.012,0.047,5
ViT-L-14__block24,700_800,5.3147,0.019,0.006,0.037,5
ViT-L-14__block24,800_900,5.3218,0.0067,0.005,0.033,5
ViT-L-14__block24,900_1000,5.3374,0.0137,0.006,0.021,5
ViT-L-14__block24__fov,0_100,4.965,0.0295,0.035,0.107,5
ViT-L-14__block24__fov,100_200,3.8559,0.0246,0.119,0.365,5
ViT-L-14__block24__fov,200_300,3.7305,0.0242,0.165,0.41,5
ViT-L-14__block24__fov,300_400,4.06,0.0093,0.11,0.343,5
ViT-L-14__block24__fov,400_500,4.6434,0.0174,0.056,0.174,5
ViT-L-14__block24__fov,500_600,5.1433,0.051,0.015,0.07,5
ViT-L-14__block24__fov,600_700,5.2512,0.0461,0.004,0.04,5
ViT-L-14__block24__fov,700_800,5.315,0.0102,0.006,0.032,5
ViT-L-14__block24__fov,800_900,5.3186,0.0202,0.004,0.032,5
ViT-L-14__block24__fov,900_1000,5.3122,0.0089,0.009,0.03,5
ViT-L-14__block4,0_100,3.7676,0.029,0.111,0.32,5
ViT-L-14__block4,100_200,2.8481,0.0195,0.287,0.594,5
ViT-L-14__block4,200_300,3.332,0.0094,0.16,0.43,5
ViT-L-14__block4,300_400,4.1212,0.025,0.097,0.288,5
ViT-L-14__block4,400_500,4.7589,0.0186,0.038,0.158,5
ViT-L-14__block4,500_600,5.1976,0.0232,0.011,0.057,5
ViT-L-14__block4,600_700,5.2818,0.0059,0.004,0.033,5
ViT-L-14__block4,700_800,5.2955,0.0045,0.008,0.03,5
ViT-L-14__block4,800_900,5.293,0.0054,0.007,0.031,5
ViT-L-14__block4,900_1000,5.2979,0.0052,0.007,0.024,5
ViT-L-14__block4__fov,0_100,3.7114,0.0282,0.11,0.311,5
ViT-L-14__block4__fov,100_200,2.7651,0.0146,0.305,0.607,5
ViT-L-14__block4__fov,200_300,3.2641,0.0266,0.166,0.454,5
ViT-L-14__block4__fov,300_400,4.1184,0.0295,0.108,0.293,5
ViT-L-14__block4__fov,400_500,4.7794,0.0217,0.035,0.158,5
ViT-L-14__block4__fov,500_600,5.2116,0.0296,0.005,0.047,5
ViT-L-14__block4__fov,600_700,5.2822,0.0074,0.01,0.041,5
ViT-L-14__block4__fov,700_800,5.2968,0.0056,0.004,0.03,5
ViT-L-14__block4__fov,800_900,5.2933,0.0048,0.009,0.038,5
ViT-L-14__block4__fov,900_1000,5.3023,0.0035,0.006,0.027,5
ViT-L-14__block8,0_100,3.8754,0.0195,0.137,0.34,5
ViT-L-14__block8,100_200,2.6148,0.0178,0.345,0.678,5
ViT-L-14__block8,200_300,3.0513,0.0285,0.227,0.523,5
ViT-L-14__block8,300_400,3.8756,0.0186,0.111,0.345,5
ViT-L-14__block8,400_500,4.5651,0.0328,0.038,0.183,5
ViT-L-14__block8,500_600,5.1815,0.0462,0.007,0.055,5
ViT-L-14__block8,600_700,5.2758,0.0139,0.011,0.037,5
ViT-L-14__block8,700_800,5.3044,0.0088,0.005,0.028,5
ViT-L-14__block8,800_900,5.3027,0.0067,0.003,0.02,5
ViT-L-14__block8,900_1000,5.3107,0.0047,0.005,0.022,5
ViT-L-14__block8__fov,0_100,3.785,0.0341,0.148,0.34,5
ViT-L-14__block8__fov,100_200,2.534,0.0133,0.358,0.698,5
ViT-L-14__block8__fov,200_300,2.9777,0.0205,0.238,0.555,5
ViT-L-14__block8__fov,300_400,3.8154,0.014,0.115,0.358,5
ViT-L-14__block8__fov,400_500,4.5535,0.0291,0.043,0.196,5
ViT-L-14__block8__fov,500_600,5.2041,0.0119,0.012,0.053,5
ViT-L-14__block8__fov,600_700,5.2803,0.0026,0.008,0.031,5
ViT-L-14__block8__fov,700_800,5.2994,0.0076,0.008,0.026,5
ViT-L-14__block8__fov,800_900,5.2999,0.0075,0.006,0.03,5
ViT-L-14__block8__fov,900_1000,5.304,0.0085,0.005,0.029,5
