target,window,seed,best_epoch,val_loss,test_loss,top1,top5
RN50__attnpool,600_700,2,2,7.4792,5.2445,0.005,0.035
RN50__attnpool,600_700,3,2,7.4818,5.2534,0.01,0.04
RN50__attnpool,600_700,4,2,7.5021,5.2837,0.0,0.025
RN50__attnpool,700_800,0,2,7.5,5.3212,0.0,0.03
RN50__attnpool,700_800,1,2,7.5177,5.3109,0.005,0.035
RN50__attnpool,700_800,2,2,7.4961,5.3054,0.005,0.005
RN50__attnpool,700_800,3,2,7.5028,5.305,0.005,0.015
RN50__attnpool,700_800,4,2,7.5073,5.2922,0.005,0.015
RN50__attnpool,800_900,0,2,7.5038,5.3221,0.005,0.01
RN50__attnpool,800_900,1,2,7.5037,5.3445,0.005,0.03
RN50__attnpool,800_900,2,2,7.5031,5.3153,0.01,0.035
RN50__attnpool,800_900,3,2,7.5127,5.3236,0.005,0.035
RN50__attnpool,800_900,4,2,7.5062,5.3182,0.005,0.015
RN50__attnpool,900_1000,0,2,7.5108,5.3364,0.005,0.015
RN50__attnpool,900_1000,1,2,7.5119,5.3186,0.005,0.025
RN50__attnpool,900_1000,2,2,7.5141,5.3094,0.005,0.015
RN50__attnpool,900_1000,3,2,7.5106,5.3156,0.005,0.04
RN50__attnpool,900_1000,4,2,7.5077,5.3418,0.01,0.03
RN50__attnpool__fov,0_100,0,10,7.2713,4.8046,0.035,0.16
RN50__attnpool__fov,0_100,1,11,7.2765,4.8544,0.045,0.13
RN50__attnpool__fov,0_100,2,11,7.2511,4.8259,0.045,0.125
RN50__attnpool__fov,0_100,3,13,7.276,4.8459,0.03,0.125
RN50__attnpool__fov,0_100,4,10,7.2942,4.784,0.02,0.135
RN50__attnpool__fov,100_200,0,21,6.6642,3.6328,0.205,0.435
RN50__attnpool__fov,100_200,1,19,6.6251,3.6573,0.185,0.44
RN50__attnpool__fov,100_200,2,19,6.7314,3.6502,0.18,0.42
RN50__attnpool__fov,100_200,3,17,6.7123,3.6607,0.18,0.46
RN50__attnpool__fov,100_200,4,20,6.6613,3.665,0.18,0.42
RN50__attnpool__fov,200_300,0,18,6.7829,3.7281,0.15,0.42
RN50__attnpool__fov,200_300,1,17,6.7508,3.7624,0.14,0.38
RN50__attnpool__fov,200_300,2,18,6.7382,3.7118,0.145,0.42
RN50__attnpool__fov,200_300,3,20,6.7957,3.6861,0.16,0.415
RN50__attnpool__fov,200_300,4,17,6.8216,3.7117,0.17,0.4
RN50__attnpool__fov,300_400,0,12,7.1112,4.2205,0.085,0.265
RN50__attnpool__fov,300_400,1,12,7.0531,4.1904,0.09,0.27
RN50__attnpool__fov,300_400,2,12,7.1,4.2269,0.07,0.22
RN50__attnpool__fov,300_400,3,11,7.09,4.2363,0.09,0.245
RN50__attnpool__fov,300_400,4,11,7.0949,4.2368,0.095,0.255
RN50__attnpool__fov,400_500,0,9,7.3565,4.8903,0.015,0.095
RN50__attnpool__fov,400_500,1,10,7.3722,4.8938,0.03,0.085
RN50__attnpool__fov,400_500,2,9,7.3605,4.9024,0.025,0.085
RN50__attnpool__fov,400_500,3,11,7.3474,4.9067,0.015,0.085
RN50__attnpool__fov,400_500,4,10,7.3468,4.8727,0.02,0.1
RN50__attnpool__fov,500_600,0,3,7.4741,5.247,0.0,0.04
RN50__attnpool__fov,500_600,1,3,7.4872,5.2305,0.01,0.035
RN50__attnpool__fov,500_600,2,3,7.4743,5.2399,0.0,0.025
RN50__attnpool__fov,500_600,3,3,7.4761,5.2383,0.01,0.05
RN50__attnpool__fov,500_600,4,3,7.469,5.2249,0.01,0.06
RN50__attnpool__fov,600_700,0,3,7.4718,5.2518,0.005,0.03
RN50__attnpool__fov,600_700,1,2,7.5001,5.2839,0.01,0.025
RN50__attnpool__fov,600_700,2,2,7.4798,5.2894,0.015,0.03
RN50__attnpool__fov,600_700,3,2,7.5037,5.2746,0.015,0.04
RN50__attnpool__fov,600_700,4,2,7.4878,5.2652,0.005,0.02
RN50__attnpool__fov,700_800,0,2,7.4874,5.2903,0.005,0.03
RN50__attnpool__fov,700_800,1,2,7.4904,5.3092,0.005,0.02
RN50__attnpool__fov,700_800,2,2,7.5028,5.3068,0.005,0.015
RN50__attnpool__fov,700_800,3,2,7.5039,5.3031,0.01,0.02
RN50__attnpool__fov,700_800,4,2,7.4906,5.3055,0.01,0.035
RN50__attnpool__fov,800_900,0,2,7.4968,5.3133,0.005,0.025
RN50__attnpool__fov,800_900,1,2,7.4944,5.3291,0.0,0.025
RN50__attnpool__fov,800_900,2,2,7.5048,5.3269,0.005,0.04
RN50__attnpool__fov,800_900,3,2,7.5071,5.3258,0.005,0.04
RN50__attnpool__fov,800_900,4,2,7.508,5.3186,0.005,0.02
RN50__attnpool__fov,900_1000,0,2,7.5107,5.3138,0.0,0.035
RN50__attnpool__fov,900_1000,1,2,7.51,5.3396,0.01,0.015
RN50__attnpool__fov,900_1000,2,2,7.4923,5.3244,0.005,0.03
RN50__attnpool__fov,900_1000,3,2,7.498,5.2975,0.005,0.025
RN50__attnpool__fov,900_1000,4,2,7.5064,5.312,0.0,0.02
RN50__layer1,0_100,0,13,7.0315,4.3551,0.055,0.235
RN50__layer1,0_100,1,16,7.0016,4.3078,0.065,0.21
RN50__layer1,0_100,2,16,6.9864,4.3121,0.065,0.22
RN50__layer1,0_100,3,17,7.0065,4.3612,0.05,0.195
RN50__layer1,0_100,4,16,7.0182,4.2678,0.07,0.23
RN50__layer1,100_200,0,24,6.4677,3.3471,0.175,0.52
RN50__layer1,100_200,1,22,6.4715,3.3505,0.17,0.535
RN50__layer1,100_200,2,23,6.5194,3.3237,0.165,0.52
RN50__layer1,100_200,3,29,6.5374,3.3237,0.16,0.495
RN50__layer1,100_200,4,25,6.4572,3.3154,0.18,0.51
RN50__layer1,200_300,0,17,6.7836,3.8631,0.09,0.31
RN50__layer1,200_300,1,18,6.7998,3.8256,0.105,0.325
RN50__layer1,200_300,2,20,6.7301,3.801,0.09,0.325
RN50__layer1,200_300,3,18,6.8288,3.8565,0.085,0.285
RN50__layer1,200_300,4,18,6.8157,3.819,0.1,0.345
RN50__layer1,300_400,0,9,7.2201,4.5769,0.065,0.195
RN50__layer1,300_400,1,9,7.2232,4.5536,0.08,0.18
RN50__layer1,300_400,2,10,7.2222,4.5737,0.07,0.2
RN50__layer1,300_400,3,10,7.2221,4.565,0.045,0.185
RN50__layer1,300_400,4,12,7.2015,4.5972,0.055,0.165
RN50__layer1,400_500,0,4,7.3866,5.1513,0.02,0.075
RN50__layer1,400_500,1,4,7.4368,5.1562,0.02,0.07
RN50__layer1,400_500,2,4,7.4018,5.1678,0.01,0.06
RN50__layer1,400_500,3,5,7.4063,5.1545,0.015,0.05
RN50__layer1,400_500,4,4,7.4079,5.161,0.03,0.095
RN50__layer1,500_600,0,4,7.425,5.239,0.01,0.045
RN50__layer1,500_600,1,3,7.4754,5.2439,0.0,0.03
RN50__layer1,500_600,2,3,7.4719,5.2555,0.005,0.065
RN50__layer1,500_600,3,4,7.4513,5.2592,0.005,0.025
RN50__layer1,500_600,4,3,7.462,5.2799,0.0,0.025
RN50__layer1,600_700,0,4,7.4599,5.2715,0.005,0.055
RN50__layer1,600_700,1,4,7.4775,5.2732,0.005,0.05
RN50__layer1,600_700,2,3,7.4767,5.2774,0.0,0.05
RN50__layer1,600_700,3,4,7.4661,5.2866,0.005,0.025
RN50__layer1,600_700,4,3,7.4751,5.2833,0.015,0.025
RN50__layer1,700_800,0,4,7.4653,5.3001,0.01,0.04
RN50__layer1,700_800,1,3,7.4728,5.3009,0.005,0.03
RN50__layer1,700_800,2,3,7.4875,5.3062,0.005,0.03
RN50__layer1,700_800,3,4,7.4725,5.3177,0.005,0.015
RN50__layer1,700_800,4,3,7.4792,5.3227,0.0,0.025
RN50__layer1,800_900,0,3,7.4794,5.3022,0.0,0.02
RN50__layer1,800_900,1,3,7.4904,5.3111,0.01,0.045
RN50__layer1,800_900,2,4,7.4759,5.3108,0.0,0.01
RN50__layer1,800_900,3,4,7.4757,5.31,0.01,0.03
RN50__layer1,800_900,4,3,7.4634,5.3201,0.015,0.035
RN50__layer1,900_1000,0,3,7.4833,5.3038,0.005,0.03
RN50__layer1,900_1000,1,3,7.4676,5.3103,0.005,0.015
RN50__layer1,900_1000,2,3,7.493,5.3035,0.01,0.015
RN50__layer1,900_1000,3,3,7.4945,5.3094,0.0,0.04
RN50__layer1,900_1000,4,3,7.4656,5.318,0.0,0.045
RN50__layer1__fov,0_100,0,13,6.9938,4.3189,0.04,0.22
RN50__layer1__fov,0_100,1,16,6.9733,4.2541,0.05,0.245
RN50__layer1__fov,0_100,2,21,6.9482,4.2201,0.065,0.255
RN50__layer1__fov,0_100,3,17,6.9708,4.2852,0.055,0.235
RN50__layer1__fov,0_100,4,17,6.972,4.1767,0.07,0.25
RN50__layer1__fov,100_200,0,24,6.429,3.2472,0.175,0.545
RN50__layer1__fov,100_200,1,24,6.426,3.2713,0.175,0.515
RN50__layer1__fov,100_200,2,23,6.5005,3.2358,0.16,0.54
RN50__layer1__fov,100_200,3,29,6.5132,3.2612,0.17,0.495
RN50__layer1__fov,100_200,4,25,6.4242,3.2157,0.185,0.535
RN50__layer1__fov,200_300,0,17,6.764,3.7739,0.085,0.355
RN50__layer1__fov,200_300,1,18,6.7863,3.7714,0.085,0.315
RN50__layer1__fov,200_300,2,21,6.7293,3.6935,0.085,0.375
RN50__layer1__fov,200_300,3,20,6.8127,3.7585,0.085,0.345
RN50__layer1__fov,200_300,4,17,6.7869,3.7594,0.115,0.365
RN50__layer1__fov,300_400,0,9,7.212,4.5633,0.065,0.185
RN50__layer1__fov,300_400,1,9,7.2197,4.6147,0.065,0.2
RN50__layer1__fov,300_400,2,10,7.2208,4.5935,0.06,0.185
RN50__layer1__fov,300_400,3,10,7.2141,4.5687,0.04,0.185
RN50__layer1__fov,300_400,4,10,7.2047,4.5593,0.06,0.21
RN50__layer1__fov,400_500,0,4,7.3834,5.1563,0.035,0.085
RN50__layer1__fov,400_500,1,4,7.4293,5.1834,0.005,0.055
RN50__layer1__fov,400_500,2,4,7.4146,5.1681,0.015,0.07
RN50__layer1__fov,400_500,3,4,7.399,5.1758,0.01,0.05
RN50__layer1__fov,400_500,4,5,7.3881,5.1335,0.025,0.07
RN50__layer1__fov,500_600,0,4,7.4406,5.2609,0.005,0.055
RN50__layer1__fov,500_600,1,3,7.4744,5.2691,0.005,0.035
RN50__layer1__fov,500_600,2,4,7.4605,5.2572,0.01,0.03
RN50__layer1__fov,500_600,3,4,7.455,5.2477,0.0,0.045
RN50__layer1__fov,500_600,4,4,7.4533,5.2725,0.01,0.035
RN50__layer1__fov,600_700,0,4,7.4604,5.2811,0.005,0.025
RN50__layer1__fov,600_700,1,3,7.4761,5.2984,0.0,0.025
RN50__layer1__fov,600_700,2,3,7.4874,5.2836,0.005,0.04
RN50__layer1__fov,600_700,3,4,7.4728,5.2735,0.01,0.03
RN50__layer1__fov,600_700,4,3,7.4737,5.2796,0.0,0.02
RN50__layer1__fov,700_800,0,4,7.4578,5.3213,0.0,0.03
RN50__layer1__fov,700_800,1,3,7.4709,5.3137,0.0,0.01
RN50__layer1__fov,700_800,2,3,7.4912,5.3128,0.0,0.025
RN50__layer1__fov,700_800,3,4,7.476,5.2996,0.0,0.04
RN50__layer1__fov,700_800,4,3,7.4749,5.3122,0.005,0.015
RN50__layer1__fov,800_900,0,3,7.4722,5.3099,0.0,0.015
RN50__layer1__fov,800_900,1,3,7.4915,5.3143,0.0,0.02
RN50__layer1__fov,800_900,2,4,7.4691,5.3093,0.0,0.035
RN50__layer1__fov,800_900,3,4,7.4699,5.3016,0.0,0.03
RN50__layer1__fov,800_900,4,3,7.4684,5.316,0.015,0.04
RN50__layer1__fov,900_1000,0,3,7.4835,5.3159,0.005,0.02
RN50__layer1__fov,900_1000,1,3,7.4757,5.324,0.0,0.02
RN50__layer1__fov,900_1000,2,3,7.4895,5.3166,0.005,0.025
RN50__layer1__fov,900_1000,3,4,7.4876,5.2988,0.01,0.03
RN50__layer1__fov,900_1000,4,3,7.4644,5.3171,0.005,0.025
RN50__layer2,0_100,0,17,6.9383,4.2303,0.065,0.22
RN50__layer2,0_100,1,16,6.9374,4.1611,0.075,0.245
RN50__layer2,0_100,2,18,6.921,4.1337,0.07,0.275
RN50__layer2,0_100,3,18,6.9182,4.1628,0.09,0.245
RN50__layer2,0_100,4,16,6.9508,4.1573,0.075,0.255
RN50__layer2,100_200,0,28,6.2912,3.0226,0.205,0.57
RN50__layer2,100_200,1,22,6.3371,3.0954,0.195,0.575
RN50__layer2,100_200,2,22,6.346,3.0762,0.19,0.575
RN50__layer2,100_200,3,28,6.3774,3.044,0.185,0.585
RN50__layer2,100_200,4,28,6.2803,3.0179,0.195,0.59
RN50__layer2,200_300,0,18,6.6025,3.5229,0.14,0.4
RN50__layer2,200_300,1,19,6.6385,3.5206,0.165,0.435
RN50__layer2,200_300,2,21,6.6235,3.5259,0.13,0.405
RN50__layer2,200_300,3,21,6.6576,3.4971,0.145,0.44
RN50__layer2,200_300,4,19,6.6603,3.5283,0.155,0.385
RN50__layer2,300_400,0,9,7.101,4.4016,0.08,0.24
RN50__layer2,300_400,1,9,7.096,4.4106,0.06,0.235
RN50__layer2,300_400,2,11,7.1291,4.3379,0.085,0.235
RN50__layer2,300_400,3,9,7.1127,4.3649,0.09,0.23
RN50__layer2,300_400,4,11,7.1095,4.2979,0.105,0.26
RN50__layer2,400_500,0,6,7.3722,5.0098,0.015,0.065
RN50__layer2,400_500,1,4,7.4069,5.0862,0.005,0.05
RN50__layer2,400_500,2,6,7.3876,4.9838,0.015,0.08
RN50__layer2,400_500,3,7,7.3798,4.9978,0.025,0.1
RN50__layer2,400_500,4,5,7.3805,5.0339,0.01,0.08
RN50__layer2,500_600,0,4,7.4378,5.1946,0.005,0.04
RN50__layer2,500_600,1,3,7.4653,5.2131,0.005,0.04
RN50__layer2,500_600,2,3,7.4658,5.2422,0.005,0.065
RN50__layer2,500_600,3,3,7.4362,5.2323,0.0,0.055
RN50__layer2,500_600,4,3,7.4621,5.2365,0.01,0.04
RN50__layer2,600_700,0,3,7.4523,5.2601,0.01,0.04
RN50__layer2,600_700,1,2,7.4785,5.2743,0.01,0.04
RN50__layer2,600_700,2,3,7.4798,5.2545,0.01,0.065
RN50__layer2,600_700,3,3,7.4652,5.2686,0.005,0.05
RN50__layer2,600_700,4,3,7.4689,5.2591,0.02,0.045
RN50__layer2,700_800,0,3,7.4698,5.3213,0.01,0.025
RN50__layer2,700_800,1,2,7.4629,5.2964,0.005,0.05
RN50__layer2,700_800,2,2,7.4835,5.3138,0.005,0.025
RN50__layer2,700_800,3,2,7.4597,5.3075,0.005,0.02
RN50__layer2,700_800,4,2,7.4714,5.3204,0.0,0.02
RN50__layer2,800_900,0,2,7.4674,5.3129,0.0,0.025
RN50__layer2,800_900,1,2,7.4805,5.3148,0.01,0.025
RN50__layer2,800_900,2,2,7.4804,5.3134,0.015,0.035
RN50__layer2,800_900,3,2,7.464,5.3034,0.0,0.02
RN50__layer2,800_900,4,2,7.4637,5.3252,0.005,0.02
RN50__layer2,900_1000,0,2,7.4877,5.3131,0.0,0.03
RN50__layer2,900_1000,1,2,7.4625,5.3088,0.005,0.025
RN50__layer2,900_1000,2,2,7.4908,5.3175,0.01,0.03
RN50__layer2,900_1000,3,2,7.4701,5.2992,0.0,0.015
RN50__layer2,900_1000,4,2,7.4695,5.3301,0.0,0.02
RN50__layer2__fov,0_100,0,17,6.9244,4.153,0.065,0.245
RN50__layer2__fov,0_100,1,19,6.914,4.0497,0.085,0.28
RN50__layer2__fov,0_100,2,20,6.8949,4.0958,0.09,0.245
RN50__layer2__fov,0_100,3,18,6.905,4.1017,0.095,0.275
RN50__layer2__fov,0_100,4,16,6.946,4.0964,0.08,0.285
RN50__layer2__fov,100_200,0,28,6.2632,2.93,0.25,0.605
RN50__layer2__fov,100_200,1,24,6.2768,2.9864,0.215,0.58
RN50__layer2__fov,100_200,2,29,6.3194,2.9428,0.225,0.59
RN50__layer2__fov,100_200,3,25,6.3456,2.9905,0.225,0.56
RN50__layer2__fov,100_200,4,28,6.2426,2.9356,0.23,0.58
RN50__layer2__fov,200_300,0,18,6.5911,3.4639,0.16,0.415
RN50__layer2__fov,200_300,1,22,6.6162,3.4273,0.175,0.465
RN50__layer2__fov,200_300,2,20,6.6052,3.454,0.135,0.44
RN50__layer2__fov,200_300,3,21,6.6292,3.4346,0.145,0.47
RN50__layer2__fov,200_300,4,19,6.6285,3.4604,0.17,0.445
RN50__layer2__fov,300_400,0,11,7.0956,4.3303,0.09,0.25
RN50__layer2__fov,300_400,1,9,7.0859,4.3876,0.095,0.25
RN50__layer2__fov,300_400,2,11,7.1347,4.3266,0.095,0.245
RN50__layer2__fov,300_400,3,11,7.1206,4.3078,0.085,0.245
RN50__layer2__fov,300_400,4,11,7.1011,4.3092,0.14,0.285
RN50__layer2__fov,400_500,0,7,7.3738,4.9821,0.015,0.07
RN50__layer2__fov,400_500,1,4,7.3949,5.0834,0.005,0.05
RN50__layer2__fov,400_500,2,6,7.4016,4.9903,0.005,0.075
RN50__layer2__fov,400_500,3,7,7.3596,4.9767,0.02,0.07
RN50__layer2__fov,400_500,4,5,7.3786,5.0226,0.015,0.07
RN50__layer2__fov,500_600,0,4,7.4514,5.2174,0.01,0.04
RN50__layer2__fov,500_600,1,3,7.4684,5.2216,0.005,0.07
RN50__layer2__fov,500_600,2,3,7.4712,5.2349,0.01,0.04
RN50__layer2__fov,500_600,3,3,7.445,5.2491,0.015,0.035
RN50__layer2__fov,500_600,4,3,7.4474,5.2403,0.025,0.05
RN50__layer2__fov,600_700,0,3,7.455,5.2619,0.01,0.035
RN50__layer2__fov,600_700,1,2,7.4838,5.2697,0.01,0.035
RN50__layer2__fov,600_700,2,3,7.4796,5.2603,0.005,0.045
RN50__layer2__fov,600_700,3,3,7.4591,5.2804,0.01,0.04
RN50__layer2__fov,600_700,4,3,7.4646,5.2602,0.005,0.035
RN50__layer2__fov,700_800,0,3,7.47,5.3139,0.0,0.005
RN50__layer2__fov,700_800,1,2,7.4664,5.3055,0.005,0.035
RN50__layer2__fov,700_800,2,2,7.4901,5.3211,0.01,0.02
RN50__layer2__fov,700_800,3,3,7.4628,5.3147,0.005,0.025
RN50__layer2__fov,700_800,4,2,7.4791,5.3154,0.0,0.025
RN50__layer2__fov,800_900,0,2,7.4649,5.3012,0.0,0.03
RN50__layer2__fov,800_900,1,2,7.4903,5.327,0.015,0.015
RN50__layer2__fov,800_900,2,2,7.489,5.315,0.0,0.02
RN50__layer2__fov,800_900,3,2,7.4708,5.3109,0.01,0.03
RN50__layer2__fov,800_900,4,2,7.4676,5.3337,0.005,0.025
RN50__layer2__fov,900_1000,0,2,7.4877,5.2981,0.0,0.035
RN50__layer2__fov,900_1000,1,2,7.475,5.3184,0.0,0.035
RN50__layer2__fov,900_1000,2,2,7.5034,5.3218,0.0,0.02
RN50__layer2__fov,900_1000,3,2,7.4747,5.3096,0.015,0.02
RN50__layer2__fov,900_1000,4,2,7.4634,5.3272,0.0,0.03
RN50__layer3,0_100,0,18,7.0668,4.3083,0.07,0.245
RN50__layer3,0_100,1,19,7.0655,4.281,0.085,0.24
RN50__layer3,0_100,2,22,7.015,4.2871,0.075,0.225
RN50__layer3,0_100,3,21,7.0467,4.2853,0.1,0.23
RN50__layer3,0_100,4,17,7.0591,4.2842,0.07,0.23
RN50__layer3,100_200,0,42,6.2726,2.9042,0.315,0.655
RN50__layer3,100_200,1,28,6.2512,2.9482,0.32,0.635
RN50__layer3,100_200,2,43,6.2693,2.8801,0.325,0.625
RN50__layer3,100_200,3,33,6.3502,2.9004,0.285,0.65
RN50__layer3,100_200,4,28,6.2581,2.936,0.33,0.63
RN50__layer3,200_300,0,25,6.4841,3.2044,0.245,0.525
RN50__layer3,200_300,1,24,6.4847,3.2253,0.225,0.525
RN50__layer3,200_300,2,27,6.4299,3.2202,0.23,0.51
RN50__layer3,200_300,3,25,6.5256,3.2379,0.23,0.495
RN50__layer3,200_300,4,29,6.5335,3.1674,0.24,0.525
RN50__layer3,300_400,0,14,6.9891,3.9118,0.15,0.31
RN50__layer3,300_400,1,15,6.9562,3.9202,0.155,0.31
RN50__layer3,300_400,2,15,6.9847,3.9107,0.125,0.335
RN50__layer3,300_400,3,13,7.0347,3.9776,0.14,0.31
RN50__layer3,300_400,4,14,7.0137,3.9188,0.14,0.35
RN50__layer3,400_500,0,11,7.339,4.7095,0.03,0.155
RN50__layer3,400_500,1,10,7.358,4.7324,0.035,0.145
RN50__layer3,400_500,2,9,7.3556,4.7584,0.01,0.09
RN50__layer3,400_500,3,11,7.3347,4.698,0.025,0.12
RN50__layer3,400_500,4,10,7.3741,4.7273,0.035,0.13
RN50__layer3,500_600,0,4,7.4664,5.1258,0.02,0.065
RN50__layer3,500_600,1,3,7.4847,5.1684,0.0,0.045
RN50__layer3,500_600,2,3,7.4565,5.2279,0.0,0.05
RN50__layer3,500_600,3,3,7.4873,5.2119,0.005,0.04
RN50__layer3,500_600,4,3,7.4868,5.1924,0.015,0.035
RN50__layer3,600_700,0,3,7.5005,5.2409,0.015,0.05
RN50__layer3,600_700,1,3,7.4865,5.211,0.015,0.04
RN50__layer3,600_700,2,3,7.4655,5.2869,0.01,0.04
RN50__layer3,600_700,3,3,7.493,5.2357,0.015,0.065
RN50__layer3,600_700,4,3,7.4928,5.2461,0.005,0.04
RN50__layer3,700_800,0,3,7.5148,5.2964,0.0,0.025
RN50__layer3,700_800,1,2,7.4963,5.2987,0.0,0.025
RN50__layer3,700_800,2,2,7.5141,5.3275,0.01,0.02
RN50__layer3,700_800,3,2,7.4932,5.3096,0.01,0.035
RN50__layer3,700_800,4,2,7.5084,5.286,0.005,0.025
RN50__layer3,800_900,0,2,7.4986,5.3074,0.015,0.035
RN50__layer3,800_900,1,2,7.5107,5.3119,0.02,0.035
RN50__layer3,800_900,2,2,7.5089,5.3592,0.005,0.025
RN50__layer3,800_900,3,2,7.5008,5.3161,0.015,0.035
RN50__layer3,800_900,4,2,7.4984,5.319,0.01,0.045
RN50__layer3,900_1000,0,2,7.5125,5.3184,0.0,0.025
RN50__layer3,900_1000,1,2,7.5028,5.323,0.005,0.04
RN50__layer3,900_1000,2,2,7.5081,5.3289,0.015,0.035
RN50__layer3,900_1000,3,2,7.4923,5.3124,0.01,0.035
RN50__layer3,900_1000,4,2,7.502,5.3255,0.01,0.03
RN50__layer3__fov,0_100,0,21,7.079,4.2699,0.1,0.235
RN50__layer3__fov,0_100,1,19,7.0644,4.2676,0.075,0.245
RN50__layer3__fov,0_100,2,22,7.0213,4.2345,0.11,0.265
RN50__layer3__fov,0_100,3,23,7.0422,4.2444,0.07,0.22
RN50__layer3__fov,0_100,4,17,7.0557,4.2649,0.075,0.235
RN50__layer3__fov,100_200,0,39,6.2447,2.8608,0.32,0.675
RN50__layer3__fov,100_200,1,28,6.2293,2.8813,0.32,0.665
RN50__layer3__fov,100_200,2,43,6.2725,2.872,0.31,0.635
RN50__layer3__fov,100_200,3,33,6.3289,2.8287,0.335,0.65
RN50__layer3__fov,100_200,4,28,6.2382,2.885,0.325,0.635
RN50__layer3__fov,200_300,0,25,6.4633,3.1815,0.245,0.54
RN50__layer3__fov,200_300,1,24,6.4651,3.2204,0.25,0.5
RN50__layer3__fov,200_300,2,27,6.408,3.1729,0.245,0.53
RN50__layer3__fov,200_300,3,25,6.5065,3.1944,0.245,0.545
RN50__layer3__fov,200_300,4,29,6.5003,3.159,0.225,0.53
RN50__layer3__fov,300_400,0,14,6.9699,3.9053,0.17,0.325
RN50__layer3__fov,300_400,1,15,6.9366,3.9172,0.15,0.31
RN50__layer3__fov,300_400,2,15,6.9858,3.8886,0.13,0.365
RN50__layer3__fov,300_400,3,13,7.0077,3.9299,0.135,0.295
RN50__layer3__fov,300_400,4,13,7.0089,3.9031,0.14,0.355
RN50__layer3__fov,400_500,0,11,7.3383,4.6819,0.025,0.15
RN50__layer3__fov,400_500,1,11,7.3486,4.7116,0.035,0.125
RN50__layer3__fov,400_500,2,9,7.3313,4.7145,0.02,0.13
RN50__layer3__fov,400_500,3,11,7.3345,4.6853,0.03,0.155
RN50__layer3__fov,400_500,4,10,7.3419,4.7342,0.025,0.11
RN50__layer3__fov,500_600,0,4,7.4606,5.1563,0.015,0.1
RN50__layer3__fov,500_600,1,3,7.4979,5.2131,0.02,0.035
RN50__layer3__fov,500_600,2,3,7.4733,5.1909,0.02,0.055
RN50__layer3__fov,500_600,3,3,7.4832,5.2172,0.01,0.06
RN50__layer3__fov,500_600,4,3,7.4939,5.1955,0.015,0.045
RN50__layer3__fov,600_700,0,3,7.5014,5.2748,0.005,0.045
RN50__layer3__fov,600_700,1,3,7.5048,5.2505,0.02,0.06
RN50__layer3__fov,600_700,2,3,7.473,5.2256,0.005,0.05
RN50__layer3__fov,600_700,3,3,7.5009,5.245,0.005,0.06
RN50__layer3__fov,600_700,4,3,7.4883,5.2455,0.0,0.04
RN50__layer3__fov,700_800,0,3,7.5151,5.3159,0.02,0.045
RN50__layer3__fov,700_800,1,2,7.5058,5.3301,0.005,0.04
RN50__layer3__fov,700_800,2,2,7.4945,5.2859,0.005,0.025
RN50__layer3__fov,700_800,3,2,7.4946,5.3247,0.0,0.03
RN50__layer3__fov,700_800,4,2,7.5192,5.301,0.005,0.025
RN50__layer3__fov,800_900,0,2,7.512,5.3388,0.005,0.035
